,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,-0.3299999237060618,-0.820001602172848,-1.5234003067016602,-1.360000610351559,0.07749938964844105,1.7907991409301722,1.2649993896484375,3.0,5.0,02-01,-0.09001045227050782
01-03,0.0,0.0,0.0,-0.15999984741211293,0.37000083923339844,-1.2334003448486328,-0.6800003051757795,-0.25,1.9049987792968714,1.2649993896484375,3.0,5.0,02-02,0.12165985107421821
01-04,0.0,0.0,0.0,-0.12169837951659801,-0.049999237060546875,-0.9633998870849609,-1.2899999618530238,-0.12000083923339844,1.567799568176266,0.5900001525878906,2.0,6.0,02-03,-0.03872985839843714
01-05,0.0,0.0,0.0,-0.371698379516598,0.4200000762939453,-1.429999351501463,-0.9899997711181623,-0.12000083923339844,1.3486986160278285,0.9300003051757812,3.0,5.0,02-04,-0.021299934387206676
01-06,0.0,0.0,0.0,-0.371698379516598,0.3000011444091797,-1.099999427795412,-0.9899997711181623,-0.2700004577636719,1.3486986160278285,0.5799999237060547,3.0,5.0,02-05,-0.05029983520507812
01-07,0.0,0.0,0.0,-0.6599998474121094,0.5200004577636719,-1.5399999618530291,-0.75,-0.2700004577636719,1.3486986160278285,0.5799999237060547,3.0,5.0,02-06,-0.07713012695312553
01-08,0.0,0.0,0.0,-0.7100009918212855,0.1700000762939453,-1.5399999618530291,-0.8000001907348651,-1.8500003814697266,1.0,0.5799999237060547,3.0,5.0,02-07,-0.3150001525878906
01-09,0.0,0.0,0.0,-0.5457000732421875,0.7100009918212891,-0.20000076293945312,-0.9499998092651349,-1.8099994659423828,1.0353994369506836,0.4892005920410156,3.0,5.0,02-08,-0.12710990905761702
01-10,0.0,0.0,0.0,-0.5599994659423864,0.3600006103515625,-0.8500003814697266,-0.6599998474121094,-1.489999771118164,0.4603996276855451,0.35000038146972656,3.0,5.0,02-09,-0.23895988464355522
01-11,0.0,0.0,0.0,0.19000053405761363,0.05999946594237926,-0.9500007629394531,-0.14999961853027344,-1.7099990844726562,0.38539981842041016,0.5949993133544922,4.0,4.0,02-10,-0.15796003341674875
01-12,0.0,0.0,0.0,0.350000381469723,-0.20999908447265625,-0.8766002655029297,-0.14999961853027344,-1.7099990844726562,0.3499994277954084,0.40499877929687855,3.0,5.0,02-11,-0.18415994644165057
01-13,0.0,0.0,0.0,0.350000381469723,-0.4499988555908203,-0.8766002655029297,-0.14999961853027344,-1.5299997329711932,0.3249998092651385,0.39499855041503906,3.0,5.0,02-12,-0.1936599731445316
01-14,0.0,0.0,0.0,0.13999938964844105,0.39999961853027344,-0.8766002655029297,-1.079999923706053,-2.0799999237060547,0.5499992370605469,0.7875003814697301,4.0,4.0,02-13,-0.2159101486206046
01-15,0.0,0.0,0.0,-0.05999946594238281,0.4699993133544922,-0.28999996185302734,-1.0199995040893555,-2.1499996185302734,0.4099998474121094,0.7875003814697301,3.0,5.0,02-14,-0.18524990081787074
01-16,0.0,0.0,0.0,-0.3099994659423828,0.42000007629394887,-0.28999996185302734,-0.6499996185302734,-2.229999542236328,0.0950002670288086,0.4450016021728551,3.0,5.0,02-15,-0.2519996643066399
01-17,0.0,0.0,0.0,-0.36000061035155895,-0.10000038146972656,-0.28999996185302734,-1.1999998092651385,-1.3599987030029261,0.060000419616700995,0.22000122070312855,2.0,6.0,02-16,-0.3029997825622548
01-18,0.0,0.0,0.0,-0.05999946594238281,-0.3400001525878871,-0.28999996185302734,-0.8500003814697301,-1.3599987030029261,0.03999996185302912,0.39000129699707387,2.0,6.0,02-17,-0.24699974060058505
01-19,0.0,0.0,0.0,0.149999618530277,-0.10000038146972656,-0.28999996185302734,-0.9499998092651385,-1.7299995422363246,0.1920003890991211,0.4025001525878942,3.0,5.0,02-18,-0.23254995346069246
