,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999910593032,0.0,0.0,9.0,02-01,-0.003999999910593032
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999910593032,0.0,0.0,9.0,02-02,-0.003999999910593032
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999910593032,0.0,0.0,9.0,02-03,-0.003999999910593032
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999910593032,0.0,0.0,9.0,02-04,-0.003999999910593032
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999910593032,0.0,0.0,9.0,02-05,-0.003999999910593032
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999910593032,0.0,0.0,9.0,02-06,-0.003999999910593032
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999910593032,0.0,0.0,9.0,02-07,-0.003999999910593032
01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999910593032,0.0,0.0,9.0,02-08,-0.003999999910593032
01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03999999910593032,0.0,0.0,9.0,02-09,-0.003999999910593032
01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-10,0.0
01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-11,0.0
01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-12,0.0
01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-13,0.0
01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-14,0.0
01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-15,0.0
01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-16,0.0
01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-17,0.0
01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-18,0.0
01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-19,0.0
01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-20,0.0
01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-21,0.0
01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-22,0.0
01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-23,0.0
01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-24,0.0
01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-25,0.0
01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-26,0.0
01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-27,0.0
01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,02-28,0.0
01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000001639127731,0.0,1.0,8.0,02-29,0.00010000001639127731
01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000001639127731,0.0,1.0,8.0,03-01,0.00010000001639127731
02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000001639127731,0.0,1.0,8.0,03-02,0.00010000001639127731
02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010000001639127731,0.0,1.0,8.0,03-03,0.00010000001639127731
