,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,-6.839624402866259,-58.709674783353336,0.0,-1.0638250893645005,29.705218886562296,44.999999068677404,2.0,5.0,0.8991215199617338
01-03,0.0,0.0,0.0,-5.424532425533965,-58.709674783353336,0.0,-36.55030629611529,29.705218886562296,44.999999068677404,2.0,5.0,-2.886588394418099
01-04,0.0,0.0,0.0,-17.631583874864766,-58.709674783353336,0.0,-33.67556026796693,29.705218886562296,25.00000000000001,2.0,5.0,-6.145733337735858
01-05,0.0,0.0,-51.282049077737554,-17.631583874864766,-58.709674783353336,0.0,-33.67556026796693,29.705218886562296,25.00000000000001,2.0,5.0,-11.843738790817808
01-06,0.0,0.0,-38.173302598089,-17.36842151700298,-58.709674783353336,0.0,-43.73716371701961,29.705218886562296,25.00000000000001,2.0,5.0,-11.475927080989182
01-07,0.0,0.0,-38.173302598089,-17.678094428538532,-58.709674783353336,0.0,-4.321902818229139,44.98669142524779,25.00000000000001,2.0,5.0,-5.43292035588469
01-08,0.0,0.0,-38.173302598089,-17.678094428538532,-58.709674783353336,0.0,-14.192499550139278,46.086958380863166,25.00000000000001,2.0,5.0,-6.407401442139663
01-09,0.0,0.0,-38.173302598089,-17.678094428538532,-58.709674783353336,0.0,-14.192499550139278,47.89916171578727,25.00000000000001,2.0,5.0,-6.206045516036984
01-10,0.0,0.0,-38.173302598089,-17.678094428538532,-58.709674783353336,0.0,-4.52489623408534,47.89916171578727,25.00000000000001,2.0,5.0,-5.13186736980877
01-11,0.0,0.0,-38.173302598089,-17.678094428538532,-58.709674783353336,0.0,-10.256415731176748,47.89916171578727,25.00000000000001,2.0,5.0,-5.768702869485592
01-12,0.0,0.0,-38.173302598089,-17.06036270638332,-58.709674783353336,0.0,-10.256415731176748,51.78849273481495,25.00000000000001,2.0,5.0,-5.267918120465271
01-13,0.0,0.0,-38.173302598089,-17.06036270638332,-58.709674783353336,0.0,-15.919633684777335,41.064639806568195,25.00000000000001,2.0,5.0,-7.088703774003865
01-14,0.0,0.0,-38.173302598089,-17.36842151700298,-58.709674783353336,0.0,-47.0588321229305,43.32723870373787,25.00000000000001,2.0,5.0,-10.331443590848659
01-15,0.0,0.0,-38.173302598089,-17.36842151700298,-58.709674783353336,0.0,-21.16316921694577,20.932359146054473,25.00000000000001,2.0,6.0,-9.942467663259622
01-16,0.0,0.0,-38.173302598089,-26.31579463336623,-58.709674783353336,0.0,-21.16316921694577,11.992683720324266,25.00000000000001,2.0,6.0,-11.929917501270006
01-17,0.0,0.0,-38.173302598089,-26.31579463336623,-58.709674783353336,0.0,-21.16316921694577,15.539303209967665,25.00000000000001,2.0,6.0,-11.535848669087407
01-18,0.0,0.0,-38.173302598089,-26.31579463336623,-58.709674783353336,0.0,2.4232621806910424,15.539303209967665,25.00000000000001,3.0,5.0,-8.915134069349982
01-19,0.0,0.0,-38.173302598089,-25.98425150656705,-58.709674783353336,0.0,-14.054930277191058,15.539303209967665,25.00000000000001,2.0,6.0,-10.709206217248084
01-20,0.0,0.0,-38.173302598089,-26.31579463336623,0.0,0.0,-14.054930277191058,15.539303209967665,25.00000000000001,2.0,6.0,-4.222747144297624
