,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.1459999829530716,0.030000001192092896,0.0007999986410140957,0.14739999547600746,-0.01900000125169754,-0.0009000003337860107,-0.0038999989628791844,4.0,3.0,02-01,0.03337777530153593
01-03,0.0,0.0,0.1459999829530716,-0.04599999636411667,0.0007999986410140957,0.15850000455975535,-0.01299999654293059,-0.0009000003337860107,-0.001199999824166298,3.0,4.0,02-02,0.027133332565426833
01-04,0.0,0.0,0.14300000667572021,-0.04599999636411667,0.0007999986410140957,0.12520000711083412,-0.001099996268749251,-0.0009000003337860107,0.0002600010484457016,4.0,3.0,02-03,0.02458444672326247
01-05,0.0,0.0,0.14300000667572021,-0.04599999636411667,0.0007999986410140957,0.12520000711083412,-0.0027000010013580322,-0.0009000003337860107,0.0002600010484457016,4.0,3.0,02-04,0.02440666841963927
01-06,0.0,0.0,0.14300000667572021,-0.0859999991953373,0.0007999986410140957,0.12480000779032707,-0.023199997842311873,-0.0009000003337860107,0.0002600010484457016,4.0,3.0,02-05,0.01764000186489688
01-07,0.0,0.0,0.03999999165534979,-0.0859999991953373,0.0007999986410140957,0.11959999427199364,-0.03159999847412111,-0.0009000003337860107,0.006000000983476639,4.0,3.0,02-06,0.005322220838732194
01-08,0.0,0.0,0.03999999165534979,-0.0859999991953373,0.0007999986410140957,0.10809999331831935,-0.024599999189376845,-0.0009000003337860107,0.006000000983476639,4.0,3.0,02-07,0.004822220653295525
01-09,0.0,0.0,0.11899998784065252,-0.0859999991953373,-0.00019999966025352825,0.14060000702738762,-0.018200002610683455,-0.0009000003337860107,0.006000000983476639,3.0,4.0,02-08,0.017811110450161833
01-10,0.0,0.0,-0.03000000119209284,-0.01999999955296517,-0.00019999966025352825,0.11860000714659688,-0.025499999523162856,-0.0009000003337860107,0.006000000983476639,2.0,5.0,02-09,0.005333334207534791
01-11,0.0,0.0,0.06700000166893011,-0.01999999955296517,0.0020000003278255463,0.11860000714659688,-0.029799997806549072,-0.0009000003337860107,-0.0010000001639127731,3.0,4.0,02-10,0.015100001254015501
01-12,0.0,0.0,0.06700000166893011,-0.01999999955296517,0.0020000003278255463,0.11860000714659688,-0.02799999713897705,-0.008400000631809235,-0.0010000001639127731,3.0,4.0,02-11,0.014466667961743146
01-13,0.0,0.0,0.03799998760223389,-0.05000000074505806,0.0020000003278255463,0.11860000714659688,-0.020000003278255463,-0.01140000019222498,-0.0010000001639127731,3.0,4.0,02-12,0.008466665633022782
01-14,0.0,0.0,-0.027999997138977106,-0.05000000074505806,0.0020000003278255463,0.11860000714659688,-0.021000005304813385,-0.005300000309944149,-0.0010000001639127731,2.0,5.0,02-13,0.0017000004235241057
01-15,0.0,0.0,-0.11300000548362732,-0.05000000074505806,0.0020000003278255463,0.1265999935567379,-0.021000005304813385,-0.007799999788403508,0.005000000819563866,3.0,5.0,02-14,-0.006466668513086107
01-16,0.0,0.0,-0.11700001358985901,-0.029999997466802597,0.004999999888241293,0.1936999969184399,-0.021900005638599396,-0.00989999994635581,0.005000000819563866,3.0,5.0,02-15,0.002766664553847584
01-17,0.0,0.0,-0.11700001358985901,-0.029999997466802597,0.004999999888241293,0.18559999391436577,-0.033799998462200165,-0.00989999994635581,0.005000000819563866,3.0,5.0,02-16,0.0005444427952170372
01-18,0.0,0.0,-0.11800000071525574,-0.029999997466802597,0.005230001173913481,0.135500006377697,-0.033799998462200165,9.999983012676586e-05,0.005000000819563866,4.0,4.0,02-17,-0.0039966653825508226
01-19,0.0,0.0,-0.11800000071525574,-0.029999997466802597,0.005230001173913481,0.11190000921487808,-0.021000005304813385,9.999983012676586e-05,0.005000000819563866,4.0,4.0,02-18,-0.005196665827598836
01-20,0.0,0.0,-0.25,-0.029999997466802597,0.005230001173913481,0.007600009441375732,-0.021000005304813385,9.999983012676586e-05,0.005000000819563866,4.0,4.0,02-19,-0.03145222127851513
