,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,-0.002900000661611557,-0.009099999442696571,0.0,-0.0006999969482421875,0.013100001960992813,0.017999999225139618,2.0,5.0,02-01,0.002044444903731346
01-03,0.0,0.0,0.0,-0.0023000016808509896,-0.009099999442696571,0.0,-0.017799999564886093,0.013100001960992813,0.017999999225139618,2.0,5.0,02-02,0.00021111116641097522
01-04,0.0,0.0,0.0,-0.006700001657009132,-0.009099999442696571,0.0,-0.01639999821782112,0.013100001960992813,0.009999999776482586,2.0,5.0,02-03,-0.0010111108422279362
01-05,0.0,0.0,-0.01999999955296517,-0.006700001657009132,-0.009099999442696571,0.0,-0.01639999821782112,0.013100001960992813,0.009999999776482586,2.0,5.0,02-04,-0.0032333330147796217
01-06,0.0,0.0,-0.016300000250339515,-0.00659999996423722,-0.009099999442696571,0.0,-0.021299999207258224,0.013100001960992813,0.009999999776482586,2.0,5.0,02-05,-0.0033555552363395704
01-07,0.0,0.0,-0.016300000250339515,-0.006699997931718833,-0.009099999442696571,0.0,-0.0028999969363212447,0.025350000709295266,0.009999999776482586,2.0,5.0,02-06,3.888954718907636e-05
01-08,0.0,0.0,-0.016300000250339515,-0.006699997931718833,-0.009099999442696571,0.0,-0.008700001984834671,0.026500001549720757,0.009999999776482586,2.0,5.0,02-07,-0.0004777775870429164
01-09,0.0,0.0,-0.016300000250339515,-0.006699997931718833,-0.009099999442696571,0.0,-0.008700001984834671,0.028500001877546303,0.009999999776482586,2.0,5.0,02-08,-0.0002555553283956335
01-10,0.0,0.0,-0.016300000250339515,-0.006699997931718833,-0.009099999442696571,0.0,-0.003000006079673767,0.028500001877546303,0.009999999776482586,2.0,5.0,02-09,0.000377777549955578
01-11,0.0,0.0,-0.016300000250339515,-0.006699997931718833,-0.009099999442696571,0.0,-0.006800003349781036,0.028500001877546303,0.009999999776482586,2.0,5.0,02-10,-4.4444368945229656e-05
01-12,0.0,0.0,-0.016300000250339515,-0.006499998271465315,-0.009099999442696571,0.0,-0.006800003349781036,0.0333000011742115,0.009999999776482586,2.0,5.0,02-11,0.0005111110707124055
01-13,0.0,0.0,-0.016300000250339515,-0.006499998271465315,-0.009099999442696571,0.0,-0.010300002992153168,0.02160000056028366,0.009999999776482586,2.0,5.0,02-12,-0.001177777846654258
01-14,0.0,0.0,-0.016300000250339515,-0.00659999996423722,-0.009099999442696571,0.0,-0.024000003933906555,0.02369999885559082,0.009999999776482586,2.0,5.0,02-13,-0.002477778328789606
01-15,0.0,0.0,-0.016300000250339515,-0.00659999996423722,-0.009099999442696571,0.0,-0.0131000019609928,0.01145000010728836,0.009999999776482586,2.0,6.0,02-14,-0.002627777970499462
01-16,0.0,0.0,-0.016300000250339515,-0.010000001639127731,-0.009099999442696571,0.0,-0.0131000019609928,0.006559997797012329,0.009999999776482586,2.0,6.0,02-15,-0.0035488895244068556
01-17,0.0,0.0,-0.016300000250339515,-0.010000001639127731,-0.009099999442696571,0.0,-0.0131000019609928,0.008499998599290855,0.009999999776482586,2.0,6.0,02-16,-0.003333333879709242
01-18,0.0,0.0,-0.016300000250339515,-0.010000001639127731,-0.009099999442696571,0.0,0.001499999314546599,0.008499998599290855,0.009999999776482586,3.0,5.0,02-17,-0.0017111115157604198
01-19,0.0,0.0,-0.016300000250339515,-0.009899999946355827,-0.009099999442696571,0.0,-0.008700001984834657,0.008499998599290855,0.009999999776482586,2.0,6.0,02-18,-0.00283333369427257
01-20,0.0,0.0,-0.016300000250339515,-0.010000001639127731,0.0,0.0,-0.008700001984834657,0.008499998599290855,0.009999999776482586,2.0,6.0,02-19,-0.0018333339442809403
01-21,0.0,0.0,-0.016300000250339515,-0.013000000268220901,0.0,0.0,-0.008700001984834657,0.008499998599290855,0.009999999776482586,2.0,6.0,02-20,-0.0021666671252912927
01-22,0.0,0.0,-0.016300000250339515,-0.013000000268220901,0.0,0.0,-0.012300003319978721,0.008499998599290855,0.009999999776482586,2.0,6.0,02-21,-0.002566667273640633
01-23,0.0,0.0,-0.016300000250339515,-0.013000000268220901,0.0,0.0,-0.012300003319978721,0.008499998599290855,0.009999999776482586,2.0,6.0,02-22,-0.002566667273640633
01-24,0.0,0.0,-0.016300000250339515,-0.013000000268220901,0.0,0.0,-0.011900003999471671,0.008499998599290855,0.009999999776482586,2.0,6.0,02-23,-0.002522222904695405
01-25,0.0,0.0,-0.016300000250339515,-0.013000000268220901,0.0,0.0,-0.011900003999471671,0.008499998599290855,0.0,1.0,7.0,02-24,-0.003633333990971248
01-26,0.0,0.0,-0.016300000250339515,-0.013000000268220901,0.0,0.0,-0.011900003999471671,0.005499999970197678,0.0,1.0,7.0,02-25,-0.003966667171981601
01-27,0.0,0.0,-0.016300000250339515,-0.004399999976158142,0.0,0.0,-0.007500004023313529,0.005499999970197678,0.0,1.0,7.0,02-26,-0.0025222226977348345
01-28,0.0,0.0,-0.016300000250339515,-0.004399999976158142,0.0,0.0,-0.007500004023313529,0.005499999970197678,0.0,1.0,7.0,02-27,-0.0025222226977348345
01-29,0.0,0.0,-0.016300000250339515,-0.004399999976158142,0.0,0.0,-0.013200003653764725,0.010599996894598007,-0.009999999776482586,1.0,7.0,02-28,-0.0037000007513496628
01-30,0.0,0.0,-0.016300000250339515,0.0,0.0,0.0,-0.0068000033497810294,0.010599996894598007,-0.009999999776482586,1.0,7.0,02-29,-0.0025000007202227916
01-31,0.0,0.0,0.003699999302625656,-0.003999996930360794,0.0,0.0,0.0032999999821186066,0.010599996894598007,-0.009999999776482586,3.0,5.0,03-01,0.0003999999413887656
02-01,0.0,0.0,0.0,-0.003999996930360794,0.0,0.0,0.0032999999821186066,0.010599996894598007,-0.009999999776482586,2.0,6.0,03-02,-1.1111092236307318e-05
02-02,0.0,0.0,0.0,-0.000999998301267617,0.0,0.0,-0.015100002288818373,-0.0016500018537044456,-0.009999999776482586,0.0,8.0,03-03,-0.0030833335800303356
02-03,0.0,0.0,0.0,-0.000999998301267617,0.0,0.0,-0.00029999762773513794,-0.0016500018537044456,-0.009999999776482586,0.0,8.0,03-04,-0.001438888617687754
