,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,-0.47369956970214844,-1.7910003662109375,-1.9885997772216797,1.8719997406005895,-0.043298721313480115,1.6054000854492223,0.5561008453369141,3.0,5.0,02-01,-0.02630977630615199
01-03,0.0,0.0,0.0,-0.47369956970214844,-1.7910003662109375,0.38800048828125,1.9678993225097656,-0.043298721313480115,1.6054000854492223,0.5561008453369141,4.0,4.0,02-02,0.2209402084350586
01-04,0.0,0.0,0.0,-0.47369956970214844,-1.7910003662109375,0.38800048828125,1.692600250244137,-0.043298721313480115,1.6054000854492223,0.5561008453369141,4.0,4.0,02-03,0.19341030120849573
01-05,0.0,0.0,0.0,-0.47369956970214844,-1.2849998474121094,0.8421993255615234,1.692600250244137,-0.043298721313480115,1.6054000854492223,0.5561008453369141,4.0,4.0,02-04,0.2894302368164059
01-06,0.0,0.0,0.0,-0.47369956970214844,-1.2624988555908168,1.3572998046875,1.692600250244137,-0.043298721313480115,1.6054000854492223,0.5561008453369141,4.0,4.0,02-05,0.3431903839111328
01-07,0.0,0.0,0.0,-0.47369956970214844,-1.2624988555908168,1.3572998046875,1.692600250244137,-1.2474994659423793,1.6054000854492223,0.5561008453369141,4.0,4.0,02-06,0.2227703094482429
01-08,0.0,0.0,0.0,-0.47369956970214844,-1.2624988555908168,1.5823993682861328,1.692600250244137,-1.2474994659423793,1.6054000854492223,0.5561008453369141,4.0,4.0,02-07,0.2452802658081062
01-09,0.0,0.0,0.0,-0.47369956970214844,-1.2624988555908168,1.5823993682861328,1.692600250244137,-2.0447998046875,1.6054000854492223,0.5561008453369141,4.0,4.0,02-08,0.1655502319335941
01-10,0.0,0.0,0.0,-0.47369956970214844,-1.2624988555908168,1.5823993682861328,1.692600250244137,-2.0447998046875,1.6054000854492223,0.5561008453369141,4.0,4.0,02-09,0.1655502319335941
01-11,0.0,0.0,0.0,-0.47369956970214844,-1.2624988555908168,1.5823993682861328,1.692600250244137,-2.0447998046875,1.6054000854492223,0.5561008453369141,4.0,4.0,02-10,0.1655502319335941
01-12,0.0,0.0,0.0,-0.47369956970214844,-1.2624988555908168,1.5909004211425781,1.4378986358642578,-2.0447998046875,1.7201995849609446,0.5561008453369141,4.0,4.0,02-11,0.15241012573242294
01-13,0.0,0.0,0.0,-0.47369956970214844,-1.2624988555908168,1.5909004211425781,1.4378986358642578,-2.0447998046875,1.7201995849609446,0.5561008453369141,4.0,4.0,02-12,0.15241012573242294
01-14,0.0,0.0,0.0,0.28820037841796875,-1.2624988555908168,2.1273002624511683,1.4378986358642578,-2.3449993133544886,1.7201995849609446,0.5561008453369141,5.0,3.0,02-13,0.2522201538085948
01-15,0.0,0.0,0.0,0.28820037841796875,-1.2624988555908168,2.1273002624511683,1.4378986358642578,-2.1972999572753906,0.1147994995117223,0.5561008453369141,5.0,3.0,02-14,0.10645008087158239
01-16,0.0,0.0,0.0,-0.050199508666988635,-1.2624988555908168,2.1273002624511683,1.4378986358642578,-2.1972999572753906,0.1147994995117223,0.5561008453369141,4.0,4.0,02-15,0.07261009216308664
01-17,0.0,0.0,0.0,0.0,-1.2624988555908168,2.1273002624511683,1.4378986358642578,-2.264299392700199,0.1147994995117223,0.5561008453369141,4.0,4.0,02-16,0.07093009948730469
01-18,0.0,0.0,0.0,0.0,-1.2624988555908168,2.1273002624511683,0.36389923095703125,-2.264299392700199,0.1147994995117223,0.5561008453369141,4.0,4.0,02-17,-0.03646984100341797
01-19,0.0,0.0,0.0,0.0,-1.5154991149902308,2.1273002624511683,0.36389923095703125,-2.264299392700199,0.1147994995117223,0.5561008453369141,4.0,4.0,02-18,-0.061769866943359376
01-20,0.0,0.0,0.0,0.0,-1.5154991149902308,2.3766002655029297,0.020898818969726562,-2.264299392700199,0.1147994995117223,0.5561008453369141,4.0,4.0,02-19,-0.07113990783691371
01-21,0.0,0.0,0.0,0.0,-0.4706993103027344,2.3766002655029297,0.09589958190917613,-2.264299392700199,0.1147994995117223,0.5561008453369141,4.0,4.0,02-20,0.040840148925780896
01-22,0.0,0.0,0.0,0.0,-0.3419990539550817,2.3766002655029297,0.3633003234863246,-1.9556999206542969,0.1147994995117223,0.0,3.0,5.0,02-21,0.0557001113891598
01-23,0.0,0.0,0.0,0.0,-0.46939849853515625,2.3766002655029297,0.3633003234863246,-1.9556999206542969,0.1147994995117223,0.0,3.0,5.0,02-22,0.042960166931152344
01-24,0.0,0.0,0.0,0.0,-0.39340019226074574,2.3766002655029297,0.3633003234863246,-1.9124011993408168,0.1147994995117223,0.0,3.0,5.0,02-23,0.054889869689941403
01-25,0.0,0.0,0.0,-0.9169998168945312,-0.39340019226074574,2.3766002655029297,0.3633003234863246,-1.9124011993408168,0.1147994995117223,0.0,3.0,5.0,02-24,-0.036810111999511716
01-26,0.0,0.0,0.0,-0.9169998168945312,-0.39340019226074574,2.3766002655029297,0.3633003234863246,-1.9124011993408168,0.1147994995117223,0.0,3.0,5.0,02-25,-0.036810111999511716
01-27,0.0,0.0,0.0,-0.9169998168945312,-0.39340019226074574,2.3766002655029297,0.3633003234863246,-2.339300155639645,0.1147994995117223,0.0,3.0,5.0,02-26,-0.07950000762939453
01-28,0.0,0.0,0.0,-0.9169998168945312,-0.2145004272460973,2.3766002655029297,0.3633003234863246,-2.339300155639645,0.1147994995117223,0.0,3.0,5.0,02-27,-0.06161003112792969
01-29,0.0,0.0,0.0,-0.6840000152587891,-0.2145004272460973,0.0,0.3941993713378906,-2.339300155639645,0.1147994995117223,-1.6887016296386683,2.0,6.0,02-28,-0.44175033569335864
01-30,0.0,0.0,0.0,-0.6840000152587891,-0.2145004272460973,0.0,0.3941993713378906,-2.339300155639645,0.1147994995117223,-1.6887016296386683,2.0,6.0,02-29,-0.44175033569335864
01-31,0.0,0.0,0.0,-0.6840000152587891,-0.7205009460449254,0.0,0.2982997894287145,-2.339300155639645,0.1147994995117223,-1.6887016296386683,2.0,6.0,03-01,-0.5019403457641591
02-01,0.0,0.0,0.0,-0.6840000152587891,-1.0144996643066406,0.0,0.2982997894287145,-2.339300155639645,0.1147994995117223,-1.6887016296386683,2.0,6.0,03-02,-0.5313402175903306
02-02,0.0,0.0,0.0,-0.6840000152587891,-1.0144996643066406,0.0,0.2982997894287145,-1.1350994110107457,0.1147994995117223,-1.6887016296386683,2.0,6.0,03-03,-0.4109201431274407
02-03,0.0,0.0,0.0,-0.6840000152587891,-0.6800003051757812,0.0,0.2982997894287145,-1.1350994110107457,0.1147994995117223,-1.6887016296386683,2.0,6.0,03-04,-0.37747020721435476
02-04,0.0,0.0,0.0,-0.6840000152587891,-0.6800003051757812,0.0,0.2982997894287145,-1.5876007080078196,0.1147994995117223,-1.6887016296386683,2.0,6.0,03-05,-0.42272033691406213
02-05,0.0,0.0,0.0,-0.6840000152587891,-0.6800003051757812,0.0,0.2982997894287145,-1.5876007080078196,0.1147994995117223,-2.049001693725586,2.0,6.0,03-06,-0.4587503433227539
02-06,0.0,0.0,0.0,-0.6840000152587891,-0.6800003051757812,0.0,0.2982997894287145,-0.7903003692626989,0.1147994995117223,-2.049001693725586,2.0,6.0,03-07,-0.37902030944824183
02-07,0.0,0.0,0.0,-0.6840000152587891,-0.6800003051757812,0.0,0.2982997894287145,-0.7903003692626989,0.0,-2.049001693725586,1.0,7.0,03-08,-0.3905002593994141
02-08,0.0,0.0,0.0,-0.6840000152587891,-0.6800003051757812,0.0,0.2982997894287145,-0.7903003692626989,0.0,-2.049001693725586,1.0,7.0,03-09,-0.3905002593994141
02-09,0.0,0.0,0.0,-0.6840000152587891,-0.6800003051757812,0.0,0.2982997894287145,-0.49010086059571023,0.0,-2.049001693725586,1.0,7.0,03-10,-0.3604803085327152
02-10,0.0,0.0,0.0,-0.6840000152587891,-0.6800003051757812,0.0,0.2982997894287145,-0.6378002166748082,0.0,-2.049001693725586,1.0,7.0,03-11,-0.375250244140625
02-11,0.0,0.0,0.0,-0.6840000152587891,-0.9520015716552734,0.0,0.2982997894287145,-0.6378002166748082,0.0,-2.049001693725586,1.0,7.0,03-12,-0.4024503707885742
02-12,0.0,0.0,0.0,-0.6840000152587891,-0.9520015716552734,0.0,0.2982997894287145,-0.6378002166748082,0.0,-2.049001693725586,1.0,7.0,03-13,-0.4024503707885742
02-13,0.0,0.0,0.0,-0.6840000152587891,-0.6990013122558594,0.0,0.2982997894287145,-0.033298492431640625,0.0,-2.049001693725586,1.0,7.0,03-14,-0.31670017242431603
02-14,0.0,0.0,0.0,-0.6840000152587891,-0.6990013122558594,0.0,0.2982997894287145,0.0699996948242223,0.0,-2.049001693725586,2.0,6.0,03-15,-0.3063703536987298
02-15,0.0,0.0,0.0,-0.6840000152587891,-0.6990013122558594,0.0,0.2982997894287145,0.0699996948242223,0.0,-2.049001693725586,2.0,6.0,03-16,-0.3063703536987298
02-16,0.0,0.0,2.9375,-0.6840000152587891,-0.6990013122558594,0.0,0.030899047851566053,-0.2385997772216797,0.0,-5.435300827026367,2.0,6.0,03-17,-0.4088502883911129
02-17,0.0,0.0,2.9375,-0.6840000152587891,-0.6990013122558594,0.0,0.030899047851566053,-0.5739994049072266,0.0,-5.435300827026367,2.0,6.0,03-18,-0.4423902511596676
02-18,0.0,0.0,2.9375,-0.6840000152587891,-0.4900016784667969,0.0,0.030899047851566053,-0.5739994049072266,0.0,-6.692900657653809,2.0,6.0,03-19,-0.5472502708435055
02-19,0.0,0.0,2.9375,-0.6000003814697266,-0.5659999847412074,0.0,0.030899047851566053,-1.2905998229980469,-2.6784992218017614,-6.692900657653809,2.0,6.0,03-20,-0.8859601020812985
02-20,0.0,0.0,2.9375,0.3169994354248047,-0.5659999847412074,0.0,0.030899047851566053,-1.1993999481201136,-2.6784992218017614,-6.692900657653809,3.0,5.0,03-21,-0.785140132904052
