,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,-2.037417504095262,-8.668717616939063,-10.479662640177935,8.334074212012913,-0.1800287731992096,6.666057895702659,2.586527491674163,3.0,5.0,-0.3779166935021735
01-03,0.0,0.0,0.0,-2.037417504095262,-8.668717616939063,1.817128245265863,8.723770245905161,-0.1800287731992096,6.666057895702659,2.586527491674163,4.0,4.0,0.8907319984314312
01-04,0.0,0.0,0.0,-2.037417504095262,-8.668717616939063,1.817128245265863,7.503359309286085,-0.1800287731992096,6.666057895702659,2.586527491674163,4.0,4.0,0.7686909047695236
01-05,0.0,0.0,0.0,-2.037417504095262,-6.070913197052051,3.9442841667569617,7.503359309286085,-0.1800287731992096,6.666057895702659,2.586527491674163,4.0,4.0,1.2411869389073347
01-06,0.0,0.0,0.0,-2.037417504095262,-6.060382158233738,6.356661619981479,7.503359309286085,-0.1800287731992096,6.666057895702659,2.586527491674163,4.0,4.0,1.4834777881116177
01-07,0.0,0.0,0.0,-2.037417504095262,-6.060382158233738,6.356661619981479,7.503359309286085,-5.460280976361994,6.666057895702659,2.586527491674163,4.0,4.0,0.9554525677953393
01-08,0.0,0.0,0.0,-2.037417504095262,-6.060382158233738,7.410873630961213,7.503359309286085,-5.460280976361994,6.666057895702659,2.586527491674163,4.0,4.0,1.0608737688933128
01-09,0.0,0.0,0.0,-2.037417504095262,-6.060382158233738,7.410873630961213,7.503359309286085,-9.27367899484857,6.666057895702659,2.586527491674163,4.0,4.0,0.679533967044655
01-10,0.0,0.0,0.0,-2.037417504095262,-6.060382158233738,7.410873630961213,7.503359309286085,-9.27367899484857,6.666057895702659,2.586527491674163,4.0,4.0,0.679533967044655
01-11,0.0,0.0,0.0,-2.037417504095262,-6.060382158233738,7.410873630961213,7.503359309286085,-9.27367899484857,6.666057895702659,2.586527491674163,4.0,4.0,0.679533967044655
01-12,0.0,0.0,0.0,-2.037417504095262,-6.060382158233738,7.450686733589958,6.37425766282715,-9.27367899484857,7.108850269506231,2.586527491674163,4.0,4.0,0.6148843500419932
01-13,0.0,0.0,0.0,-2.037417504095262,-6.060382158233738,7.450686733589958,6.37425766282715,-9.27367899484857,7.108850269506231,2.586527491674163,4.0,4.0,0.6148843500419932
01-14,0.0,0.0,0.0,1.239571520077285,-6.060382158233738,9.962815794859154,6.37425766282715,-10.781953042283886,7.108850269506231,2.586527491674163,5.0,3.0,1.0429687538426358
01-15,0.0,0.0,0.0,1.239571520077285,-6.060382158233738,9.962815794859154,6.37425766282715,-10.034708049434798,0.47441730609510413,2.586527491674163,5.0,3.0,0.45424995678643204
01-16,0.0,0.0,0.0,-0.21591186523435973,-6.060382158233738,9.962815794859154,6.37425766282715,-10.034708049434798,0.47441730609510413,2.586527491674163,4.0,4.0,0.3087016182552675
01-17,0.0,0.0,0.0,0.0,-6.060382158233738,9.962815794859154,6.37425766282715,-10.372420525028529,0.47441730609510413,2.586527491674163,4.0,4.0,0.2965215572193304
01-18,0.0,0.0,0.0,0.0,-6.060382158233738,9.962815794859154,1.6131787064604597,-10.372420525028529,0.47441730609510413,2.586527491674163,4.0,4.0,-0.1795863384173387
01-19,0.0,0.0,0.0,0.0,-7.364298946282339,9.962815794859154,1.6131787064604597,-10.372420525028529,0.47441730609510413,2.586527491674163,4.0,4.0,-0.30997801722219886
01-20,0.0,0.0,0.0,0.0,-7.364298946282339,11.130366070625424,0.09264523495548597,-10.372420525028529,0.47441730609510413,2.586527491674163,4.0,4.0,-0.3452763367960692
01-21,0.0,0.0,0.0,0.0,-2.3107476235158004,11.130366070625424,0.42512638206869646,-10.372420525028529,0.47441730609510413,2.586527491674163,4.0,4.0,0.19332691019190595
01-22,0.0,0.0,0.0,0.0,-1.6789349036077528,11.130366070625424,1.5916562763144688,-8.833891818059477,0.47441730609510413,0.0,3.0,5.0,0.26836129313677676
01-23,0.0,0.0,0.0,0.0,-2.304361704448617,11.130366070625424,1.5916562763144688,-8.833891818059477,0.47441730609510413,0.0,3.0,5.0,0.20581861305269028
01-24,0.0,0.0,0.0,0.0,-1.9240937528219533,11.130366070625424,1.5916562763144688,-8.638311598464428,0.47441730609510413,0.0,3.0,5.0,0.26340343017486156
01-25,0.0,0.0,0.0,-4.106030579752675,-1.9240937528219533,11.130366070625424,1.5916562763144688,-8.638311598464428,0.47441730609510413,0.0,3.0,5.0,-0.1471996278004059
01-26,0.0,0.0,0.0,-4.106030579752675,-1.9240937528219533,11.130366070625424,1.5916562763144688,-8.638311598464428,0.47441730609510413,0.0,3.0,5.0,-0.1471996278004059
01-27,0.0,0.0,0.0,-4.106030579752675,-1.9240937528219533,11.130366070625424,1.5916562763144688,-10.774375605278788,0.47441730609510413,0.0,3.0,5.0,-0.3608060284818419
01-28,0.0,0.0,0.0,-4.106030579752675,-1.0491070928819108,11.130366070625424,1.5916562763144688,-10.774375605278788,0.47441730609510413,0.0,3.0,5.0,-0.2733073624878377
01-29,0.0,0.0,0.0,-3.031108817341574,-1.0491070928819108,0.0,1.7246934487034422,-10.774375605278788,0.47441730609510413,-8.523974816434803,2.0,6.0,-2.117945557713853
01-30,0.0,0.0,0.0,-3.031108817341574,-1.0491070928819108,0.0,1.7246934487034422,-10.774375605278788,0.47441730609510413,-8.523974816434803,2.0,6.0,-2.117945557713853
01-31,0.0,0.0,0.0,-3.031108817341574,-3.5239214328306705,0.0,1.3051154567578798,-10.774375605278788,0.47441730609510413,-8.523974816434803,2.0,6.0,-2.4073847909032855
02-01,0.0,0.0,0.0,-3.031108817341574,-5.034238005151129,0.0,1.3051154567578798,-10.774375605278788,0.47441730609510413,-8.523974816434803,2.0,6.0,-2.5584164481353313
02-02,0.0,0.0,0.0,-3.031108817341574,-5.034238005151129,0.0,1.3051154567578798,-5.228053943430958,0.47441730609510413,-8.523974816434803,2.0,6.0,-2.003784281950548
02-03,0.0,0.0,0.0,-3.031108817341574,-3.374356345568557,0.0,1.3051154567578798,-5.228053943430958,0.47441730609510413,-8.523974816434803,2.0,6.0,-1.837796115992291
02-04,0.0,0.0,0.0,-3.031108817341574,-3.374356345568557,0.0,1.3051154567578798,-7.467829325881209,0.47441730609510413,-8.523974816434803,2.0,6.0,-2.061773654237316
02-05,0.0,0.0,0.0,-3.031108817341574,-3.374356345568557,0.0,1.3051154567578798,-7.467829325881209,0.47441730609510413,-10.53422610773835,2.0,6.0,-2.2627987833676704
02-06,0.0,0.0,0.0,-3.031108817341574,-3.374356345568557,0.0,1.3051154567578798,-3.717451273526178,0.47441730609510413,-10.53422610773835,2.0,6.0,-1.8877609781321674
02-07,0.0,0.0,0.0,-3.031108817341574,-3.374356345568557,0.0,1.3051154567578798,-3.717451273526178,0.0,-10.53422610773835,1.0,7.0,-1.9352027087416779
02-08,0.0,0.0,0.0,-3.031108817341574,-3.374356345568557,0.0,1.3051154567578798,-3.717451273526178,0.0,-10.53422610773835,1.0,7.0,-1.9352027087416779
02-09,0.0,0.0,0.0,-3.031108817341574,-3.374356345568557,0.0,1.3051154567578798,-2.305358999234105,0.0,-10.53422610773835,1.0,7.0,-1.7939934813124707
02-10,0.0,0.0,0.0,-3.031108817341574,-3.374356345568557,0.0,1.3051154567578798,-3.000114032522882,0.0,-10.53422610773835,1.0,7.0,-1.8634689846413484
02-11,0.0,0.0,0.0,-3.031108817341574,-4.788740502233316,0.0,1.3051154567578798,-3.000114032522882,0.0,-10.53422610773835,1.0,7.0,-2.0049074003078244
02-12,0.0,0.0,0.0,-3.031108817341574,-4.788740502233316,0.0,1.3051154567578798,-3.000114032522882,0.0,-10.53422610773835,1.0,7.0,-2.0049074003078244
02-13,0.0,0.0,0.0,-3.031108817341574,-3.516103328793626,0.0,1.3051154567578798,-0.15230034766144201,0.0,-10.53422610773835,1.0,7.0,-1.5928623144777112
02-14,0.0,0.0,0.0,-3.031108817341574,-3.516103328793626,0.0,1.3051154567578798,0.3196333152672449,0.0,-10.53422610773835,2.0,6.0,-1.5456689481848425
02-15,0.0,0.0,0.0,-3.031108817341574,-3.516103328793626,0.0,1.3051154567578798,0.3196333152672449,0.0,-10.53422610773835,2.0,6.0,-1.5456689481848425
02-16,0.0,0.0,13.118524356812866,-3.031108817341574,-3.516103328793626,0.0,0.1351889152433251,-1.0894967186199993,0.0,-33.83402531108129,2.0,6.0,-2.8217020903780297
02-17,0.0,0.0,13.118524356812866,-3.031108817341574,-3.516103328793626,0.0,0.1351889152433251,-2.66176699382747,0.0,-33.83402531108129,2.0,6.0,-2.978929117898777
02-18,0.0,0.0,13.118524356812866,-3.031108817341574,-2.46479727943762,0.0,0.1351889152433251,-2.66176699382747,0.0,-45.20092243691577,2.0,6.0,-4.010488225546624
02-19,0.0,0.0,13.118524356812866,-2.6490083513240243,-2.8470825384048033,0.0,0.1351889152433251,-6.190521150454751,-12.44684649103527,-45.20092243691577,2.0,6.0,-5.608066769607842
02-20,0.0,0.0,13.118524356812866,1.399556029861754,-2.8470825384048033,0.0,0.1351889152433251,-5.728012434858211,-12.44684649103527,-45.20092243691577,3.0,5.0,-5.156959459929611
02-21,0.0,0.0,13.118524356812866,1.399556029861754,-2.8470825384048033,0.0,0.7595642753269362,-5.728012434858211,-12.44684649103527,-45.20092243691577,3.0,5.0,-5.094521923921249
02-22,0.0,0.0,13.118524356812866,0.348039433461863,-2.8470825384048033,0.0,0.7595642753269362,-3.6892575275061583,-12.44684649103527,-55.74334087009182,3.0,5.0,-6.050039936143639
02-23,0.0,0.0,13.118524356812866,0.348039433461863,-2.8470825384048033,0.0,0.7595642753269362,-3.6892575275061583,-12.44684649103527,-55.74334087009182,3.0,5.0,-6.050039936143639
02-24,0.0,0.0,13.118524356812866,0.348039433461863,-2.283186933359854,0.0,0.6252205890157794,-3.6892575275061583,-11.66589694983534,-59.46405351825577,3.0,5.0,-6.301061054966661
02-25,0.0,0.0,13.118524356812866,0.348039433461863,-2.283186933359854,0.0,0.6252205890157794,-3.6892575275061583,-11.66589694983534,-84.45192057440548,3.0,5.0,-8.799847760581631
02-26,0.0,0.0,13.118524356812866,-0.4719541611283352,-2.283186933359854,0.0,0.6252205890157794,-3.6892575275061583,-11.66589694983534,-52.3938399094802,2.0,6.0,-5.676039053548124
02-27,0.0,0.0,13.118524356812866,-0.4719541611283352,-0.8124284908829483,1.420129379174747,2.6791112856675494,-3.6892575275061583,-11.66589694983534,-52.3938399094802,3.0,5.0,-5.181561201717782
02-28,0.0,0.0,13.118524356812866,-0.4719541611283352,-0.8124284908829483,1.420129379174747,2.574573567705936,-3.6892575275061583,-11.66589694983534,-52.3938399094802,3.0,5.0,-5.192014973513944
