,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,-1080.0,-2190.0,1020.0,-150.0,2670.0,-2302.5,412.5,-270.0,1.5,1.1999998092651376,5.0,5.0,02-01,-171.5727272900668
01-03,0.0,-600.0,-1620.0,930.0,-450.0,1980.0,-2130.0,450.0,-142.5,4.800003051757805,0.3000001907348624,5.0,5.0,02-02,-143.39999970522794
01-04,0.0,-720.0,-1440.0,630.0,-480.0,1890.0,-2100.0,112.5,-180.0,1.8000030517578054,-2.1000003814697257,4.0,6.0,02-03,-207.9818179390647
01-05,0.0,-300.0,-1380.0,60.0,-450.0,1950.0,-2205.0,300.0,-157.5,3.299999237060547,-2.1000003814697257,4.0,6.0,02-04,-198.3000001040372
01-06,0.0,-450.0,-1650.0,-210.0,-150.0,1530.0,-2235.0,300.0,-135.0,1.5,-2.4000000953674308,3.0,7.0,02-05,-272.80909091776067
01-07,0.0,-450.0,-2100.0,-120.0,-450.0,1620.0,-1897.5,187.5,-120.0,0.5999984741210938,-2.6999998092651385,3.0,7.0,02-06,-302.91818193955856
01-08,0.0,-450.0,-2010.0,-240.0,-750.0,1680.0,-1642.5,450.0,-127.5,0.2999992370605469,-2.3999996185302717,3.0,7.0,02-07,-281.10000003467906
01-09,0.0,-750.0,-2040.0,-960.0,-360.0,1710.0,-780.0,187.5,-120.0,-1.5,-2.3999996185302717,2.0,8.0,02-08,-283.3090908744118
01-10,0.0,-750.0,-1560.0,-930.0,-90.0,1800.0,-937.5,-37.5,-120.0,-2.700000762939453,-2.6999998092651385,1.0,9.0,02-09,-239.12727277929133
01-11,0.0,-900.0,-810.0,-900.0,180.0,1740.0,-1110.0,-37.5,-127.5,-2.700000762939453,-3.0,2.0,8.0,02-10,-179.15454552390358
01-12,0.0,-1050.0,-810.0,-960.0,420.0,2160.0,-892.5,-75.0,-135.0,-0.6000022888183523,-2.6999998092651376,2.0,8.0,02-11,-122.34545473618941
01-13,0.0,-900.0,-660.0,-930.0,420.0,2220.0,-645.0,-150.0,-135.0,-1.8000030517578054,-1.8000001907348624,2.0,8.0,02-12,-71.2363639311357
01-14,0.0,-1200.0,-660.0,-1230.0,120.0,1890.0,-742.5,-37.5,-172.5,-2.1000022888183523,-0.30000019073486595,2.0,8.0,02-13,-184.990909316323
01-15,0.0,-900.0,-510.0,-1620.0,-90.0,2070.0,-757.5,0.0,-120.0,-2.1000022888183523,0.0,1.0,9.0,02-14,-175.4181820262562
01-16,0.0,-900.0,-240.0,-2520.0,-210.0,2070.0,-547.5,0.0,-142.5,-5.099998474121094,0.0,1.0,9.0,02-15,-226.82727258855647
01-17,0.0,-750.0,330.0,-2310.0,-480.0,2070.0,-442.5,37.5,-165.0,-4.499999999999993,0.0,3.0,7.0,02-16,-155.86363636363637
