,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,-0.060999989509582464,0.0,0.127299964427948,-0.36497998237609863,1.0,7.0,02-01,-0.039967998862266534
01-03,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,-0.060999989509582464,0.0,0.127299964427948,-0.3876999616622925,1.0,7.0,02-02,-0.04223999679088592
01-04,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,-0.060999989509582464,0.0,0.127299964427948,-0.1488400101661682,1.0,7.0,02-03,-0.018354001641273494
01-05,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,-0.060999989509582464,0.0,-0.056800007820129395,-0.17204999923706055,0.0,8.0,02-04,-0.03908499777317047
01-06,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,-0.060999989509582464,0.0,-0.056800007820129395,-0.2359899878501892,0.0,8.0,02-05,-0.045478996634483335
01-07,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,-0.060999989509582464,0.0,-0.056800007820129395,-0.19615003466606135,0.0,8.0,02-06,-0.04149500131607055
01-08,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,-0.060999989509582464,0.0,-0.03280001878738403,-0.11862999200820923,0.0,8.0,02-07,-0.031342998147010796
01-09,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,-0.060999989509582464,0.0,-0.03280001878738403,-0.03233003616333008,0.0,8.0,02-08,-0.022713002562522882
01-10,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,0.0,0.0,-0.052799999713897705,-0.10240000486373901,0.0,8.0,02-09,-0.025619998574256897
01-11,0.0,0.0,0.0,0.0,0.0,-0.10099998116493225,0.0,0.0,-0.010600030422210693,-0.11712998151779175,0.0,8.0,02-10,-0.02287299931049347
01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.010600030422210693,-0.0877000093460083,0.0,8.0,02-11,-0.0098300039768219
01-13,0.0,0.0,0.0,-0.7930000424385071,0.0,0.0,0.0,0.0,-0.010600030422210693,-0.11124002933502197,0.0,8.0,02-12,-0.09148401021957397
01-14,0.0,0.0,0.0,-0.7930000424385071,0.0,0.0,0.0,0.0,-0.02180004119873047,-0.08127003908157349,0.0,8.0,02-13,-0.0896070122718811
01-15,0.0,0.0,0.0,-0.7000000476837158,0.0,0.0,0.0,0.0,-0.02180004119873047,-0.06075996160507202,0.0,8.0,02-14,-0.07825600504875183
01-16,0.0,0.0,0.0,-0.7000000476837158,0.0,0.0,0.0,0.0,-0.0196000337600708,-0.07775998115539551,0.0,8.0,02-15,-0.07973600625991821
01-17,0.0,0.0,0.0,-0.7000000476837158,0.0,0.0,0.17099997401237488,0.0,-0.04989999532699585,-0.05500996112823486,1.0,7.0,02-16,-0.06339100301265717
01-18,0.0,0.0,0.0,-0.7000000476837158,0.0,0.0,0.17099997401237488,0.0,-0.04989999532699585,-0.006949961185455322,1.0,7.0,02-17,-0.05858500301837921
01-19,0.0,0.0,0.0,-0.7000000476837158,0.0,0.0,0.17099997401237488,0.0,-0.04180002212524414,-0.006949961185455322,1.0,7.0,02-18,-0.05777500569820404
01-20,0.0,0.0,0.0,-0.7000000476837158,0.0,0.0,0.17099997401237488,0.0,-0.04180002212524414,0.042810022830963135,2.0,6.0,02-19,-0.05279900729656219
01-21,0.0,0.0,0.0,-0.7000000476837158,0.055000007152557345,0.0,0.17099997401237488,0.08900000154972076,-0.04180002212524414,0.07881999015808105,4.0,4.0,02-20,-0.03479800969362259
01-22,0.0,0.0,0.0,-0.7000000476837158,0.055000007152557345,0.0,0.17099997401237488,0.08900000154972076,-0.04180002212524414,0.14750999212265015,4.0,4.0,02-21,-0.02792900949716568
01-23,0.0,0.0,0.0,-0.7000000476837158,0.055000007152557345,0.0,-0.05700001120567322,0.08900000154972076,-0.04180002212524414,0.14827001094818115,3.0,5.0,02-22,-0.05065300613641739
01-24,0.0,0.0,0.0,-0.7000000476837158,0.055000007152557345,0.0,-0.05700001120567322,0.08900000154972076,-0.009000003337860107,0.14736998081207275,3.0,5.0,02-23,-0.047463007271289825
01-25,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.08900000154972076,-0.009000003337860107,0.21429002285003662,3.0,5.0,02-24,-0.044971004128456116
01-26,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.08900000154972076,-0.009000003337860107,0.28299999237060547,3.0,5.0,02-25,-0.038100007176399234
01-27,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.08900000154972076,-0.009000003337860107,0.13429999351501465,3.0,5.0,02-26,-0.05297000706195831
01-28,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.00279998779296875,0.0778999924659729,4.0,4.0,02-27,-0.05954000800848007
01-29,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.00279998779296875,0.10780996084213257,4.0,4.0,02-28,-0.056549011170864104
01-30,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.00279998779296875,0.08296000957489014,4.0,4.0,02-29,-0.05903400629758835
01-31,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.00279998779296875,0.10616999864578247,4.0,4.0,03-01,-0.056713007390499115
02-01,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.00279998779296875,0.12540000677108765,4.0,4.0,03-02,-0.0547900065779686
02-02,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.00279998779296875,0.1754000186920166,4.0,4.0,03-03,-0.049790005385875705
02-03,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.00279998779296875,0.14823001623153687,4.0,4.0,03-04,-0.052507005631923676
02-04,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.00279998779296875,0.09458002448081965,4.0,4.0,03-05,-0.05787200480699539
02-05,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,-0.034630000591278076,0.03386002779006958,3.0,5.0,03-06,-0.06768700331449509
02-06,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,-0.034630000591278076,0.06354999542236328,3.0,5.0,03-07,-0.06471800655126572
02-07,0.0,0.0,0.0,-0.7000000476837158,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,-0.034630000591278076,0.034120023250579834,3.0,5.0,03-08,-0.06766100376844406
02-08,0.0,0.0,0.0,0.09299999475479126,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,-0.034630000591278076,0.057660043239593506,4.0,4.0,03-09,0.013993002474308014
02-09,0.0,0.0,0.0,0.09299999475479126,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,-0.04221999645233154,0.03343003988265991,4.0,4.0,03-10,0.010811002552509308
02-10,0.0,0.0,0.0,0.09299999475479126,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,-0.04221999645233154,-0.03366997838020325,3.0,5.0,03-11,0.004101000726222992
02-11,0.0,0.0,0.0,0.09299999475479126,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.01500004529953003,-0.011589974164962713,4.0,4.0,03-12,0.012031005322933202
02-12,0.0,0.0,0.0,0.0,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.01500004529953003,-0.04624003171920782,3.0,5.0,03-13,-0.000733999907970434
02-13,0.0,0.0,0.0,0.0,0.012999996542930603,0.0,-0.05700001120567322,0.06790000200271606,0.012800037860870361,-0.04624003171920782,3.0,5.0,03-14,-0.0009540006518364008
02-14,0.0,0.0,0.0,0.0,0.012999996542930603,0.0,-0.2279999852180481,0.06790000200271606,0.012800037860870361,-0.09600001573562628,3.0,5.0,03-15,-0.023029996454715734
