,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,-0.09375,0.0546875,0.21875,0.1796875,0.1953125,0.421875,-0.453125,-0.34375,0.3203125,1.390625,-2.796875,1.5074996948242205,-0.2899990081787145,-2.3649997711181605,-0.050001144409176135,-0.8899993896484375,-1.5450000762939453,0.45999908447265625,3.1599998474121094,-2.6999988555908274,-1.1800003051757812,0.09000015258789062,1.2999992370605469,2.020000457763679,-3.469997406005845,1.5200042724609233,-6.049995422363267,2.6200027465820312,13.559997558593736,3.4800033569335938,-0.04000091552734375,17.0,14.0,02-01,0.3300407778832222
01-03,-0.05859375,0.0546875,0.21484375,0.171875,0.203125,0.3125,-0.40625,-0.359375,0.4140625,1.875,-2.78125,0.11250019073486506,0.2700004577636719,-1.1499996185302699,-0.23500061035156605,-0.4849987030029297,-1.760000228881836,1.6699981689453125,3.579999923706051,-3.589998245239258,-1.510000228881836,-0.36000061035155895,1.3099994659423793,2.3600006103515625,-2.979999542236321,3.8499984741210938,-3.6199951171875,2.1300048828125,12.710006713867188,4.5800018310546875,0.8199996948242188,18.0,13.0,02-02,0.5594562099825954
01-04,-0.0625,0.0546875,0.19921875,0.1484375,0.1953125,0.515625,-0.4375,0.0625,0.4375,1.5625,-1.421875,-0.04374980926513494,-0.10499954223632812,-1.25,-0.11000061035156605,0.16500091552734375,-1.454998016357429,1.529998779296875,4.2600002288818395,-4.689998626708984,-1.1700000762939453,0.44000053405761363,0.4099998474121129,2.6299972534179688,-1.7599983215332031,1.6800003051757812,-2.6199951171875,0.5400009155273438,11.990005493164077,1.8799972534179545,-0.6299972534179688,18.0,13.0,02-03,0.4175861420169952
01-05,-0.06640625,0.0390625,0.21875,0.1796875,0.296875,0.515625,-0.046875,0.03125,0.6875,1.28125,-1.359375,0.40937519073486506,0.8099994659423828,-1.1599998474121094,-0.020000457763675428,0.514999389648434,-1.0699996948242116,1.9199981689453125,5.319999694824222,-4.549999237060547,-0.3400001525878942,-0.42000007629394176,0.5099983215332031,3.4300003051757812,-1.9699974060058594,2.3300018310547017,-3.5699996948242188,1.279998779296875,9.990005493164077,0.5100021362304688,-4.110000610351577,19.0,12.0,02-04,0.3739266241750416
01-06,-0.07421875,0.02734375,0.25390625,0.2890625,0.40625,0.546875,0.140625,0.015625,0.6640625,1.03125,-1.328125,1.28125,0.6250000000000036,-0.6000003814697266,-1.0349998474121094,0.4249992370605433,-0.6849975585937429,2.5400009155273544,4.4399986267089915,-4.019998550415043,-0.8699989318847692,0.13000106811523793,0.5399990081787109,3.8000030517578196,-2.6599998474121094,3.399993896484361,-6.5200042724609375,1.4000015258789062,10.150001525878906,1.4599990844726562,-3.1699981689453125,21.0,10.0,02-05,0.40657763327321744
01-07,-0.078125,0.0625,0.21484375,0.25,0.3515625,0.578125,0.109375,0.015625,0.734375,0.640625,-1.625,1.1162500381469727,0.9549999237060547,-1.0799999237060547,-0.8699989318847621,0.3199996948242223,-0.4550018310546875,2.4500007629394567,3.6700000762939524,-3.719999313354492,-1.529998779296882,0.2700004577636754,0.7199993133544886,3.1800003051757812,-3.479999542236321,2.470001220703125,-4.650001525878906,0.8799972534179688,7.790000915527344,2.220001220703139,-0.2799987792968608,21.0,10.0,02-06,0.36226318728539403
01-08,-0.078125,0.1015625,0.23828125,0.2578125,0.1015625,0.578125,0.140625,-0.015625,0.8046875,0.421875,-2.0625,0.9312496185302734,0.889999389648441,-1.2749996185302699,-0.14999961853026988,-0.2849998474121058,-0.7800006866455043,2.409999847412106,3.5699996948242188,-3.5400009155273438,-1.4799995422363317,0.19000053405761363,1.1000003814697195,3.5500030517578125,-3.0200004577636648,1.029998779296875,-3.4599990844726562,2.220001220703125,3.8700027465820312,0.4700012207031392,0.5999984741210795,20.0,11.0,02-07,0.23643665928994478
01-09,-0.08203125,0.13671875,0.2265625,0.296875,0.0390625,0.53125,0.0625,-0.125,0.953125,0.71875,-1.75,0.9449996948242205,1.004999160766598,-1.8999996185302699,0.28000068664551137,0.40500068664550426,-1.0800018310546875,2.2499980926513743,3.010000228881836,-2.7800006866455043,-1.7899990081787145,0.3999996185302699,0.9099998474121094,3.789997100830078,-3.220001220703118,2.339996337890625,-4.720001220703125,1.5400009155273438,5.669998168945327,0.1600036621093608,0.07999420166015625,22.0,9.0,02-08,0.26783217153241595
01-10,-0.07421875,0.140625,0.203125,0.3125,0.03125,0.390625,0.015625,-0.46875,1.2890625,0.4375,-2.109375,0.4537496566772443,0.9899997711181605,-1.9150009155273402,1.090000152587887,0.5550003051757848,-2.0350017547607386,1.5999984741210938,2.8899993896484375,-1.399999618530277,-1.7999992370605504,0.3100013732910121,0.529998779296875,3.1199989318847656,-4.150001525878899,3.620002746582017,-6.8400039672851705,1.029998779296875,5.75,1.209999084472642,1.1299972534179545,22.0,9.0,02-09,0.20344214285573461
01-11,-0.0390625,0.13671875,0.140625,0.328125,-0.171875,0.234375,0.0,-0.265625,1.3515625,0.171875,-1.296875,0.5631246566772443,1.56500053405761,-1.7049999237060511,1.5799999237060547,0.5649986267089844,-2.174999237060554,1.0200004577636648,3.360000610351559,-0.9899997711181641,-1.6299991607666016,0.36000061035155895,0.3499984741210902,2.839996337890625,-2.079998016357422,4.050003051757798,-9.130001068115234,1.1899948120117188,4.1800003051757955,-0.1100006103515625,0.45999908447268467,19.0,12.0,02-10,0.15654720798615482
