,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,0.0,-100.00000000000004,77.49999944120647,10.426540451709997,16.818178739429488,86.41851105697239,8.925319039482394,5.0,3.0,10.008854872880068
01-03,0.0,0.0,0.0,0.0,-100.00000000000004,77.49999944120647,19.057819057148993,11.451608658488093,86.41851105697239,52.18579207162871,5.0,3.0,14.66137302854446
01-04,0.0,0.0,0.0,0.0,-100.00000000000004,77.49999944120647,5.500003613531536,11.451608658488093,86.41851105697239,8.925319039482394,5.0,3.0,8.979544180968084
01-05,0.0,0.0,0.0,0.0,-100.00000000000004,77.49999944120647,5.000002607703171,36.61290471824849,86.41851105697239,8.925319039482394,5.0,3.0,11.445673686361285
01-06,0.0,0.0,0.0,0.0,-100.00000000000004,77.49999944120647,2.999998584389708,27.4074084294349,82.58064442476048,8.925319039482394,5.0,3.0,9.94133699192739
01-07,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,77.49999944120647,-2.645508068505922,23.735405232598,82.58064442476048,8.925319039482394,4.0,4.0,-16.990415731514705
01-08,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,77.49999944120647,-2.645508068505922,23.287671432608125,82.58064442476048,8.925319039482394,4.0,4.0,-17.035189111513695
01-09,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,10.599308597947628,-2.645508068505922,7.827789819561826,10.322581304161666,8.925319039482394,4.0,4.0,-32.49705266920409
01-10,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,10.599308597947628,-2.645508068505922,8.806265369556108,10.322581304161666,8.925319039482394,4.0,4.0,-32.39920511420466
01-11,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,10.599308597947628,9.001474137506408,8.414876607597636,10.322581304161666,8.925319039482394,5.0,3.0,-31.273645769799277
01-12,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,10.599308597947628,4.57451724048963,-46.77104089129353,10.322581304161666,8.925319039482394,4.0,4.0,-37.234933209390064
01-13,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,9.954974490613637,3.590754741984891,-72.76887709942919,10.322581304161666,8.925319039482394,4.0,4.0,-39.99752649078751
01-14,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,9.954974490613637,-6.100796196306709,-77.6470488206739,10.322581304161666,8.925319039482394,3.0,5.0,-41.45449875674114
01-15,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,9.954974490613637,-6.100796196306709,-84.14632794510993,3.8709672379940314,8.925319039482394,3.0,5.0,-42.7495880758015
01-16,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,9.954974490613637,-6.100796196306709,-84.14632794510993,21.98952647267463,8.925319039482394,3.0,5.0,-40.93773215233344
01-17,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,9.954974490613637,-3.1459509150073597,-25.609752773387704,21.98952647267463,8.925319039482394,3.0,5.0,-34.78859010703128
01-18,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,9.954974490613637,-1.5228457496819698,-15.121952371892283,21.98952647267463,8.925319039482394,3.0,5.0,-33.5774995503492
01-19,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,9.954974490613637,4.060914435110585,-50.24389747492562,21.98952647267463,8.925319039482394,4.0,4.0,-36.53131804217328
01-20,0.0,0.0,0.0,-260.0000173846884,-100.00000000000004,9.954974490613637,4.060914435110585,-50.24389747492562,21.98952647267463,8.925319039482394,4.0,4.0,-36.53131804217328
01-21,0.0,0.0,-599.9999403953576,-260.0000173846884,-100.00000000000004,-25.062530460164833,1.1167474985337105,-36.88888270766674,21.98952647267463,8.925319039482394,3.0,5.0,-98.9919777937187
01-22,0.0,0.0,-599.9999403953576,-260.0000173846884,0.0,-0.050025858993407085,-3.0687877826243786,-36.88888270766674,21.98952647267463,-52.67175116653484,1.0,7.0,-93.06898788231908
01-23,0.0,0.0,-599.9999403953576,-260.0000173846884,0.0,-0.050025858993407085,-5.297298298690148,-31.333324392636978,0.6666655490795522,-52.67175116653484,1.0,7.0,-94.86856919478218
01-24,0.0,0.0,-599.9999403953576,-260.0000173846884,0.0,-0.050025858993407085,-4.324324977406633,-31.333324392636978,0.6666655490795522,-52.67175116653484,1.0,7.0,-94.77127186265383
