,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,-100.0,-41.843965822443685,29.78723201885535,-53.33332339922629,-32.011323193508645,0.0,-17.831894148492005,1.0,7.0,-21.523327454481528
01-03,0.0,0.0,0.0,-100.0,-41.843965822443685,29.78723201885535,-53.33332339922629,-32.011323193508645,0.0,-17.831894148492005,1.0,7.0,-21.523327454481528
01-04,0.0,0.0,0.0,-100.0,-41.843965822443685,29.78723201885535,-53.33332339922629,-32.011323193508645,-40.69999882653353,-50.85714052566862,1.0,7.0,-28.89585197485254
01-05,0.0,0.0,0.0,-100.0,-41.843965822443685,29.78723201885535,-39.999996688631,-22.662881715600587,0.0,-50.85714052566862,1.0,7.0,-22.557675273348856
01-06,0.0,0.0,0.0,-100.0,-41.843965822443685,29.78723201885535,-2.0689684850708105,-22.662881715600587,-59.99999403953561,-50.85714052566862,1.0,7.0,-24.764571856946397
01-07,0.0,0.0,0.0,-100.0,-41.843965822443685,29.78723201885535,-2.0689684850708105,-22.662881715600587,-59.99999403953561,-38.09523598339551,1.0,7.0,-23.488381402719085
01-08,0.0,0.0,0.0,-100.0,-41.843965822443685,29.78723201885535,-18.39999827146531,-22.662881715600587,-59.99999403953561,-78.71429408985348,1.0,7.0,-29.18339019200433
01-09,0.0,0.0,0.0,67.39130514006646,-41.843965822443685,29.78723201885535,-18.39999827146531,-55.80735796513466,-59.99999403953561,-33.80952892018289,2.0,6.0,-11.268230785984034
01-10,0.0,0.0,0.0,66.66666666666667,-41.843965822443685,36.53846319169685,-34.000001341104486,-55.80735796513466,-59.99999403953561,-33.80952892018289,2.0,6.0,-12.225571823003781
01-11,0.0,0.0,-742.4242002795457,50.000000000000014,-41.843965822443685,36.53846319169685,-30.600003442168184,-52.97450170814578,-59.99999403953561,-20.945278541910195,2.0,6.0,-86.22494806420524
01-12,0.0,0.0,-742.4242002795457,50.000000000000014,-41.843965822443685,36.53846319169685,-28.79684589157802,-52.97450170814578,-123.19999004602448,-20.945278541910195,2.0,6.0,-92.36463190979511
01-13,0.0,0.0,-742.4242002795457,50.000000000000014,-41.843965822443685,36.53846319169685,-28.79684589157802,-52.97450170814578,-123.19999004602448,-20.945278541910195,2.0,6.0,-92.36463190979511
01-14,0.0,0.0,-742.4242002795457,24.99999534338703,-41.843965822443685,34.000001341104486,-28.79684589157802,-74.19355575239508,-123.19999004602448,-20.945278541910195,2.0,6.0,-97.24038396494056
01-15,0.0,0.0,-742.4242002795457,24.99999534338703,-41.843965822443685,34.000001341104486,-28.79684589157802,-74.19355575239508,-41.599995768070286,-20.945278541910195,2.0,6.0,-89.08038453714514
01-16,0.0,0.0,-742.4242002795457,44.16666402791932,-41.843965822443685,34.000001341104486,2.5373118394838063,-74.19355575239508,-41.599995768070286,-20.945278541910195,3.0,5.0,-84.03030189558574
01-17,0.0,0.0,-742.4242002795457,44.16666402791932,-41.843965822443685,34.000001341104486,2.5373118394838063,-74.19355575239508,-41.599995768070286,-20.945278541910195,3.0,5.0,-84.03030189558574
01-18,0.0,0.0,-742.4242002795457,0.0,-14.285711244660995,34.000001341104486,2.5373118394838063,-74.19355575239508,-9.937882521933513,-20.945278541910195,2.0,6.0,-82.52493151598573
01-19,0.0,0.0,-742.4242002795457,0.0,-14.285711244660995,34.000001341104486,-2.031249363353761,-74.19355575239508,-9.937882521933513,-20.945278541910195,1.0,7.0,-82.98178763626947
01-20,0.0,0.0,-742.4242002795457,-500.0000000000001,-14.285711244660995,8.000001192092878,16.250006548361522,-74.19355575239508,-9.937882521933513,-20.945278541910195,2.0,6.0,-133.75366205999913
01-21,0.0,0.0,-742.4242002795457,-500.0000000000001,-14.285711244660995,13.207545976233071,16.250006548361522,-74.19355575239508,26.250001746229813,-20.945278541910195,3.0,5.0,-129.6141191547688
01-22,0.0,0.0,-742.4242002795457,-500.0000000000001,-14.285711244660995,13.207545976233071,31.28205480895327,-74.19355575239508,26.250001746229813,-39.80100277033722,3.0,5.0,-129.99648675155228
01-23,0.0,0.0,-742.4242002795457,-500.0000000000001,-14.285711244660995,13.207545976233071,25.555554635730747,-51.93548662326343,26.250001746229813,-39.80100277033722,3.0,5.0,-128.34332985596137
01-24,0.0,0.0,-742.4242002795457,-500.0000000000001,-14.285711244660995,13.207545976233071,24.30555411832929,-51.93548662326343,26.250001746229813,-39.80100277033722,3.0,5.0,-128.46832990770153
01-25,0.0,0.0,-742.4242002795457,-500.0000000000001,-14.285711244660995,13.207545976233071,22.916662354987896,-43.87096603628747,26.250001746229813,-39.80100277033722,3.0,5.0,-127.80076702533806
01-26,0.0,0.0,-742.4242002795457,-500.0000000000001,-14.285711244660995,13.207545976233071,37.49999482598548,-43.87096603628747,8.762890656204107,-39.80100277033722,3.0,5.0,-128.0911448872409
01-27,0.0,0.0,-742.4242002795457,-500.0000000000001,-14.285711244660995,13.207545976233071,37.49999482598548,-65.18517624244467,8.762890656204107,-39.80100277033722,3.0,5.0,-130.22256590785662
01-28,0.0,0.0,-742.4242002795457,50.0,-14.285711244660995,-2.2222183589583784,37.49999482598548,-31.17645976040251,8.762890656204107,-7.462692652884019,3.0,5.0,-70.1308396814262
01-29,0.0,0.0,-742.4242002795457,-150.00000931322595,-14.285711244660995,0.0,37.49999482598548,-31.17645976040251,8.762890656204107,-7.462692652884019,2.0,6.0,-89.90861877685296
01-30,0.0,0.0,-742.4242002795457,-150.00000931322595,-14.285711244660995,-19.285712828542856,26.108370225840083,-26.470585657238686,8.762890656204107,-80.00000310440856,2.0,6.0,-99.75949615455787
01-31,0.0,0.0,-742.4242002795457,-500.0000000000001,2.85713799145759,-19.285712828542856,26.108370225840083,-26.470585657238686,8.762890656204107,-80.00000310440856,3.0,5.0,-133.04521029962342
02-01,0.0,0.0,-1039.3442377668339,-500.0000000000001,2.85713799145759,-8.441556242449636,26.108370225840083,-79.16667119392913,55.749999674037085,-80.00000310440856,3.0,5.0,-162.22369604162864
02-02,0.0,0.0,-969.2307974459867,-500.0000000000001,2.85713799145759,-8.441556242449636,26.108370225840083,-79.16667119392913,60.666668819056525,13.599999046325697,4.0,4.0,-145.36068487996857
02-03,0.0,0.0,-969.2307974459867,-500.0000000000001,2.85713799145759,-8.441556242449636,26.108370225840083,-59.259260536793626,60.666668819056525,13.599999046325697,4.0,4.0,-143.36994381425504
02-04,0.0,0.0,-1030.081257968108,-500.0000000000001,2.85713799145759,-8.441556242449636,26.108370225840083,-18.457304940258375,60.666668819056525,13.599999046325697,4.0,4.0,-145.37479430681367
