,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,10.608377137917046,16.07277843946919,-7.303370636019086,7.659394298055912,-9.054332094548082,-18.859652287411926,-1.4084577986090112,-15.111107296413845,5.737709082829153,-23.74101052600885,4.0,6.0,-3.218151970976318
01-03,0.0,15.098716925858962,16.07277843946919,-9.38086764682201,11.74258061885852,-10.492500280792735,-19.383262595485593,-1.4084577986090112,-16.444439358181423,-5.04201175583855,-13.157898039038532,3.0,7.0,-2.9450328627801072
01-04,0.0,14.430887352450448,15.845333615025165,-11.04762213570731,8.393695290325882,-4.878044052774612,-11.983469120263056,-5.985918360271152,-23.764711267807904,-5.485237161108596,-14.569538410575428,3.0,7.0,-3.549511295518779
01-05,0.0,14.430887352450448,15.845333615025165,-3.3807796911151557,11.04675091592392,-3.1999969482421697,-13.636360053815604,-8.226696587981559,-20.470585542566635,-6.7510587998591625,-16.891891674197794,3.0,7.0,-2.8394906740344137
01-06,0.0,19.54122780754918,17.475722969207787,-2.288730232796238,11.74055900583914,8.999996185302734,-11.157023653486783,-6.776554633224022,-20.470585542566635,-8.119660862804265,-16.891891674197794,4.0,6.0,-0.7224491482888087
01-07,0.0,22.55449697169746,17.475722969207787,-1.9298227451954735,11.001643443952911,11.19999885559082,-4.780881451537909,-2.7272744612260458,-20.470585542566635,-11.45374416951036,-16.891891674197794,4.0,6.0,0.36160565420134233
01-08,0.0,21.590264102216413,17.475722969207787,-2.1052674507500932,11.74055900583914,10.179644822005548,1.9230751596258298,-5.21415671835157,-13.024274799662614,-11.45374416951036,-10.810808416175734,5.0,5.0,1.8455467731313042
01-09,0.0,22.899273519854418,17.475722969207787,-2.7193019605850166,12.39737283862691,10.141988182756117,7.407409042651405,-8.863199095865324,-16.99779128617502,-15.859036851950464,-7.534247358289536,5.0,5.0,1.6680172727482983
01-10,0.0,22.899273519854418,17.475722969207787,2.9605235295612378,15.359743557986075,19.672131467909946,2.723732881754325,-9.248555178832767,-13.907276124175109,-21.719457501727184,-9.090909090909092,6.0,4.0,2.465902730057238
01-11,0.0,23.956594284003906,17.475722969207787,-1.4617354489896408,16.929291233871922,19.672131467909946,5.303034065949647,-10.404623427735146,-18.468472096703433,-22.018348824525376,-74.71264052822595,5.0,5.0,-3.975367845930576
01-12,0.0,23.956594284003906,13.436291866763375,-4.884548767324069,15.146512592574398,13.656385259219824,9.848484095900979,-7.736945637613357,-20.40358384817847,-18.348616729349995,-78.82352215196042,5.0,5.0,-4.922995366905803
01-13,0.0,15.244456735345988,13.436291866763375,-7.755473386711683,12.436115905544815,11.45374416951036,9.848484095900979,-6.730776813608933,-13.677132921457222,-18.348616729349995,-100.0,5.0,5.0,-7.644809734369301
01-14,0.0,12.767883034677533,17.633592295942442,-10.167914294212714,12.989781103723654,9.03083371931936,2.3715392671163746,-10.51659938746661,-13.422827955971819,-17.808212616239942,-98.68421176463946,5.0,5.0,-8.709648781613744
01-15,0.0,9.46071083680559,17.633592295942442,-10.634331768978264,14.480413020578528,11.086951361261232,8.984375945874511,-13.878317689569958,-18.457942129129005,-23.744290746115137,-98.68421176463946,5.0,5.0,-9.432095512542684
01-16,0.0,5.378428090471347,14.297064395058406,-12.033590865436773,12.281450481304587,-10.817314966543455,2.553189158061747,-10.313074778694423,-18.457942129129005,-25.57077297478664,-131.3432707024941,4.0,6.0,-15.820530390198938
01-17,0.0,9.599999929574834,14.297064395058406,-6.405694199282339,16.293038609034348,-3.631963467578234,-2.232140718902301,-10.313074778694423,-17.757002681986016,-25.57077297478664,-152.45900421942244,3.0,7.0,-16.1981409188168
01-18,0.0,9.599999929574834,14.297064395058406,-3.281522998159421,17.04231214087319,-3.132532806108522,-1.3274323679807616,-7.182326991750207,-16.706439133786073,-22.119815769465724,-199.99998896210326,3.0,7.0,-19.346425687622503
01-19,0.0,9.599999929574834,15.445857188479902,-0.5244750326038454,15.53944969534827,-4.136254763295671,-1.3274323679807616,-7.28597653995831,-16.706439133786073,-16.58985633358384,-211.5384738826192,3.0,7.0,-19.774872840038608
01-20,0.0,9.599999929574834,20.560749329503516,0.0,16.447629207774643,-4.136254763295671,-3.9822971039421664,-9.107468503558126,-18.377087599309302,-12.946426813319636,-224.00000095367432,3.0,7.0,-20.54010520638602
01-21,0.0,9.599999929574834,16.231196929214043,0.6050124035362937,16.447629207774643,-3.649637238312458,0.8130073421291051,-6.533568815301159,-10.4677124941537,-12.946426813319636,-224.00000095367432,5.0,5.0,-19.445500045684756
01-22,0.0,15.415385771982818,14.814812681887762,0.6050124035362937,17.960969083518968,-1.8433161496169506,1.1320833482532375,-12.884617324411588,-6.437772544165784,-12.946426813319636,-227.99999713897705,5.0,5.0,-19.289442425573814
01-23,0.0,19.73723196496805,12.993420588260197,-0.6914489288844137,21.062915338873587,-8.644856715454413,8.560312619644167,-12.884617324411588,-7.510738045712538,-8.928573519295567,-194.44443892549603,4.0,6.0,-15.522799358864415
01-24,0.0,18.93247142098769,12.417763235289964,0.42662074383177384,24.547897258118347,-7.656610860491959,8.560312619644167,-16.346161781683747,-10.300429931130836,-11.659192297732842,-214.00001049041748,5.0,5.0,-17.734303643962267
01-25,0.0,18.43113852683391,9.62170735311141,3.7437627854938516,27.21273626067648,-7.4074000488096,8.560312619644167,-18.846154904224484,-14.130437148766667,-12.10762235951426,-223.4042520812325,5.0,5.0,-18.938746272435246
01-26,0.0,20.996753063766654,8.634866176590997,4.276311764921788,27.409985491079713,-5.694760993242054,-0.7782093947869277,-21.052629622090294,-13.390925922988844,-17.924534667637758,-253.48836177745483,4.0,6.0,-22.81922780744014
01-27,0.0,21.22905032632569,5.607477260246058,3.8810920176755195,28.35307625014238,-9.339415415005274,-3.891056250922462,-14.47368338497728,-10.43478323967111,-18.48341821298828,-223.4042520812325,4.0,6.0,-20.08690115730975
01-28,0.0,20.657815710499502,5.021277792478566,3.8810920176755195,27.24493548650179,6.605921883209236,-5.447475040496352,-14.47368338497728,-9.71921810242709,-18.48341821298828,-236.1702227495331,5.0,5.0,-20.080270418187045
01-29,0.0,21.919359767712894,7.077440215998883,4.128826824723038,25.410775987697914,7.882880633377165,-6.69291649004289,-13.831780582174542,-9.71921810242709,-18.48341821298828,-238.29788030030338,5.0,5.0,-20.055084568947844
01-30,0.0,21.158256560912733,7.077440215998883,3.4682105164677943,24.86569330404242,1.6091884220427275,-7.031252764863956,-9.335726479365867,-6.263497941361183,-22.748817200850514,-233.33334216365128,5.0,5.0,-20.048531593693475
01-31,0.0,21.158256560912733,7.160704078410605,4.571429872651807,25.210082472430933,-4.390251447869587,-12.295079724630456,-6.8222554020212405,-4.751615221465622,-18.009484992114697,-245.2381173702061,4.0,6.0,-21.218757379445602
02-01,0.0,21.158256560912733,7.160704078410605,4.258805875617677,21.45341520113424,-0.23419739874724407,-7.874017743598986,-5.924594497950002,-8.053694640083403,-22.549021899448103,-231.81819228593977,4.0,6.0,-20.220230613608386
02-02,0.0,21.158256560912733,4.829315930882359,5.22022934623176,22.796352021907264,-0.23419739874724407,-3.5433131472266304,-10.294116486933829,-5.689272259921108,-10.952382358023433,-186.27452263690958,4.0,6.0,-14.816695493438884
02-03,0.0,21.158256560912733,-4.414257171713713,3.408154747323907,24.768599800925326,-0.23419739874724407,-4.330713982930695,-9.007348639046267,0.0,-11.483254516406678,-192.0000076293946,3.0,7.0,-15.648615293552474
02-04,0.0,23.780485000484518,-4.694050109509647,1.8581123531430173,24.102180574087946,-14.988287338275965,-17.622943371094017,-12.873135075241967,0.0,-11.483254516406678,-192.0000076293946,3.0,7.0,-18.538263646564307
02-05,0.0,23.419659314398213,-4.694050109509647,1.8581123531430173,24.102180574087946,-15.704395315410693,-21.30434868241085,-11.213237630480466,-4.816514488904425,-11.483254516406678,-209.99999046325684,3.0,7.0,-20.894167178613674
02-06,0.0,23.419659314398213,-4.694050109509647,2.5337873757364107,23.4766390265121,-16.071423819782805,-13.839283100880543,-11.213237630480466,-1.8348605792718444,-15.789482089801673,-181.81816704017103,3.0,7.0,-17.802765332113754
02-07,0.0,24.55417882830394,-4.694050109509647,2.7118678381989603,24.520649422673618,-15.051547080984745,-15.384611235318918,-8.272055230364549,-2.5229278281829117,-11.52073692213711,-149.9999903863477,3.0,7.0,-14.150838427606278
02-08,0.0,24.55417882830394,-6.705783301254743,5.28052896821169,16.550928800378202,-7.101725198656215,-10.389611059814992,-7.720589556547535,2.232140718902261,-8.520181865262927,-149.9999903863477,4.0,6.0,-12.892736732008
02-09,0.0,24.55417882830394,-3.939644167167458,6.013179794908958,17.284890176647117,-16.492692445605222,-6.493510782815945,-13.333329212518457,7.382548975285413,-2.6315764707211,-127.9411670606855,4.0,6.0,-10.50882930585166
02-10,0.0,24.55417882830394,-4.6102218977491045,5.153788893143317,19.200595759679626,-11.482258770668041,-6.493510782815945,-18.19887956685649,1.3422806620975125,-3.083697525593237,-127.9411670606855,4.0,6.0,-11.050808314649448
02-11,0.0,24.55417882830394,-6.035205570673052,5.468109077264445,19.200595759679626,-9.603341165143144,5.194800369332063,-15.260320977315821,4.9568971054237005,-7.834093635872216,-127.9411670606855,5.0,5.0,-9.754504297244178
02-12,0.0,24.55417882830394,-6.035205570673052,5.468109077264445,17.407545512655886,-11.570246386874878,13.095235166816371,-14.031970618023292,4.9568971054237005,-7.834093635872216,-123.5294066085948,5.0,5.0,-8.865359739052172
02-13,0.0,20.954292217112766,-6.035205570673052,6.4623085728047345,15.682590659938676,-18.574506164587703,15.530305664346573,-14.031970618023292,4.9568971054237005,-13.82488210915833,-93.50649953833492,5.0,5.0,-7.489697252831896
02-14,0.0,20.954292217112766,-6.035205570673052,4.983389908240551,15.486058064322794,-17.910450796150286,20.921983267242645,-12.255773413762705,7.327579429614381,-18.05554865687009,-93.50649953833492,5.0,5.0,-7.099106826296175
02-15,0.0,12.704800811448303,-6.035205570673052,6.125827932205144,11.76693326607457,-15.20833312637277,22.027968501069843,-12.788628340252695,11.382112481619497,-18.51851115992069,-96.05263529391836,5.0,5.0,-7.690515499883656
02-16,0.0,12.704800811448303,-8.376060183205722,3.287194180986064,11.76693326607457,-4.339622845213445,22.027968501069843,-11.190055091206327,15.705773473919729,-17.592586153819532,-98.66666793823242,5.0,5.0,-6.788392907107177
02-17,0.0,11.509379844650706,-11.325719930968715,7.831825871500431,11.76693326607457,-4.339622845213445,14.685309555275142,-15.711652596003825,16.06426079660339,-17.592586153819532,-119.1176461565041,5.0,5.0,-9.657228940764126
02-18,0.0,11.756487555388878,-10.452958133925147,0.7104788967478795,11.76693326607457,-3.0188649368694613,12.274365216984163,-19.11764615650409,16.06426079660339,-17.592586153819532,-119.1176461565041,5.0,5.0,-10.611561436893039
02-19,0.0,6.674109108119825,-10.452958133925147,0.7104788967478795,11.653428707977046,4.601773884836147,13.636368151866849,-19.778192270619304,17.391306806172008,-17.592586153819532,-119.1176461565041,6.0,4.0,-10.206719741740757
02-20,0.0,6.674109108119825,-10.452958133925147,2.6642958628045483,14.280469527059486,3.616641564453507,9.848484095900979,-23.193911351806086,17.391306806172008,-17.592586153819532,-123.88059143819332,6.0,4.0,-10.967703646657613
