,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,-9.203290936092241,0.0,0.0,6.432746907297468,19.375815824036287,5.201695244971868,-32.51879630171564,3.0,5.0,-1.071182926150226
01-03,0.0,0.0,0.0,-9.203290936092241,0.0,0.0,6.432746907297468,23.537060199109586,5.201695244971868,-32.51879630171564,3.0,5.0,-0.6550584886428957
01-04,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,23.537060199109586,5.201695244971868,-24.99999775922397,3.0,5.0,-0.05427836953296641
01-05,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,23.537060199109586,5.201695244971868,-24.99999775922397,3.0,5.0,-0.05427836953296641
01-06,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,23.537060199109586,6.781665484110515,-24.99999775922397,3.0,5.0,0.10371865438089856
01-07,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,23.537060199109586,6.781665484110515,-24.99999775922397,3.0,5.0,0.10371865438089856
01-08,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,23.537060199109586,6.781665484110515,-24.99999775922397,3.0,5.0,0.10371865438089856
01-09,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,23.537060199109586,6.781665484110515,-17.48119921673225,3.0,5.0,0.8555985086300705
01-10,0.0,0.0,0.0,-10.714288287484615,0.0,0.0,6.432746907297468,23.537060199109586,5.99831512189322,-17.48119921673225,3.0,5.0,0.777263472408341
01-11,0.0,0.0,7.837445171511572,-10.714288287484615,0.0,0.0,1.5594526690331918,23.537060199109586,5.99831512189322,-17.48119921673225,4.0,4.0,1.0736785657330707
01-12,0.0,0.0,7.837445171511572,-10.714288287484615,0.0,0.0,1.5594526690331918,23.537060199109586,5.99831512189322,-17.48119921673225,4.0,4.0,1.0736785657330707
01-13,0.0,0.0,7.837445171511572,-10.714288287484615,0.0,0.0,0.0,23.537060199109586,5.99831512189322,-17.48119921673225,3.0,5.0,0.9177332988297515
01-14,0.0,0.0,7.837445171511572,-10.714288287484615,0.0,0.0,2.8409107842227956,23.537060199109586,9.78870575777811,-15.601501821885389,4.0,4.0,1.7688331803252058
01-15,0.0,0.0,7.837445171511572,-10.714288287484615,0.0,0.0,2.8409107842227956,21.599998474121094,9.78870575777811,-15.601501821885389,4.0,4.0,1.575127007826357
01-16,0.0,0.0,7.837445171511572,-10.714288287484615,0.0,0.0,2.8409107842227956,21.599998474121094,9.78870575777811,-15.601501821885389,4.0,4.0,1.575127007826357
01-17,0.0,0.0,7.837445171511572,-10.714288287484615,0.0,0.0,2.8409107842227956,21.599998474121094,9.78870575777811,-15.601501821885389,4.0,4.0,1.575127007826357
01-18,0.0,0.0,7.837445171511572,-10.714288287484615,0.0,0.0,2.8409107842227956,21.599998474121094,9.78870575777811,-15.601501821885389,4.0,4.0,1.575127007826357
01-19,0.0,0.0,7.837445171511572,-2.0253205356680035,0.0,0.0,2.8409107842227956,21.599998474121094,4.03225818856326,-15.601501821885389,4.0,4.0,1.8683790260865334
01-20,0.0,0.0,7.837445171511572,-2.0253205356680035,0.0,0.0,2.8409107842227956,21.599998474121094,4.03225818856326,-15.601501821885389,4.0,4.0,1.8683790260865334
01-21,0.0,0.0,7.837445171511572,-2.0253205356680035,0.0,0.0,2.8409107842227956,21.599998474121094,4.03225818856326,-15.601501821885389,4.0,4.0,1.8683790260865334
01-22,0.0,0.0,7.837445171511572,-2.0253205356680035,0.0,0.0,2.8409107842227956,21.599998474121094,4.03225818856326,-15.601501821885389,4.0,4.0,1.8683790260865334
01-23,0.0,0.0,7.837445171511572,-2.0253205356680035,23.660890170001892,0.0,2.8409107842227956,-2.133331298828113,4.03225818856326,-15.601501821885389,4.0,4.0,1.8611350657918013
01-24,0.0,0.0,7.837445171511572,5.696206084429993,23.660890170001892,0.0,2.8409107842227956,-2.133331298828113,4.03225818856326,-15.601501821885389,5.0,3.0,2.633287727801601
01-25,0.0,0.0,7.837445171511572,5.696206084429993,23.660890170001892,0.0,2.8409107842227956,-2.133331298828113,4.03225818856326,-86.3636419464407,5.0,3.0,-4.44292628465393
01-26,0.0,0.0,7.837445171511572,5.696206084429993,23.660890170001892,0.0,2.8409107842227956,-2.133331298828113,-0.16528515255243328,-86.3636419464407,4.0,4.0,-4.862680618765499
01-27,0.0,0.0,7.837445171511572,5.696206084429993,23.660890170001892,0.0,2.8409107842227956,-2.133331298828113,-0.16528515255243328,-86.3636419464407,4.0,4.0,-4.862680618765499
01-28,0.0,0.0,7.837445171511572,5.696206084429993,23.660890170001892,0.0,2.8409107842227956,-2.133331298828113,-0.16528515255243328,-86.3636419464407,4.0,4.0,-4.862680618765499
01-29,0.0,0.0,7.837445171511572,5.696206084429993,23.660890170001892,0.0,2.8409107842227956,-2.133331298828113,-0.16528515255243328,-86.3636419464407,4.0,4.0,-4.862680618765499
01-30,0.0,0.0,7.837445171511572,7.84809972246268,23.660890170001892,0.0,2.8409107842227956,-2.133331298828113,4.132231274684204,-86.3636419464407,5.0,3.0,-4.217739612238566
01-31,0.0,0.0,7.837445171511572,7.84809972246268,23.660890170001892,0.0,2.8409107842227956,-2.133331298828113,4.132231274684204,-86.3636419464407,5.0,3.0,-4.217739612238566
