,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,-25.279854187466512,-10.368214403735424,15.217393858296047,20.409089868718926,9.012568023345137,-5.627303026666634,18.680769777456778,25.602538701233467,-0.9299855477932556,18.87850439153638,0.0,6.0,5.0,5.963227950447718
01-03,-25.279854187466512,-10.368214403735424,15.217393858296047,20.409089868718926,9.012568023345137,-5.627303026666634,15.84158848840089,25.602538701233467,-5.6150146587050775,18.87850439153638,0.0,6.0,5.0,5.279208823177927
01-04,-12.857143009791805,-11.046518361681118,15.217393858296047,20.409089868718926,9.012568023345137,-5.627303026666634,15.84158848840089,25.602538701233467,-5.6150146587050775,18.87850439153638,0.0,6.0,5.0,6.3468822067896555
01-05,-12.857143009791805,-10.949610755475188,15.217393858296047,20.409089868718926,7.518246330738017,-5.627303026666634,15.84158848840089,25.602538701233467,-5.6150146587050775,18.87850439153638,0.0,6.0,5.0,6.2198445625713665
01-06,-12.857143009791805,-10.949610755475188,9.302324377912324,20.409089868718926,7.518246330738017,-2.9520266634666377,15.84158848840089,25.602538701233467,-5.6150146587050775,18.87850439153638,0.0,6.0,5.0,5.925317915554664
01-07,-12.857143009791805,-12.254895574845264,9.302324377912324,20.409089868718926,7.518246330738017,-2.9520266634666377,15.84158848840089,27.859779607775927,-5.6150146587050775,18.87850439153638,0.0,6.0,5.0,6.011859378024879
01-08,-12.857143009791805,-8.333336969346478,9.302324377912324,20.409089868718926,7.518246330738017,-2.9520266634666377,15.84158848840089,27.428341083485698,-5.6150146587050775,18.87850439153638,0.0,6.0,5.0,6.329143021771113
01-09,-12.857143009791805,-13.333338550013355,9.302324377912324,20.409089868718926,7.518246330738017,-2.9520266634666377,15.84158848840089,27.428341083485698,-11.142302662048156,8.909658939930905,0.0,6.0,5.0,4.465858018533345
01-10,-9.632655552455358,-13.333338550013355,6.511621889561554,20.409089868718926,7.518246330738017,-2.9520266634666377,23.604540753021997,27.428341083485698,-11.142302662048156,8.909658939930905,0.0,6.0,5.0,5.211015948861236
01-11,-9.632655552455358,-9.743584526909723,6.511621889561554,20.409089868718926,7.518246330738017,-2.9520266634666377,23.604540753021997,27.428341083485698,-11.142302662048156,8.909658939930905,0.0,6.0,5.0,5.53735722368884
01-12,-9.632655552455358,-15.076922555255074,6.511621889561554,20.409089868718926,7.518246330738017,-2.9520266634666377,23.604540753021997,27.428341083485698,-11.142302662048156,8.909658939930905,0.0,6.0,5.0,5.0525083120210805
01-13,-9.632655552455358,-17.43421181050323,6.511621889561554,20.409089868718926,7.518246330738017,-2.9520266634666377,23.604540753021997,27.428341083485698,-11.142302662048156,8.909658939930905,0.0,6.0,5.0,4.838209288816702
01-14,-9.72222106793236,-17.43421181050323,6.511621889561554,20.409089868718926,7.518246330738017,2.0756492463333687,23.604540753021997,26.071429086618796,-11.142302662048156,8.909658939930905,0.0,7.0,4.0,5.16377277949453
01-15,-8.132052416768493,-8.07265914171748,6.511621889561554,20.409089868718926,7.518246330738017,2.0756492463333687,23.604540753021997,26.718037710848012,-3.530565277276364,8.909658939930905,0.0,7.0,4.0,6.9101425366718585
01-16,-8.132052416768493,-12.264151383497488,1.4705829646026318,20.409089868718926,7.518246330738017,2.0756492463333687,23.604540753021997,26.718037710848012,-3.530565277276364,8.909658939930905,0.0,7.0,4.0,6.070821521513773
01-17,-5.748038134158403,-16.793896040695095,1.4705829646026318,20.409089868718926,7.518246330738017,2.0756492463333687,23.604540753021997,26.718037710848012,-3.530565277276364,8.909658939930905,0.0,7.0,4.0,5.875755123823999
