,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.7037034034729004,0.629629611968995,1.1851854324340838,0.4074077606201172,-0.5185184478759766,0.4814815521240252,0.5555553436279297,2.5555553436279297,0.625,2.25,-8.375001907348633,-0.64666748046875,2.5533332824707067,-4.900001525878906,-2.2933349609375,-4.766666412353516,9.200000762939453,3.7066688537597585,-4.129997253417983,-11.790000915527337,7.189998626708984,-0.75,10.979995727539062,5.899993896484389,-7.0699996948242045,-6.470001220703139,4.539993286132827,15.889999389648438,-21.410003662109375,27.149993896484375,-23.860000610351534,18.0,13.0,03-02,-0.01537735231460903
01-03,0.629629135131835,0.8148150444030762,1.1851854324340803,0.5185184478759766,-0.5925922393798828,0.4814815521240252,0.8333330154418945,2.2777786254882812,0.9583339691162109,2.166666030883789,-7.833333969116211,-1.313333511352539,1.8466663360595668,-4.979999542236328,-2.599998474121101,-4.913333892822266,9.200000762939453,3.7066688537597585,-5.149993896484375,-13.920000076293945,7.549999237060547,-0.9000015258789062,10.979995727539062,6.140007019042969,-6.699996948242202,0.1499938964843608,7.909996032714844,15.889999389648438,-23.039993286132898,31.32000732421875,-22.05000305175784,19.0,12.0,03-03,0.340854690920917
01-04,0.4074068069458008,1.0370368957519513,1.1111116409301776,0.5185184478759766,-0.5925922393798828,0.6296291351318377,0.5,2.666666030883789,0.5833339691162109,2.041666030883789,-6.541666030883789,-2.0366668701171875,1.7333335876464844,-5.673332214355472,-2.4333343505859375,-3.866668701171875,7.9333343505859375,4.459999084472656,-5.590003967285142,-14.399999618530284,7.8899993896484375,-0.8400039672851562,11.30999755859375,5.629997253417983,-6.459999084472656,-0.25,9.099998474121108,15.800003051757812,-25.129989624023438,24.720001220703125,-14.32000732421875,18.0,13.0,03-04,0.3205731914889439
01-05,0.4074077606201154,1.0740742683410645,1.0,0.4444437026977557,-0.7037038803100586,0.11111068725585938,0.22222232818603516,2.7777767181396484,1.208333969116211,2.333333969116211,-6.541666030883789,-1.1833324432373047,4.140001296997067,-6.85999870300293,-2.2933311462402344,-3.0,7.913333892822273,4.093334197998047,-3.1399993896484375,-14.020000457763672,8.150001525878906,-0.970001220703125,10.399993896484375,5.400001525878906,-4.720001220703139,-2.1399993896484517,10.700004577636719,15.720001220703125,-28.259994506835852,22.69000244140625,-20.400009155273352,18.0,13.0,03-05,0.14688194951703942
01-06,0.22222232818603516,1.370370388031004,0.8148145675659197,0.2962961196899432,-0.8888893127441406,-0.29629611968993963,0.33333396911621094,2.8888893127441406,1.083333969116211,1.083333969116211,-8.041667938232422,0.2166652679443395,3.2399997711181605,-6.920000076293942,-1.8799972534179688,-2.1399993896484304,5.886665344238281,3.346668243408203,-3.5,-14.540000915527344,8.380001068115227,3.6399993896484375,10.900001525878906,8.199996948242202,-3.9399948120117188,-0.32999420166017046,11.959999084472685,15.569992065429688,-28.430007934570312,22.489990234375,-12.339996337890625,19.0,12.0,03-06,0.6024428798306384
01-07,0.33333396911621094,1.1111111640930176,1.1111106872558594,-0.1481475830078125,-0.925926208496092,-0.6296300888061523,0.11111164093017578,3.0,0.5833339691162109,1.916666030883789,-10.791666030883789,-0.1433334350586044,4.519998550415043,-5.793333053588864,-2.299999237060547,-1.4199981689453054,4.626667022705078,4.086669921875,-3.05999755859375,-11.709999084472663,7.400001525878906,1.279998779296875,9.330001831054688,8.169998168945312,-5.7199935913085795,-1.2799987792968892,14.470001220703125,17.149993896484375,-27.710006713867188,20.360000610351562,-11.919998168945341,17.0,14.0,03-07,0.5163861705410856
01-08,0.2962961196899414,1.3333334922790527,0.8518514633178711,-0.22222232818603516,-1.0,-0.814814567565918,0.27777767181396484,3.0555553436279332,-0.625,2.125,-10.708332061767578,0.43666648864746094,5.179998397827152,-4.613334655761715,-1.9133338928222656,-1.7800025939941335,4.826667785644531,3.94000244140625,-1.19000244140625,-14.280000686645508,6.709999084472649,-2.0400009155273438,6.720001220703125,8.099998474121094,-5.769996643066406,-4.4199981689453125,15.809997558593764,16.710006713867188,-29.160003662109375,17.19000244140625,-12.05999755859375,16.0,15.0,03-08,0.0956811135815044
01-09,0.2962961196899414,1.4444446563720703,0.7777776718139666,0.37037086486816406,-0.814814567565918,-0.7407407760620117,-0.27777767181396484,2.2222232818603516,1.75,3.375,-11.624998092651367,0.6866664886474609,4.986665725708011,-5.25333404541016,-0.6800003051757812,-2.2666664123535085,4.460002899169922,3.6800003051757812,-1.7900009155273438,-13.64000129699707,5.200000762939453,-1.2600021362304688,7.370002746582031,6.25,-4.4800033569335795,-7.5800018310546875,17.989997863769517,16.8699951171875,-30.930007934570312,15.990005493164062,-28.69000244140625,17.0,14.0,03-09,-0.5260936060259417
01-10,0.2592592239379865,1.3333334922790527,0.6666669845581037,0.4444446563720721,-0.7777776718139648,-0.8148145675659162,-0.27777767181396484,2.2777786254882812,-0.125,2.791666030883789,-10.833332061767578,0.6033344268798828,4.833333969116211,-4.7799987792968714,-0.573333740234375,-3.1133346557617045,3.2533340454101634,3.64666748046875,-2.8800010681152344,-12.989997863769535,5.510002136230469,-1.9499969482421875,4.970001220703125,7.639999389648423,-2.819999694824247,-7.379997253417969,16.14999389648436,15.819992065429688,-30.220001220703153,12.409988403320312,-40.3199920654296,16.0,15.0,03-10,-1.2014696521143753
01-11,0.37036991119384766,1.1111106872558585,0.9629621505737322,0.3333339691162127,-0.9629631042480469,-0.6666669845581072,-0.11111068725585938,2.1111106872558594,0.7083339691162109,2.583333969116211,-9.958332061767578,1.2000007629394496,5.379999160766602,-5.446666717529293,-1.2599983215332031,-2.833332061767571,3.660003662109368,3.446666717529297,-2.0800018310546733,-10.879999160766605,6.0,-2.4899978637695312,4.470001220703125,8.909996032714858,-2.4000015258789205,-8.94000244140625,16.86000061035155,12.439987182617188,-27.19000244140622,11.050003051757812,-61.600006103515625,17.0,14.0,03-11,-1.7813505664948486
01-12,0.4074077606201154,0.9259262084960902,0.8148145675659197,0.4074077606201154,-1.0370378494262695,-0.8148155212402362,0.05555534362792969,2.5555553436279297,1.4583320617675781,3.041667938232422,-10.416667938232422,1.0,6.073331832885739,-6.173334121704098,-2.420001983642578,-3.0933341979980398,4.126667022705078,3.979999542236328,-6.610004425048835,-10.60999870300293,5.8800010681152415,-3.3600006103515625,4.769996643066406,8.610000610351562,-4.8700027465820455,-8.150001525878906,16.72000122070311,12.539993286132812,-23.459991455078125,15.919998168945312,-48.00999450683594,18.0,13.0,03-12,-1.2818880388813643
01-13,0.4074077606201154,0.6296296119689933,0.5185184478759766,0.4444446563720703,-0.6296300888061523,-0.7777786254882812,0.3888883590698242,2.388887405395508,0.7083320617675781,3.166667938232422,-9.5,0.5900001525878906,6.319997787475582,-6.260000228881832,-2.0800018310546875,-2.5999984741210938,4.720001220703125,3.5066680908203125,-3.7300033569335938,-10.379999160766609,5.569999694824219,-5.010002136230469,5.779998779296875,7.7300033569335795,-6.319999694824247,-6.529998779296875,17.51000213623047,11.07000732421875,-27.550003051757784,14.8800048828125,-60.41999816894531,18.0,13.0,03-13,-1.7889662558032629
