,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,-11.961722488038278,17.796610169491526,18.76923076923077,13.852813852813853,11.663479923518166,-1.4814814814814816,-5.859375,2.4390243902439024,18.93048128342246,14.330874604847207,-16.60130718954248,19.917682275181512,-0.35390367319664096,-1.3391620359145429,3.749997275216251,0.6683794341852706,1.8296253009127244,1.5668151566422768,12.985482525161999,-42.929287699215,3.4195150562031547,1.3333339317172181,10.07751510774067,4.030762383098411,2.715468469898059,8.624645303674425,-11.476381075214759,12.891344866068291,-2.265885134133957,14.263153421080125,-11.930864161122132,21.0,10.0,2.8921569536286773
01-03,-11.483253588516746,16.738197424892704,14.516129032258066,15.319148936170212,11.663479923518166,-1.4814814814814816,-7.421875,3.767123287671233,22.848360655737704,14.779874213836477,-16.60130718954248,5.153903029823916,2.209944751381215,6.055982479182479,5.251100514953869,0.12062673840551474,1.8296253009127244,1.5668151566422768,11.831442626366467,-56.190471988995526,2.2372337471396375,2.4049682805267465,10.07751510774067,6.0288413099999865,2.1587008648985764,11.998927881541883,-9.038235488154713,12.891344866068291,-2.7123567412716283,13.24578804264969,-12.226704341381078,23.0,8.0,2.5012705920314473
01-04,-11.961722488038278,16.379310344827587,13.375796178343949,16.736401673640167,11.854684512428298,0.3703703703703704,-11.693548387096774,9.931506849315069,23.785425101214575,14.958158995815898,-10.326797385620914,2.51772107579043,-2.2959724550944935,7.053731666601114,2.731545504481303,2.2057535864597364,3.0444991808339394,0.0931349895981102,12.05673538771577,-62.37622720649306,1.9475062467280535,4.732355268458573,6.7300912751701425,7.295464197854548,3.845388240653807,11.905079390555724,-8.959332420765405,11.835481584823416,-5.434286981638522,9.705652584406035,-8.384363726434264,23.0,8.0,2.376114295319513
01-05,-11.374407582938389,16.379310344827587,13.65079365079365,16.736401673640167,14.340344168260039,-4.669260700389105,1.5625,10.238907849829351,23.47560975609756,14.853556485355648,-10.196078431372548,9.260067627703174,-2.6558927162627244,2.7962696628345975,3.1694549977000523,3.0329111813821203,4.087314427502053,0.4696293551101174,13.234686902802126,-62.146887937070424,2.9635933025740404,4.2668749114485065,7.082446726467446,9.549835947173559,4.681024484659863,10.72682406390716,-9.190919728031805,11.6044796691348,-11.01476673219088,7.306910298610298,-10.860354809020551,23.0,8.0,2.68907028550121
01-06,-12.264150943396226,20.16460905349794,13.924050632911392,18.828451882845187,16.85823754789272,-3.488372093023256,15.714285714285714,12.91390728476821,23.78048780487805,12.552301255230125,-14.266304347826086,13.604551738040108,-6.722686997552183,2.977137064550843,0.41418971239395275,2.8399272883227056,3.9916938206998513,0.22033268434252223,12.297462077280997,-62.146887937070424,2.7095735573980697,8.181131924290467,6.363309852761224,10.319917887555217,4.150943825076995,10.524174060284157,-7.019838414517008,13.136634814940948,-8.548589246946166,7.144937829064399,-6.231792304298692,23.0,8.0,3.642697646086508
01-07,-6.25,21.138211382113823,12.025316455696203,16.736401673640167,15.678776290630974,-4.633204633204633,14.801444043321299,12.91390728476821,25.406504065040654,9.272918861959958,-14.361702127659576,16.171479251479994,-3.3961363746676785,1.780962753769415,0.41418971239395275,2.64604964834983,2.399517796638192,2.5215242413333345,11.11578690378291,-56.28530649180124,0.6305234136456008,8.574695196745122,7.577901582835957,10.481594946169858,3.912606684622655,7.862739744354459,-3.0602021740446754,12.280915033947606,-7.564274713190559,6.537028582572655,-5.5962541147986355,23.0,8.0,3.926900481304704
01-08,-3.9301310043668125,21.544715447154474,14.873417721518987,20.161290322580644,10.26615969581749,-4.633204633204633,15.714285714285714,13.90728476821192,27.500000000000004,11.794354838709678,-23.055555555555557,20.73366627982816,-2.861129318942115,1.1961743107814466,2.937468046153917,0.18981986005756513,1.2742663246710229,2.701046711656238,13.599998072574012,-63.56185274330598,1.912678166591418,6.500002054067745,6.249999143611418,10.430087202619655,3.574973766852666,6.598710206607612,-0.6961185793696575,12.085597582452014,-8.825918499886148,4.602305308788474,-7.27336728500297,23.0,8.0,3.72616206212769
01-09,-3.4934497816593884,22.35772357723577,16.819571865443425,21.428571428571427,9.230769230769232,-4.633204633204633,13.928571428571429,13.029315960912053,32.11538461538462,15.139442231075698,-33.033033033033036,22.138386117907153,-0.3721792071765642,-2.590113180894163,4.452859503059173,-0.15584442006561147,2.384875328572066,2.1792539960649586,13.010526958264803,-58.25242711531755,2.338210252408685,8.643371257625784,9.594736325741033,10.172548484868727,2.675184964076427,7.046660528693881,-2.6988890104695304,12.615273460270396,-9.801419558219857,5.188584862815519,-13.513771263336793,21.0,10.0,3.80469326370823
01-10,-2.1834061135371177,22.448979591836736,12.578616352201259,22.35294117647059,9.578544061302683,-8.108108108108109,12.857142857142856,6.1688311688311686,34.08239700374532,16.388616290480865,-26.21082621082621,19.12827217916645,-0.2786784209421735,-1.0778124015363884,5.503577494727061,-1.1188800369091838,1.0949388744382662,0.3376323025455417,8.17498251316075,-47.88011031390387,2.5822608634863484,9.35868850649621,8.451681548764402,8.139538666096007,1.4676673753338427,8.631838779576341,-2.380620499030554,12.44313601222354,-9.360117874188973,4.696649558671605,-14.898872666554213,21.0,10.0,3.644177436489066
01-11,7.024793388429752,23.599999999999998,6.752411575562702,23.25581395348837,7.088122605363985,-13.8996138996139,15.517241379310345,5.980066445182724,34.995383194829174,17.91907514450867,-22.22222222222222,19.338555769537074,1.6842133817616793,-2.8934551326917393,5.6247772197301895,-0.6643375228089758,-0.26998696583081516,-1.5985259061694888,9.330357982948117,-38.277507751129725,3.7052346313563875,9.060403925525488,8.105299911899907,8.852707760526298,2.660535679932946,7.131124087835137,-2.5829243055285596,12.381654331869367,-11.118841451341698,2.0436914747566504,-28.47590902509909,21.0,10.0,3.549939989094152
01-12,9.623430962343097,23.387096774193548,8.517350157728707,22.48062015503876,6.321839080459771,-12.692307692307692,15.957446808510639,4.713804713804714,34.81481481481482,18.015414258188827,-20.655270655270655,19.361294996573054,-1.2070966190134984,-4.532960554983933,4.628772593394577,-0.3146858440120461,-1.4373009022633756,-2.226348847575715,3.563167218953363,-33.97350351766868,3.9522476559793516,8.87397161762798,10.115807762129181,10.814210483600165,1.6174671489464232,7.143836379505091,-3.4156643910574664,11.814705623043423,-15.559122388846678,3.4760934369806327,-16.37185825637743,20.0,11.0,3.7679765474980305
