,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.299091100692749,0.3029005527496338,0.5674309730529794,0.2838289737701425,-0.1288313865661621,0.5189781188964844,0.5808553695678693,1.6801977157592773,0.4920444488525355,1.5628862380981445,-5.428426742553711,-0.3140296936035192,1.90484428405761,-3.347925186157223,-1.5362663269042862,-3.391620635986328,7.158821105957024,3.0635108947753906,-3.073436737060547,-9.248167037963867,6.088947296142578,-0.36971282958984375,9.599082946777344,5.4439544677734375,-5.738311767578125,-5.186683654785156,4.711372375488281,15.458114624023438,-19.656570434570312,26.926254272460938,-22.663177490234403,18.0,13.0,03-02,0.21161147855943135
01-03,0.2759718894958496,0.36897754669189453,0.5681474208831783,0.3339192867279044,-0.16561460494995117,0.5189781188964844,0.7404899597167951,1.5105314254760707,0.7022209167480469,1.5087862014770526,-5.068675994873047,-0.7654209136962891,1.4135379791259801,-3.4050769805908203,-1.75823974609375,-3.5011367797851562,7.158821105957024,3.0635108947753906,-3.8753013610839844,-10.958349227905277,6.3838348388671875,-0.4944305419921875,9.599082946777344,5.6540069580078125,-5.412994384765639,0.7137069702148438,7.800445556640639,15.458114624023438,-21.199554443359375,30.93505859375,-20.8905029296875,19.0,12.0,03-03,0.5552530750151601
01-04,0.20661139488220215,0.44966554641723633,0.5399181842803946,0.3339192867279044,-0.16561460494995117,0.5970311164855957,0.541661262512207,1.748621940612793,0.46502685546875,1.4276371002197266,-4.216129302978519,-1.2557716369628906,1.33587646484375,-3.8979110717773438,-1.6361465454101527,-2.7232284545898438,6.198253631591797,3.6466941833496094,-4.225883483886712,-11.343936920166016,6.662361145019531,-0.44472503662109375,9.877410888671875,5.215240478515625,-5.2072601318359375,0.35562896728517046,8.891220092773438,15.37432861328125,-23.1820068359375,24.580032348632812,-13.267639160156222,19.0,12.0,03-04,0.5445447198806287
01-05,0.20558404922485352,0.46427297592163086,0.49489760398864746,0.3013439178466779,-0.2194981575012207,0.3188772201538086,0.3820199966430664,1.817049980163576,0.8603534698486328,1.6156368255615217,-4.216129302978519,-0.6771888732910156,3.0160198211669886,-4.747219085693363,-1.5335884094238246,-2.0791015625,6.1816673278808665,3.3625755310058594,-2.302356719970696,-11.038675308227536,6.874397277832031,-0.552459716796875,9.10809326171875,5.0142974853515625,-3.6776580810546875,-1.3363418579101562,10.348739624023438,15.294189453125,-26.150909423828125,22.618972778320312,-19.263092041015625,18.0,13.0,03-05,0.33821838901888984
01-06,0.14606904983520508,0.5718553066253658,0.41985630989074796,0.236189365386962,-0.3105950355529776,0.10209894180297852,0.45132923126220703,1.885483741760254,0.7816886901855469,0.8099517822265625,-5.209948539733887,0.2753009796142578,2.3877544403076207,-4.790163040161129,-1.2322769165039062,-1.4362869262695312,4.646331787109375,2.7840805053710938,-2.585857391357422,-11.453840255737301,7.0619659423828125,3.2764205932617188,9.526809692382812,7.433326721191406,-2.9919891357421875,0.27548980712892046,11.496528625488281,15.154388427734403,-26.30645751953122,22.425521850585938,-11.315170288085938,21.0,10.0,03-06,0.7908340884793217
01-07,0.1817781925201425,0.4777214527130127,0.5370576381683354,0.038680553436280185,-0.32855844497680575,-0.07565546035766424,0.31998538970947266,1.9532127380371112,0.4670143127441406,1.3484115600585938,-7.024357795715334,0.030008316040039062,3.281295776367191,-3.989429473876946,-1.5384445190429652,-0.9003944396972656,3.6878128051757812,3.3584556579589844,-2.2393455505371094,-9.19443321228027,6.261497497558594,1.3141860961914062,8.201171875,7.407432556152344,-4.550102233886719,-0.5705108642577983,13.788223266601577,16.629348754882812,-25.622451782226534,20.365325927734375,-10.902740478515625,19.0,12.0,03-07,0.7326514874735209
01-08,0.1698756217956543,0.5560877323150635,0.43450593948364435,0.006103992462159091,-0.3644824028015128,-0.17676877975464045,0.41849231719970703,1.9870796203613281,-0.2944831848144531,1.4850025177001953,-6.970725059509267,0.4252052307128942,3.7394008636474645,-3.150774002075188,-1.2547149658203196,-1.1682281494140625,3.8401527404785156,3.2445907592773438,-0.7713890075683594,-11.258115768432624,5.7019500732421875,-1.4433135986328125,5.989982604980469,7.3472442626953125,-4.5938568115234375,-3.3633041381835938,15.007057189941406,16.2177734375,-26.99998474121091,17.313247680664062,-11.040237426757812,17.0,14.0,03-08,0.3559153079986584
01-09,0.1698756217956543,0.595268964767456,0.4034230709075928,0.26958274841308505,-0.2725224494934082,-0.13631820678711026,0.09920978546142578,1.478759765625,1.2008476257324254,2.2922267913818395,-7.579527854919421,0.594482421875,3.605220794677738,-3.608297348022461,-0.3544654846191371,-1.5315742492675781,3.560863494873047,3.0437278747558594,-1.2423934936523438,-10.748563766479489,4.470844268798828,-0.7946395874023438,6.5406646728515625,5.756256103515625,-3.462707519531236,-6.195899963378906,17.004280090332017,16.367446899414062,-28.675521850586023,16.157913208007812,-27.4368896484375,18.0,13.0,03-09,-0.2718847490126105
01-10,0.15831637382507324,0.5553119182586674,0.35804319381713823,0.3029780387878418,-0.2541308403015128,-0.17534637451171875,0.09920978546142578,1.5129776000976562,0.01819610595703125,1.9135494232177734,-7.053744316101062,0.5380535125732457,3.49765777587891,-3.2693367004394496,-0.27746009826660156,-2.1636734008789062,2.6457672119140554,3.0179824829101562,-2.1031417846679688,-10.233427047729492,4.724784851074219,-1.3684844970703125,4.516380310058594,6.954902648925781,-2.00238037109375,-6.017120361328111,15.317687988281264,15.389663696289062,-28.003387451171875,12.702804565429688,-38.91264343261719,18.0,13.0,03-10,-0.8906454578522699
01-11,0.1950514316558838,0.47617220878601074,0.47595882415771484,0.2528872489929199,-0.343935489654541,-0.0972914695739755,0.19589900970458984,1.4120731353759783,0.5452880859375036,1.778310775756836,-6.476220130920408,0.944976806640625,3.877307891845703,-3.745513916015632,-0.7804965972900284,-1.9555740356445312,2.9541778564453125,2.864093780517578,-1.476146697998054,-8.538433074951172,5.126178741455078,-1.8160171508789062,4.094688415527358,8.049896240234375,-1.63909912109375,-7.4136581420898295,15.968513488769545,12.242111206054688,-25.11883544921878,11.387481689453125,-59.88533020019531,18.0,13.0,03-11,-1.4982414399423902
01-12,0.20558404922485352,0.40854907035827637,0.4159302711486821,0.2854628562927237,-0.37986087799072177,-0.17889928817749023,0.2935037612915039,1.685784339904787,1.0196666717529297,2.0737237930297834,-6.778735160827635,0.8065338134765625,4.359050750732425,-4.265590667724613,-1.6303062438964808,-2.1488189697265625,3.3067779541015554,3.2787818908691406,-5.0364418029785085,-8.32153511047363,5.0283203125,-2.5370025634765625,4.3539886474609375,7.791801452636719,-3.8104248046875,-6.706428527832017,15.84097290039064,12.329574584960938,-21.569412231445312,16.089874267578125,-46.48431396484375,18.0,13.0,03-12,-0.9765770589151679
01-13,0.20558404922485352,0.30096554756164506,0.2958681583404541,0.30175113677978516,-0.1797037124633789,-0.15867424011230558,0.48779678344726385,1.583146095275879,0.547653198242184,2.154296875,-6.171647071838379,0.5282497406005859,4.5312404632568395,-4.327623367309574,-1.382471084594723,-1.7796897888183523,3.7581443786621094,2.9120521545410085,-2.7684326171875,-8.13791465759277,4.7755165100097585,-3.9075469970703125,5.207221984863281,7.0315399169921875,-5.085075378417969,-5.263786315917983,16.560607910156264,10.964965820312472,-25.455535888671875,15.083953857421875,-58.72174072265625,18.0,13.0,03-13,-1.4873963632891267
01-14,0.1698756217956543,0.3682057857513428,0.2812190055847168,0.3188595771789542,-0.07107162475585938,-0.15938091278075994,0.8818387985229492,1.583146095275879,0.5738925933837855,2.8268547058105433,-6.11801242828369,0.22844314575195312,4.2333984375,-3.9343624114990234,-2.0142421722412074,-2.5184288024902344,2.882514953613274,2.068611145019524,-2.910186767578125,-6.82060241699218,4.2286376953125,-3.2825851440429688,5.1094512939453125,6.979705810546875,-6.958274841308594,-3.6608200073242188,15.200111389160156,14.125,-25.930526733398438,16.573471069335938,-57.425506591796875,18.0,13.0,03-14,-1.392605281645252
01-15,0.22938847541809082,0.3029005527496338,0.17866897583007857,0.2186746597290039,-0.05482673645019531,-0.09871339797973544,1.1116876602172852,1.8879241943359375,0.3397369384765625,2.2603759765625,-5.046830177307129,-0.22127151489257812,4.066806793212891,-3.6737613677978516,-2.5071697235107386,1.3822021484375,3.7407341003417898,2.260078430175774,-1.9681930541992259,-6.856817245483402,4.350666046142578,-4.639892578125,5.592369079589844,6.704505920410156,-8.008651733398438,-0.7986221313476562,19.208984375,13.16156005859375,-28.21063232421875,18.277603149414062,-56.0311279296875,18.0,13.0,03-15,-1.0594078187019602
