,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,-0.1722000055015087,-0.0035999994724988955,-0.0029000000286032446,0.021800000220537186,-0.009199999272823334,-0.01430000364780426,-0.004899997264146798,0.0002699997276067734,2.0,6.0,03-02,-0.02055888947102681
01-03,0.0,-0.1722000055015087,-0.006000000052154068,-0.0029000000286032446,0.013700000941753391,-0.009199999272823334,-0.01690000295639038,-0.004899997264146798,-0.004599999636411667,1.0,7.0,03-03,-0.02255555597447609
01-04,0.0,-0.17720000538975,-0.006000000052154068,0.001999999862164259,0.013700000941753391,-0.009199999272823334,-0.019000001251697533,-0.004899997264146798,-0.004599999636411667,2.0,6.0,03-04,-0.022800000229229525
01-05,0.0,-0.17720000538975,-0.006000000052154068,0.001999999862164259,0.013700000941753391,-0.0071999989449977875,-0.017400003969669335,-0.0020000003278255463,-0.004599999636411667,2.0,6.0,03-05,-0.02207777861298786
01-06,0.0,-0.17720000538975,-0.006000000052154068,0.001999999862164259,0.013700000941753391,-0.0071999989449977875,-0.017200000584125526,-0.0020000003278255463,-0.0036899996921420115,2.0,6.0,03-06,-0.021954444909675255
01-07,0.0,-0.17520000413060188,-0.006000000052154068,0.001999999862164259,0.00760000012814999,-0.0071999989449977875,-0.022099997848272344,-0.0020000003278255463,-0.0036899996921420115,2.0,6.0,03-07,-0.0229544445561866
01-08,0.0,-0.17520000413060188,-0.006000000052154068,0.002899999963119626,0.011099999770522125,-0.0071999989449977875,-0.01020000129938127,-0.001499999314546585,-0.0036899996921420115,2.0,6.0,03-08,-0.021087778188909095
01-09,0.0,-0.17520000413060188,-0.007400000467896463,0.002899999963119626,0.011099999770522125,-0.0071999989449977875,-0.01020000129938127,-0.001499999314546585,-0.0036899996921420115,2.0,6.0,03-09,-0.02124333379065825
01-10,0.0,-0.17520000413060188,-0.004100000485777855,-9.999983012676282e-05,0.011099999770522125,-0.0071999989449977875,-0.012000001966953278,-0.0064999982714653015,-0.005089999176561834,1.0,7.0,03-10,-0.022121111448440287
01-11,0.0,-0.17520000413060188,-0.0014000004157423956,-9.999983012676282e-05,0.011099999770522125,-0.0071999989449977875,-0.007800005376338973,-0.004499999806284908,-0.0010900003835558926,1.0,7.0,03-11,-0.02068777879079183
01-12,0.0,-0.17520000413060188,-0.0014000004157423956,0.003700000001117587,0.011099999770522125,-0.01410000026226043,-0.014900002628564835,-0.004499999806284908,-0.0010900003835558926,2.0,6.0,03-12,-0.02182111198393007
01-13,0.0,-0.17520000413060188,-0.0014000004157423956,0.003700000001117587,0.011099999770522125,-0.013900000602006912,-0.02850000187754631,-0.004499999806284908,-0.0010900003835558926,2.0,6.0,03-13,-0.023310000827122066
