,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,-5.257719993591307,-0.6671500205993652,-0.33136987686157227,-2.198060274124145,-0.375499963760376,-0.6062999963760376,0.046729981899261475,-0.10310000181198123,1.0,7.0,03-02,-0.9492470145225523
01-03,0.0,0.0,-5.29968976974487,-0.03533983230590909,0.35345029830932617,-2.2291603088378906,-0.375499963760376,-0.6295000314712522,-0.03023999929428095,-0.10310000181198123,1.0,7.0,03-03,-0.8349079608917235
01-04,0.0,0.0,-5.202489852905272,-0.15463972091674894,0.35345029830932617,-2.2291603088378906,-0.440000057220459,-0.7613000273704529,-0.039939999580383356,-0.11040000617504121,1.0,7.0,03-04,-0.8584479674696922
01-05,0.0,0.0,-5.34607982635498,-0.15463972091674894,-0.0441899299621582,-2.2291603088378906,-0.440000057220459,-0.7585999965667725,-0.0846400260925293,-0.11190000176429751,0.0,8.0,03-05,-0.9169209867715835
01-06,0.0,0.0,-5.34607982635498,-0.06627988815307795,-0.0441899299621582,-2.1407999992370605,-0.40089988708496094,-0.7585999965667725,-0.0846400260925293,-0.11190000176429751,0.0,8.0,03-06,-0.8953389555215836
01-07,0.0,0.0,-5.34607982635498,0.17673015594482333,-0.0441899299621582,-1.9936797618865971,-0.6462998390197754,-0.7585999965667725,-0.0846400260925293,-0.11190000176429751,1.0,7.0,03-07,-0.8808659225702286
01-08,0.0,0.0,-5.34607982635498,0.17673015594482333,-0.0441899299621582,-2.3183097839355473,-0.7264999151229858,-0.7585999965667725,-0.149839997291565,-0.11190000176429751,1.0,7.0,03-08,-0.9278689295053482
01-09,0.0,0.0,-5.34607982635498,0.3755502700805673,-0.0441899299621582,-1.889200210571289,-0.7307999134063721,-0.5433999300003052,-0.149839997291565,-0.11190000176429751,1.0,7.0,03-09,-0.8439859539270399
01-10,0.0,0.0,-5.390269756317137,0.52356004714966,-0.1435999870300284,-1.889200210571289,-0.7307999134063721,-0.5433999300003052,-0.1476500034332276,-0.1200000047683716,1.0,7.0,03-10,-0.8441359758377072
01-11,0.0,0.0,-5.235630035400389,0.52356004714966,-0.23637962341308594,-1.9498000144958496,-0.7307999134063721,-0.4833999276161195,-0.1476500034332276,-0.1200000047683716,1.0,7.0,03-11,-0.8380099475383755
01-12,0.0,0.0,-5.323989868164061,0.52356004714966,-0.23637962341308594,-1.733299970626831,-0.6498999595642094,-0.4833999276161195,-0.1476500034332276,-0.16990000382065776,1.0,7.0,03-12,-0.8220959309488531
01-13,0.0,0.0,-5.213540077209471,0.41310977935791104,-0.23637962341308594,-1.8393399715423588,-0.6098999977111816,-0.3999999165534974,-0.1476500034332276,-0.16990000382065776,1.0,7.0,03-13,-0.820359981432557
01-14,0.0,0.0,-5.213540077209471,0.17672967910766602,-0.23637962341308594,-1.8680400848388676,-0.6098999977111816,-0.3649999499320984,-0.1476500034332276,-0.15689999237656593,1.0,7.0,03-14,-0.8420680049806831
01-15,0.0,0.0,-5.213540077209471,0.15463972091674805,-0.23637962341308594,-1.8680400848388676,-0.6098999977111816,-0.3649999499320984,-0.1476500034332276,-0.15689999237656593,1.0,7.0,03-15,-0.844277000799775
01-16,0.0,0.0,-5.213540077209471,0.29822969436645597,-0.23637962341308594,-1.5637598037719722,-0.5907000303268433,-0.3649999499320984,-0.1476500034332276,-0.15048999339342117,1.0,7.0,03-16,-0.7969289787113663
01-17,0.0,0.0,-5.213540077209471,0.29822969436645597,-0.23637962341308594,-1.6227599382400515,-0.5907000303268433,-0.3649999499320984,-0.026340007781982533,-0.13279999047517776,1.0,7.0,03-17,-0.7889289923012254
01-18,0.0,0.0,-5.213540077209471,0.05522966384887784,-0.23637962341308594,-1.5687599182128906,-0.5907000303268433,-0.434999942779541,-0.037840008735656794,-0.13279999047517776,1.0,7.0,03-18,-0.8159789927303789
01-19,0.0,0.0,-5.213540077209471,0.059639930725098544,-0.23637962341308594,-1.5687599182128906,-0.5158001184463501,-0.37150001525878906,-0.08239999413490295,-0.13279999047517776,1.0,7.0,03-19,-0.8061539806425568
