,2010,2011,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,-4.1439971923828125,0.0,-23.6999969482422,-931.25,-1.8700027465820312,-4.42999267578125,0.0,8.0,03-02,-107.26599884033203
01-03,0.0,0.0,0.0,0.0,0.0,-23.6999969482422,-931.25,-3.3700027465820312,-4.42999267578125,0.0,8.0,03-03,-106.97222137451172
01-04,0.0,0.0,0.0,5.6439971923828125,0.0,-23.6999969482422,-931.25,-3.3700027465820312,-4.42999267578125,1.0,7.0,03-04,-106.34511057535808
01-05,0.0,0.0,0.0,5.6439971923828125,0.0,-23.6999969482422,-931.25,-3.3700027465820312,-4.42999267578125,1.0,7.0,03-05,-106.34511057535808
01-06,0.0,0.0,0.0,5.6439971923828125,0.0,-23.6999969482422,-941.0,-3.3700027465820312,-4.42999267578125,1.0,7.0,03-06,-107.4284439086914
01-07,0.0,0.0,0.0,5.6439971923828125,0.0,-23.6999969482422,-941.0,-3.3700027465820312,-4.42999267578125,1.0,7.0,03-07,-107.4284439086914
01-08,0.0,0.0,0.0,5.6439971923828125,0.0,-23.6999969482422,-941.0,-3.3700027465820312,-10.329986572265653,1.0,7.0,03-08,-108.08399878607855
01-09,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-3.3700027465820312,-10.329986572265653,1.0,7.0,03-09,-107.75066545274522
01-10,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-3.980003356933608,-10.329986572265653,1.0,7.0,03-10,-107.81844329833984
01-11,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-3.980003356933608,-11.92999267578125,1.0,7.0,03-11,-107.99622175428603
01-12,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-3.980003356933608,-11.92999267578125,1.0,7.0,03-12,-107.99622175428603
01-13,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-3.980003356933608,-24.0,1.0,7.0,03-13,-109.33733367919922
01-14,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-3.980003356933608,-23.0,1.0,7.0,03-14,-109.2262225680881
01-15,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-3.980003356933608,-23.0,1.0,7.0,03-15,-109.2262225680881
01-16,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-2.5900039672851705,-23.0,1.0,7.0,03-16,-109.07177819146051
01-17,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-2.4599990844726847,-23.0,1.0,7.0,03-17,-109.05733320448134
01-18,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-2.4599990844726847,-23.0,1.0,7.0,03-18,-109.05733320448134
01-19,0.0,0.0,0.0,8.643997192382812,0.0,-23.6999969482422,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-19,-115.37066650390625
01-20,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-20,-112.73733350965712
01-21,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-21,-112.73733350965712
01-22,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-22,-112.73733350965712
01-23,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-23,-112.73733350965712
01-24,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-24,-112.73733350965712
01-25,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-25,-112.73733350965712
01-26,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-26,-112.73733350965712
01-27,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-27,-112.73733350965712
01-28,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-28,-112.73733350965712
01-29,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-29,-112.73733350965712
01-30,0.0,0.0,0.0,8.643997192382812,0.0,0.0,-941.0,-2.4599990844726847,-79.81999969482422,1.0,7.0,03-30,-112.73733350965712
01-31,0.0,13.208000183105476,0.0,8.643997192382812,0.0,0.0,-9.75,-2.4599990844726847,-51.0,2.0,6.0,03-31,-4.595333523220488
02-01,0.0,13.208000183105476,0.0,8.643997192382812,0.0,0.0,-9.75,-2.4599990844726847,-51.07000732421878,2.0,6.0,04-01,-4.603112114800353
02-02,0.0,13.208000183105476,0.0,8.643997192382812,0.0,0.0,-9.75,-2.4599990844726847,-51.07000732421878,2.0,6.0,04-02,-4.603112114800353
02-03,0.0,13.208000183105476,0.0,8.643997192382812,0.0,0.0,-9.75,-2.4599990844726847,-51.07000732421878,2.0,6.0,04-03,-4.603112114800353
02-04,0.0,13.208000183105476,0.0,8.643997192382812,0.0,0.0,-9.75,-2.4599990844726847,-51.07000732421878,2.0,6.0,04-04,-4.603112114800353
02-05,0.0,13.208000183105476,0.0,8.643997192382812,0.0,0.0,-9.75,-2.4599990844726847,-51.07000732421878,2.0,6.0,04-05,-4.603112114800353
02-06,0.0,13.208000183105476,0.0,7.743995666503906,0.0,0.0,-9.75,-2.4599990844726847,-51.07000732421878,2.0,6.0,04-06,-4.7031122843424535
02-07,0.0,13.208000183105476,1.2220001220703125,7.743995666503906,0.0,0.0,-9.75,-2.4599990844726847,-51.07000732421878,3.0,5.0,04-07,-4.567334493001308
02-08,0.0,13.208000183105476,1.2220001220703125,7.743995666503906,0.0,0.0,-9.75,-2.4599990844726847,-45.0,3.0,5.0,04-08,-3.8928892347547768
02-09,0.0,13.208000183105476,1.2220001220703125,7.743995666503906,0.0,0.0,-9.75,-2.4599990844726847,-45.0,3.0,5.0,04-09,-3.8928892347547768
02-10,0.0,13.208000183105476,1.2220001220703125,7.743995666503906,0.0,0.0,-9.75,-2.4599990844726847,-45.0,3.0,5.0,04-10,-3.8928892347547768
