,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,13.689328428741284,-191.07559323957025,0.0,80.00430269632966,-379.48717695348546,0.0,-12.888049598576329,2.0,6.0,-54.417465407395675
01-03,0.0,0.0,13.689328428741284,-191.07559323957025,0.0,80.00430269632966,-132.8912501791005,0.0,-12.888049598576329,2.0,6.0,-27.01791798801957
01-04,0.0,0.0,13.689328428741284,-72.43075533498423,0.0,80.00430269632966,-132.8912501791005,0.0,-12.888049598576329,2.0,6.0,-13.835158220843345
01-05,0.0,0.0,13.689328428741284,-83.74452188261716,0.0,80.00430269632966,-132.8912501791005,29.11598629131132,-12.888049598576329,3.0,5.0,-11.857133804879082
01-06,0.0,0.0,13.689328428741284,-83.74452188261716,0.0,80.00430269632966,-52.07781278357581,29.11598629131132,-26.984131051379418,3.0,5.0,-4.444094255687793
01-07,0.0,0.0,13.689328428741284,12.504202377694265,-100.0,80.00430269632966,-52.07781278357581,29.11598629131132,-26.984131051379418,4.0,4.0,-4.860902671208745
01-08,0.0,0.0,13.689328428741284,22.224208964615038,-100.0,80.00430269632966,-52.07781278357581,29.11598629131132,-26.984131051379418,4.0,4.0,-3.7809019393286594
01-09,0.0,0.0,13.689328428741284,22.224208964615038,-100.0,80.00430269632966,-65.78248937886026,29.11598629131132,-26.984131051379418,4.0,4.0,-5.303643783249154
01-10,0.0,0.0,13.689328428741284,22.224208964615038,-100.0,80.00430269632966,-65.78248937886026,29.11598629131132,-26.984131051379418,4.0,4.0,-5.303643783249154
01-11,0.0,-507.5455049084012,13.689328428741284,22.224208964615038,-100.0,80.00430269632966,-65.78248937886026,29.11598629131132,-26.984131051379418,4.0,4.0,-61.697588773071516
01-12,0.0,-507.5455049084012,13.689328428741284,22.224208964615038,-100.0,80.00430269632966,-65.78248937886026,29.11598629131132,-26.984131051379418,4.0,4.0,-61.697588773071516
01-13,0.0,-507.5455049084012,13.689328428741284,22.224208964615038,-100.0,80.00430269632966,-65.78248937886026,29.11598629131132,-50.9433887112933,4.0,4.0,-64.35972851306195
01-14,0.0,-507.5455049084012,13.689328428741284,22.224208964615038,-100.0,80.00430269632966,-65.78248937886026,29.11598629131132,-50.9433887112933,4.0,4.0,-64.35972851306195
01-15,0.0,-507.5455049084012,13.689328428741284,21.130770734596886,-100.0,80.00430269632966,-65.78248937886026,29.11598629131132,-50.9433887112933,4.0,4.0,-64.48122164973063
01-16,0.0,-507.5455049084012,13.689328428741284,21.130770734596886,-100.0,80.00430269632966,-65.78248937886026,29.11598629131132,-50.9433887112933,4.0,4.0,-64.48122164973063
01-17,0.0,-507.5455049084012,13.689328428741284,21.130770734596886,-100.0,80.00430269632966,4.096666507466226,29.11598629131132,-50.9433887112933,5.0,3.0,-56.71687099569435
01-18,0.0,-507.5455049084012,13.689328428741284,28.575344457494943,-100.0,80.00430269632966,4.096666507466226,29.11598629131132,-50.9433887112933,5.0,3.0,-55.88969613759457
01-19,0.0,-507.5455049084012,13.689328428741284,28.575344457494943,-100.0,80.00430269632966,-36.8700315052182,29.11598629131132,-50.9433887112933,4.0,4.0,-60.441551472337274
01-20,0.0,-507.5455049084012,-3.572797979991113,28.575344457494943,-100.0,38.464085352432065,-137.0173962164094,29.11598629131132,-50.9433887112933,3.0,5.0,-78.10263019053963
01-21,0.0,-507.5455049084012,-3.572797979991113,28.575344457494943,-100.0,38.464085352432065,-137.0173962164094,29.11598629131132,-50.9433887112933,3.0,5.0,-78.10263019053963
01-22,0.0,-507.5455049084012,-3.572797979991113,28.575344457494943,-100.0,38.464085352432065,-137.0173962164094,29.11598629131132,-50.9433887112933,3.0,5.0,-78.10263019053963
01-23,0.0,-507.5455049084012,-3.2193605404215306,6.66905241971031,-100.0,38.464085352432065,-47.95166674626689,29.11598629131132,-42.13836102231333,3.0,5.0,-69.6228632393277
01-24,0.0,-507.5455049084012,-3.9339178465756355,6.66905241971031,-100.0,38.464085352432065,-47.95166674626689,29.11598629131132,-42.13836102231333,3.0,5.0,-69.70225849556704
01-25,0.0,-507.5455049084012,-3.9339178465756355,6.66905241971031,-100.0,38.464085352432065,-97.28854201491764,29.11598629131132,-42.13836102231333,3.0,5.0,-75.18413352541712
01-26,0.0,-507.5455049084012,-3.9339178465756355,6.66905241971031,-100.0,38.464085352432065,-80.63660413383155,28.23526341632587,-79.22285006282183,3.0,5.0,-77.55227508479578
01-27,0.0,-507.5455049084012,-3.9339178465756355,6.66905241971031,-100.0,38.464085352432065,-80.63660413383155,26.92040739443886,-79.22285006282183,3.0,5.0,-77.69837019833878
01-28,0.0,-507.5455049084012,-3.9339178465756355,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-79.22285006282183,2.0,6.0,-88.96252811189512
01-29,0.0,-507.5455049084012,-3.9339178465756355,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-79.22285006282183,2.0,6.0,-88.96252811189512
01-30,0.0,-507.5455049084012,0.338907280369549,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-79.22285006282183,3.0,5.0,-88.48776976445677
01-31,0.0,-507.5455049084012,0.338907280369549,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-218.3098672839106,3.0,5.0,-103.94188278902217
02-01,0.0,-507.5455049084012,0.338907280369549,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-218.3098672839106,3.0,5.0,-103.94188278902217
02-02,0.0,-507.5455049084012,0.338907280369549,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-80.07968559143809,3.0,5.0,-88.58297371208079
02-03,0.0,-507.5455049084012,0.338907280369549,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-80.07968559143809,3.0,5.0,-88.58297371208079
02-04,0.0,-507.5455049084012,0.338907280369549,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-109.88047903373985,3.0,5.0,-91.89417298344766
02-05,0.0,-507.5455049084012,0.338907280369549,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-109.88047903373985,3.0,5.0,-91.89417298344766
02-06,0.0,-507.5455049084012,0.338907280369549,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-109.88047903373985,3.0,5.0,-91.89417298344766
02-07,0.0,-507.5455049084012,0.338907280369549,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-109.88047903373985,3.0,5.0,-91.89417298344766
02-08,0.0,-507.5455049084012,-35.995184338560115,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-109.88047903373985,2.0,6.0,-95.93129427443985
02-09,0.0,-507.5455049084012,-35.995184338560115,6.66905241971031,-100.0,-106.19001200453546,-37.359927998871214,26.92040739443886,-109.88047903373985,2.0,6.0,-95.93129427443985
