,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,8.18965201499758,8.133971026598696,11.594205197104126,4.296878693276057,-4.912280131134839,3.475936436360674,3.4722208976745605,13.105412018604767,2.0107238194621844,9.199318329862933,-34.65518121798762,-2.2542440779051964,7.641659735783518,-18.193075573569615,-6.124269960359271,-10.58788619255002,17.153512350976982,6.750034264891461,-6.150405300923674,-35.33113962512622,11.651270026542775,-0.8642544486632646,12.225805618550991,6.306107364730748,-5.883331782101378,-5.273454309199361,4.486159508932361,10.02903253269314,-11.996415933024458,15.29232562982472,-12.834167145581354,18.0,13.0,-0.0014800074599355913
01-03,7.32758075317763,10.426542915902301,11.510793965682591,5.405404868011948,-5.653706839371356,3.475936436360674,5.208331346511841,11.714289946264104,3.070762989349508,8.888886280548878,-31.7032058045976,-4.578201903913378,5.560015096461602,-18.531380333224362,-6.863776137296893,-10.949340213503467,17.153512350976982,6.750034264891461,-7.722287761211515,-44.30299186025921,12.163684991430914,-1.0389028678439638,12.225805618550991,6.498737088150593,-5.557857136980393,0.12118760648989922,7.56430721602685,10.02903253269314,-12.90972887798702,17.779295341236097,-11.933756855492096,19.0,12.0,0.03641951667860501
01-04,4.741372517116009,12.903224275355592,10.676161312084238,5.405404868011948,-5.653706839371356,4.545451103047169,3.2142857580768824,13.597730762983776,1.8918939148795892,8.419241364469233,-26.475544806300743,-7.134517185680854,5.179283549711014,-21.12186182218116,-6.395657381083559,-8.616852024627496,14.791797552386946,8.07190943592144,-8.649240607834798,-46.54169156422378,12.642203827814308,-0.9696456122789662,12.59325004570331,5.960823118399013,-5.410837689503131,-0.2026424531363044,8.604385675408093,9.972231007507663,-14.173710767894029,14.041465942738762,-7.435488652845152,18.0,13.0,-0.04933165726923706
01-05,4.803497574289813,13.12217392271906,9.712230382415553,4.633197071311007,-6.713782558415668,0.8174355950585657,1.4285721292301194,14.084502274827651,3.8410615460516,9.621995748932829,-26.475544806300743,-4.1183263321248,11.532036548836082,-26.720326508754944,-6.005580592835096,-6.68548512212798,14.869097540989728,7.4406221580892025,-4.850169127678758,-44.76373114422649,13.058807155592156,-1.1197059349610607,11.640915964615457,5.766152095989757,-3.8966410696999776,-1.7616062977547728,10.117250720034914,10.007003365695164,-16.097974375143643,12.997652225141646,-10.937756557880144,18.0,13.0,-0.021046013163992856
01-06,2.6785727628335945,16.157205313826587,8.058605951104065,3.0888013614669956,-8.571433038127864,-2.1978008762935834,2.097906043368625,14.565828000691262,3.443710560704706,4.467356573675096,-33.80035651052596,0.7270646761456467,9.257142203194745,-27.017179467684382,-4.923176942074078,-4.657572665291932,10.966217046892778,6.134672332631905,-5.436471185643275,-46.424013592599586,13.427337107200316,4.064767465775073,12.310821564456708,8.50181151653385,-3.231888026951394,-0.27164487367569345,11.308622203947097,9.913403990485262,-16.051269601582945,12.897855631217015,-6.3421883504008205,19.0,12.0,-0.1566868653129092
01-07,3.9647651048582513,13.513513983732764,10.98900725769241,-1.5747970830813325,-8.928574548692241,-4.70914487024789,0.7092232255890374,15.12604993528318,1.8543066193171296,7.809844810339335,-45.04347441184734,-0.48686627873117533,12.458651329928854,-22.61842732647823,-6.023042422055609,-3.0744762899339246,8.762627063557987,7.390890646697413,-4.720761451713006,-37.38824776044872,11.922026038765978,1.4657033693565154,10.584233317699494,8.473344040755938,-4.691980493382923,-1.0536703522603517,13.56393061427568,10.859238074994444,-15.581425598558274,11.820715258372202,-6.126328683887356,17.0,14.0,-0.3468757058097344
01-08,3.539821093135911,16.216217940353474,8.42490493543457,-2.3622057621045087,-9.642857569821047,-6.179773289813317,1.7543853308905617,15.406160902579161,-2.0080321285140563,8.485857120605496,-45.32627327732308,1.4545852164853372,14.277835094038396,-18.011457942924437,-4.944015129463627,-3.8611771212820405,9.1069203502727,7.1445884609467605,-1.835856906832522,-49.37759560502556,10.662639523173139,-2.3940863014268965,7.855975156394113,8.400745310042868,-4.732996858123931,-3.6164278553423865,14.864608375204394,10.610201365820954,-16.531551540909327,9.980261201331937,-6.198281906058501,16.0,15.0,-0.9302219941372738
01-09,3.539821093135911,17.567569918663825,7.835819604907278,3.831422614017928,-7.719296058239104,-5.586592460042518,-1.7543853308905617,11.235959932307557,5.585106269651651,13.30049261083744,-51.19265071784481,2.287363351688016,13.74494457963886,-20.94630805977243,-1.7421015731082017,-4.969306518498952,8.473722764385148,6.673114574836501,-2.7614947916611494,-47.64233914365173,8.251349928860316,-1.4652891819193195,8.550878916139157,6.482057787481874,-3.658639010687122,-6.409065736199178,16.602065118529488,10.70091707600358,-17.535012212481167,9.283560719462866,-16.078234728127786,17.0,14.0,-1.1456306020186013
01-10,3.0973448806757564,16.36363753405479,6.818185143234336,4.562739801723296,-7.3426565871424305,-6.145249548292012,-1.7543853308905617,11.484597743552143,-0.4098360655737705,11.260501925954147,-46.099285369223736,2.009774875682423,13.425927691989475,-18.676733333442623,-1.476903000364568,-6.954582293629459,6.181128439596338,6.612670623769401,-4.585989017680818,-46.625978389042174,8.700461040455187,-2.286045578520062,5.766331453676237,7.856848578248475,-2.2672453425759773,-6.23257919531636,15.161466771915821,10.03488276429453,-17.13249125532716,7.2841396718854226,-24.437839095108195,16.0,15.0,-1.8002309826265204
01-11,4.310339660905133,13.761463121937842,9.774428229650036,3.4615448988398088,-9.090910727858068,-5.027935371793023,-0.6992980130256169,10.584955979616002,2.2606402810961077,10.508476890732668,-42.37588111390459,3.908797176279133,14.922334971402995,-21.682589711631206,-3.304191248371293,-6.329111119575575,6.95377493030808,6.231919014566594,-3.3338705744558492,-36.30296766779881,9.401441599327676,-2.91910641815413,5.18621776782281,9.096474027888938,-1.9477369762236927,-7.65083659233954,15.72321186471488,7.890889733104266,-15.00883301598937,6.5373029234803735,-42.053528058599255,17.0,14.0,-1.8455672109047316
