,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,4.924762466927168,5.312502384185791,3.1920744153588068,0.0,-3.6666688464936756,0.0,4.9056574983417,0.36532915350968703,-1.3333320617675781,-3.3492807059823284,5.0,5.0,0.9410040276435973
01-03,0.0,4.924762466927168,5.312502384185791,3.1920744153588068,0.0,-3.571428571428571,-5.208333333333334,4.9056574983417,0.36532915350968703,-0.9006019409149446,-6.690139591729345,5.0,5.0,0.2118020437197236
01-04,0.0,4.924762466927168,5.312502384185791,5.904248659833914,-1.5675725163640204,-3.571428571428571,-5.208333333333334,4.9056574983417,0.033212317101019385,-0.40160924566210626,-6.1971839877542845,5.0,5.0,0.3758414247133887
01-05,0.0,2.530778990802522,5.312502384185791,6.845704332433514,-1.5675725163640204,-3.571428571428571,-6.25,4.190477643694197,0.16583495088939784,-0.6380074624853179,-8.21671668181299,5.0,5.0,-0.10894790273504341
01-06,0.0,3.5567681816672616,4.000002145767223,9.142264211976487,-1.5675725163640204,-3.571428571428571,-8.333333333333332,3.238096691313244,-0.36679096762615526,-2.4615361140324397,-7.714285169328962,4.0,6.0,-0.37071049467175143
01-07,0.0,4.794058190616502,4.088048013364396,9.28204854329429,-1.3513513513513513,-3.571428571428571,-5.97938458944103,3.6259570048686762,-0.2999005394917453,-2.8483182604351494,-7.714285169328962,4.0,6.0,0.0023130246060959984
01-08,0.0,3.4129693721463816,5.27950534987585,9.28204854329429,0.0,-4.066987545378243,-7.216494845360824,3.8095238095238098,-0.2999005394917453,-5.044616511643834,-7.78571537562779,4.0,6.0,-0.23906070387837322
01-09,0.0,4.132795398999624,7.294837126348101,10.256410256410255,0.0,-3.571428571428571,-8.24742268041237,4.716981132075472,0.033322988355778814,-4.598490667998787,-13.383177284882434,5.0,5.0,-0.30601566386662993
01-10,0.0,4.649599238294419,7.294837126348101,12.5,-1.3513513513513513,-4.066987545378243,-8.24742268041237,4.716981132075472,-0.4665091255604108,-3.6734691759157396,-17.782025569267006,4.0,6.0,-0.5842134501061026
01-11,0.0,5.458223795741974,7.294837126348101,10.256410256410255,-1.3513513513513513,-4.316544854023797,-8.24742268041237,3.396224975585924,-1.632788295171625,-4.739007970450769,-20.124804876147305,4.0,6.0,-1.2732930794064514
01-12,0.0,4.78436678468065,6.03819821242764,10.950002670288068,-0.26737558834563113,-4.316544854023797,-8.24742268041237,3.396224975585924,-0.1332855977129104,-4.774989215060872,-17.69201049777865,4.0,6.0,-0.9329850718501771
01-13,0.0,4.527027484184644,6.03819821242764,10.950002670288068,-0.26737558834563113,-3.8369267262533957,-8.865977808372262,3.2075486093197227,0.13293757169987888,-6.086956521739131,-16.446118520405197,5.0,5.0,-0.9679673288359694
01-14,0.0,5.806891195036321,3.7594008774162324,11.83168914222001,-0.26737558834563113,-3.8369267262533957,-6.666665125374842,3.2075486093197227,0.0,-5.499827606295266,-16.446118520405197,4.0,6.0,-0.737398522062004
01-15,0.0,6.689187556483465,4.891640746211503,12.277234435233147,-0.26737558834563113,-2.4285725184849496,-5.05050505050505,3.2075486093197227,0.0,-7.229332976890271,-15.311905936635084,4.0,6.0,-0.29291642941937696
01-16,0.0,6.752194271888354,4.891640746211503,6.831688197988068,-0.26737558834563113,-2.4285725184849496,-8.16326530612245,3.2075486093197227,0.0,-7.229332976890271,-32.53011850429397,4.0,6.0,-2.630508460793602
01-17,0.0,7.439675945048417,4.891640746211503,10.600004196166992,-1.3513513513513513,-3.1250074505808705,-8.16326530612245,3.2075486093197227,-0.0998358981936378,-11.340209969586624,-31.343276055398224,4.0,6.0,-2.6621887758624108
01-18,0.0,7.439675945048417,5.572753187545757,10.733906401273192,-1.081085205078125,-2.142860775902158,-8.16326530612245,2.6415123129790548,-0.23295042911853156,-11.580758745897958,-40.27273004705254,4.0,6.0,-3.37143660566594
01-19,0.0,4.825739030476298,5.338302779448467,10.536783055691828,-0.5376364484882058,-2.142860775902158,-8.16326530612245,2.866843539495116,-0.3660586127932263,-7.713311562217518,-40.46427662650528,4.0,6.0,-3.2563400842651933
01-20,0.0,6.375837809308924,6.382985384260582,9.59316856881026,-0.5376364484882058,-2.142860775902158,-6.122448979591836,2.866843539495116,-0.4991731437180964,-8.082187127879257,-65.38049765649609,4.0,6.0,-5.231451711836433
01-21,0.0,4.312670732763762,4.109588227644345,9.59316856881026,-0.5376364484882058,-2.142860775902158,-8.024694749642022,2.866843539495116,-0.6331240673392339,-8.082187127879257,-65.38049765649609,4.0,6.0,-5.810793614275771
01-22,0.0,4.24242490408992,4.643962957989553,9.59316856881026,-0.5376364484882058,-2.142860775902158,-7.142857142857142,2.866843539495116,-0.6331240673392339,-8.082187127879257,-68.27438304017474,4.0,6.0,-5.951513512023262
01-23,0.0,4.499664612797692,4.820770531110509,9.59316856881026,0.323447269057087,-3.1250074505808705,-7.142857142857142,3.0131798871912934,-0.6331240673392339,-10.924652545755174,-63.19371441758811,5.0,5.0,-5.706284068650335
01-24,0.0,4.499664612797692,5.809644723905965,7.21649302092273,0.2695376771803566,-3.373497652720256,-7.142857142857142,2.824858838237147,-0.2999005394917453,-12.201961733450842,-73.4254073374752,5.0,5.0,-6.893038684813755
