,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-02,0.0
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-03,0.0
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-04,0.0
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-05,0.0
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-06,0.0
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-07,0.0
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-08,0.0
01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-09,0.0
01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-10,0.0
01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-11,0.0
01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-12,0.0
01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-13,0.0
01-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-14,0.0
01-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-15,0.0
01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-16,0.0
01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-17,0.0
01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-18,0.0
01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-19,0.0
01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-20,0.0
01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-21,0.0
01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-22,0.0
01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-23,0.0
01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-24,0.0
01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-25,0.0
01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-26,0.0
01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-27,0.0
01-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-28,0.0
01-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-29,0.0
01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-30,0.0
01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-31,0.0
02-01,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-01,-0.00029999986290931704
02-02,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-02,-0.00029999986290931704
02-03,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-03,-0.00029999986290931704
02-04,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-04,-0.00029999986290931704
02-05,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-05,-0.00029999986290931704
02-06,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-06,-0.00029999986290931704
02-07,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-07,-0.00029999986290931704
02-08,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-08,-0.00029999986290931704
02-09,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-09,-0.00029999986290931704
02-10,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-10,-0.00029999986290931704
02-11,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-11,-0.00029999986290931704
02-12,0.0,0.0,0.0,-0.00299999862909317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,04-12,-0.00029999986290931704
