,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-02,-8.999999772640879e-06
01-03,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-03,-8.999999772640879e-06
01-04,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-04,-8.999999772640879e-06
01-05,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-05,-8.999999772640879e-06
01-06,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-06,-8.999999772640879e-06
01-07,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-07,-8.999999772640879e-06
01-08,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-08,-8.999999772640879e-06
01-09,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-09,-8.999999772640879e-06
01-10,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-10,-8.999999772640879e-06
01-11,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-11,-8.999999772640879e-06
01-12,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,0.0,0.0,0.0,0.0,0.0,8.0,03-12,-8.999999772640879e-06
01-13,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-13,0.0
01-14,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-14,0.0
01-15,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-15,0.0
01-16,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-16,0.0
01-17,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-17,0.0
01-18,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-18,0.0
01-19,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-19,0.0
01-20,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-20,0.0
01-21,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-21,0.0
01-22,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-22,0.0
01-23,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-23,0.0
01-24,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-24,0.0
01-25,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-25,0.0
01-26,0.0,0.0,0.0,0.0,-8.999999772640878e-05,0.0,8.999999772640878e-05,0.0,0.0,0.0,1.0,7.0,03-26,0.0
