,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,-260.0,0.0,-28.57142857142857,-100.0,0.0,-100.0,-50.0,0.0,25.0,-100.0,1.0,9.0,-55.77922077922078
01-03,0.0,-350.0,0.0,-28.57142857142857,33.33333333333333,0.0,-100.0,-50.0,0.0,25.0,-138.90784438606863,2.0,8.0,-55.37690360219672
01-04,0.0,-350.0,0.0,-28.57142857142857,33.33333333333333,0.0,-100.0,-50.0,0.0,25.0,-138.90784438606863,2.0,8.0,-55.37690360219672
01-05,0.0,-375.0,0.0,-80.0,33.33333333333333,0.0,-100.0,-50.0,0.0,25.0,-138.90784438606863,2.0,8.0,-62.32495555024866
01-06,0.0,-414.28571428571433,0.0,-12.5,33.33333333333333,0.0,-100.0,-50.0,0.0,25.0,-138.90784438606863,2.0,8.0,-59.760020485313596
01-07,0.0,-157.14285714285714,75.0,-28.57142857142857,66.66666666666666,0.0,-100.0,-50.0,0.0,25.0,-138.90784438606863,3.0,7.0,-27.995951221244333
01-08,0.0,-145.7142857142857,75.0,-14.285714285714285,66.66666666666666,0.0,-100.0,-50.0,0.0,25.0,-138.90784438606863,3.0,7.0,-25.658288883581996
01-09,0.0,-145.7142857142857,75.0,-14.285714285714285,66.66666666666666,0.0,-100.0,-50.0,0.0,25.0,-138.90784438606863,3.0,7.0,-25.658288883581996
01-10,0.0,-145.7142857142857,75.0,0.0,66.66666666666666,0.0,-100.0,-50.0,0.0,25.0,-117.05426998446764,3.0,7.0,-22.37289900291697
01-11,0.0,-128.57142857142858,75.0,0.0,66.66666666666666,0.0,-100.0,-50.0,-50.0,25.0,-117.05426998446764,3.0,7.0,-25.35991198992996
01-12,0.0,-128.57142857142858,75.0,0.0,66.66666666666666,0.0,-100.0,-50.0,-50.0,57.14285714285714,-117.05426998446764,3.0,7.0,-22.43783406785204
01-13,0.0,-190.9090909090909,75.0,0.0,66.66666666666666,0.0,-100.0,-50.0,-50.0,50.0,-188.06583570762587,3.0,7.0,-35.20984181364092
01-14,0.0,-227.27272727272728,75.0,0.0,66.66666666666666,0.0,-100.0,-50.0,-50.0,0.0,-208.23043478815433,2.0,8.0,-44.894226854019536
01-15,0.0,-300.0,50.0,0.0,66.66666666666666,0.0,-100.0,-50.0,-50.0,0.0,-55.76131612546473,2.0,8.0,-39.917695405345285
01-16,0.0,-220.00000000000003,50.0,0.0,66.66666666666666,0.0,-100.0,-200.0,-50.0,0.0,-55.76131612546473,2.0,8.0,-46.28133176898165
01-17,0.0,-255.55555555555554,50.0,0.0,66.66666666666666,0.0,-100.0,-200.0,-50.0,0.0,-55.76131612546473,2.0,8.0,-49.513655001304876
01-18,0.0,-255.55555555555554,50.0,0.0,66.66666666666666,0.0,-100.0,-200.0,-50.0,0.0,-55.76131612546473,2.0,8.0,-49.513655001304876
01-19,0.0,-233.33333333333334,50.0,30.0,50.0,0.0,-100.0,-200.0,-50.0,25.0,-55.76131612546473,4.0,6.0,-44.00860449625438
01-20,0.0,-311.11111111111114,50.0,30.0,50.0,0.0,-100.0,-100.0,-50.0,25.0,-55.76131612546473,4.0,6.0,-41.98840247605235
01-21,0.0,-225.0,50.0,12.5,50.0,0.0,-100.0,-200.0,-50.0,25.0,-55.76131612546473,4.0,6.0,-44.84193782958771
01-22,0.0,-145.2830188679245,50.0,12.5,50.0,0.0,-100.0,-200.0,-50.0,25.0,-55.76131612546473,4.0,6.0,-37.59493954485357
01-23,0.0,-145.2830188679245,50.0,0.0,50.0,0.0,-100.0,-200.0,-50.0,25.0,-44.03291785381294,3.0,7.0,-37.665085156521585
01-24,0.0,-145.2830188679245,50.0,0.0,50.0,0.0,-100.0,-200.0,-50.0,40.0,-45.06172833449714,3.0,7.0,-36.39497701840197
01-25,0.0,-164.1509433962264,50.0,12.5,50.0,0.0,-100.0,-200.0,-50.0,62.5,-45.06172833449714,4.0,6.0,-34.92842470279305
01-26,0.0,-145.2830188679245,66.66666666666666,12.5,50.0,0.0,-100.0,-200.0,-50.0,62.5,-45.06172833449714,4.0,6.0,-31.698007321432275
01-27,0.0,-200.0,33.33333333333333,12.5,50.0,0.0,-100.0,-200.0,-50.0,57.14285714285714,-45.06172833449714,4.0,6.0,-40.18959435075515
01-28,0.0,-325.0,60.0,12.5,50.0,0.0,-100.0,-200.0,-50.0,57.14285714285714,-47.11933948440173,4.0,6.0,-49.31604384923133
01-29,0.0,-311.7647058823529,60.0,12.5,50.0,0.0,-100.0,-200.0,-50.0,57.14285714285714,-47.11933948440173,4.0,6.0,-48.112835293081595
01-30,0.0,-311.7647058823529,60.0,12.5,50.0,0.0,-100.0,-200.0,-50.0,57.14285714285714,-49.17695063430626,4.0,6.0,-48.29989085216383
01-31,0.0,-311.7647058823529,60.0,12.5,50.0,0.0,-100.0,-200.0,-50.0,57.14285714285714,-49.17695063430626,4.0,6.0,-48.29989085216383
02-01,0.0,-282.3529411764706,60.0,12.5,50.0,0.0,-100.0,-100.0,-50.0,57.14285714285714,-49.17695063430626,4.0,6.0,-36.535184969810885
02-02,0.0,-282.3529411764706,60.0,12.5,50.0,0.0,-100.0,-100.0,-50.0,57.14285714285714,-49.17695063430626,4.0,6.0,-36.535184969810885
02-03,0.0,-258.974358974359,60.0,12.5,50.0,0.0,-100.0,-100.0,-50.0,57.14285714285714,-49.17695063430626,4.0,6.0,-34.40985931507347
02-04,0.0,-202.32558139534885,60.0,12.5,50.0,0.0,-100.0,-100.0,-50.0,66.66666666666666,-49.17695063430626,4.0,6.0,-28.3941695784535
02-05,0.0,-169.7674418604651,60.0,12.5,50.0,0.0,-100.0,-100.0,-50.0,44.44444444444444,-49.17695063430626,4.0,6.0,-27.4545407318479
02-06,0.0,-169.7674418604651,60.0,12.5,50.0,0.0,-100.0,-100.0,-50.0,44.44444444444444,-49.17695063430626,4.0,6.0,-27.4545407318479
02-07,0.0,-169.7674418604651,60.0,12.5,50.0,0.0,-100.0,-100.0,-50.0,44.44444444444444,-49.17695063430626,4.0,6.0,-27.4545407318479
02-08,0.0,-167.4418604651163,60.0,12.5,50.0,0.0,-100.0,-100.0,-50.0,44.44444444444444,-49.17695063430626,4.0,6.0,-27.243124241361645
02-09,0.0,-167.4418604651163,60.0,12.5,50.0,0.0,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,4.0,6.0,-19.595216593453998
02-10,0.0,-202.32558139534885,60.0,12.5,50.0,0.0,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,4.0,6.0,-22.766463950747866
02-11,0.0,-166.66666666666669,60.0,12.5,50.0,0.0,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,4.0,6.0,-19.52474442995858
02-12,0.0,-179.06976744186048,60.0,12.5,50.0,0.0,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,4.0,6.0,-20.652299045885286
02-13,0.0,-179.06976744186048,60.0,12.5,50.0,0.0,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,4.0,6.0,-20.652299045885286
02-14,0.0,-166.66666666666669,60.0,12.5,50.0,0.0,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,4.0,6.0,-19.52474442995858
02-15,0.0,-166.66666666666669,60.0,12.5,50.0,33.33333333333333,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,5.0,5.0,-16.494441399655553
02-16,0.0,-144.44444444444443,60.0,12.5,50.0,33.33333333333333,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,5.0,5.0,-14.474239379453525
02-17,0.0,-133.33333333333331,60.0,12.5,50.0,33.33333333333333,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,5.0,5.0,-13.464138369352515
02-18,0.0,-27.906976744186046,60.0,12.5,50.0,33.33333333333333,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,5.0,5.0,-3.8799241339754915
02-19,0.0,-88.37209302325581,60.0,12.5,50.0,33.33333333333333,0.0,-100.0,-50.0,28.57142857142857,-44.03291785381294,5.0,5.0,-8.909113542936986
02-20,0.0,-88.37209302325581,60.0,12.5,-50.0,33.33333333333333,0.0,-100.0,-50.0,28.57142857142857,-49.17695063430626,4.0,6.0,-18.46766197752729
02-21,0.0,-88.37209302325581,60.0,12.5,-50.0,33.33333333333333,0.0,-100.0,0.0,42.857142857142854,-49.17695063430626,4.0,6.0,-12.623506133371443
02-22,0.0,-88.37209302325581,60.0,12.5,50.0,33.33333333333333,0.0,-100.0,0.0,42.857142857142854,-44.03291785381294,5.0,5.0,-3.064957698781143
