,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,-49.61390457199399,-20.0819671330225,14.499998092651381,4.15601379754508,14.39790238252975,6.222704195625675,-5.404571845196977,5.53712233984716,-2.0080321592772483,2.1800410963559136,19.12762497693616,-30.160025527320816,7.0,5.0,-3.428924529610034
01-03,-71.26212682516359,-19.959055454450663,14.499998092651381,4.15601379754508,13.809949143581832,6.7220838641959375,-1.7294550343458448,7.5655401673342295,-2.0080321592772483,3.439199488525166,19.7155794317297,-33.57023687723012,7.0,5.0,-4.885045197075345
01-04,-72.60272924412354,-18.623483110070886,11.92857197352818,3.644505345179812,12.195119114591435,5.296297426576968,-2.9696744682334035,7.241291407411069,-1.586347244237375,3.25112418457461,17.009649037429845,-21.82524597760543,7.0,5.0,-4.753410129581559
01-05,-84.51881396837528,-16.599193566057536,12.142855780465249,2.321087073107763,13.638348427289296,8.74375704109104,-4.010099612742582,4.5853120104085345,-1.035529586869448,4.831624119945701,17.303369039022627,-24.33611339040411,7.0,5.0,-5.577783052759895
01-06,-85.35563321727304,-16.09311876691069,9.486453879849012,0.3302522430715585,13.826088283372961,8.351254321016338,-2.652346836803507,3.5830626676098576,0.40119750123167447,5.853746349430251,16.715163353647952,-23.40676925681159,8.0,4.0,-5.746720789880768
01-07,-78.45186942603077,-14.399995803833008,10.285711288452148,3.455017781611817,13.788604209889325,8.315411206254451,-6.346701054751144,3.6792711711585095,1.6993731486987969,6.174831597991831,14.333220850295636,-21.59716661935812,8.0,4.0,-4.922024304135044
01-08,-102.12766317215298,-14.469772210781509,9.571429661342076,1.4637346457956562,10.917791447893334,9.784944729616225,-6.896552556414328,6.132788203478625,0.24635379622295625,7.764245373829562,12.371131862681034,-22.029899152880596,8.0,4.0,-7.272622280947495
01-09,-101.65095878012458,-12.352943651403981,9.571429661342076,1.920529500177397,10.700300604452808,9.803225773431555,-5.9550240300555135,4.41439041301033,0.5526001931863855,6.917237154762146,12.504157855142978,-24.8392303602689,8.0,4.0,-7.3678571388622744
01-10,-107.1604925480363,-8.113204016300273,9.571429661342076,2.781457388632609,11.149673665464114,10.331176271759697,-4.504224476026512,3.899436828152584,0.10233163413007991,5.717307161560883,11.152289191065691,-25.387120251875718,8.0,4.0,-7.538328290844255
01-11,-83.58862206065639,-9.03900845458124,8.214282989501966,3.4437115538208816,15.364918201364564,11.380932846257746,-4.700720799663838,4.487511681415774,-0.34792911752298156,4.357065399154767,11.585980408377651,-40.96109244547669,7.0,5.0,-6.650247483167315
01-12,-78.89126313348302,-9.514747651974034,6.999996730259486,3.0383092979905246,14.43873529220924,10.011039034658358,-4.016192274050118,4.895466404598317,3.2955869057621676,6.695577637788637,15.061806100326427,-37.438640994088686,8.0,4.0,-5.45202722083356
01-13,-67.80383346569211,-10.75166593560713,6.321025199895692,7.393243329734807,13.73650262451999,8.392655400136926,-4.0784602019105325,7.241203631296002,2.8929805712059586,8.327598488534477,14.923427318365444,-47.22752927693528,8.0,4.0,-5.0527376930379795
01-14,-70.14925206211737,-12.946851686234343,6.352607628713697,10.036946658951154,14.255051402593208,5.957287826049211,-3.704864511140924,4.326552217239876,4.235056164558715,8.735872208820082,15.501615104571789,-46.940724947472695,8.0,4.0,-5.361725332955633
01-15,-42.857145289985546,-3.1548749761239523,8.642857415335518,12.776121452673166,14.126237811068156,4.533536783850083,0.18187744843367729,6.560284150502757,4.235056164558715,8.042802826826346,14.919089837911784,-47.514342723743056,9.0,3.0,-1.6257082582243623
01-16,-47.33839663059264,-2.8818462548723507,8.642857415335518,12.093869320459486,13.525124096404866,6.1778998991951735,-1.4898196642138042,3.279537692824932,5.328525530809948,8.042802826826346,13.365693241918041,-68.71960646173846,8.0,4.0,-4.1644465823035794
01-17,-45.14285496303013,1.1080321921001246,8.642857415335518,12.093869320459486,15.526884345598102,6.573119245422451,-1.649865331744051,2.8242724467840463,5.328525530809948,6.989988493361104,12.418511825437067,-62.35049431376013,9.0,3.0,-3.136429482768872
01-18,-39.30530489640298,2.0128111700475584,8.642857415335518,8.122745567394322,15.669752945323125,6.222387862857994,-1.0018270941490255,3.630709222040222,5.028041693909061,8.983771802005027,10.89891762207328,-101.78230863122602,9.0,3.0,-6.073120443399326
01-19,-36.07142884512337,2.0128111700475584,9.499999455043248,8.443118183655985,14.115143989769766,7.717395067665635,-0.8793235886979007,3.630709222040222,6.045588089071128,7.005278547681559,8.420706606413129,-102.81510256452965,9.0,3.0,-6.072925388913558
01-20,-36.07142884512337,7.0448347325209895,9.49321842953462,4.425836133420868,14.370752560931743,7.482750896879947,-0.8793235886979007,2.8008345243544572,6.259809034574648,9.474919937578147,6.11353599878628,-175.65218054729957,9.0,3.0,-12.094703394378262
01-21,-41.24999968068941,4.629629547867429,10.183879060071051,4.8809507860887775,14.479829969785312,7.482750896879947,0.36385364933402836,3.7065603172885804,5.740777128131135,8.380170747177768,4.4444418361044455,-175.65218054729957,10.0,2.0,-12.717444690771709
01-22,-29.48275830884608,5.7866213294857545,8.599858311241347,3.9663453823363004,14.479829969785312,6.610975505916776,-2.889647945528044,4.642308729986387,2.170354975387612,8.380170747177768,4.4444418361044455,-176.60869100819468,9.0,3.0,-12.491682539595592
01-23,-35.70127722879254,14.309208823620756,8.599858311241347,3.792902137057176,15.11677104575029,7.27339081405302,0.0,6.353656420065621,-0.9721028897702577,6.370291129435011,2.871795393462874,-134.10104115586464,8.0,4.0,-8.840545599978444
01-24,-41.804789183962974,11.54498885828263,8.534855811705368,2.588803668723547,13.183970644744674,6.284058868273725,-0.2146571404908392,6.114094091376491,-6.043957372773154,6.6768833760415705,1.5161975434769785,-144.40092377207526,8.0,4.0,-11.335039550556438
01-25,-36.04240312454716,9.312443134366488,5.832152375717282,3.4316657066766405,14.644532003304771,3.946881854424051,-0.3069320702915671,6.114094091376491,-4.902788904873929,4.523397878406902,-2.300501066387526,-151.49072899449683,7.0,5.0,-12.269848926360366
01-26,-30.50846923394169,8.964314651774407,7.894740947538499,3.836785088390276,11.802294978504321,4.229494652233658,-1.4591780008143391,5.576874639718989,-4.139660184898377,0.017924563915397696,0.35398365122027103,-131.35655755378644,8.0,4.0,-10.398954316678752
01-27,-27.28813741509165,6.527415273629835,7.323943491706615,6.135698340505509,11.727078509720645,3.5555521647135415,2.359510534415297,8.493219958722419,-3.435356168674576,2.3477525070270437,2.696165497467901,-119.78872889919994,9.0,3.0,-8.278823850421446
01-28,-28.98305102553524,5.130510462992157,7.997169888810214,9.810671303540898,11.727078509720645,2.7407398930302374,5.339954555241342,4.90781478064002,-1.3609747670067185,2.571326375239388,3.4636496370608567,-116.54929868334514,9.0,3.0,-7.767034089134278
01-29,-16.43411551879515,2.4029508552748786,5.928570883614676,9.447006253818003,13.219617401330702,4.333333615903501,5.902141468336438,-1.1431504482244315,1.8649948297050678,2.571326375239388,3.737997799353987,-111.83098822353239,9.0,3.0,-6.666692892331277
01-30,-9.047613929639105,0.18849674586717896,5.793987785873777,8.816702576967447,12.921111249745213,4.333456940920943,6.132516584528223,0.026183602174635667,1.4052925624278234,2.395210707273655,3.70370346144534,-91.70886423969431,10.0,2.0,-4.586651329342431
