,2009,2010,2011,2012,2013,2014,2015,2016,2017,2020,ups,downs,avg
01-02,-25.579404235951316,8.354871093248608,1.7631165531277908,0.0,14.264360546631515,-26.92308662205794,-50950.00065458672,-39.9999985098839,14.285716566504265,0.0,4.0,5.0,-5100.3835079195105
01-03,-32.34005769855065,9.111614330618927,-0.50934143443791,0.0,13.938613290822074,-26.92308662205794,12.462778306607495,-39.9999985098839,14.285716566504265,0.0,4.0,5.0,-4.997376177037765
01-04,-35.426017023129894,9.932276204328714,-0.50934143443791,0.0,14.683862529994707,-20.37036117212306,11.162605454890203,-39.9999985098839,-127285.71112758045,0.0,3.0,6.0,-12734.62381015308
01-05,-38.151875204608096,8.069968697738275,-0.50934143443791,0.0,16.075115688607973,-22.641511555879244,-49458.57392056255,-19.999995529651695,-148366.67303691324,0.0,2.0,7.0,-19788.2404596814
01-06,-35.04116941234121,7.787805949442558,-0.50934143443791,0.0,16.075115688607973,-18.18181128541315,-49497.14050975382,-19.999995529651695,-150966.66902601725,0.0,2.0,7.0,-20051.367893179486
01-07,-31.381511946319225,9.941191061537019,-1.4567272937665003,0.0,16.075115688607973,-18.18181128541315,-48598.57222395893,99.93150684965295,-16.66666977107533,0.0,3.0,6.0,-4854.031113065571
01-08,-29.64318097579467,10.119216958026927,-2.414831621586035,0.0,15.992571494874877,-18.18181128541315,-54061.543265179236,99.92118004478961,-16.66666977107533,0.0,3.0,6.0,-5400.241679033542
01-09,-51.897535928141814,15.555557550168505,-2.414831621586035,0.0,15.971931510517825,-18.18181128541315,-52553.845737671676,-39.9999985098839,-16.66666977107533,0.0,2.0,7.0,-5265.14790957271
01-10,-34.040499247130676,14.865576156552592,-2.414831621586035,0.0,16.962438219772224,-12.06896463132216,12.858228900796412,99.91809608791968,-153166.66856656477,0.0,4.0,5.0,-15307.058852269978
01-11,-34.16988493403492,16.03847618367661,-1.9620522347027862,0.0,-5584.722038717189,-12.06896463132216,11.511720344880857,-16.66666977107533,-153466.6690818966,0.0,2.0,7.0,-15908.870849565637
01-12,-28.34718113066851,16.506374024758312,-1.8326831706467168,0.0,-5337.333170572918,-12.06896463132216,-57166.66896392906,-16.66666977107533,16.666663562258005,0.0,2.0,7.0,-6252.974459561868
01-13,-28.901201629647115,15.102680501513172,95.55709352727808,0.0,-5265.789380397163,-8.333325054910777,-55558.33534033353,-16.66666977107533,16.666663562258005,0.0,3.0,6.0,-6075.069947959527
01-14,-25.207760989313364,16.830150168495585,-4.912284546978735,0.0,-4431.111095510883,-8.333325054910777,-55808.33153122411,-16.66666977107533,0.0,0.0,1.0,8.0,-6027.773251692877
01-15,-26.290630879263098,25.050912808137838,-12.969199257804611,0.0,-4544.444482709156,-8.333325054910777,-55735.000332482174,0.0,0.0,0.0,1.0,8.0,-6030.198705757517
01-16,-14.638446429238208,17.444841757097727,-32.4400557193287,0.0,-4425.555624579208,-10.0,99.76266760300543,0.0,99.94121105222989,0.0,3.0,6.0,-426.5485406315441
01-17,-13.727192808748947,16.78303121560903,-22.361225097467653,0.0,-4816.455581978603,-16.071423819782805,20.359077773650274,0.0,99.94121105222989,0.0,3.0,6.0,-473.1532103663113
