,2009,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,0.0,-0.0101699999650009,0.0738999992609024,-0.014600001275539398,0.04510000348091128,0.024300001561641707,3.0,6.0,03-02,0.01185300030629151
01-03,0.0,0.0,0.0,0.0,0.0,-0.0101699999650009,0.0738999992609024,-0.012890003621578217,0.08674000203609458,0.024300001561641707,3.0,6.0,03-03,0.01618799992720596
01-04,0.0,0.0,0.0,0.0,0.0,-0.0101699999650009,0.0738999992609024,-0.010399989783763885,0.08674000203609458,0.024300001561641707,3.0,6.0,03-04,0.016437001310987392
01-05,0.0,0.0,0.0,0.0,0.0,-0.0101699999650009,0.0738999992609024,-0.012299992144107819,0.08674000203609458,0.024300001561641707,3.0,6.0,03-05,0.016247001074953
01-06,0.0,0.0,0.0,0.0,0.0,-0.0101699999650009,0.0738999992609024,-0.012299992144107819,0.0729999989271164,0.008400000631809235,3.0,6.0,03-06,0.013283000671071932
01-07,0.0,0.0,0.0,0.0,0.0,-0.0101699999650009,0.0738999992609024,-0.012299992144107819,0.057999998331069946,0.008400000631809235,3.0,6.0,03-07,0.011783000611467287
01-08,0.0,0.0,0.0,0.0,0.0,-0.0101699999650009,0.0738999992609024,-0.012299992144107819,0.057999998331069946,0.008400000631809235,3.0,6.0,03-08,0.011783000611467287
01-09,0.0,0.0,0.0,0.0,0.0,-0.0101699999650009,0.0738999992609024,-0.012299992144107819,0.057999998331069946,0.008400000631809235,3.0,6.0,03-09,0.011783000611467287
01-10,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.005300000309944153,0.057999998331069946,0.008400000631809235,3.0,6.0,03-10,0.012499999802093953
01-11,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.005300000309944153,0.057999998331069946,0.008400000631809235,3.0,6.0,03-11,0.012499999802093953
01-12,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.005300000309944153,0.05500000715255737,0.008400000631809235,3.0,6.0,03-12,0.012200000684242696
01-13,0.0,0.0,0.0,0.0,0.0,-0.009999999892897906,0.0738999992609024,-0.005300000309944153,0.05500000715255737,0.008400000631809235,3.0,6.0,03-13,0.012200000684242696
01-14,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.05500000715255737,0.03700000047683716,4.0,5.0,03-14,0.012987000512657687
01-15,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.05500000715255737,0.03700000047683716,4.0,5.0,03-15,0.012987000512657687
01-16,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.05500000715255737,0.02120000123977661,4.0,5.0,03-16,0.011407000588951633
01-17,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.05500000715255737,0.020089998841285706,4.0,5.0,03-17,0.011296000349102542
01-18,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.06000000238418579,0.01850000023841858,4.0,5.0,03-18,0.011637000011978671
01-19,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.07670000195503235,0.01850000023841858,4.0,5.0,03-19,0.013306999969063326
01-20,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.07670000195503235,0.01850000023841858,4.0,5.0,03-20,0.013306999969063326
01-21,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.04469999670982361,0.01850000023841858,4.0,5.0,03-21,0.010106999444542453
01-22,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.04469999670982361,0.01850000023841858,4.0,5.0,03-22,0.010106999444542453
01-23,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.04500000178813934,0.01850000023841858,4.0,5.0,03-23,0.010136999952374026
01-24,0.0,0.0,0.0,0.0,0.0,0.0001700000721029933,0.0429999977350235,-0.005300000309944153,0.04500000178813934,0.01850000023841858,4.0,5.0,03-24,0.010136999952374026
