,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,-0.0035999994724988955,-0.0009000001009553671,0.0026000011712312664,-0.0020000003278255463,-0.003100000321865082,-0.0034999996423721313,-0.0016299998387694376,1.0,6.0,01-17,-0.0013477776147839103
01-03,0.0,0.0,-0.006000000052154068,-0.0009000001009553671,0.0026000011712312664,-0.0020000003278255463,0.007899999618530273,-0.003999996930360794,-0.0016000000759959238,2.0,5.0,01-18,-0.000444444077503351
01-04,0.0,0.0,-0.006000000052154068,-0.0009000001009553671,0.0026000011712312664,-0.0020000003278255463,0.0006000027060508728,-0.003999996930360794,-0.0016000000759959238,2.0,5.0,01-19,-0.0012555548455566177
01-05,0.0,0.0,-0.006000000052154068,-0.0009000001009553671,0.009100001305341717,0.0,0.002199999988079071,-0.000999998301267624,-0.0016000000759959238,2.0,5.0,01-20,0.00020000030700531175
01-06,0.0,0.0,-0.006000000052154068,-0.0009000001009553671,0.009100001305341717,0.0,0.0024000033736228804,-0.000999998301267624,-0.0016000000759959238,2.0,5.0,01-21,0.00022222290539906833
01-07,0.0,0.0,-0.006000000052154068,0.009400000330060719,0.001499999314546585,0.0,0.007799997925758348,-0.000999998301267624,-0.0016000000759959238,3.0,4.0,01-22,0.0011222221267720041
01-08,0.0,0.0,-0.006000000052154068,0.010300000431016086,0.00499999895691872,0.008000001311302185,0.014800004661083208,-0.0004999972879886627,-0.0016000000759959238,4.0,3.0,01-23,0.003333334216020172
01-09,0.0,0.0,-0.006000000052154068,0.010300000431016086,0.00499999895691872,0.008000001311302185,0.012100003659725175,-0.0004999972879886627,-0.0016000000759959238,4.0,3.0,01-24,0.0030333341047581682
01-10,0.0,0.0,-0.0027000000700354593,0.010300000431016086,0.00499999895691872,0.008000001311302185,0.010300002992153168,-0.0004999972879886627,-0.0029999995604157465,4.0,3.0,01-25,0.003044445196994477
01-11,0.0,0.0,0.0,0.010300000431016086,0.00499999895691872,0.008000001311302185,0.014199994504451738,-0.0004999972879886627,0.000999999232590195,5.0,2.0,01-26,0.0042222219053655845
01-12,0.0,0.0,0.0,0.010300000431016086,0.00499999895691872,0.008000001311302185,0.022099994122982025,-0.0004999972879886627,0.000999999232590195,5.0,2.0,01-27,0.005099999640757839
