,2010,2011,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,-5.255144877800626,0.0,0.0,0.0,0.0,3.494623655913978,1.0,6.0,-0.1956134690985164
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0981192680844314,3.494623655913978,1.0,6.0,0.266278265314394
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0981192680844314,3.494623655913978,1.0,6.0,0.266278265314394
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0981192680844314,3.494623655913978,1.0,6.0,0.266278265314394
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0981192680844314,3.494623655913978,1.0,6.0,0.266278265314394
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2020595564609486,3.494623655913978,1.0,6.0,0.25472934438366995
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.2020595564609486,0.3225839266212885,1.0,6.0,-0.0977195144266289
01-09,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,0.0,-1.2020595564609486,0.3225839266212885,1.0,6.0,-2.540514430661276
01-10,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,0.0,-1.2020595564609486,0.3225839266212885,1.0,6.0,-2.540514430661276
01-11,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,0.0,-1.2020595564609486,-0.5376344086021506,0.0,7.0,-2.6360942456861025
01-12,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,0.0,-1.2020595564609486,-0.5376344086021506,0.0,7.0,-2.6360942456861025
01-13,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,0.0,-1.2020595564609486,-0.5376344086021506,0.0,8.0,-2.6360942456861025
01-14,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,0.0,-1.2020595564609486,0.0,0.0,8.0,-2.5763570891747523
01-15,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,0.0,-1.2020595564609486,0.0,0.0,8.0,-2.5763570891747523
01-16,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,0.0,-0.10281129770663311,0.0,0.0,8.0,-2.454218393757606
01-17,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,0.0,0.0,0.0,0.0,8.0,-2.442794916234647
01-18,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,-634.5826235093697,0.0,0.0,0.0,8.0,-72.95197530616461
01-19,0.0,0.0,0.0,0.0,0.0,-21.985154246111822,-634.5826235093697,0.0,0.0,0.0,8.0,-72.95197530616461
01-20,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,0.0,0.0,8.0,-70.50918038992997
01-21,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,-1.0869565217391304,0.0,8.0,-70.62995333678987
01-22,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,-1.0869565217391304,0.0,8.0,-70.62995333678987
01-23,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,-1.0869565217391304,0.0,8.0,-70.62995333678987
01-24,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,-1.0869565217391304,0.0,8.0,-70.62995333678987
01-25,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,-1.0869565217391304,0.0,8.0,-70.62995333678987
01-26,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,-1.0869565217391304,0.0,8.0,-70.62995333678987
01-27,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,-1.0869565217391304,0.0,8.0,-70.62995333678987
01-28,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,-1.0869565217391304,0.0,8.0,-70.62995333678987
01-29,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,3.701783133535239,1.0,7.0,-70.09787115287048
01-30,0.0,0.0,0.0,0.0,0.0,0.0,-634.5826235093697,0.0,3.701783133535239,1.0,7.0,-70.09787115287048
01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.701783133535239,1.0,7.0,0.41130923705947103
