,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,-0.03999999165534973,0.0,0.0,0.0,0.0,0.0,0.0,8.0,01-17,-0.0039999991655349735
01-03,0.0,0.0,0.0,0.0,-0.03999999165534973,0.0,0.0,0.0,0.0,0.0,0.0,8.0,01-18,-0.0039999991655349735
01-04,0.0,0.0,0.0,0.0,-0.03999999165534973,0.0,0.0,0.0,0.0,0.0,0.0,8.0,01-19,-0.0039999991655349735
01-05,0.0,0.0,0.0,0.0,-0.03999999165534973,0.0,0.0,0.0,0.0,0.0,0.0,8.0,01-20,-0.0039999991655349735
01-06,0.0,0.0,0.0,0.009999997913837447,-0.04699999094009401,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-21,-0.003699999302625656
01-07,0.0,0.0,0.0,0.009999997913837447,-0.04699999094009401,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-22,-0.003699999302625656
01-08,0.0,0.0,0.0,0.009999997913837447,-0.04699999094009401,0.0,0.0,-0.07899999618530276,0.0,0.01500000059604644,2.0,6.0,01-23,-0.010099998861551291
01-09,0.0,0.0,0.0,0.009999997913837447,0.004000000655651079,0.0,0.0,-0.04899999499320987,0.0,0.01500000059604644,3.0,5.0,01-24,-0.00199999958276749
01-10,0.0,0.0,0.0,0.009999997913837447,0.004000000655651079,0.0,0.0,-0.04899999499320987,0.0,0.01500000059604644,3.0,5.0,01-25,-0.00199999958276749
01-11,0.0,0.0,0.0,0.009999997913837447,0.004000000655651079,0.0,0.0,-0.04899999499320987,0.0,0.01500000059604644,3.0,5.0,01-26,-0.00199999958276749
01-12,0.0,0.0,0.0,0.009999997913837447,0.004000000655651079,0.0,0.0,-0.04899999499320987,0.0,0.01500000059604644,3.0,5.0,01-27,-0.00199999958276749
01-13,0.0,0.0,0.0,0.009999997913837447,0.004000000655651079,0.0,0.0,-0.04899999499320987,0.0,0.01500000059604644,3.0,5.0,01-28,-0.00199999958276749
01-14,0.0,0.0,0.0,0.009999997913837447,-0.006999999284744277,0.0,0.0,-0.04899999499320987,0.0,0.01500000059604644,2.0,6.0,01-29,-0.0030999995768070257
01-15,0.0,0.0,0.0,0.009999997913837447,-0.006999999284744277,0.0,0.0,-0.04899999499320987,0.0,0.01500000059604644,2.0,6.0,01-30,-0.0030999995768070257
01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04899999499320987,0.0,0.01500000059604644,1.0,7.0,01-31,-0.0033999994397163427
01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04899999499320987,0.0,0.01500000059604644,1.0,7.0,02-01,-0.0033999994397163427
01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04899999499320987,0.0,0.0,0.0,8.0,02-02,-0.004899999499320987
01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030000001192092896,0.0,0.0,1.0,7.0,02-03,0.0030000001192092896
01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,02-04,0.0
01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,02-05,0.0
