,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,0.0,0.0,-1000.0000186264521,0.0,7.33056730965622,-3.6144652938028847,-16.62268727299322,27.41935322351271,2.0,6.0,-98.5487250660079
01-03,0.0,0.0,0.0,0.0,-1000.0000186264521,0.0,7.33056730965622,-8.433743375603244,-16.62268727299322,27.41935322351271,2.0,6.0,-99.03065287418795
01-04,0.0,0.0,0.0,0.0,-1000.0000186264521,0.0,7.33056730965622,-8.433743375603244,-16.62268727299322,27.41935322351271,2.0,6.0,-99.03065287418795
01-05,0.0,0.0,0.0,0.0,-1000.0000186264521,0.0,-5.9474386800745505,-8.433743375603244,-16.62268727299322,27.41935322351271,1.0,7.0,-100.35845347316102
01-06,0.0,0.0,0.0,-7.6923121009354265,-1000.0000186264521,0.0,-5.9474386800745505,-8.433743375603244,-16.62268727299322,33.98532745666504,1.0,7.0,-100.47108725993934
01-07,0.0,0.0,0.0,-7.6923121009354265,-1000.0000186264521,0.0,-5.9474386800745505,-8.433743375603244,-16.62268727299322,33.98532745666504,1.0,7.0,-100.47108725993934
01-08,0.0,0.0,0.0,-7.6923121009354265,-1000.0000186264521,0.0,-5.9474386800745505,-8.433743375603244,-16.62268727299322,49.63325017465145,1.0,7.0,-98.90629498814069
01-09,0.0,0.0,0.0,-7.6923121009354265,-1000.0000186264521,0.0,-5.9474386800745505,-8.433743375603244,-16.62268727299322,49.63325017465145,1.0,7.0,-98.90629498814069
01-10,0.0,0.0,0.0,-7.6923121009354265,-20.000003725290384,0.0,-5.9474386800745505,-8.433743375603244,0.0,9.046453186580575,1.0,7.0,-3.3027044695323027
01-11,0.0,0.0,0.0,-7.6923121009354265,-20.000003725290384,0.0,0.0,-8.433743375603244,0.0,9.046453186580575,1.0,7.0,-2.7079606015248476
01-12,0.0,0.0,0.0,-7.6923121009354265,-20.000003725290384,0.0,0.0,0.0,0.0,9.046453186580575,1.0,7.0,-1.8645862639645234
01-13,0.0,0.0,0.0,-7.6923121009354265,0.0,0.0,0.0,0.0,0.0,-10.714290069961176,0.0,8.0,-1.8406602170896604
01-14,0.0,0.0,0.0,-7.6923121009354265,0.0,0.0,0.0,0.0,0.0,-10.714290069961176,0.0,8.0,-1.8406602170896604
01-15,0.0,0.0,0.0,-7.6923121009354265,0.0,0.0,0.0,0.0,0.0,-10.714290069961176,0.0,8.0,-1.8406602170896604
01-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.33333451300864,0.0,8.0,-3.6333334513008637
01-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-36.33333451300864,0.0,8.0,-3.6333334513008637
01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.730489783193416,0.0,-36.33333451300864,0.0,8.0,-5.406382429620206
01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.730489783193416,0.0,-36.33333451300864,0.0,8.0,-5.406382429620206
01-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.730489783193416,0.0,-36.33333451300864,0.0,8.0,-5.406382429620206
01-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.730489783193416,0.0,-36.33333451300864,0.0,8.0,-5.406382429620206
01-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.730489783193416,0.0,-36.33333451300864,0.0,8.0,-5.406382429620206
01-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.730489783193416,0.0,-36.33333451300864,0.0,8.0,-5.406382429620206
01-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.730489783193416,0.0,-11.999998509883861,0.0,8.0,-2.9730488293077277
01-25,0.0,0.0,0.0,0.0,-899.9999301508107,0.0,0.0,-17.730489783193416,0.0,-11.999998509883861,0.0,8.0,-92.9730418443888
01-26,0.0,0.0,0.0,0.0,-899.9999301508107,0.0,0.0,-17.730489783193416,0.0,-11.999998509883861,0.0,8.0,-92.9730418443888
01-27,0.0,0.0,0.0,0.0,-899.9999301508107,0.0,0.0,-17.730489783193416,0.0,16.000001117587114,1.0,7.0,-90.1730418816417
01-28,0.0,0.0,0.0,0.0,-899.9999301508107,0.0,0.0,-17.730489783193416,0.0,16.000001117587114,1.0,7.0,-90.1730418816417
01-29,0.0,0.0,0.0,0.0,-899.9999301508107,0.0,0.0,-17.730489783193416,0.0,25.00000000000001,1.0,7.0,-89.27304199340041
01-30,0.0,0.0,0.0,0.0,-899.9999301508107,0.0,0.0,-17.730489783193416,0.0,25.00000000000001,1.0,7.0,-89.27304199340041
01-31,0.0,0.0,0.0,0.0,-899.9999301508107,0.0,0.0,0.0,0.0,25.00000000000001,1.0,7.0,-87.49999301508106
02-01,0.0,0.0,0.0,0.0,-899.9999301508107,0.0,0.0,0.0,0.0,25.00000000000001,1.0,7.0,-87.49999301508106
02-02,0.0,0.0,0.0,0.0,-899.9999301508107,0.0,0.0,0.0,0.0,25.00000000000001,1.0,7.0,-87.49999301508106
02-03,0.0,0.0,0.0,55.47945303347842,-899.9999301508107,0.0,0.0,0.0,0.0,25.00000000000001,2.0,6.0,-81.95204771173323
