,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.06000000424683094,0.0,0.0,-0.0036999955773353577,0.007400002330541618,-0.0022999998182058334,-0.005689999088644981,2.0,6.0,01-17,0.005571001209318638
01-03,0.0,0.0,0.0,0.06000000424683094,0.0,0.0,-0.0036999955773353577,0.007400002330541618,-0.0022999998182058334,-0.005689999088644981,2.0,6.0,01-18,0.005571001209318638
01-04,0.0,0.0,0.0,0.06000000424683094,0.0,0.0,-0.0036999955773353577,0.007400002330541618,-0.010439999401569366,-0.007369998842477802,2.0,6.0,01-19,0.0045890012755990025
01-05,0.0,0.0,0.0,0.06000000424683094,0.0,0.0,0.0023000016808509827,0.010700002312660217,-0.0022999998182058334,-0.007369998842477802,3.0,5.0,01-20,0.006333000957965851
01-06,0.0,0.0,0.0,0.03700000233948231,0.0,0.0,0.006100002676248557,0.010700002312660217,-0.0022999998182058334,-0.007369998842477802,3.0,5.0,01-21,0.004413000866770744
01-07,0.0,0.0,0.0,0.03700000233948231,0.0,0.013000000268220901,0.006100002676248557,0.010700002312660217,-0.0022999998182058334,-0.004689998924732215,4.0,4.0,01-22,0.0059810008853673925
01-08,0.0,0.0,0.0,0.08999999798834325,0.0,0.013000000268220901,0.006100002676248557,0.010700002312660217,-0.0022999998182058334,-0.013220001012086872,4.0,4.0,01-23,0.010428000241518024
01-09,0.0,0.0,0.0,0.08999999798834325,0.0,0.013000000268220901,-0.005600001662969582,-0.000999998301267624,-0.0022999998182058334,0.0,2.0,6.0,01-24,0.009409999847412111
01-10,0.0,0.0,0.0,0.07999999821186067,0.0,0.013000000268220901,-0.01340000331401825,-0.007899999618530273,-0.0022999998182058334,0.0,2.0,6.0,01-25,0.006939999572932722
01-11,0.0,0.0,0.0,0.05999999865889551,0.0,0.013000000268220901,-0.010800004005432122,-0.0069000013172626495,-0.0022999998182058334,0.0037900004535913467,3.0,5.0,01-26,0.005678999423980716
01-12,0.0,0.0,0.0,0.05999999865889551,0.0,0.013000000268220901,-0.009800001978874207,-0.0069000013172626495,-0.01019999943673611,0.0037900004535913467,3.0,5.0,01-27,0.004988999664783479
01-13,0.0,0.0,0.0,0.05999999865889551,0.0,0.013000000268220901,-0.009800001978874207,-0.0069000013172626495,-0.01019999943673611,0.0037900004535913467,3.0,5.0,01-28,0.004988999664783479
