,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.0,1.619999885559082,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-17,0.1619999885559082
01-03,0.0,0.0,0.0,0.0,1.619999885559082,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-18,0.1619999885559082
01-04,0.0,0.0,0.0,0.0,1.619999885559082,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-19,0.1619999885559082
01-05,0.0,0.0,0.0,0.0,1.4700002670288095,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-20,0.14700002670288095
01-06,0.0,0.0,0.0,0.0,1.4700002670288095,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-21,0.14700002670288095
01-07,0.0,0.0,0.0,0.0,0.7200002670288095,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-22,0.07200002670288094
01-08,0.0,0.0,0.0,0.0,0.5199999809265146,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-23,0.051999998092651455
01-09,0.0,0.0,0.0,0.0,0.35000038146972745,0.0,0.0,0.0,0.0,0.0,1.0,7.0,01-24,0.035000038146972744
01-10,0.0,0.0,0.0,0.0,-0.12999963760375977,0.0,0.509999990463256,0.0,0.0,0.0,1.0,7.0,01-25,0.03800003528594962
01-11,0.0,0.0,0.0,0.0,-0.12999963760375977,0.0,0.509999990463256,0.0,0.0,0.0,1.0,7.0,01-26,0.03800003528594962
01-12,0.0,0.0,0.0,0.0,-0.12999963760375977,0.0,0.509999990463256,0.0,0.0,0.0,1.0,7.0,01-27,0.03800003528594962
01-13,0.0,0.0,0.0,0.0,-0.14999961853027255,0.8199999332427983,0.509999990463256,0.0,0.0,0.0,2.0,6.0,01-28,0.11800003051757817
01-14,0.0,0.0,0.0,0.0,-0.14999961853027255,0.8199999332427983,0.509999990463256,0.0,0.0,0.0,2.0,6.0,01-29,0.11800003051757817
01-15,0.0,0.0,0.0,0.0,0.0,0.8199999332427983,0.509999990463256,0.0,0.0,0.0,2.0,6.0,01-30,0.13299999237060542
01-16,0.0,0.0,0.0,0.0,0.0,0.8199999332427983,0.509999990463256,0.0,0.0,0.0,2.0,6.0,01-31,0.13299999237060542
01-17,0.0,0.0,0.0,0.0,0.0,0.8199999332427983,0.509999990463256,0.0,0.7999999523162846,0.0,3.0,5.0,02-01,0.21299998760223388
01-18,0.0,0.0,0.0,0.0,0.0,0.8199999332427983,0.3900001049041739,0.0,0.7999999523162846,0.0,3.0,5.0,02-02,0.20099999904632568
01-19,0.0,0.0,0.0,0.0,0.0,0.9199998378753667,0.3900001049041739,0.0,0.7999999523162846,0.0,3.0,5.0,02-03,0.21099998950958251
01-20,0.0,0.0,0.0,0.3600001335144043,0.0,0.9199998378753667,0.3900001049041739,0.0,0.7999999523162846,0.0,4.0,4.0,02-04,0.24700000286102294
01-21,0.0,0.0,0.0,0.3600001335144043,0.0,0.9199998378753667,-0.11999988555908203,0.0,0.7999999523162846,0.0,3.0,5.0,02-05,0.19600000381469734
01-22,0.0,0.0,0.0,0.3600001335144043,0.0,0.9199998378753667,-0.11999988555908203,0.25,0.7999999523162846,0.0,4.0,4.0,02-06,0.22100000381469737
01-23,0.0,0.0,0.0,0.3600001335144043,0.0,0.9199998378753667,-0.11999988555908203,0.25,0.7999999523162846,0.0,4.0,4.0,02-07,0.22100000381469737
01-24,0.0,0.0,0.0,0.3600001335144043,0.0,0.9199998378753667,-0.11999988555908203,0.25,0.7999999523162846,0.0,4.0,4.0,02-08,0.22100000381469737
01-25,0.0,0.0,0.0,0.3600001335144043,0.0,0.9199998378753667,-0.11999988555908203,0.25,0.7999999523162846,0.0,4.0,4.0,02-09,0.22100000381469737
01-26,0.0,0.0,0.0,0.3600001335144043,0.0,0.09999990463256836,-0.11999988555908203,0.25,0.7999999523162846,0.0,4.0,4.0,02-10,0.13900001049041752
