,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,-0.601202423193629,-1.6042781075927022,6.157631941081529,-0.2890129246130061,6.209152820063572,5.693944902357473,-5.185185185185185,3.003003003003003,-8.372641509433961,4.496402877697841,6.919945725915875,-9.63302752293578,-2.213854125470301,-6.874012419389031,1.996643112951086,-4.200003487723235,1.847573328305823,5.889457733093629,2.338678700557816,-5.088603345653678,3.825698245343983,4.4139516810230734,6.0753253605982085,1.939156835024914,-0.5122484062807235,-2.1507781091082774,-3.9060373704868097,1.0649378498498703,6.6686404851808145,5.698819977286217,-2.278511729775067,17.0,14.0,0.688050577822366
01-03,-2.1999938293459262,2.6315749847326777,6.157631941081529,0.8571428758270891,6.209152820063572,11.0738252198437,-4.074074074074074,2.1021021021021022,-6.485849056603773,4.496402877697841,7.297297297297297,-5.5059523809523805,-6.405945655940302,-5.611903850368242,1.859474484611787,-3.387667308667682,2.298848432756826,5.671034514349768,-6.8745741788849,-8.582276935818829,3.825698245343983,6.572040686920078,6.319402164058831,1.9986611928570601,-0.9576843887810182,0.034697511015996586,-3.9060373704868097,1.6447659029315282,5.258444497814689,8.487389809754188,-1.520937376047707,19.0,12.0,0.9446029404867384
01-04,-3.2323201497396004,3.1578948002442773,5.91132463394408,4.407715600384169,9.262161836062106,13.33333587646483,-5.4945054945054945,-0.3003003003003003,-6.485849056603773,1.1173184357541899,11.03896103896104,-10.606060606060606,-8.03742430324575,-6.107737129609162,1.859474484611787,-0.508188352571959,3.267513953262039,7.718489469999577,-2.4129327701509884,-8.582276935818829,3.9245881074799196,7.260947546632248,5.229068719717389,0.9937465541646138,-0.12249510758720321,0.034697511015996586,-3.3695698483004746,-1.4184429833990102,4.652686870277595,3.640182233035176,-2.2495948593799153,17.0,14.0,0.8994325733786439
01-05,-1.6161646987452478,5.526315900427485,6.372547149658203,8.533331298828125,6.070289829478649,12.2483269544684,-6.95970695970696,1.183431952662722,-9.587378640776699,3.7433155080213902,7.029177718832891,-7.121212121212121,-6.957777122469904,-6.107737129609162,2.4837186429914926,0.19815907519429576,3.1387680711860275,9.00991095704488,-0.6146151966492491,-8.198789228157008,0.8521273590106084,7.01986834157423,5.311994625621669,1.0719061083544428,-0.12249510758720321,0.8600917732200893,-4.649882068888881,-0.10452357714219045,4.246542234120852,2.0646718279584904,-2.2495948593799153,19.0,12.0,1.054019955430013
01-06,-3.2323201497396004,9.343436270049125,8.393283542111623,6.199458987489664,6.210191233694264,9.731548495413017,-7.326007326007327,1.7647058823529411,-8.303249097472925,-3.867403314917127,0.6738544474393532,-6.515151515151516,-6.957777122469904,-4.972136973918357,3.484431259579372,-2.0556670225235605,2.812105175331951,8.559418464311099,-0.6146151966492491,-11.760277083991175,3.39923532719299,5.760628006687582,4.546506742572445,1.0719061083544428,-0.08905914441051527,1.7983959220406995,-4.416236017207517,-1.1877613315976052,3.774707245952041,2.0646718279584904,-0.7636612119271605,17.0,14.0,0.5653923364692763
01-07,-3.024193641422445,9.343436270049125,11.737087410940251,3.4946257068264868,5.891717458633069,8.724837111790878,-5.017921146953405,-0.2967359050445104,-4.958677685950414,-2.0446096654275094,0.8086253369272237,-8.65533230293663,-4.69704066227012,-4.287007082495051,0.6653262006027005,-0.642393902409538,2.2440019157461766,8.805917533682527,-11.771406775913608,-14.373828047077597,0.017825942116677658,5.659960963785381,4.04778220176076,1.6648168983386125,-1.074425406678345,2.031443473960367,-4.152774810791016,0.0475061035519965,4.0440700017648945,3.6921368099513954,1.396135923771176,18.0,13.0,0.30067439447837113
01-08,-1.3888858613513935,7.088609252597114,7.692304197261392,2.9569871963993197,2.3885350898824096,6.368335550059766,-5.776173285198556,0.0,-4.23728813559322,-8.550185873605948,-1.2129380053908356,-9.501557632398754,-2.3720940878225094,-7.426437010367745,3.2336435088819835,-0.18557779836485908,2.3272305395769286,7.456941071853438,-15.261774607118644,-14.991089978113795,-2.7089653203162585,5.391498448049755,4.842418870772417,3.605979345108402,0.04475376678959797,1.3009236852440644,-2.4444474114312067,-0.16187945512665716,5.407472004351872,4.671649603847132,-1.935556551428734,15.0,16.0,-0.43153448009527495
01-09,-1.6032095197233136,6.345174037920725,9.068629320930032,3.4946257068264868,1.4469453731167754,3.716814259670947,-0.3975265017667844,-3.939393939393939,1.573849878934625,-7.063197026022305,-3.017832647462277,-10.3125,-1.2941158519071692,-9.611736262462,3.7042695303862896,-1.2990784378417768,0.04356488386723214,4.769281114472826,-5.411906094312528,-17.052686706076468,-6.843700072745072,5.243110232098211,4.951743466520203,3.8851780285302784,-0.36092903407015875,2.2594953664246904,-2.98611323038737,1.4521224033951308,2.805492805675503,2.8393317872169312,-3.762562691994092,16.0,15.0,-0.5598987038767217
01-10,-1.3972025431558928,4.314719042888159,7.598041085635915,3.2345014142244946,2.232857298052482,3.3568957606636896,6.690140845070422,-5.757575757575758,-2.0581113801452786,-8.270676691729323,-6.223479490806223,-4.954954954954955,0.6833108157726605,-8.357004353757905,1.7003229085794258,-3.20588280172909,0.491324209370861,6.979317583693121,-8.801537506006728,-5.777552570294218,-8.115419185003184,5.221869278648595,3.6248578487548504,3.0828857221595967,-1.240693016789486,2.4877329379246915,-1.533620108589593,2.081780526284352,2.2056214513997716,-0.9580575477370842,-1.326238002514366,16.0,15.0,-0.3868331348924515
01-11,1.1605416203258407,4.568522286527306,9.068629320930032,2.7100291678575963,5.937495373189339,2.7972080578248333,2.797202797202797,-2.727272727272727,-2.93040293040293,-11.627906976744185,-4.596100278551532,-2.9895366218236172,-2.450520615410298,-6.5340866758066465,2.484941999942299,-2.3499796805081057,2.2200221545876033,3.5061141536868545,-7.619965648408369,-10.915399037478691,-13.070539881824969,4.948955779566733,2.2217058662647093,3.395487776725929,-0.9587169400088325,4.535811742925806,0.6165381057627748,1.8203762587580026,1.2617920475440818,-0.42509876679824604,-2.091611214336058,17.0,14.0,-0.49147624147589264
