,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,30.769230063850333,0.0,0.0,0.0,0.0,0.0,39.99999761581421,16.66666997803569,0.0,0.0,3.0,7.0,7.948717968881838
01-03,0.0,40.0000015894572,0.0,0.0,0.0,0.0,0.0,39.99999761581421,0.0,0.0,0.0,2.0,8.0,7.272727200479219
01-04,0.0,24.99999813735489,0.0,0.0,0.0,0.0,0.0,39.99999761581421,0.0,0.0,14.285716566504265,3.0,7.0,7.207792029061215
01-05,0.0,24.99999813735489,0.0,0.0,0.0,0.0,0.0,39.99999761581421,0.0,0.0,14.285716566504265,3.0,7.0,7.207792029061215
01-06,0.0,18.750004190951536,0.0,0.0,0.0,0.0,0.0,39.99999761581421,0.0,0.0,14.285716566504265,3.0,7.0,6.639610761206365
01-07,0.0,18.750004190951536,0.0,0.0,0.0,0.0,0.0,39.99999761581421,0.0,0.0,14.285716566504265,3.0,7.0,6.639610761206365
01-08,0.0,18.750004190951536,14.2857094200289,0.0,0.0,0.0,0.0,39.99999761581421,0.0,0.0,14.285716566504265,4.0,6.0,7.938311617572628
01-09,0.0,18.750004190951536,14.2857094200289,0.0,0.0,0.0,0.0,39.99999761581421,0.0,0.0,14.285716566504265,4.0,6.0,7.938311617572628
01-10,0.0,18.750004190951536,14.2857094200289,0.0,0.0,0.0,0.0,39.99999761581421,0.0,0.0,0.0,3.0,7.0,6.639610111526786
01-11,0.0,18.750004190951536,14.2857094200289,0.0,0.0,0.0,0.0,39.99999761581421,14.285709420028917,0.0,0.0,4.0,6.0,7.9383109678930515
01-12,0.0,18.750004190951536,14.2857094200289,0.0,0.0,0.0,0.0,0.0,14.285709420028917,0.0,0.0,3.0,7.0,4.301947548273578
01-13,0.0,6.250001396983854,14.2857094200289,0.0,0.0,0.0,0.0,0.0,14.285709420028917,0.0,-39.9999985098839,3.0,7.0,-0.47077984298565734
01-14,0.0,0.0,14.2857094200289,0.0,0.0,0.0,0.0,0.0,24.99999813735489,0.0,0.0,2.0,8.0,3.5714279597621625
01-15,0.0,0.0,14.2857094200289,0.0,0.0,0.0,0.0,0.0,24.99999813735489,0.0,0.0,2.0,8.0,3.5714279597621625
01-16,0.0,0.0,14.2857094200289,0.0,0.0,0.0,0.0,0.0,24.99999813735489,0.0,0.0,2.0,8.0,3.5714279597621625
01-17,0.0,0.0,14.2857094200289,0.0,0.0,0.0,0.0,28.571427355007227,24.99999813735489,0.0,0.0,3.0,7.0,6.168830446581001
01-18,0.0,0.0,14.2857094200289,0.0,0.0,0.0,0.0,28.571427355007227,24.99999813735489,0.0,0.0,3.0,7.0,6.168830446581001
01-19,0.0,0.0,12.500002793967694,0.0,0.0,0.0,0.0,28.571427355007227,24.99999813735489,0.0,0.0,3.0,7.0,6.006493480575437
