,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,-0.0625,-0.125,0.5208330154418945,-0.02083301544189453,0.7916669845581055,0.6666660308837908,-0.875,0.625,-2.21875,0.78125,1.59375,-1.96875,-0.470001220703125,-1.5249996185302699,0.654998779296875,-1.470001220703132,0.6399993896484446,2.924999237060547,2.160003662109361,-2.009998321533203,2.229999542236321,3.8600006103515625,5.1300048828125,1.7400054931640625,-0.45999908447267046,-1.8599929809570312,-2.8600006103515625,1.1199951171875142,11.290008544921875,8.949996948242188,-3.94000244140625,17.0,14.0,01-17,0.832688700768255
01-03,-0.22916603088379262,0.20833301544189453,0.5208330154418945,0.0625,0.7916669845581055,1.3750000000000018,-0.6875,0.4375,-1.71875,0.78125,1.6875,-1.15625,-1.3349990844726562,-1.2450008392333949,0.6100006103515625,-1.1949996948242259,0.799999237060554,2.80999755859375,-6.040000915527344,-3.3899993896484375,2.229999542236321,5.8800048828125,5.350006103515625,1.7900009155273438,-0.8600006103515625,0.03000640869140625,-2.8600006103515625,1.7399978637695455,8.80999755859375,13.360000610351562,-2.6300048828125,19.0,12.0,01-18,0.8363845886722691
01-04,-0.3333330154418963,0.25,0.4999995231628418,0.33333349227905273,1.229166030883789,1.6666669845581037,-0.9375,-0.0625,-1.71875,0.1875,2.65625,-2.1875,-1.6749992370605504,-1.3550014495849574,0.6100006103515625,-0.18000030517578125,1.1500015258789134,3.854999542236328,-2.1200027465820312,-3.3899993896484375,2.289997100830071,6.5,4.44000244140625,0.8899993896484375,-0.1100006103515625,0.03000640869140625,-2.4800033569335938,-1.4800033569335938,7.7899932861328125,5.730010986328125,-3.8899993896484375,17.0,14.0,01-19,0.5867204666137694
01-05,-0.1666669845581037,0.4375,0.5416665077209473,0.6666665077209473,0.7916669845581055,1.5208339691162092,-1.1875,0.25,-2.46875,0.65625,1.65625,-1.46875,-1.4500007629394531,-1.3550014495849574,0.8199996948242259,0.06999969482421875,1.1050033569336009,4.5,-0.5400009155273438,-3.25,0.48000335693359375,6.3600006103515625,4.5800018310546875,0.9599990844726562,-0.1100006103515625,0.75,-3.399993896484375,-0.11000061035157671,7.1099853515625,3.25,-3.8899993896484375,19.0,12.0,01-20,0.5519084622783047
01-06,-0.3333330154418963,0.7708334922790527,0.7291665077209473,0.47916650772094727,0.8125,1.2083339691162092,-1.25,0.375,-2.15625,-0.65625,0.15625,-1.34375,-1.4500007629394531,-1.1150016784667969,1.1300010681152308,-0.7199974060058665,0.9900016784667969,4.275001525878906,-0.5400009155273438,-4.6899986267089915,1.9599990844726562,5.150001525878906,3.9199981689453125,0.9599990844726562,-0.0800018310546875,1.5699996948242188,-3.2000045776367188,-1.25,6.3199920654296875,3.25,-1.339996337890625,17.0,14.0,01-21,0.4494083619886822
01-07,-0.3125,0.7708334922790527,1.0416665077209473,0.27083349227905273,0.7708330154418945,1.083333969116211,-0.875,-0.0625,-1.3125,-0.34375,0.1875,-1.75,-1.0,-0.9500007629394496,0.21500015258789773,-0.22499847412109375,0.7900009155273438,4.410003662109375,-9.310005187988281,-5.3600006103515625,0.01000213623046875,5.060005187988281,3.4899978637695312,1.5,-0.9599990844726705,1.7699966430664062,-2.9899978637695312,0.04999542236328125,6.7899932861328125,5.910003662109375,2.459991455078125,18.0,13.0,01-22,0.3589915767792731
01-08,-0.1458330154418963,0.5833334922790527,0.6458330154418945,0.22916650772094727,0.3125,0.7708339691162109,-1.0,0.0,-1.09375,-1.4375,-0.28125,-1.90625,-0.5100002288818395,-1.5900001525878906,1.0650005340576172,-0.06499862670898438,0.8199996948242188,3.6800003051757812,-11.659996032714844,-5.8899993896484375,-1.5200004577636648,4.819999694824219,4.209999084472656,3.279998779296875,0.04000091552734375,1.1399993896484375,-1.7600021362304688,-0.17000579833982954,9.210006713867188,7.69000244140625,-3.339996337890625,15.0,16.0,01-23,0.19764814069194236
01-09,-0.1666669845581037,0.5208330154418945,0.7708334922790527,0.27083349227905273,0.1875,0.4375,-0.0703125,-0.8125,0.40625,-1.1875,-0.6875,-2.0625,-0.27499961853027344,-2.029998779296875,1.220001220703125,-0.450000762939446,0.0149993896484375,2.3100013732910227,-4.5,-6.700000762939453,-3.8400001525878906,4.680000305175781,4.30999755859375,3.600006103515625,-0.31999969482421875,1.9799957275390625,-2.1500015258789062,1.5499954223632812,4.779998779296875,4.5099945068359375,-6.44000244140625,16.0,15.0,01-24,-0.004620736645113522
01-10,-0.1458330154418963,0.35416650772094727,0.6458334922790527,0.25,0.29166698455810547,0.39583396911621094,1.1875,-1.1875,-0.53125,-1.375,-1.375,-1.03125,0.1449985504150355,-1.764999389648441,0.5600013732910156,-1.0900001525878906,0.1699981689453054,3.4750022888183665,-7.299995422363267,-2.270000457763672,-4.5,4.659996032714844,3.1500015258789062,2.8599929809570312,-1.0999984741210938,2.1800003051757812,-1.1200027465820312,2.230003356933608,3.720001220703125,-1.5099945068359375,-2.269989013671875,16.0,15.0,01-25,-0.07405859424221838
01-11,0.125,0.3749995231628418,0.7708334922790527,0.20833349227905273,0.7916660308837891,0.33333396911621094,0.5,-0.5625,-0.75,-1.875,-1.03125,-0.625,-0.5200004577636754,-1.3799991607666016,0.825000762939446,-0.7949981689453054,0.7849998474121165,1.7350006103515625,-6.319999694824219,-4.0900001525878835,-6.930000305175781,4.4599990844726705,1.9199981689453125,3.149993896484375,-0.8499984741210938,4.060005187988281,0.45999908447265625,1.9599990844726562,2.1399993896484375,-0.6699981689453125,-3.5800018310546875,17.0,14.0,01-26,-0.17353499320245477
01-12,0.2708330154418963,0.5416665077209473,0.5833334922790527,0.45833301544189453,0.6666669845581055,0.47916698455810547,0.75,-0.1875,-0.625,-1.375,-0.78125,0.46875,-0.28000068664551137,-1.260000228881836,0.7900009155273438,-0.9399986267089844,1.1450004577636648,-0.18000030517578125,-11.749999999999986,-4.940002441406243,-3.7000007629394602,1.94000244140625,3.3199996948242188,2.9099960327148438,-1.6300048828125,2.9000015258789062,-2.7399978637695312,2.8899993896484517,0.3000030517578125,0.1999969482421875,-2.6800079345703125,17.0,14.0,01-27,-0.40177462177891826
