,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.014100000262260437,0.002399999648332596,-0.019999995827674866,-0.002050001174211509,-0.011299997568130507,0.0020000003278255463,3.0,4.0,01-17,-0.0016499993701775892
01-03,0.0,0.0,0.0,-0.0019000004976987839,0.002399999648332596,-0.001999989151954651,0.00925000011920929,-0.014899998903274536,-0.003600001335144043,2.0,5.0,01-18,-0.0011944433467255698
01-04,0.0,0.0,0.0,-0.0019000004976987839,0.002399999648332596,0.0,-0.001550000160932541,-0.014899998903274536,-0.0005999989807605674,1.0,6.0,01-19,-0.0018388887660370926
01-05,0.0,0.0,0.0,-0.0019000004976987839,0.002399999648332596,0.005199998617172241,-0.001550000160932541,-0.012000001966953278,-0.0005999989807605674,2.0,5.0,01-20,-0.0009388892600933703
01-06,0.0,0.0,0.0,-0.0019000004976987839,0.0040000006556510925,-0.004999995231628418,-0.001550000160932541,-0.012000001966953278,0.00680000334978105,2.0,5.0,01-21,-0.001072221539086764
01-07,0.0,0.0,0.0,-0.0019000004976987839,0.0016000010073184967,-0.004999995231628418,-0.001550000160932541,-0.015000000596046448,0.007400002330541618,2.0,5.0,01-22,-0.0016055547942717863
01-08,0.0,0.0,0.0,0.012600000016391277,0.0016000010073184967,-0.007200002670288086,0.0034499987959861825,-0.023800000548362732,0.007400002330541618,4.0,3.0,01-23,-0.0006611112298236937
01-09,0.0,0.0,0.0,-0.003000000491738316,0.0016000010073184967,-0.007200002670288086,0.006299998611211784,-0.005599997937679291,0.007699999958276749,3.0,4.0,01-24,-2.2222391433184844e-05
01-10,0.0,0.0,0.0,-0.003000000491738316,0.0016000010073184967,-0.02099999785423276,-0.002499997615814209,-0.012900002300739288,0.007699999958276749,2.0,5.0,01-25,-0.003344444144103259
01-11,0.0,0.0,0.0,-0.003000000491738316,0.0016000010073184967,-0.002250000834465027,-0.002499997615814209,-0.007100000977516174,0.007699999958276749,2.0,5.0,01-26,-0.000616666550437609
01-12,0.0,0.0,0.0,-0.003000000491738316,0.0016000010073184967,0.003099992871284485,-0.002499997615814209,-0.0051000043749809265,0.007699999958276749,3.0,4.0,01-27,0.00019999903937180876
01-13,0.0,0.0,0.0,-0.003000000491738316,0.019999999552965157,-0.01490001380443573,-0.013799998909235008,-0.009910002350807176,0.014469999819993973,2.0,5.0,01-28,-0.000793335131473011
01-14,0.0,0.0,0.0,0.0,0.02499999850988388,-0.006900012493133545,-0.013799998909235008,0.00029999762773513794,0.014469999819993973,3.0,4.0,01-29,0.0021188871728049377
01-15,0.0,0.0,0.0,0.0,0.02499999850988388,-0.01500000059604642,-0.006120003759860992,0.0016999989748001237,0.014469999819993973,3.0,4.0,01-30,0.0022277769943078404
01-16,0.0,0.0,0.0,0.0,0.023399997502565384,-0.01500000059604642,-0.010000001639127738,-0.011299997568130493,0.007069997489452355,2.0,4.0,01-31,-0.0006477783123652125
01-17,0.0,0.0,0.0,0.0,0.023399997502565384,-0.01500000059604642,0.014000002294778845,-0.039999999105930335,0.007069997489452355,3.0,3.0,02-01,-0.0011700002683533524
01-18,0.0,0.0,0.0,0.0,0.020399998873472214,-0.015500009059906006,0.014000002294778845,-0.03119999915361405,0.007069997489452355,3.0,3.0,02-02,-0.0005811121728685159
01-19,0.0,0.0,0.0,-0.0021000001579523087,0.020399998873472214,-0.013300001621246338,0.009000003337860121,-0.03899999707937241,0.007069997489452355,3.0,3.0,02-03,-0.0019922221286429297
01-20,0.0,0.0,0.0,-0.00909999944269657,0.03150000050663948,-0.013300001621246338,0.009000003337860121,-0.03399999812245369,0.007069997489452355,3.0,3.0,02-04,-0.0009811108724938492
01-21,0.0,0.0,0.0,-0.00909999944269657,0.029499996453523636,-0.0005000084638595859,0.009000003337860121,-0.032999999821186066,0.007069997489452355,3.0,3.0,02-05,0.0003299988392326546
01-22,0.0,0.0,0.0,-0.00909999944269657,0.029499996453523636,0.0006999969482421597,0.009000003337860121,-0.03899999707937241,0.006769999861717224,4.0,2.0,02-06,-0.00023666665785842685
01-23,0.0,0.0,0.0,-0.00909999944269657,0.029499996453523636,-0.00500001013278964,0.017799999564886114,-0.03949999809265137,0.006769999861717224,3.0,4.0,02-07,5.2220912443266395e-05
01-24,0.0,0.0,0.0,-0.00909999944269657,0.01900000125169754,-0.008850008249282837,-0.006200000643730157,-0.03502999991178515,0.0,1.0,6.0,02-08,-0.004464445221755241
01-25,0.0,0.0,0.0,-0.00909999944269657,0.01900000125169754,0.0009000003337860107,0.0020999982953071594,-0.04523999989032746,0.0,3.0,4.0,02-09,-0.003593333272470369
01-26,0.0,0.0,0.0,-0.0016999989748001099,0.010000001639127738,0.008999988436698886,-0.005579996854066856,-0.04523999989032746,0.0,2.0,5.0,02-10,-0.0037244450714853114
01-27,0.0,0.0,0.0,-0.0016999989748001099,0.023940004408359528,0.008999988436698886,-0.0016999989748001099,-0.043299999088048935,-0.00837000086903572,2.0,5.0,02-11,-0.002458889451291829
01-28,0.0,0.0,0.0,-0.0016999989748001099,0.023940004408359528,0.008999988436698886,-0.0016999989748001099,-0.044199999421834946,-0.007819999009370797,2.0,5.0,02-12,-0.0024977781706386165
01-29,0.0,0.0,0.0,-0.004399999976158142,0.026940003037452698,0.008999988436698886,-0.0016999989748001099,-0.0276000015437603,-0.007819999009370797,2.0,5.0,02-13,-0.0006200008922153072
01-30,0.0,0.0,0.0,-0.0022999998182058334,0.026940003037452698,0.017999991774558993,-0.015700001269578955,0.002999998629093177,-0.007819999009370797,3.0,4.0,02-14,0.002457777038216587
01-31,0.0,0.0,0.0,0.0046999994665384275,0.026940003037452698,0.01850000023841858,-0.015700001269578955,-0.002100002020597458,-0.007819999009370797,3.0,4.0,02-15,0.0027244444936513883
02-01,0.0,0.0,0.0,0.0046999994665384275,0.026940003037452698,0.016499996185302734,-0.015700001269578955,-0.003100000321865082,-0.007819999009370797,3.0,4.0,02-16,0.002391110898719892
02-02,0.0,0.0,0.0,0.0046999994665384275,0.01584000140428543,0.007619991898536682,-0.015700001269578955,0.0028999969363212655,-0.007819999009370797,4.0,3.0,02-17,0.0008377766029702283
02-03,0.0,0.0,0.0,0.006999999284744261,0.017840005457401276,0.013319998979568481,-0.015700001269578955,0.0028999969363212655,-0.007819999009370797,4.0,3.0,02-18,0.0019488889310095038
02-04,0.0,0.0,0.0,0.029000001028180122,0.02834000065922737,0.013319998979568481,-0.015700001269578955,-0.001910001039504998,-0.007819999009370797,3.0,4.0,02-19,0.005025555483169025
02-05,0.0,0.0,0.0,0.02199999801814556,0.02834000065922737,0.013319998979568481,-0.015700001269578955,0.0005999989807605743,-0.016589999198913574,4.0,3.0,02-20,0.003552221796578829
02-06,0.0,0.0,0.0,0.0145999975502491,0.018940001726150513,0.013000011444091769,0.008299998939037316,0.007539998739957816,-0.01797999814152717,5.0,2.0,02-21,0.004933334473106594
02-07,0.0,0.0,0.0,0.0145999975502491,0.018940001726150513,-0.0009999871253967563,0.0,0.000999998301267624,-0.009609997272491448,3.0,4.0,02-22,0.0026588903533087812
02-08,0.0,0.0,0.0,0.0145999975502491,0.018940001726150513,-0.00599999725818634,0.0,0.0018999986350536346,-0.010159999132156372,3.0,3.0,02-23,0.002142222391234504
02-09,0.0,0.0,0.0,0.0145999975502491,0.0,-0.004999995231628418,0.0,0.0018999986350536346,-0.005699999630451209,2.0,4.0,02-24,0.0006444445914692341
02-10,0.0,0.0,0.0,0.0145999975502491,0.0,-0.013999998569488525,0.0,0.01071999967098236,-0.005699999630451209,2.0,5.0,02-25,0.0006244443356990807
02-11,0.0,0.0,0.0,0.017299998551607132,0.0,-0.013999998569488525,0.0,0.009899999946355827,-0.005699999630451209,2.0,5.0,02-26,0.0008333333664470249
