,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,-0.09375,-0.01171875,0.1875,0.015625,0.1796875,0.265625,-0.515625,0.0,-0.1875,0.21875,-0.703125,1.40625,-1.6849994659423864,-0.6749992370605469,-0.4900016784667933,-0.2899990081787216,-0.365001678466804,1.0200004577636719,-1.4099998474121094,-3.0799999237060547,0.05999946594237926,-0.7199993133545028,0.8699989318847692,-0.259998321533196,-1.1499977111816335,-0.30999755859375,-5.379997253417983,0.6300048828125,9.239997863769517,2.6400070190429688,-0.94000244140625,12.0,19.0,01-17,-0.049460195725965335
01-03,-0.08203125,0.00390625,0.18359375,0.03125,0.234375,0.359375,-0.53125,-0.015625,-0.1484375,0.21875,-0.84375,-0.875,-1.6000003814697266,0.5400009155273438,-0.42500114440918324,-0.7600002288818395,-0.41500091552733664,1.3600006103515625,-0.13999938964844105,-3.39999961853027,0.05999946594237926,-0.610000610351559,0.7999992370605469,-0.07999801635742188,-0.6599998474121094,1.30999755859375,-5.379997253417983,1.2000045776367188,8.950004577636719,2.7900009155273438,-0.0800018310546875,14.0,17.0,01-18,0.06436015713599375
01-04,-0.0703125,0.00390625,0.15625,0.0625,0.2421875,0.5,-0.640625,0.265625,-0.1484375,0.140625,0.34375,-1.375,-1.9750003814697266,0.75,-0.42500114440918324,0.059999465942386365,-0.454998016357429,1.0200004577636648,0.5400009155273473,-3.39999961853027,0.030000686645497154,0.44000053405761363,0.3299999237060618,0.18999862670898438,0.030002593994140625,1.30999755859375,-5.369995117187486,0.5699996948242188,8.940002441406264,0.08999633789061079,-0.8300018310546875,21.0,10.0,01-19,0.04275715735650832
01-05,-0.07421875,0.00390625,0.17578125,0.078125,0.3046875,0.5,-0.25,0.28125,-0.2265625,-0.0625,0.140625,-0.921875,-1.7000007629394531,0.75,-0.3400001525878942,0.5849990844726491,-0.4099998474121094,1.4099998474121023,0.5100002288818395,-2.4199981689453125,0.20999908447265625,0.32999992370605824,1.0899982452392578,1.0100021362304759,0.030002593994140625,0.26999664306642046,-6.450004577636719,0.30999755859375,6.940002441406264,-1.69000244140625,-0.8300018310546875,19.0,12.0,01-20,-0.014380362726026164
01-06,-0.0859375,0.05078125,0.1484375,0.15625,0.328125,0.53125,0.0,0.265625,-0.0078125,-0.265625,0.078125,-0.3125,-1.7000007629394531,0.6599998474121094,-1.2049999237060547,0.3400001525878764,-0.024997711181640625,1.4999999999999964,0.5100002288818395,-1.9199981689453125,0.13000106811523082,0.2700004577636719,1.1199989318847656,1.0100021362304759,-0.07999801635742188,1.7599945068359233,-4.480003356933594,0.43000030517578125,7.970001220703125,-1.69000244140625,-1.0800018310546875,18.0,13.0,01-21,0.14215210945375423
01-07,-0.07421875,0.0859375,0.109375,0.109375,0.2734375,0.46875,-0.0625,0.21875,0.21875,-0.40625,-0.21875,-0.8125,-1.375,-0.125,-1.475000381469723,0.2350006103515554,-0.21500015258789773,1.889999389648441,0.6800003051757848,-2.259998321533203,-0.8400001525878906,0.4099998474121094,1.3599987030029261,2.240001678466804,-0.7700004577636648,-1.6800003051757955,-4.0,0.30999755859375,7.650001525878906,-3.599998474121108,2.730003356933608,16.0,15.0,01-22,0.03468261226530975
01-08,-0.0625,0.11328125,0.1328125,0.1171875,0.03125,0.3125,-0.0625,0.34375,0.3203125,-0.625,-0.625,-1.25,-0.4099998474121058,-0.7599983215332031,0.17000007629394887,-0.3549995422363388,-0.18500137329101562,2.0099983215332067,1.6700000762939418,-1.7000007629394531,-0.7900009155273402,0.09000015258788707,1.229999542236321,2.210002899169922,-0.7299995422363281,-2.3199996948242188,-2.80999755859375,0.529998779296875,11.239997863769545,-2.649993896484361,-0.5999984741210938,15.0,16.0,01-23,0.14793875909620774
01-09,-0.06640625,0.1015625,0.140625,0.1171875,0.0,0.34375,-0.109375,0.21875,0.46875,-0.265625,-1.15625,-0.640625,0.375,-1.6349983215332031,0.6000003814697301,-0.7950000762939453,-0.9750003814697372,1.5599994659423828,3.8800010681152344,-0.9400005340576136,-0.5900001525878906,0.9899997711181641,0.43000030517578125,2.559997558593743,-1.0,-1.0100021362304688,-4.6100006103515625,0.69000244140625,12.559997558593764,-5.470001220703111,-0.1399993896484233,15.0,16.0,01-24,0.1816883702431966
01-10,-0.05859375,0.09375,0.1171875,0.109375,0.140625,0.25,-0.140625,-0.125,0.484375,-0.40625,-2.0,-0.625,0.7600002288818359,-1.6499996185302734,1.3450012207031286,-0.9650001525878942,-1.3400020599365234,1.1699981689453196,5.260000228881836,0.020000457763671875,-0.5,0.7000007629394531,-0.10000038146973012,2.3300018310546804,-1.9300003051757812,-0.5299987792968892,-3.3600006103515625,1.3700027465820312,12.94000244140625,-4.150001525878906,0.910003662109375,16.0,15.0,01-25,0.3264468408400007
01-11,-0.03515625,0.08984375,0.0703125,0.1484375,-0.1015625,0.03125,-0.078125,-0.03125,0.5078125,-0.109375,-1.71875,-0.65625,1.3350009918212855,-1.4499988555908203,1.8500003814697266,-1.2450008392333984,-1.3400001525878977,0.5400009155273366,5.730001449584957,0.060001373291015625,-1.0799999237060547,0.6800003051757777,0.3499984741210902,2.0499992370605398,-0.9099998474121094,1.7000045776367045,-2.1800003051757812,2.7399978637695312,10.980003356933608,-5.470001220703111,0.8600006103515767,17.0,14.0,01-26,0.42958696426883797
01-12,0.0,0.09375,0.0625,0.1875,-0.0078125,0.140625,0.046875,-0.1875,0.6015625,0.015625,-1.734375,-0.765625,0.970001220703125,-1.5249996185302734,1.8850002288818395,-0.864999771118157,-1.2749977111816335,0.529998779296875,5.200000762939453,-0.18000030517578125,-1.2099990844726527,1.1199989318847798,0.5200004577636683,2.499999999999993,-0.5099983215332102,1.8600006103515483,-3.369995117187514,1.4799957275390625,5.8600006103515625,-5.0800018310546875,1.659996032714858,18.0,13.0,01-27,0.25881053555396305
