,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,-0.000700000673532479,0.0,0.0,0.006599999964237213,0.01224999874830246,0.007999999448657032,3.0,4.0,01-17,0.002905555276407136
01-03,0.0,0.0,0.0,-0.00010000169277191162,0.0,0.0,0.008500002324581146,0.01714000105857849,0.007999999448657032,3.0,4.0,01-18,0.0037266667932271957
01-04,0.0,0.0,0.0,-0.00010000169277191162,0.0,0.0,0.009900003671646118,0.01714000105857849,0.0,2.0,5.0,01-19,0.0029933336708280775
01-05,0.0,0.0,0.0,-0.00010000169277191162,0.0,0.0,0.009900003671646118,0.01714000105857849,0.0,2.0,5.0,01-20,0.0029933336708280775
01-06,0.0,0.0,0.0,0.0034000016748905112,0.0,0.0,0.005000002682209015,0.01714000105857849,0.0,3.0,4.0,01-21,0.0028377783795197798
01-07,0.0,0.0,0.0,0.0034000016748905112,-0.009099999442696571,0.0,-0.009599998593330383,0.015200000256299966,0.0,2.0,5.0,01-22,-1.11106783151642e-05
01-08,0.0,0.0,0.0,0.006400000303983681,-0.009099999442696571,0.0,0.0006000027060508728,0.015200000256299966,0.0,3.0,4.0,01-23,0.0014555559804042164
01-09,0.0,0.0,0.0,0.006400000303983681,-0.009099999442696571,0.0,0.0006000027060508728,0.015200000256299966,0.0,3.0,4.0,01-24,0.0014555559804042164
01-10,0.0,0.0,0.0,0.006400000303983681,-0.009099999442696571,0.0,0.0012999996542930603,0.015200000256299966,0.0,3.0,4.0,01-25,0.001533333419097793
01-11,0.0,0.0,0.0,0.006400000303983681,-0.009099999442696571,0.0,-0.0028999969363212585,0.015200000256299966,0.0,2.0,5.0,01-26,0.0010666671312517574
01-12,0.0,0.0,0.0,0.006400000303983681,-0.009099999442696571,0.0,-0.0028999969363212585,0.015200000256299966,0.0,2.0,5.0,01-27,0.0010666671312517574
01-13,0.0,0.0,0.0,0.006400000303983681,-0.009099999442696571,0.0,-0.004799999296665192,0.015200000256299966,0.0,2.0,5.0,01-28,0.0008555557578802094
01-14,0.0,0.0,0.0,-0.002199999988079078,-0.009099999442696571,0.0,-0.004799999296665192,0.015200000256299966,0.009999999776482586,2.0,5.0,01-29,0.0010111112561490788
01-15,0.0,0.0,0.0,-0.002199999988079078,-0.009099999442696571,0.0,-0.004799999296665192,0.005950000137090683,0.009999999776482586,2.0,5.0,01-30,-1.6666534874174715e-05
01-16,0.0,0.0,0.0,-0.005600001662969589,-0.009099999442696571,0.0,-0.009199999272823334,-0.004039999097585678,0.009999999776482586,1.0,6.0,01-31,-0.001993333299954732
01-17,0.0,0.0,0.0,-0.005600001662969589,-0.009099999442696571,0.0,-0.009199999272823334,-0.0020999982953071525,0.009999999776482586,1.0,6.0,02-01,-0.001777777655257118
01-18,0.0,0.0,0.0,-0.005600001662969589,-0.009099999442696571,0.0,-0.011700000613927841,-0.0020999982953071525,0.009999999776482586,1.0,6.0,02-02,-0.0020555555820465075
01-19,0.0,0.0,0.0,-0.010000001639127731,-0.009099999442696571,0.0,-0.021900001913309097,-0.0020999982953071525,0.009999999776482586,1.0,6.0,02-03,-0.003677777945995329
01-20,0.0,0.0,-0.01999999955296517,-0.010000001639127731,0.0,0.0,-0.021900001913309097,-0.0020999982953071525,0.009999999776482586,1.0,6.0,02-04,-0.004888889069358508
01-21,0.0,0.0,-0.016300000250339515,-0.013000000268220901,0.0,0.0,-0.021900001913309097,-0.0020999982953071525,0.009999999776482586,1.0,6.0,02-05,-0.004811111216743787
01-22,0.0,0.0,-0.016300000250339515,-0.013099998235702515,0.0,0.0,-0.0034999996423721175,0.0101500004529953,0.009999999776482586,2.0,5.0,02-06,-0.0014166664332151402
01-23,0.0,0.0,-0.016300000250339515,-0.013099998235702515,0.0,0.0,-0.009300004690885544,0.011300001293420792,0.009999999776482586,2.0,5.0,02-07,-0.0019333335674471329
01-24,0.0,0.0,-0.016300000250339515,-0.013099998235702515,0.0,0.0,-0.008900005370378494,0.013300001621246338,0.009999999776482586,2.0,5.0,02-08,-0.0016666669398546223
01-25,0.0,0.0,-0.016300000250339515,-0.013099998235702515,0.0,0.0,-0.003900006413459778,0.013300001621246338,0.0,1.0,6.0,02-09,-0.0022222225864728298
01-26,0.0,0.0,-0.016300000250339515,-0.013099998235702515,0.0,0.0,-0.003900006413459778,0.01030000299215316,0.0,1.0,6.0,02-10,-0.002555555767483183
01-27,0.0,0.0,-0.016300000250339515,-0.004299998283386237,0.0,0.0,0.0004999935626983643,0.01510000228881836,0.0,2.0,5.0,02-11,-0.000555555853578781
01-28,0.0,0.0,-0.016300000250339515,-0.004299998283386237,0.0,0.0,-0.001100003719329834,0.003400001674890518,0.0,1.0,6.0,02-12,-0.0020333333975738966
01-29,0.0,0.0,-0.016300000250339515,-0.004399999976158142,0.0,0.0,-0.014800004661083221,0.010599996894598007,0.0,1.0,6.0,02-13,-0.0027666675547758745
01-30,0.0,0.0,-0.016300000250339515,0.0,0.0,0.0,-0.0039000026881694655,0.010599996894598007,0.0,1.0,7.0,02-14,-0.0010666673382123304
01-31,0.0,0.0,0.003699999302625656,0.0,0.0,0.0,0.01319999992847444,0.010599996894598007,0.0,3.0,5.0,02-15,0.003055555125077567
02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.01319999992847444,0.010599996894598007,0.0,2.0,6.0,02-16,0.002644444091452494
02-02,0.0,0.0,0.0,0.0,0.0,0.0,-0.00520000234246254,-0.0016500018537044456,0.0,0.0,8.0,02-17,-0.0007611115773518873
02-03,0.0,0.0,0.0,0.00010000169277190468,0.0,0.0,0.0006000027060508867,-0.0016500018537044456,0.0,2.0,6.0,02-18,-0.00010555527276462824
02-04,0.0,0.0,0.0,9.999796748161316e-05,0.0,0.0,0.0006000027060508867,-0.0016500018537044456,0.0,2.0,6.0,02-19,-0.00010555568668577175
02-05,0.0,0.0,0.0,9.999796748161316e-05,0.0,0.0,0.0006000027060508867,-0.002800002694129937,0.0,2.0,6.0,02-20,-0.00023333355784415968
02-06,0.0,0.0,0.0,9.999796748161316e-05,0.0,0.0,-0.002999998629093177,-0.004800003021955483,0.0,1.0,7.0,02-21,-0.000855555964840783
02-07,0.0,0.0,0.0,-0.00010000169277190468,0.0,0.0,-0.007999997586011894,-0.009600002318620682,0.0,0.0,8.0,02-22,-0.0019666668441560534
02-08,0.0,0.0,0.0,-0.00010000169277190468,0.0,0.0,-0.006400000303983695,0.0020999982953071594,0.0,1.0,7.0,02-23,-0.0004888893001609378
02-09,0.0,0.0,0.0,-0.00010000169277190468,0.0,0.0,0.007300000637769692,0.0,0.0,1.0,7.0,02-24,0.000799999882777532
02-10,0.0,0.0,0.0,-0.00010000169277190468,0.0,0.0,-0.003600001335144064,0.0,0.0,0.0,8.0,02-25,-0.0004111114475462187
02-11,0.0,0.0,0.0,0.0,0.0,0.0,-0.003600001335144064,0.0,0.0,0.0,8.0,02-26,-0.0004000001483493404
02-12,0.0,0.0,0.0,0.0,0.0,0.0,-0.003600001335144064,0.0,0.0,0.0,8.0,02-27,-0.0004000001483493404
02-13,0.0,0.0,0.0,-0.00010000169277190468,0.0,0.0,-0.00930000096559526,0.0,-0.009999999776482586,0.0,8.0,02-28,-0.002155555826094417
02-14,0.0,0.0,0.0,0.0,0.0,0.0,-0.002900000661611564,0.0,-0.009999999776482586,0.0,8.0,02-29,-0.001433333382010461
02-15,0.0,0.0,0.0,-0.003999996930360794,0.0,0.0,-0.009899999946355834,0.0,-0.009999999776482586,0.0,8.0,03-01,-0.0026555551836888016
02-16,0.0,0.0,0.0,-0.003999996930360794,0.0,0.0,-0.00629999861121177,0.0,-0.009999999776482586,0.0,8.0,03-02,-0.002255555035339461
02-17,0.0,0.0,0.0,-0.000999998301267617,0.0,0.0,-0.00629999861121177,0.0,-0.009999999776482586,0.0,8.0,03-03,-0.001922221854329108
02-18,0.0,0.0,0.0,-0.000999998301267617,0.0,0.0,0.002700001001358039,0.0,-0.009999999776482586,1.0,7.0,03-04,-0.000922221897376907
02-19,0.0,0.0,0.0,-0.000999998301267617,0.0,0.0,0.002700001001358039,0.0,-0.009999999776482586,1.0,7.0,03-05,-0.000922221897376907
02-20,0.0,0.0,0.0,-0.000999998301267617,0.0,0.0,0.002700001001358039,-0.007649999111890793,-0.009999999776482586,1.0,7.0,03-06,-0.0017722217986981062
02-21,0.0,0.0,0.0,-0.000999998301267617,0.0,0.0,0.002700001001358039,-0.007649999111890793,-0.009999999776482586,1.0,7.0,03-07,-0.0017722217986981062
02-22,0.0,0.0,0.0,-0.000999998301267617,0.0,0.0,0.002700001001358039,-0.007649999111890793,-0.009999999776482586,1.0,7.0,03-08,-0.0017722217986981062
02-23,0.0,0.0,0.0,-0.0042999982833862305,0.0,0.0,0.002700001001358039,-0.007649999111890793,-0.009999999776482586,1.0,7.0,03-09,-0.002138888463377952
02-24,0.0,0.0,0.0,-0.0042999982833862305,0.0,0.0,0.008400000631809235,-0.007649999111890793,-0.009999999776482586,1.0,7.0,03-10,-0.0015055551711055971
02-25,0.0,0.0,0.0,-0.0042999982833862305,0.0,0.0,0.00780000165104866,-0.007649999111890793,-0.009999999776482586,1.0,7.0,03-11,-0.0015722217245234388
02-26,0.0,0.0,0.0,-0.0003000013530254364,0.0,0.0,0.006999999284744256,-0.007649999111890793,0.0,1.0,7.0,03-12,-0.00010555568668577483
02-27,0.0,0.0,0.0,-0.0003000013530254364,0.0,0.0,0.0005999989807605605,-0.007649999111890793,0.0,1.0,7.0,03-13,-0.0008166668315728521
02-28,0.0,0.0,0.0,-0.0032999999821186135,0.0,0.0,0.007799997925758369,-0.007649999111890793,0.0,1.0,7.0,03-14,-0.0003500001298056708
02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,03-15,0.0
03-01,0.0,0.0,0.0,-0.007500000298023234,0.0,0.0,-0.004599999636411667,-0.007649999111890793,0.0,0.0,8.0,03-16,-0.0021944443384806327
03-02,0.0,0.0,0.0,-0.019000001251697547,0.0,0.0,-0.004599999636411667,-0.007649999111890793,0.0,0.0,8.0,03-17,-0.003472222222222223
03-03,0.0,0.0,0.0,-0.019000001251697547,0.0,0.0,-0.004599999636411667,-0.007649999111890793,0.0,0.0,8.0,03-18,-0.003472222222222223
03-04,0.0,0.0,0.0,-0.019000001251697547,0.0,0.0,-0.004799999296665199,-0.007649999111890793,0.0,0.0,8.0,03-19,-0.0034944444066948377
03-05,0.0,0.0,0.0,-0.019000001251697547,0.0,0.0,-0.004799999296665199,0.0,0.0,0.0,8.0,03-20,-0.0026444445053736385
