,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,-11.428571428571429,-1.5706806282722512,15.384615384615385,0.9950248756218906,4.742268041237113,5.841924398625429,-13.865546218487395,0.0,-3.2697547683923704,1.6928657799274487,-5.312868949232586,11.166253101736972,-8.02380698067803,-3.5526275634765625,-1.8518582593388586,-1.0108016827481991,-1.1003970413496402,3.0853007120191,-6.7886365735974845,-15.74642130777616,0.2583956404678782,-2.945987306142527,3.2966993255256725,-0.7236246015164737,-2.381440648951943,-0.4600052847624268,-7.6967054878048335,0.8801409146362651,9.161211389900775,2.7815898400359353,-0.7864813151003226,12.0,19.0,-0.9429008594145042
01-03,-9.90566037735849,0.5128205128205128,15.064102564102564,1.9704433497536946,6.097560975609756,7.744107744107744,-14.107883817427386,-0.35714285714285715,-2.588555858310627,1.6928657799274487,-6.443914081145586,-7.07070707070707,-7.795373501616158,2.8421100817228617,-1.606202415398358,-2.6931263195395836,-1.25302212835464,4.07185792880222,-0.6475457179186915,-17.382411612282016,0.2583956404678782,-2.484727614291349,3.039510814348016,-0.2236455558670779,-1.366742254916567,1.9439049865831792,-7.6967054878048335,1.663207972637809,8.864023442045466,2.9693496623164664,-0.06693593817075175,14.0,17.0,-0.8050335855808526
01-04,-8.333333333333332,0.5128205128205128,12.82051282051282,3.864734299516908,6.300813008130081,10.631229235880399,-17.372881355932204,6.071428571428571,-2.588555858310627,1.094890510948905,2.5404157043879905,-11.428571428571429,-9.62241373045711,3.9473684210526314,-1.606202415398358,0.21100568689740917,-1.3929220988974322,3.0722904648311715,2.4976914642270414,-17.382411612282016,0.12936906405602341,1.7600021362304545,1.2313430339569535,0.5311675266354274,0.0621300340139225,1.9439049865831792,-7.681297147604036,0.7875099702318681,8.792291910478284,0.09578154402673161,-0.6944459959561399,21.0,10.0,-0.2969140022546904
01-05,-8.796296296296296,0.5128205128205128,14.195583596214512,4.784688995215311,8.008213552361395,10.631229235880399,-6.779661016949152,6.405693950177936,-4.005524861878453,-0.49382716049382713,1.056338028169014,-7.662337662337662,-8.28258608786851,3.9473684210526314,-1.280844421211857,2.0369049389239744,-1.2683676341383832,4.246987394608916,2.3589278866092913,-11.781879557346562,0.907907877614018,1.3194718939865122,3.9694037930817,2.8236011274952633,0.0621300340139225,0.40692788134988267,-9.349187965439803,0.4342919172344267,6.825336762959274,-1.7986403340499084,-0.6944459959561399,19.0,12.0,0.41097512276781745
01-06,-10.185185185185185,6.280193236714976,12.258064516129032,9.345794392523365,8.823529411764707,11.295681063122924,0.0,6.071428571428571,-0.13351134846461948,-2.0757020757020754,0.5910165484633569,-2.5974025974025974,-8.28258608786851,3.4902160377459355,-4.556626725701554,1.1902683221815435,-0.07733243802518469,4.518072185330848,2.3589278866092913,-9.125466185357292,0.5625316515872354,1.1065592704297562,4.078656115171077,2.8236011274952633,-0.16603988345933657,2.588607974900067,-6.4497601727367,0.6024100892707601,7.838317463397402,-1.7986403340499084,-0.9055100708074615,18.0,13.0,1.2732294438550222
01-07,-8.67579908675799,10.185185185185185,9.15032679738562,6.572769953051644,7.352941176470589,9.966777408637874,-1.7241379310344827,5.054151624548736,3.674540682414698,-3.1137724550898205,-1.6548463356973995,-7.046070460704606,-6.594724099967022,-0.6811988959206128,-5.635149663658082,0.8226872254784936,-0.6651203326014922,5.626672762914022,3.1206988371038715,-11.373921620933338,-3.6842113188429484,1.680327269762497,4.952653854136294,6.054058590450821,-1.6173082291375733,-2.5255568099174095,-5.876303831251735,0.4342919172344267,7.547357418916231,-3.9109161920363045,2.231124013824704,16.0,15.0,0.6337912081924159
01-08,-7.207207207207207,13.063063063063062,11.221122112211221,7.042253521126761,0.8403361344537815,6.872852233676976,-1.7241379310344827,7.801418439716312,5.352480417754569,-4.790419161676647,-4.7281323877068555,-11.267605633802818,-1.8894001520604915,-4.263665015450326,0.6273065457600158,-1.2427779996470798,-0.5717860482412129,5.962617550052212,7.525912735922631,-8.395065495997299,-3.4649164121164664,0.36885309014323747,4.500547185034637,5.974595293020609,-1.5265569780322257,-3.4462265379400883,-4.128099854843119,0.7402217745695012,10.709860114919998,-2.7900545407707753,-0.49615353725870615,15.0,16.0,0.8603624296012814
01-09,-7.727272727272727,11.981566820276496,11.688311688311687,7.042253521126761,0.0,7.508532423208192,-2.9914529914529915,4.98220640569395,7.83289817232376,-2.035928143712575,-9.113300492610838,-5.578231292517007,1.708428186632015,-9.302977243568247,2.21402351669336,-2.826666937934028,-3.0888654046362003,4.6664656048503135,15.810924708076183,-4.641977945963524,-2.587720054081701,3.91304269159016,1.6208077423542318,6.8376005675584866,-2.094240837696335,-1.5003002685814346,-6.772441062170431,0.9615418350968512,11.726260374402345,-5.974226044733768,-0.11483831141245075,15.0,16.0,1.1014330483822756
01-10,-6.8493150684931505,11.214953271028037,9.740259740259742,6.60377358490566,3.6734693877551026,5.405405405405405,-3.829787234042553,-2.8469750889679712,8.093994778067886,-3.14769975786925,-16.886543535620053,-5.221932114882506,3.4004483933340253,-9.388333126048227,4.963104065573391,-3.451976945882825,-4.236490975310056,3.4779969981371237,20.199692949109536,0.09876769266010801,-2.1843600407700987,2.798883472744171,-0.37979636065131694,6.151007828286244,-4.04188545586551,-0.7872828010984635,-4.847086879895698,1.8875760705696902,12.081040395546102,-4.51922186990034,0.7464552823996112,16.0,15.0,0.9005852277575424
01-11,-4.166666666666666,10.74766355140187,5.844155844155844,8.755760368663594,-2.754237288135593,0.6734006734006733,-2.083333333333333,-0.7117437722419928,8.452535760728217,-0.8284023668639053,-14.705882352941178,-5.5482166446499335,5.973158698145384,-8.250348749050666,6.7016859704677065,-4.519879599872949,-4.176407015191042,1.6076240341598602,22.00461308804419,0.2957189284555346,-4.840878303716423,2.712406515569946,1.302077697353278,5.411824654846929,-1.9057588427478729,2.4442911618157557,-3.0921990144337324,3.7026998159047717,10.288608725018964,-5.956660254419475,0.7054389176586269,17.0,14.0,1.099453232307303
