,2010,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,0.0,0.0,56.5137621652256,30.00000074505805,5.5555463573075095,1.6393415091242753,-2.0408205157368053,34.21052484159461,-46.84210562433566,5.0,2.0,8.781805497581953
01-03,0.0,0.0,56.5137621652256,-45.99999567866332,5.5555463573075095,1.6393415091242753,-4.44443671791671,34.21052484159461,-32.631583384694956,4.0,3.0,1.649239899108557
01-04,0.0,0.0,52.84403827252402,-45.99999567866332,5.5555463573075095,1.6393415091242753,19.430815105244744,34.21052484159461,-24.947368018597434,5.0,2.0,4.748100265392712
01-05,0.0,0.0,52.84403827252402,-45.99999567866332,5.5555463573075095,65.26772761065487,17.86064357517914,34.21052484159461,-24.947368018597434,5.0,2.0,11.643457439999933
01-06,0.0,0.0,53.18761608791175,-82.50000139698389,-13.333342025677569,64.68885739254479,0.2944039630363313,34.21052484159461,-24.947368018597434,4.0,3.0,3.5111878715365092
01-07,0.0,0.0,36.24772709802912,-82.50000139698389,-13.333342025677569,64.68885739254479,0.2944039630363313,34.21052484159461,5.263158926673246,5.0,2.0,4.985703199912959
01-08,0.0,0.0,36.36363882663816,-82.50000139698389,-13.333342025677569,73.67853259404068,-14.02917516807708,-5.4216888424299805,5.263158926673246,3.0,4.0,0.002346990464840203
01-09,0.0,0.0,50.63752538897186,-82.50000139698389,-19.99999751647309,87.61421324212512,1.0101013479613183,-5.4216888424299805,5.263158926673246,4.0,3.0,4.067034572204954
01-10,0.0,0.0,23.497273603329695,0.0,-1.1235936243957327,88.41955438244766,-6.11110669595243,-5.4216888424299805,5.263158926673246,3.0,4.0,11.613733083296937
01-11,0.0,0.0,28.415302563585886,0.0,-1.1235936243957327,84.99384983423145,-10.88888237652981,-5.4216888424299805,-31.578953560039473,2.0,5.0,7.155114888269149
01-12,0.0,0.0,16.02563865804472,20.000002980232196,-1.1235936243957327,85.65549733697596,-8.888881714256007,-50.6024142350077,-31.578953560039473,3.0,4.0,3.276366204617106
01-13,0.0,0.0,-2.879583092034643,0.0,-1.1235936243957327,85.65549733697596,0.0,-50.6024142350077,-33.68984228873869,1.0,6.0,-0.2933262114667572
01-14,0.0,0.0,-2.22222678455319,0.0,-1.1235936243957327,85.65549733697596,0.0,-50.6024142350077,-21.951217960914253,1.0,6.0,1.0840049702338972
01-15,0.0,0.0,-18.478262348413878,0.0,-1.1235936243957327,84.55696303408754,0.0,-60.240963449852224,20.833336567092246,2.0,5.0,2.8386089087242166
01-16,0.0,0.0,-43.34204811371135,20.000002980232196,15.730336902287092,85.76429396531647,-12.500006984919466,-60.240963449852224,20.833336567092246,4.0,3.0,2.9161057629383285
01-17,0.0,0.0,-43.34204811371135,20.000002980232196,15.730336902287092,85.76429396531647,-25.802464320917295,-60.240963449852224,20.833336567092246,4.0,3.0,1.4380549478274602
01-18,0.0,0.0,-43.60314136720454,20.000002980232196,15.730336902287092,62.13698731025311,-25.802464320917295,0.0,20.833336567092246,4.0,3.0,5.4772286746380905
01-19,0.0,0.0,-37.50000093132256,20.000002980232196,15.730336902287092,37.86863768137943,-10.000003679299049,0.0,20.833336567092246,4.0,3.0,5.214701057818818
01-20,0.0,0.0,-37.50000093132256,20.000002980232196,15.730336902287092,-32.03752495719662,-10.000003679299049,0.0,20.833336567092246,3.0,4.0,-2.55265034646741
01-21,0.0,0.0,-37.50000093132256,-33.33333333333335,0.0,-41.219835761646564,-13.647961971628874,0.0,20.833336567092246,1.0,6.0,-11.651977270093234
01-22,0.0,0.0,-40.769242290444566,-33.33333333333335,0.0,-46.319454418794685,-27.285718375930962,0.0,20.833336567092246,1.0,6.0,-14.097156872379037
01-23,0.0,0.0,-20.00000305664856,-66.666672875484,0.0,-59.01888050325215,-16.88312216097802,0.0,20.833336567092246,1.0,6.0,-15.748371336585612
01-24,0.0,0.0,2.0512786419432842,-66.666672875484,0.0,1.4545519568700638,-28.57143313300851,0.0,22.083334432811363,3.0,4.0,-7.738771219651978
01-25,0.0,0.0,-15.38461656024943,-66.666672875484,0.0,-18.951045832218373,-28.57143313300851,0.0,14.583331716453879,1.0,6.0,-12.776715187167381
01-26,0.0,0.0,2.173917409602929,-66.666672875484,11.000000186264536,-10.489510416640638,-28.57143313300851,0.0,14.583331716453879,3.0,4.0,-8.663374123645754
01-27,0.0,0.0,2.173917409602929,-66.666672875484,11.000000186264536,-19.860131246920798,-14.285711244660995,0.0,14.583331716453879,3.0,4.0,-8.117251783860493
01-28,0.0,0.0,-6.728541636126789,-100.0,11.000000186264536,-19.860131246920798,-14.285711244660995,-22.058820004726464,0.0,1.0,6.0,-16.881467105130056
01-29,0.0,0.0,11.342598038082814,-100.0,11.000000186264536,-19.860131246920798,-15.942029298491105,15.736042192978184,0.0,3.0,4.0,-10.858168903120706
01-30,0.0,0.0,7.407408429434898,-100.0,11.000000186264536,-13.509936114475659,-17.391307634156618,11.702127764975378,0.0,3.0,5.0,-11.199078596439719
01-31,0.0,0.0,7.407408429434898,-100.0,11.000000186264536,16.32278416279146,-18.942735229661146,0.5988013933924708,0.0,4.0,4.0,-9.290415673086422
02-01,0.0,0.0,7.407408429434898,-100.0,11.000000186264536,28.952375248716354,-15.124821298201892,0.5988013933924708,0.0,4.0,4.0,-7.462915115599293
02-02,0.0,0.0,7.407408429434898,-100.0,12.011869367351652,29.618773539791853,-2.7900182347768823,0.5988013933924708,0.0,4.0,4.0,-5.905907278311779
02-03,0.0,0.0,7.407408429434898,-19.999995529651695,12.011869367351652,35.23949719434302,-13.069018964189837,0.5988013933924708,0.0,4.0,4.0,2.465395765631168
02-04,0.0,0.0,-29.999990065892952,-19.999995529651695,12.011869367351652,19.354838004864217,-13.069018964189837,0.5988013933924708,0.0,3.0,5.0,-3.4559439771251266
02-05,0.0,11.949145718916403,-11.428569239013028,-19.999995529651695,12.011869367351652,19.354838004864217,-13.069018964189837,0.5988013933924708,0.0,4.0,4.0,-0.0647699164810902
02-06,0.0,11.949145718916403,-31.428576050972545,-19.999995529651695,1.1369316665222648,-0.24301747971391582,-1.4492783356655092,0.5988013933924708,12.727271495771793,4.0,4.0,-2.9676352357111915
02-07,0.0,11.949145718916403,-31.428576050972545,-19.999995529651695,1.1369316665222648,25.906733711081646,-1.4492783356655092,0.5988013933924708,12.727271495771793,5.0,3.0,-0.062107325622795924
02-08,0.0,11.949145718916403,-23.14285760509725,-19.999995529651695,1.1369316665222648,17.863291557871513,-15.131577496207923,18.56287107907611,12.727271495771793,5.0,3.0,0.4405645430223573
02-09,0.0,11.949145718916403,-7.749996963888452,-19.999995529651695,1.1369316665222648,11.180119222248262,-13.48683734868153,-17.964075262465666,23.56687542925371,4.0,4.0,-1.2630925630829672
02-10,0.0,-0.8737925429610617,-7.749996963888452,0.0,1.1369316665222648,6.211183515946619,-13.48683734868153,-17.261909315565493,25.00000291038289,3.0,5.0,-0.7804908975827516
02-11,0.0,-0.8737925429610617,-8.000001192092878,0.0,1.1369316665222648,-35.465837606773526,0.0,-17.261909315565493,22.580643223053922,2.0,6.0,-4.209329529757418
02-12,0.0,10.431028945763385,-8.000001192092878,0.0,0.0,-34.546572195205776,0.0,-11.904764280584864,10.044977155369459,2.0,6.0,-3.775036840750075
02-13,0.0,9.652169054532447,-8.000001192092878,0.0,0.0,-43.96039222216446,1.3043483425103253,0.5952371053118333,15.789472996252945,4.0,4.0,-2.7354628795166422
02-14,0.0,-0.8737925429610617,24.99999813735488,0.0,0.0,-38.61385564050258,-13.499999099721505,0.5952371053118333,15.789472996252945,3.0,5.0,-1.2892154493628316
02-15,0.0,-14.563104885891246,12.500002793967683,0.0,16.058087941428546,-29.24826888133884,-13.499999099721505,0.5952371053118333,15.789472996252945,4.0,4.0,-1.3742857811100648
02-16,0.0,-14.563104885891246,12.500002793967683,0.0,11.813424669524617,-3.9797867580730077,-14.999999689559148,0.5952371053118333,15.789472996252945,4.0,4.0,0.7950273590592973
02-17,0.0,-7.762549471853871,12.500002793967683,0.0,11.813424669524617,-21.92040859492969,-14.999999689559148,21.779861691400427,9.19409552050398,4.0,4.0,1.1782696576726666
02-18,0.0,-15.68627153071743,2.777783296726149,0.0,11.813424669524617,-9.981048320710647,-24.999998312821404,21.779861691400427,9.19409552050398,4.0,4.0,-0.5669058873438121
02-19,0.0,-12.918659905009013,2.777783296726149,0.0,11.813424669524617,-10.891713929605018,-6.153847388261919,21.779861691400427,-0.36496288339644234,3.0,5.0,0.6713206168198668
02-20,0.0,-12.918659905009013,-11.111108351636926,0.0,11.813424669524617,-21.239550379258414,-6.153847388261919,21.779861691400427,-4.66666505237418,2.0,6.0,-2.499616079512823
02-21,0.0,-24.09638459043242,-11.111108351636926,0.0,12.801719414182037,-8.812500360887505,6.461533453337356,21.311478413295045,-6.666674117247419,3.0,5.0,-1.1235484599322039
02-22,0.0,-24.09638459043242,-11.111108351636926,0.0,12.801719414182037,-0.6250012805685861,-6.153847388261919,21.311478413295045,-3.333333954215076,2.0,6.0,-1.2451641930708726
02-23,0.0,-39.759034933277654,-11.111108351636926,-150.00000931322595,40.50000076697149,-1.3125036205165899,-6.153847388261919,21.311478413295045,0.0,2.0,6.0,-16.280558269628056
02-24,0.0,-39.759034933277654,-11.111108351636926,-150.00000931322595,40.50000076697149,5.31249691499392,-6.153847388261919,21.311478413295045,-40.90908936971475,3.0,5.0,-20.089901473428526
02-25,0.0,-39.759034933277654,0.0,0.0,40.50000076697149,5.31249691499392,-43.74999514936163,21.311478413295045,-0.679246948723654,3.0,5.0,-1.8960334373447205
02-26,0.0,-35.29411104723675,0.0,0.0,29.117650797003904,5.31249691499392,-43.74999514936163,21.311478413295045,-29.545455315142625,3.0,5.0,-5.871992820716459
02-27,0.0,-21.17646382341767,19.999998807907104,0.0,32.52941390449189,-3.271988355356629,13.04347802613168,21.311478413295045,-24.454147370530727,4.0,4.0,4.2201966225023
02-28,0.0,-28.823529164271378,19.999998807907104,0.0,16.884055129707928,-7.907295881001984,13.04347802613168,22.080291834347218,-15.414844419515216,4.0,4.0,2.206906037033929
02-29,0.0,0.0,0.0,0.0,18.362989493687312,0.0,0.0,0.0,-15.414844419515216,1.0,1.0,0.3275716749080107
03-01,0.0,-19.999994390151237,27.99999713897705,0.0,37.83197486428434,-7.907295881001984,19.999998920205684,22.080291834347218,-11.518982357607282,4.0,4.0,7.609554458783754
03-02,0.0,-22.941167973317313,27.99999713897705,0.0,37.83197486428434,-4.876422391478089,5.7971025447188715,22.080291834347218,-0.49429502953497867,4.0,4.0,7.266386776444122
03-03,0.0,-22.941167973317313,27.99999713897705,0.0,37.12737000149819,4.074815574490526,5.7971025447188715,22.080291834347218,-4.182509478774521,5.0,3.0,7.772877737993337
03-04,0.0,-2.4509781005518687,30.769225478877487,0.0,37.12737000149819,-6.880424502923843,-27.450978100551872,31.87619483577756,-17.831894148492005,3.0,5.0,5.017612829292628
03-05,0.0,-2.4509781005518687,30.769225478877487,-150.00000931322595,7.859070547106853,-6.880424502923843,-27.450978100551872,31.87619483577756,-40.90908936971475,3.0,5.0,-17.465220947245154
03-06,0.0,18.627451094972404,24.52829858603288,0.0,7.859070547106853,-0.31347558227570904,-27.450978100551872,31.87619483577756,0.0,4.0,4.0,6.125173486784679
03-07,0.0,18.627451094972404,24.52829858603288,0.0,7.859070547106853,-0.31347558227570904,-27.450978100551872,31.87619483577756,-20.45454468485734,4.0,4.0,3.852446299578309
03-08,0.0,18.627451094972404,16.142556067103094,9.090910630285256,7.859070547106853,-0.31347558227570904,5.882350363120852,31.87619483577756,-20.45454468485734,6.0,2.0,7.634501474581441
03-09,0.0,16.666662770938174,-11.111108351636926,9.090910630285256,7.859070547106853,-8.548160924850535,5.882350363120852,31.87619483577756,-20.45454468485734,5.0,3.0,3.473486131764877
03-10,0.0,3.409087676400963,-11.111108351636926,-127.27273189085577,25.203250431992352,0.4749062536046099,-35.294116787706955,21.21771352133267,16.030535436539324,5.0,3.0,-11.926940412258858
