,2010,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,0.09332132339477539,0.0,0.0,0.22229146957397372,-0.2937111854553214,0.0,-0.8804621696472168,2.0,6.0,01-17,-0.08585605621337891
01-03,0.0,0.0,0.0,0.09332132339477539,0.0,0.0,0.2934246063232413,0.0,0.0,-0.8804621696472168,2.0,6.0,01-18,-0.04937162399292001
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.2934246063232413,0.0,0.0,-0.48914575576782227,1.0,7.0,01-19,-0.019572114944458097
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.2934246063232413,0.0,0.0,-0.48914575576782227,1.0,7.0,01-20,-0.019572114944458097
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.2934246063232413,0.0,0.0,-0.48914575576782227,1.0,7.0,01-21,-0.019572114944458097
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.2934246063232413,0.0,0.0,-0.48914575576782227,1.0,7.0,01-22,-0.019572114944458097
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.2934246063232413,0.0,0.0,-0.48914575576782227,1.0,7.0,01-23,-0.019572114944458097
01-09,0.0,0.0,0.0,0.0,0.0,0.0,0.2934246063232413,0.0,0.3366661071777344,-0.09782886505127042,2.0,6.0,01-24,0.05322618484497053
01-10,0.0,0.0,0.0,0.0,0.0,0.0,0.2934246063232413,1.6337718963623038,0.3366661071777344,-0.09782886505127042,3.0,5.0,01-25,0.2166033744812009
01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.07113313674926758,1.6337718963623038,0.3366661071777344,-0.09782886505127042,3.0,5.0,01-26,0.19437422752380354
01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.07113313674926758,1.6337718963623038,0.3366661071777344,-0.09782886505127042,3.0,5.0,01-27,0.19437422752380354
01-13,0.0,0.0,0.0,-0.5175075531005859,0.0,0.0,0.0,1.6337718963623038,0.3366661071777344,-0.09782886505127042,2.0,6.0,01-28,0.13551015853881818
01-14,0.0,0.0,0.0,-0.5175075531005859,0.0,0.0,0.0,1.6337718963623038,0.3366661071777344,0.0,2.0,6.0,01-29,0.14529304504394522
01-15,0.0,0.0,0.0,-0.5175075531005859,0.0,0.0,0.0,1.6337718963623038,0.4404301643371582,0.0,2.0,6.0,01-30,0.1556694507598876
01-16,0.0,0.0,0.0,-0.5175075531005859,0.0,0.0,0.0,1.6337718963623038,0.4404301643371582,0.0,2.0,6.0,01-31,0.1556694507598876
01-17,0.0,0.0,0.0,-0.5175075531005859,0.0,0.0,0.0,1.6337718963623038,0.19517040252685458,0.0,2.0,6.0,02-01,0.13114347457885725
01-18,0.0,0.0,0.0,-0.5175075531005859,0.0,0.0,0.0,1.6337718963623038,0.19517040252685458,0.0,2.0,6.0,02-02,0.13114347457885725
01-19,0.0,0.0,0.0,-0.6617307662963867,0.0,0.0,0.0,1.6337718963623038,-0.1414957046508798,0.0,1.0,7.0,02-03,0.08305454254150373
01-20,0.0,0.0,0.0,-0.6617307662963867,0.0,0.0,0.0,1.6337718963623038,-0.1414957046508798,0.0,1.0,7.0,02-04,0.08305454254150373
01-21,0.0,0.0,0.0,-0.6617307662963867,0.0,0.0,0.0,1.7806286811828604,-0.1414957046508798,0.0,1.0,7.0,02-05,0.09774022102355939
01-22,0.0,0.0,0.0,-0.6617307662963867,0.0,0.0,0.0,1.7806286811828604,-0.1414957046508798,0.0,1.0,7.0,02-06,0.09774022102355939
01-23,0.0,0.0,0.0,-0.6617307662963867,0.0,0.0,0.0,-0.06424856185913086,-0.1414957046508798,0.0,0.0,8.0,02-07,-0.08674750328063974
01-24,0.0,0.0,0.0,-0.14422321319580078,0.0,0.0,0.0,-0.06424856185913086,0.08489799499511719,0.0,1.0,7.0,02-08,-0.012357378005981445
01-25,0.0,0.0,0.0,-0.14422321319580078,0.0,0.0,0.0,-0.06424856185913086,0.08489799499511719,0.0,1.0,7.0,02-09,-0.012357378005981445
01-26,0.0,0.0,0.0,-0.14422321319580078,0.0,0.0,0.0,-0.06424856185913086,-0.01886606216430664,0.0,0.0,8.0,02-10,-0.022733783721923827
01-27,0.0,0.0,0.0,-0.14422321319580078,0.0,0.0,0.0,-0.06424856185913086,-0.01886606216430664,0.0,0.0,8.0,02-11,-0.022733783721923827
01-28,0.0,0.0,0.0,-0.14422321319580078,0.0,0.0,0.0,-0.06424856185913086,-0.01886606216430664,0.0,0.0,8.0,02-12,-0.022733783721923827
01-29,0.0,0.0,0.0,-0.14422321319580078,0.0,0.0,0.0,-0.06424856185913086,-0.01886606216430664,0.0,0.0,8.0,02-13,-0.022733783721923827
01-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06424856185913086,0.22639369964599698,0.0,1.0,7.0,02-14,0.01621451377868661
01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06424856185913086,0.22639369964599698,0.0,1.0,7.0,02-15,0.01621451377868661
02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2111053466796875,0.22639369964599698,0.0,1.0,7.0,02-16,0.0015288352966309482
02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2111053466796875,0.22639369964599698,0.0,1.0,7.0,02-17,0.0015288352966309482
02-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22639369964599698,-0.6358890533447257,1.0,7.0,02-18,-0.04094953536987287
