,2010,2011,2014,2015,2016,2017,2018,2019,2020,ups,downs,end_day_sum,avg
01-02,0.0,0.0,0.0,-3.129428863525405,0.0,0.0,0.0,0.0,6.4085693359375,1.0,6.0,01-17,0.36434894137912166
01-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3491821289062642,6.4085693359375,1.0,6.0,01-18,0.5621541341145817
01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3491821289062642,6.4085693359375,1.0,6.0,01-19,0.5621541341145817
01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3491821289062642,6.4085693359375,1.0,6.0,01-20,0.5621541341145817
01-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.3491821289062642,6.4085693359375,1.0,6.0,01-21,0.5621541341145817
01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4753723144531392,6.4085693359375,1.0,6.0,01-22,0.5481330023871512
01-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4753723144531392,0.5915679931640625,1.0,6.0,01-23,-0.09820048014323074
01-09,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,0.0,-1.4753723144531392,0.5915679931640625,1.0,6.0,01-24,-2.1496404012044303
01-10,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,0.0,-1.4753723144531392,0.5915679931640625,1.0,6.0,01-25,-2.1496404012044303
01-11,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,0.0,-1.4753723144531392,-0.9859313964844034,0.0,7.0,01-26,-2.324918111165371
01-12,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,0.0,-1.4753723144531392,-0.9859313964844034,0.0,7.0,01-27,-2.324918111165371
01-13,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,0.0,-1.4753723144531392,-0.9859313964844034,0.0,8.0,01-28,-2.324918111165371
01-14,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,0.0,-1.4753723144531392,0.0,0.0,8.0,01-29,-2.2153701782226594
01-15,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,0.0,-1.4753723144531392,0.0,0.0,8.0,01-30,-2.2153701782226594
01-16,0.0,0.0,0.0,0.0,0.0,-18.462959289550795,0.0,-0.126190185546875,0.0,0.0,8.0,01-31,-2.06546105278863
