,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,ups,downs,avg
01-02,1.8018000602490387,0.0,0.0,0.0,0.0,0.0,-12.962961123313507,0.0,1.999998092651356,0.0,12.962966642261877,3.0,8.0,0.345618515622615
01-03,1.8018000602490387,0.0,0.0,12.698410145429659,-4.347821861674596,0.0,-12.962961123313507,0.0,15.51723730408183,0.0,12.962966642261877,4.0,7.0,2.3336028333667547
01-04,1.8018000602490387,0.0,0.0,12.698410145429659,-4.347821861674596,0.0,-12.962961123313507,0.0,8.620691958562439,0.0,9.259261098908706,4.0,7.0,1.3699436616510674
01-05,1.8018000602490387,0.0,0.0,12.698410145429659,-4.347821861674596,0.0,-12.962961123313507,0.0,13.793100967701989,0.0,9.259261098908706,4.0,7.0,1.8401626624819356
01-06,0.0,0.0,0.0,12.698410145429659,-4.347821861674596,0.0,-12.962961123313507,0.0,13.793100967701989,0.0,7.547163021186405,3.0,8.0,1.5207173772118134
01-07,0.0,0.0,0.0,9.836065733954968,-4.347821861674596,0.0,-12.962961123313507,0.0,9.090911061310528,0.0,7.547163021186405,3.0,8.0,0.8330324392239817
01-08,0.0,0.0,0.0,9.836065733954968,0.0,0.0,0.0,0.0,9.090911061310528,0.0,5.769225478877478,3.0,8.0,2.245109297649361
01-09,0.0,0.0,0.0,24.657534582124093,0.0,0.0,0.0,0.0,5.660372265889812,0.0,5.769225478877478,3.0,8.0,3.2806483933537622
01-10,0.0,0.0,0.0,20.28985306936711,0.0,0.0,0.0,0.0,5.660372265889812,0.0,5.769225478877478,3.0,8.0,2.8835864376485816
01-11,0.0,0.0,0.0,20.28985306936711,0.0,0.0,0.0,0.0,5.660372265889812,0.0,5.769225478877478,3.0,8.0,2.8835864376485816
01-12,0.0,0.0,0.0,20.28985306936711,0.0,0.0,0.0,0.0,5.660372265889812,0.0,1.999998092651356,3.0,8.0,2.5409294025371163
01-13,0.0,0.0,0.0,20.28985306936711,0.0,0.0,0.0,0.0,-9.433965022643019,0.0,1.999998092651356,2.0,9.0,1.1687169217614042
01-14,0.0,0.0,0.0,20.28985306936711,0.0,0.0,0.0,0.0,-11.538462420187086,0.0,1.999998092651356,2.0,9.0,0.9773989765301253
01-15,0.0,0.0,0.0,20.28985306936711,0.0,0.0,0.0,0.0,-20.833332557231156,15.217395952157942,-8.000004291534424,2.0,9.0,0.6067192884326791
01-16,0.0,0.0,0.0,8.695652549493667,0.0,0.0,0.0,0.0,-20.833332557231156,15.217395952157942,-5.999994277954102,2.0,9.0,-0.26547984850305895
01-17,0.0,0.0,0.0,11.594200519873441,0.0,0.0,0.0,0.0,-20.833332557231156,15.217395952157942,-5.999994277954102,2.0,9.0,-0.0019754875594431617
01-18,0.0,0.0,0.0,11.594200519873441,0.0,0.0,0.0,0.0,-14.583338377997379,15.217395952157942,-3.9999961853027344,2.0,9.0,0.7480238098846609
01-19,0.0,0.0,0.0,-5.797104579113893,0.0,0.0,0.0,0.0,-14.583338377997379,15.217395952157942,-10.638294094771258,1.0,10.0,-1.436485554520417
01-20,-35.36585658380918,0.0,0.0,-5.797104579113893,0.0,0.0,0.0,0.0,-10.41666317420692,15.217395952157942,-10.638294094771258,1.0,10.0,-4.272774770885755
01-21,-35.36585658380918,0.0,0.0,-5.797104579113893,6.122449103716458,0.0,0.0,0.0,-10.41666317420692,22.00000286102294,-15.555554378179826,2.0,9.0,-3.5466115227791293
01-22,-35.36585658380918,0.0,0.0,3.9473647060816504,6.122449103716458,0.0,0.0,0.0,-17.77777453999452,22.00000286102294,-15.555554378179826,3.0,8.0,-3.329942621014771
01-23,-35.36585658380918,0.0,0.0,9.210525490240366,6.122449103716458,0.0,0.0,0.0,-17.77777453999452,22.00000286102294,-11.111114054550438,3.0,8.0,-2.447433429397671
01-24,-35.36585658380918,-21.052635293918364,0.0,9.210525490240366,6.122449103716458,0.0,0.0,0.0,-10.41666317420692,22.00000286102294,-11.111114054550438,3.0,8.0,-3.692117422864104
01-25,-35.36585658380918,-17.94872441470529,0.0,9.210525490240366,6.122449103716458,12.765957986461249,0.0,0.0,-8.333331781128996,22.00000286102294,-11.111114054550438,4.0,7.0,-2.0600083084320815
01-26,-35.36585658380918,-17.94872441470529,0.0,9.210525490240366,6.122449103716458,10.86956761171774,0.0,0.0,0.0,7.999998331069936,-6.3829789932306245,4.0,7.0,-2.317729041363691
01-27,-35.36585658380918,-17.94872441470529,0.0,9.210525490240366,6.122449103716458,10.86956761171774,0.0,0.0,0.0,7.999998331069936,-6.3829789932306245,4.0,7.0,-2.317729041363691
01-28,-35.36585658380918,-17.94872441470529,0.0,9.210525490240366,6.122449103716458,10.86956761171774,1.8181800448205245,0.0,0.0,7.999998331069936,-6.3829789932306245,5.0,6.0,-2.1524399463800066
01-29,-35.36585658380918,-17.94872441470529,0.0,9.210525490240366,6.122449103716458,10.86956761171774,1.8181800448205245,0.0,-4.347821861674596,7.999998331069936,-6.3829789932306245,5.0,6.0,-2.5476964792595154
01-30,-35.36585658380918,-17.94872441470529,0.0,9.210525490240366,6.122449103716458,10.86956761171774,1.8181800448205245,0.0,-4.347821861674596,7.999998331069936,0.0,5.0,6.0,-1.9674256616930952
01-31,-35.36585658380918,-17.94872441470529,0.0,9.210525490240366,6.122449103716458,10.86956761171774,1.8181800448205245,0.0,-4.347821861674596,7.999998331069936,0.0,5.0,6.0,-1.9674256616930952
02-01,-35.36585658380918,-21.052635293918364,0.0,9.210525490240366,0.0,10.86956761171774,1.8181800448205245,0.0,-4.347821861674596,0.0,4.255321442460307,4.0,7.0,-3.146610831833019
02-02,0.0,-21.052635293918364,0.0,0.0,0.0,10.86956761171774,1.8181800448205245,0.0,2.173917409602929,0.0,4.255321442460307,4.0,7.0,-0.17596807139244222
02-03,0.0,-21.052635293918364,0.0,0.0,0.0,10.86956761171774,1.8181800448205245,0.0,2.173917409602929,0.0,4.255321442460307,4.0,7.0,-0.17596807139244222
02-04,0.0,0.0,0.0,0.0,0.0,10.86956761171774,1.8181800448205245,0.0,2.173917409602929,0.0,4.255321442460307,4.0,7.0,1.7379078644183181
02-05,0.0,-2.631576470721115,0.0,0.0,0.0,-2.1739109308372857,1.8181800448205245,0.0,0.0,0.0,4.255321442460307,2.0,9.0,0.11527400779294826
02-06,0.0,-2.631576470721115,0.0,0.0,0.0,0.0,1.8181800448205245,0.0,-6.666667108182578,-2.0408143405366443,18.965515115173133,2.0,9.0,0.8586033855048473
02-07,0.0,-2.631576470721115,0.0,0.0,0.0,0.0,1.8181800448205245,0.0,-6.666667108182578,-2.0408143405366443,18.965515115173133,2.0,9.0,0.8586033855048473
02-08,0.0,-2.631576470721115,0.0,0.0,0.0,0.0,1.8181800448205245,0.0,-6.666667108182578,-2.0408143405366443,18.965515115173133,2.0,9.0,0.8586033855048473
02-09,0.0,-2.631576470721115,0.0,0.0,0.0,0.0,1.8181800448205245,0.0,-2.22222678455319,-2.0408143405366443,16.071429141626066,2.0,9.0,0.9995446900577855
02-10,0.0,-2.631576470721115,0.0,0.0,0.0,0.0,0.0,0.0,-2.22222678455319,-2.0408143405366443,16.071429141626066,1.0,10.0,0.8342555950741015
02-11,0.0,-2.631576470721115,0.0,-1.3333320617675781,0.0,0.0,0.0,0.0,-2.22222678455319,-2.0408143405366443,16.071429141626066,1.0,10.0,0.7130435894588671
02-12,0.0,0.0,0.0,-1.3333320617675781,0.0,0.0,0.0,0.0,-2.22222678455319,3.8461503192516595,16.071429141626066,2.0,9.0,1.487456419505178
02-13,0.0,0.0,0.0,-1.3333320617675781,0.0,0.0,0.0,0.0,0.0,-6.3829789932306245,16.071429141626066,1.0,10.0,0.7595561896934421
02-14,0.0,0.0,0.0,-1.3333320617675781,0.0,0.0,0.0,0.0,0.0,-6.3829789932306245,16.071429141626066,1.0,10.0,0.7595561896934421
02-15,0.0,0.0,0.0,-1.3333320617675781,0.0,0.0,0.0,0.0,2.173917409602929,-6.3829789932306245,16.071429141626066,2.0,9.0,0.9571850451118902
02-16,0.0,0.0,0.0,-1.3333320617675781,-8.888893892735755,0.0,0.0,0.0,2.173917409602929,-4.255321442460319,14.545456614376054,2.0,9.0,0.20380242063775728
02-17,0.0,0.0,0.0,-1.3333320617675781,-8.888893892735755,0.0,1.785712575121809,0.0,2.173917409602929,-4.255321442460319,14.545456614376054,3.0,8.0,0.36613992746701274
02-18,0.0,0.0,0.0,-1.3333320617675781,-8.888893892735755,0.0,1.785712575121809,0.0,2.173917409602929,-4.255321442460319,14.545456614376054,3.0,8.0,0.36613992746701274
02-19,0.0,0.0,0.0,-1.3333320617675781,-8.888893892735755,0.0,1.785712575121809,0.0,2.173917409602929,-4.255321442460319,-5.454540134461573,2.0,9.0,-1.4520415951545897
02-20,0.0,0.0,0.0,-1.3333320617675781,-8.888893892735755,0.0,1.785712575121809,0.0,2.173917409602929,-4.255321442460319,-1.8181800448205245,2.0,9.0,-1.1214634051872217
02-21,0.0,0.0,0.0,-1.3333320617675781,-8.888893892735755,0.0,1.785712575121809,0.0,2.173917409602929,-4.255321442460319,-1.8181800448205245,2.0,9.0,-1.1214634051872217
02-22,0.0,0.0,0.0,0.0,-8.888893892735755,0.0,1.785712575121809,0.0,2.173917409602929,-4.255321442460319,-1.8181800448205245,2.0,9.0,-1.0002513995719875
02-23,0.0,0.0,0.0,0.0,-8.888893892735755,0.0,1.785712575121809,-4.255321442460319,2.173917409602929,-10.638294094771258,-1.8181800448205245,2.0,9.0,-1.9673690445511929
02-24,0.0,0.0,0.0,0.0,-8.888893892735755,0.0,1.785712575121809,-4.255321442460319,0.0,7.1428609441737585,-1.8181800448205245,2.0,9.0,-0.5485292600655484
02-25,0.0,0.0,0.0,0.0,-11.363639134513473,0.0,1.785712575121809,-4.255321442460319,7.999998331069936,5.454550971669479,-1.8181800448205245,3.0,8.0,-0.1997162494484631
02-26,0.0,0.0,0.0,0.0,-11.363639134513473,0.0,1.785712575121809,-4.255321442460319,7.999998331069936,14.545456614376054,-5.66038351204981,3.0,8.0,0.27743849377674495
02-27,0.0,0.0,0.0,0.0,-2.272725117600642,0.0,1.785712575121809,-4.255321442460319,6.122449103716458,14.545456614376054,-3.7735927567532066,3.0,8.0,1.104725361490923
02-28,0.0,0.0,0.0,0.0,-2.272725117600642,0.0,1.785712575121809,-4.255321442460319,6.122449103716458,14.545456614376054,-3.7735927567532066,3.0,8.0,1.104725361490923
02-29,0.0,0.0,0.0,0.0,0.0,0.0,1.785712575121809,0.0,0.0,0.0,-3.7735927567532066,1.0,2.0,-0.18071638014830887
03-01,0.0,0.0,0.0,0.0,-2.272725117600642,0.0,0.0,-4.255321442460319,6.122449103716458,14.545456614376054,-3.7735927567532066,2.0,9.0,0.9423878546616677
03-02,0.0,0.0,0.0,0.0,-2.272725117600642,0.0,0.0,-4.255321442460319,6.122449103716458,14.545456614376054,-10.000002384185791,2.0,9.0,0.37635061580416007
03-03,0.0,0.0,0.0,0.0,-2.272725117600642,0.0,0.0,-4.255321442460319,6.122449103716458,14.545456614376054,-22.222228109100875,2.0,9.0,-0.7347608137335748
03-04,0.0,0.0,0.0,0.0,-2.272725117600642,0.0,0.0,-4.255321442460319,6.122449103716458,14.545456614376054,-22.222228109100875,2.0,9.0,-0.7347608137335748
03-05,0.0,0.0,0.0,0.0,-12.499995343387196,34.285711974513724,0.0,-4.255321442460319,6.122449103716458,14.545456614376054,-37.50000093132256,3.0,8.0,0.06348181594874157
03-06,0.0,0.0,0.0,0.0,-12.499995343387196,34.285711974513724,0.0,-2.083337601895229,6.122449103716458,12.962966642261877,-37.50000093132256,3.0,8.0,0.11707216762609753
03-07,0.0,-31.03448488482689,0.0,0.0,-12.499995343387196,34.285711974513724,0.0,-2.083337601895229,0.0,5.084741139541855,-37.50000093132256,2.0,9.0,-3.9770332406705724
03-08,0.0,-31.03448488482689,0.0,0.0,-9.999997764825855,34.285711974513724,0.0,2.0833313930779376,-8.695650202114798,6.779654852722472,-37.50000093132256,3.0,8.0,-4.007403232979634
03-09,0.0,-31.03448488482689,0.0,0.0,-9.999997764825855,38.666665554046624,0.0,2.0833313930779376,-8.695650202114798,6.779654852722472,-41.02564925507944,3.0,8.0,-3.9296482097272687
03-10,0.0,-15.151509130844202,0.0,0.0,-9.999997764825855,38.666665554046624,0.0,2.0833313930779376,-6.521739271277513,6.779654852722472,-35.897433546167754,3.0,8.0,-1.8219116284789356
03-11,0.0,-15.151509130844202,0.0,0.0,-9.999997764825855,38.666665554046624,0.0,2.0833313930779376,-6.521739271277513,6.779654852722472,-35.897433546167754,3.0,8.0,-1.8219116284789356
