symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
RYOYF,Ryoyo Electro Corp,$8.76 ,True,,No data fetched for symbol RYOYF using YahooDailyReader,,,,,,,,,
RYOTF,Ryoden Corp,$6.37 ,True,,No data fetched for symbol RYOTF using YahooDailyReader,,,,,,,,,
RPMGF,Rye Patch Gold Corp,$0.83 ,True,,No data fetched for symbol RPMGF using YahooDailyReader,,,,,,,,,
RWSHF,RWS Holdings PLC,$2.00 ,True,,No data fetched for symbol RWSHF using YahooDailyReader,,,,,,,,,
RWNEF,RWE AG,$25.35 ,True,,No data fetched for symbol RWNEF using YahooDailyReader,,,,,,,,,
RVUE,RVUE Holdings Inc,$0.01 ,True,,'Date',,,,,,,,,
RUSPF,RusPetro PLC,$0.26 ,True,,No data fetched for symbol RUSPF using YahooDailyReader,,,,,,,,,
REXEF,Rush Exploration Inc,$20.00 ,True,,No data fetched for symbol REXEF using YahooDailyReader,,,,,,,,,
RUSFF,RusForest AB,$0.16 ,True,,No data fetched for symbol RUSFF using YahooDailyReader,,,,,,,,,
RKUS,Ruckus Wireless Inc,$12.87 ,True,,'Date',,,,,,,,,
RBCF,Rubicon Financial Inc,$0.03 ,True,,'Date',,,,,,,,,
RUBR,Rubber Research Elastomerics Inc,$0.01 ,True,,'Date',,,,,,,,,
RSHCQ,RS Legacy Corp,$0.02 ,True,,'Date',,,,,,,,,
RRM,RR Media Ltd,$13.05 ,True,,'Date',,,,,,,,,
RPHL,RPHL Acquisition Corp,$0.01 ,True,,'Date',,,,,,,,,
RPCGY,RPC Group PLC,$19.55 ,True,,No data fetched for symbol RPCGY using YahooDailyReader,,,,,,,,,
RPCGF,RPC Group PLC,$10.40 ,True,,No data fetched for symbol RPCGF using YahooDailyReader,,,,,,,,,
ROGP,Royale Globe Holding Inc,$1.00 ,True,,'Date',,,,,,,,,
RIIC,Royal Invest International Corp,$0.01 ,True,,'Date',,,,,,,,,
IMTEF,Royal Imtech NV,$0.01 ,True,,'Date',,,,,,,,,
RDS.B,Royal Dutch Shell PLC,$31.22 ,True,,'Date',,,,,,,,,
RDS.A,Royal Dutch Shell PLC,$32.99 ,True,,'Date',,,,,,,,,
RBPAB,Royal Bancshares of Pennsylvania Inc,$4.75 ,True,,No data fetched for symbol RBPAB using YahooDailyReader,,,,,,,,,
RBPAA,Royal Bancshares of Pennsylvania Inc,$4.52 ,True,,'Date',,,,,,,,,
RYAV,Royal Alliance Ventures Corp,$0.10 ,True,,No data fetched for symbol RYAV using YahooDailyReader,,,,,,,,,
RDC,Rowan Companies PLC,$10.93 ,True,,No data fetched for symbol RDC using YahooDailyReader,,,,,,,,,
ROVVF,Rovio Entertainment Corp,$4.64 ,True,,No data fetched for symbol ROVVF using YahooDailyReader,,,,,,,,,
RSE,Rouse Properties Inc,$18.27 ,True,,'Date',,,,,,,,,
RNDY,Roundys Inc,$3.60 ,True,,'Date',,,,,,,,,
RTBC,Rotoblock Corp,$0.01 ,True,,'Date',,,,,,,,,
ROTGF,Rotary Engineering Ltd,$0.74 ,True,,No data fetched for symbol ROTGF using YahooDailyReader,,,,,,,,,
ROTGY,Rotary Engineering Ltd,$9.29 ,True,,No data fetched for symbol ROTGY using YahooDailyReader,,,,,,,,,
ROSMF,Rostelecom PJSC,$0.83 ,True,,'Date',,,,,,,,,
RSRZF,Rossi Residencial SA,$0.96 ,True,,No data fetched for symbol RSRZF using YahooDailyReader,,,,,,,,,
