symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
NTI,Northern Tier Energy LP,$21.15 ,True,,'Date',,,,,,,,,
LBEFF,Northern Sun Mining Corp,$0.03 ,True,,No data fetched for symbol LBEFF using YahooDailyReader,,,,,,,,,
NGOOB,Northern Growers LLC,$1.42 ,True,,No data fetched for symbol NGOOB using YahooDailyReader,,,,,,,,,
NGOOL,Northern Growers LLC,$1.35 ,True,,No data fetched for symbol NGOOL using YahooDailyReader,,,,,,,,,
NGOWL,Northern Growers LLC,$1.52 ,True,,No data fetched for symbol NGOWL using YahooDailyReader,,,,,,,,,
PSPGF,Northern Empire Resources Corp,$0.96 ,True,,No data fetched for symbol PSPGF using YahooDailyReader,,,,,,,,,
BIGRF,Northcore Resources Inc,$0.02 ,True,,No data fetched for symbol BIGRF using YahooDailyReader,,,,,,,,,
DIXFF,Northaven Resources Corp,$0.03 ,True,,No data fetched for symbol DIXFF using YahooDailyReader,,,,,,,,,
NAMBF,Northamber PLC,$0.44 ,True,,No data fetched for symbol NAMBF using YahooDailyReader,,,,,,,,,
NORSB,North State Telecommunications Corp,$75.49 ,True,,No data fetched for symbol NORSB using YahooDailyReader,,,,,,,,,
NORSA,North State Telecommunications Corp,$75.75 ,True,,No data fetched for symbol NORSA using YahooDailyReader,,,,,,,,,
RANGF,North Sea Energy Inc,$0.02 ,True,,'Date',,,,,,,,,
PALDF,North American Palladium Ltd,$14.98 ,True,,No data fetched for symbol PALDF using YahooDailyReader,,,,,,,,,
NTK,Nortek Inc,$85.94 ,True,,'Date',,,,,,,,,
NSAT,Norsat International Inc,$11.50 ,True,,'Date',,,,,,,,,
NKOKF,Noritsu Koki Co Ltd,$6.51 ,True,,No data fetched for symbol NKOKF using YahooDailyReader,,,,,,,,,
NRDVY,Nord Gold SE,$3.44 ,True,,No data fetched for symbol NRDVY using YahooDailyReader,,,,,,,,,
NORD,Nord Anglia Education Inc,$32.57 ,True,,'Date',,,,,,,,,
NURAF,Nomura Research Institute Ltd,$47.90 ,True,,No data fetched for symbol NURAF using YahooDailyReader,,,,,,,,,
NMUCF,NOMURA Co Ltd,$5.50 ,True,,No data fetched for symbol NMUCF using YahooDailyReader,,,,,,,,,
NNOKF,NOK Corp,$16.25 ,True,,No data fetched for symbol NNOKF using YahooDailyReader,,,,,,,,,
NODAF,Noda Corp,$13.72 ,True,,No data fetched for symbol NODAF using YahooDailyReader,,,,,,,,,
TXDSF,Noble Iron Inc,$0.13 ,True,,No data fetched for symbol TXDSF using YahooDailyReader,,,,,,,,,
NBNVF,Nobina AB,$0.37 ,True,,No data fetched for symbol NBNVF using YahooDailyReader,,,,,,,,,
NBIAY,Nobia AB,$39.79 ,True,,No data fetched for symbol NBIAY using YahooDailyReader,,,,,,,,,
NBHGF,Nobel Biocare Holding AG,$18.25 ,True,,No data fetched for symbol NBHGF using YahooDailyReader,,,,,,,,,
NKWEY,Nkwe Platinum Ltd,$0.73 ,True,,No data fetched for symbol NKWEY using YahooDailyReader,,,,,,,,,
NRKBF,NKT Holding A/S,$63.85 ,True,,No data fetched for symbol NRKBF using YahooDailyReader,,,,,,,,,
NIUS,Niusule Bio-Pharmaceutical Corp,$0.02 ,True,,'Date',,,,,,,,,
NELEF,Nitto Kogyo Corp,$16.00 ,True,,No data fetched for symbol NELEF using YahooDailyReader,,,,,,,,,
NTFCF,Nitto FC Co Ltd,$5.35 ,True,,No data fetched for symbol NTFCF using YahooDailyReader,,,,,,,,,
NBCLF,Nitto Boseki Co Ltd,$1.13 ,True,,No data fetched for symbol NBCLF using YahooDailyReader,,,,,,,,,
NFPDF,Nissin Foods Holdings Co Ltd,$66.00 ,True,,No data fetched for symbol NFPDF using YahooDailyReader,,,,,,,,,
NSHBF,Nisshinbo Holdings Inc,$9.50 ,True,,No data fetched for symbol NSHBF using YahooDailyReader,,,,,,,,,
NSOMF,Nisshin Oillio Group Ltd,$4.95 ,True,,'Date',,,,,,,,,
NNCHF,Nissan Chemical Corp,$15.00 ,True,,'Date',,,,,,,,,
NKA,Niska Gas Storage Partners LLC,$4.21 ,True,,'Date',,,,,,,,,
NHHPF,Nishi-Nippon Financial Holdings Inc,$6.65 ,True,,No data fetched for symbol NHHPF using YahooDailyReader,,,,,,,,,
NPRRF,Nipro Corp,$8.56 ,True,,No data fetched for symbol NPRRF using YahooDailyReader,,,,,,,,,
NISUY,Nippon Suisan Kaisha Ltd,$66.47 ,True,,No data fetched for symbol NISUY using YahooDailyReader,,,,,,,,,
NPPSF,Nippon Sharyo Ltd,$29.10 ,True,,No data fetched for symbol NPPSF using YahooDailyReader,,,,,,,,,
NPEXF,Nippon Express Co Ltd,$55.20 ,True,,No data fetched for symbol NPEXF using YahooDailyReader,,,,,,,,,
NOXGF,Niogold Mining Corp,$0.33 ,True,,'Date',,,,,,,,,
NNMTF,Nine Entertainment Co. Holdings Ltd,$0.79 ,True,,No data fetched for symbol NNMTF using YahooDailyReader,,,,,,,,,
NMBL,Nimble Storage Inc,$12.49 ,True,,'Date',,,,,,,,,
GRNDF,Nimble Holdings Co Ltd,$0.06 ,True,,No data fetched for symbol GRNDF using YahooDailyReader,,,,,,,,,
NIPKF,NIKKON Holdings Co Ltd,$11.53 ,True,,No data fetched for symbol NIPKF using YahooDailyReader,,,,,,,,,
NITE,Nightstar Therapeutics PLC,$25.41 ,True,,No data fetched for symbol NITE using YahooDailyReader,,,,,,,,,
NHEGY,Nighthawk Energy PLC,$0.01 ,True,,No data fetched for symbol NHEGY using YahooDailyReader,,,,,,,,,
NIDOY,Nido Petroleum Ltd,$24.95 ,True,,No data fetched for symbol NIDOY using YahooDailyReader,,,,,,,,,
NIDOF,Nido Petroleum Ltd,$0.03 ,True,,'Date',,,,,,,,,
NIKAY,Nickel Asia Corp,$24.95 ,True,,No data fetched for symbol NIKAY using YahooDailyReader,,,,,,,,,
NIBA,NI Bancshares Corp,$66.00 ,True,,'Date',,,,,,,,,
NHFOF,NH Foods Ltd,$32.50 ,True,,No data fetched for symbol NHFOF using YahooDailyReader,,,,,,,,,
NGELY,NGE Capital Ltd,$0.45 ,True,,No data fetched for symbol NGELY using YahooDailyReader,,,,,,,,,
NVET,Nexvet Biopharma PLC,$6.72 ,True,,'Date',,,,,,,,,
GPNE,Next Graphite Inc,$0.01 ,True,,No data fetched for symbol GPNE using YahooDailyReader,,,,,,,,,
NNXXY,Nexity SA,$9.20 ,True,,No data fetched for symbol NNXXY using YahooDailyReader,,,,,,,,,
NXEO,Nexeo Solutions Inc,$9.93 ,True,,No data fetched for symbol NXEO using YahooDailyReader,,,,,,,,,
NEXGY,NEX Group PLC,$27.75 ,True,,No data fetched for symbol NEXGY using YahooDailyReader,,,,,,,,,
NXGRF,NEX Group PLC,$13.90 ,True,,No data fetched for symbol NXGRF using YahooDailyReader,,,,,,,,,
NWKRF,Newstrike Brands Ltd,$0.42 ,True,,No data fetched for symbol NWKRF using YahooDailyReader,,,,,,,,,
NWTLY,Newsat Ltd,$9.54 ,True,,No data fetched for symbol NWTLY using YahooDailyReader,,,,,,,,,
NWTLQ,Newsat Ltd,$0.16 ,True,,No data fetched for symbol NWTLQ using YahooDailyReader,,,,,,,,,
NWCM,News Communications Inc,$77.50 ,True,,No data fetched for symbol NWCM using YahooDailyReader,,,,,,,,,
NEWP,Newport Corp,$22.99 ,True,,'Date',,,,,,,,,
NOCEF,NewOcean Energy Holdings Ltd,$0.22 ,True,,No data fetched for symbol NOCEF using YahooDailyReader,,,,,,,,,
NWMT,NewMarket Technology Inc,$1.20 ,True,,'Date',,,,,,,,,
NMKTF,Newmarket Gold Inc,$6.30 ,True,,No data fetched for symbol NMKTF using YahooDailyReader,,,,,,,,,
NFBP,Newfield Bancorp Inc,$0.10 ,True,,No data fetched for symbol NFBP using YahooDailyReader,,,,,,,,,
NDMN,NewDominion Bank,$1.11 ,True,,No data fetched for symbol NDMN using YahooDailyReader,,,,,,,,,
CTMQF,NewCastle Gold Ltd,$0.63 ,True,,No data fetched for symbol CTMQF using YahooDailyReader,,,,,,,,,
NBBC,NewBridge Bancorp,$10.93 ,True,,'Date',,,,,,,,,
NWYEF,Neways Electronics International NV,$3.10 ,True,,'Date',,,,,,,,,
NWLTF,Newalta Corp,$0.96 ,True,,No data fetched for symbol NWLTF using YahooDailyReader,,,,,,,,,
NZRFY,New Zealand Refining Co Ltd,$3.68 ,True,,No data fetched for symbol NZRFY using YahooDailyReader,,,,,,,,,
NZEOY,New Zealand Oil & Gas Ltd,$1.75 ,True,,No data fetched for symbol NZEOY using YahooDailyReader,,,,,,,,,
NYTAB,New York Times Co,$18.20 ,True,,No data fetched for symbol NYTAB using YahooDailyReader,,,,,,,,,
NDEPF,New World Department Store China Ltd,$0.14 ,True,,No data fetched for symbol NDEPF using YahooDailyReader,,,,,,,,,
NWID,New Windsor Bancorp Inc,$31.39 ,True,,'Date',,,,,,,,,
NTIHF,New Toyo International Holdings Ltd,$0.21 ,True,,No data fetched for symbol NTIHF using YahooDailyReader,,,,,,,,,
RDRIF,New Stratus Energy Inc,$0.10 ,True,,No data fetched for symbol RDRIF using YahooDailyReader,,,,,,,,,
NWBN,New Resource Bank CA,$5.50 ,True,,'Date',,,,,,,,,
NRBC,New Resource Bancorp,$8.75 ,True,,No data fetched for symbol NRBC using YahooDailyReader,,,,,,,,,
NMNB,New Millennium Bank,$3.90 ,True,,'Date',,,,,,,,,
NBPOF,New Britain Palm Oil Ltd,$10.25 ,True,,No data fetched for symbol NBPOF using YahooDailyReader,,,,,,,,,
NSU,Nevsun Resources Ltd,$4.44 ,True,,No data fetched for symbol NSU using YahooDailyReader,,,,,,,,,
NEVE,Nevo Energy Inc,$0.01 ,True,,No data fetched for symbol NEVE using YahooDailyReader,,,,,,,,,
NSR,NeuStar Inc,$33.50 ,True,,'Date',,,,,,,,,
NGSX,NeurogesX Inc,$0.01 ,True,,'Date',,,,,,,,,
NDRM,NeuroDerm Ltd,$38.85 ,True,,'Date',,,,,,,,,
N,NetSuite Inc,$90.34 ,True,,'Date',,,,,,,,,
NETS,Netshoes (Cayman) Ltd,$3.70 ,True,,No data fetched for symbol NETS using YahooDailyReader,,,,,,,,,
NTIAF,Netia SA,$1.70 ,True,,No data fetched for symbol NTIAF using YahooDailyReader,,,,,,,,,
NDWTF,NetDragon Websoft Inc,$0.46 ,True,,No data fetched for symbol NDWTF using YahooDailyReader,,,,,,,,,
NETDY,NetDimensions (Holdings) Ltd,$5.37 ,True,,'Date',,,,,,,,,
NDHLF,NetDimensions (Holdings) Ltd,$0.62 ,True,,No data fetched for symbol NDHLF using YahooDailyReader,,,,,,,,,
NCLZF,NetComm Wireless Ltd,$0.74 ,True,,No data fetched for symbol NCLZF using YahooDailyReader,,,,,,,,,
NONEY,Net One Systems Co Ltd,$51.70 ,True,,No data fetched for symbol NONEY using YahooDailyReader,,,,,,,,,
NCERF,Nesscap Energy Inc,$0.02 ,True,,No data fetched for symbol NCERF using YahooDailyReader,,,,,,,,,
NPTOY,Neptune Orient Lines Ltd,$3.68 ,True,,'Date',,,,,,,,,
NPTOF,Neptune Orient Lines Ltd,$0.95 ,True,,'Date',,,,,,,,,
NTGN,Neon Therapeutics Inc,$3.07 ,True,,No data fetched for symbol NTGN using YahooDailyReader,,,,,,,,,
NNHLF,Neo-Neon Holdings Ltd,$0.10 ,True,,No data fetched for symbol NNHLF using YahooDailyReader,,,,,,,,,
MCPIQ,Neo Performance Materials,$0.03 ,True,,'Date',,,,,,,,,
NNEMF,NEMI Northern Energy & Mining Inc,$0.54 ,True,,'Date',,,,,,,,,
CDNZF,Nelly Group AB,$2.50 ,True,,No data fetched for symbol CDNZF using YahooDailyReader,,,,,,,,,
MXCYY,Neles Corp,$7.78 ,True,,No data fetched for symbol MXCYY using YahooDailyReader,,,,,,,,,
NKKRF,Nekkar ASA,$0.28 ,True,,No data fetched for symbol NKKRF using YahooDailyReader,,,,,,,,,
NEFF,Neff Corp,$25.00 ,True,,'Date',,,,,,,,,
NNHE,Neenah Enterprises Inc,$1.95 ,True,,No data fetched for symbol NNHE using YahooDailyReader,,,,,,,,,
NDDLF,Nedap NV,$55.09 ,True,,No data fetched for symbol NDDLF using YahooDailyReader,,,,,,,,,
NEBU,Nebula Acquisition Corp,$13.75 ,True,,No data fetched for symbol NEBU using YahooDailyReader,,,,,,,,,
NEBUF,Nebu Resources Inc,$0.01 ,True,,No data fetched for symbol NEBUF using YahooDailyReader,,,,,,,,,
NCSCF,NCsoft Corp,$135.96 ,True,,No data fetched for symbol NCSCF using YahooDailyReader,,,,,,,,,
NCIT,NCI Inc,$20.00 ,True,,'Date',,,,,,,,,
NCCBF,NCC AB,$30.95 ,True,,No data fetched for symbol NCCBF using YahooDailyReader,,,,,,,,,
NAVG,Navigators Group Inc,$69.96 ,True,,No data fetched for symbol NAVG using YahooDailyReader,,,,,,,,,
NCI,Navigant Consulting Inc,$27.99 ,True,,No data fetched for symbol NCI using YahooDailyReader,,,,,,,,,
GBEYF,Nautilus Marine Services PLC,$0.01 ,True,,No data fetched for symbol GBEYF using YahooDailyReader,,,,,,,,,
NVSL,Naugatuck Valley Financial Corp,$10.95 ,True,,'Date',,,,,,,,,
NTUXY,Naturex SA,$10.22 ,True,,No data fetched for symbol NTUXY using YahooDailyReader,,,,,,,,,
NTUXF,Naturex SA,$73.70 ,True,,No data fetched for symbol NTUXF using YahooDailyReader,,,,,,,,,
NTRHF,Nature Group PLC,$0.14 ,True,,No data fetched for symbol NTRHF using YahooDailyReader,,,,,,,,,
NCBF,Nature Coast Bank Cry Rv,$6.16 ,True,,'Date',,,,,,,,,
NUACF,Natura Cosmeticos SA,$8.27 ,True,,No data fetched for symbol NUACF using YahooDailyReader,,,,,,,,,
NATOF,Natoco Co Ltd,$7.55 ,True,,No data fetched for symbol NATOF using YahooDailyReader,,,,,,,,,
NAGP,Native American Energy Group Inc,$0.18 ,True,,'Date',,,,,,,,,
NMNX,NationsMark Nexgen,$22.00 ,True,,No data fetched for symbol NMNX using YahooDailyReader,,,,,,,,,
NTXCZ,National Tax Credit Partners LP,$10.00 ,True,,No data fetched for symbol NTXCZ using YahooDailyReader,,,,,,,,,
NSLM,National Silver Lead Mining Co,$0.05 ,True,,No data fetched for symbol NSLM using YahooDailyReader,,,,,,,,,
NPBC,National Penn Bancshares Inc,$10.72 ,True,,'Date',,,,,,,,,
NIVM,National Investment Managers Inc,$0.02 ,True,,'Date',,,,,,,,,
NATL,National Interstate Corp,$32.51 ,True,,'Date',,,,,,,,,
NELHF,National Electronics Holdings Ltd,$0.13 ,True,,No data fetched for symbol NELHF using YahooDailyReader,,,,,,,,,
NABA,National Bancshares Inc,$7.00 ,True,,No data fetched for symbol NABA using YahooDailyReader,,,,,,,,,
NAEX,National Art Exchange Inc,$500.00 ,True,,No data fetched for symbol NAEX using YahooDailyReader,,,,,,,,,
CVTPF,NAPEC Inc,$1.55 ,True,,No data fetched for symbol CVTPF using YahooDailyReader,,,,,,,,,
NNSNF,Nansin Co Ltd,$3.20 ,True,,No data fetched for symbol NNSNF using YahooDailyReader,,,,,,,,,
NSPH,Nanosphere Inc,$1.69 ,True,,'Date',,,,,,,,,
NGTTF,Nanogate SE,$35.00 ,True,,No data fetched for symbol NGTTF using YahooDailyReader,,,,,,,,,
NNMNF,Nano Dimension Ltd,$0.51 ,True,,No data fetched for symbol NNMNF using YahooDailyReader,,,,,,,,,
NNKWF,Nankai Plywood Co Ltd,$3.43 ,True,,No data fetched for symbol NNKWF using YahooDailyReader,,,,,,,,,
NMRSF,Namura Shipbuilding Co Ltd,$2.55 ,True,,No data fetched for symbol NMRSF using YahooDailyReader,,,,,,,,,
NMCTF,Namoi Cotton Ltd,$0.34 ,True,,No data fetched for symbol NMCTF using YahooDailyReader,,,,,,,,,
NCMHF,Nam Cheong Ltd,$0.09 ,True,,No data fetched for symbol NCMHF using YahooDailyReader,,,,,,,,,
NGSCF,Nagase & Co Ltd,$14.65 ,True,,No data fetched for symbol NGSCF using YahooDailyReader,,,,,,,,,
