symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
XXIA,Ixia,$19.65 ,TRUE,,'Date',,,,,,,,,
RGSJY,IWG PLC,$40.50 ,TRUE,,No data fetched for symbol RGSJY using YahooDailyReader,,,,,,,,,
IWCCF,Iwatsuka Confectionery Co Ltd,$32.20 ,TRUE,,No data fetched for symbol IWCCF using YahooDailyReader,,,,,,,,,
IWKCF,Iwaki Co Ltd,$2.25 ,TRUE,,No data fetched for symbol IWKCF using YahooDailyReader,,,,,,,,,
ITTOF,ITOCHU Techno-Solutions Corp,$11.60 ,TRUE,,No data fetched for symbol ITTOF using YahooDailyReader,,,,,,,,,
IACAF,Ithaca Energy Inc,$1.45 ,TRUE,,No data fetched for symbol IACAF using YahooDailyReader,,,,,,,,,
ITSMF,Italmobiliare SpA,$40.15 ,TRUE,,No data fetched for symbol ITSMF using YahooDailyReader,,,,,,,,,
ITAMF,Italcementi SpA,$6.52 ,TRUE,,No data fetched for symbol ITAMF using YahooDailyReader,,,,,,,,,
ITALY,Italcementi SpA,$11.45 ,TRUE,,'Date',,,,,,,,,
ITABF,Italcementi SpA,$11.85 ,TRUE,,No data fetched for symbol ITABF using YahooDailyReader,,,,,,,,,
ISRMF,Isramco Negev 2 LP,$22.00 ,TRUE,,No data fetched for symbol ISRMF using YahooDailyReader,,,,,,,,,
ISRL,Isramco Inc,$121.65 ,TRUE,,No data fetched for symbol ISRL using YahooDailyReader,,,,,,,,,
ISLT,Islet Sciences Inc,$0.01 ,TRUE,,'Date',,,,,,,,,
ISLE,Isle of Capri Casinos Inc,$22.98 ,TRUE,,'Date',,,,,,,,,
IDBP,Island Bancorp Inc,$243.00 ,TRUE,,No data fetched for symbol IDBP using YahooDailyReader,,,,,,,,,
GITEF,Iskandar Waterfront City Bhd,$0.35 ,TRUE,,No data fetched for symbol GITEF using YahooDailyReader,,,,,,,,,
INTYF,ISG PLC,$2.91 ,TRUE,,No data fetched for symbol INTYF using YahooDailyReader,,,,,,,,,
ISBH,Isbre Holding Corp,$0.01 ,TRUE,,No data fetched for symbol ISBH using YahooDailyReader,,,,,,,,,
IFIT,iSatori Inc,$0.02 ,TRUE,,'Date',,,,,,,,,
ISAGY,Isagen SA,$11.72 ,TRUE,,No data fetched for symbol ISAGY using YahooDailyReader,,,,,,,,,
IRBZF,Ironbark Zinc Ltd,$0.05 ,TRUE,,No data fetched for symbol IRBZF using YahooDailyReader,,,,,,,,,
IRKTY,Irkut Corporation,$4.85 ,TRUE,,No data fetched for symbol IRKTY using YahooDailyReader,,,,,,,,,
IRSB,Iris Biotechnologies Inc,$0.04 ,TRUE,,No data fetched for symbol IRSB using YahooDailyReader,,,,,,,,,
IRDEY,Iren SpA,$26.44 ,TRUE,,No data fetched for symbol IRDEY using YahooDailyReader,,,,,,,,,
IRLD,Ireland Inc,$0.10 ,TRUE,,No data fetched for symbol IRLD using YahooDailyReader,,,,,,,,,
UBINF,IQGeo Group PLC,$1.00 ,TRUE,,No data fetched for symbol UBINF using YahooDailyReader,,,,,,,,,
IQEPY,IQE PLC,$53.00 ,TRUE,,No data fetched for symbol IQEPY using YahooDailyReader,,,,,,,,,
IPPQF,Iplayco Corp Ltd,$0.37 ,TRUE,,No data fetched for symbol IPPQF using YahooDailyReader,,,,,,,,,
IPIIF,ipet Insurance Co Ltd,$38.55 ,TRUE,,No data fetched for symbol IPIIF using YahooDailyReader,,,,,,,,,
IPCM,IPC Healthcare Inc,$80.17 ,TRUE,,'Date',,,,,,,,,
IYQT,iPayment Holdings Inc,$0.10 ,TRUE,,No data fetched for symbol IYQT using YahooDailyReader,,,,,,,,,
IOIHF,IOI Properties Group Bhd,$0.33 ,TRUE,,No data fetched for symbol IOIHF using YahooDailyReader,,,,,,,,,
IDPOF,IOG PLC,$0.24 ,TRUE,,No data fetched for symbol IDPOF using YahooDailyReader,,,,,,,,,
IVSBY,Investor AB,$20.00 ,TRUE,,No data fetched for symbol IVSBY using YahooDailyReader,,,,,,,,,
ITG,Investment Technology Group Inc,$30.23 ,TRUE,,No data fetched for symbol ITG using YahooDailyReader,,,,,,,,,
SNAK,Inventure Foods Inc,$4.00 ,TRUE,,'Date',,,,,,,,,
INVN,InvenSense Inc,$12.99 ,TRUE,,'Date',,,,,,,,,
INJJF,Intrum AB,$13.10 ,TRUE,,'Date',,,,,,,,,
ISYRF,Intrinsyc Technologies Corp,$1.34 ,TRUE,,No data fetched for symbol ISYRF using YahooDailyReader,,,,,,,,,
IL,IntraLinks Holdings Inc,$13.01 ,TRUE,,'Date',,,,,,,,,
SHNVF,Intouch Holdings PCL,$1.49 ,TRUE,,No data fetched for symbol SHNVF using YahooDailyReader,,,,,,,,,
INTHY,Intouch Holdings PCL,$6.74 ,TRUE,,No data fetched for symbol INTHY using YahooDailyReader,,,,,,,,,
INTIY,Intime Retail (Group) Co Ltd,$18.70 ,TRUE,,No data fetched for symbol INTIY using YahooDailyReader,,,,,,,,,
INTIF,Intime Retail (Group) Co Ltd,$0.80 ,TRUE,,No data fetched for symbol INTIF using YahooDailyReader,,,,,,,,,
INXN,InterXion Holding NV,$77.41 ,TRUE,,No data fetched for symbol INXN using YahooDailyReader,,,,,,,,,
ITWR,Interworld Corp,$0.08 ,TRUE,,'Date',,,,,,,,,
ITCLF,Interspace Co Ltd,$9.50 ,TRUE,,No data fetched for symbol ITCLF using YahooDailyReader,,,,,,,,,
ISIL,Intersil Corp,$22.49 ,TRUE,,'Date',,,,,,,,,
ISVJY,Interserve PLC,$0.01 ,TRUE,,No data fetched for symbol ISVJY using YahooDailyReader,,,,,,,,,
IRRSF,Interra Resources Ltd,$0.04 ,TRUE,,No data fetched for symbol IRRSF using YahooDailyReader,,,,,,,,,
IRPXF,Interplex Holdings Ltd,$0.54 ,TRUE,,No data fetched for symbol IRPXF using YahooDailyReader,,,,,,,,,
