symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
JVCZF,JVCKenwood Corp,$2.38 ,TRUE,,No data fetched for symbol JVCZF using YahooDailyReader,,,,,,,,,
JUTOF,Jutal Offshore Oil Services Ltd,$0.16 ,TRUE,,No data fetched for symbol JUTOF using YahooDailyReader,,,,,,,,,
JSYSF,Justsystems Corp,$7.55 ,TRUE,,'Date',,,,,,,,,
JSTTY,Just Eat PLC.,$11.10 ,TRUE,,No data fetched for symbol JSTTY using YahooDailyReader,,,,,,,,,
JSTLF,Just Eat PLC.,$11.30 ,TRUE,,No data fetched for symbol JSTLF using YahooDailyReader,,,,,,,,,
CNJG,Jufeel International Group,$130.00 ,TRUE,,No data fetched for symbol CNJG using YahooDailyReader,,,,,,,,,
JBULF,Jubilee Gold Exploration Ltd,$0.33 ,TRUE,,No data fetched for symbol JBULF using YahooDailyReader,,,,,,,,,
JSCPF,JSR Corp,$15.22 ,TRUE,,No data fetched for symbol JSCPF using YahooDailyReader,,,,,,,,,
JSLGY,JSL SA,$58.03 ,TRUE,,No data fetched for symbol JSLGY using YahooDailyReader,,,,,,,,,
JPEI,JPE Inc,$0.01 ,TRUE,,'Date',,,,,,,,,
JPAK,Jpak Group Co Ltd,$0.06 ,TRUE,,'Date',,,,,,,,,
JPEP,JP Energy Partners LP,$9.44 ,TRUE,,'Date',,,,,,,,,
JOYOF,Joyo Bank Ltd,$4.44 ,TRUE,,No data fetched for symbol JOYOF using YahooDailyReader,,,,,,,,,
JOY,Joy Global Inc,$28.30 ,TRUE,,'Date',,,,,,,,,
JMG,Journal Media Group Inc,$12.01 ,TRUE,,'Date',,,,,,,,,
JODRF,Jourdan Resources Inc,$0.04 ,TRUE,,No data fetched for symbol JODRF using YahooDailyReader,,,,,,,,,
JPHNF,Josephine Mining Corp,$0.04 ,TRUE,,No data fetched for symbol JPHNF using YahooDailyReader,,,,,,,,,
JONEQ,Jones Energy Inc,$0.07 ,TRUE,,No data fetched for symbol JONEQ using YahooDailyReader,,,,,,,,,
JHPSF,Johnston Press PLC,$0.59 ,TRUE,,No data fetched for symbol JHPSF using YahooDailyReader,,,,,,,,,
JW.B,John Wiley & Sons Inc,$34.53 ,TRUE,,No data fetched for symbol JW.B using YahooDailyReader,,,,,,,,,
JW.A,John Wiley & Sons Inc,$34.41 ,TRUE,,'Date',,,,,,,,,
JBKHF,Joban Kaihatsu Co Ltd,$3.85 ,TRUE,,No data fetched for symbol JBKHF using YahooDailyReader,,,,,,,,,
JKXOY,JKX Oil & Gas PLC,$9.30 ,TRUE,,No data fetched for symbol JKXOY using YahooDailyReader,,,,,,,,,
JIVE,Jive Software Inc,$5.25 ,TRUE,,'Date',,,,,,,,,
JCTG,Jiucaitong Group Ltd,$2.00 ,TRUE,,No data fetched for symbol JCTG using YahooDailyReader,,,,,,,,,
JST,Jinpan International Ltd,$5.94 ,TRUE,,'Date',,,,,,,,,
JTXMF,Jingwei Textile Machinery Co Ltd,$1.48 ,TRUE,,No data fetched for symbol JTXMF using YahooDailyReader,,,,,,,,,
JYMHF,Jimmy Choo PLC,$2.95 ,TRUE,,No data fetched for symbol JYMHF using YahooDailyReader,,,,,,,,,
DATE,Jiayuan.com International Ltd,$7.49 ,TRUE,,'Date',,,,,,,,,
JNGHF,Jiangnan Group Ltd,$0.07 ,TRUE,,No data fetched for symbol JNGHF using YahooDailyReader,,,,,,,,,
JEMC,JEM Capital Inc,$0.70 ,TRUE,,No data fetched for symbol JEMC using YahooDailyReader,,,,,,,,,
JFBF,Jefferson Bankshares Inc,$15.90 ,TRUE,,No data fetched for symbol JFBF using YahooDailyReader,,,,,,,,,
JDGRY,Jd Group Ltd,$2.92 ,TRUE,,'Date',,,,,,,,,
JCYBF,JCY International Bhd,$0.41 ,TRUE,,No data fetched for symbol JCYBF using YahooDailyReader,,,,,,,,,
JBSAF,JBS SA,$1.76 ,TRUE,,No data fetched for symbol JBSAF using YahooDailyReader,,,,,,,,,
JMI,JAVELIN Mortgage Investment Corp,$7.18 ,TRUE,,'Date',,,,,,,,,
