symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
UXCLF,UXC Ltd,$0.88 ,True,,'Date',,,,,,,,,
UOEMF,Utilico Emerging Markets Trust PLC,$1.55 ,True,,No data fetched for symbol UOEMF using YahooDailyReader,,,,,,,,,
UTIW,UTi Worldwide Inc,$7.09 ,True,,'Date',,,,,,,,,
USPI,USSPI Media Inc,$0.23 ,True,,'Date',,,,,,,,,
USMD,USMD Holdings Inc,$22.64 ,True,,'Date',,,,,,,,,
USDMY,"Usinas Siderurgicas de Minas Gerais,S.A.",$13.12 ,True,,No data fetched for symbol USDMY using YahooDailyReader,,,,,,,,,
USGPF,USG People BV,$18.89 ,True,,'Date',,,,,,,,,
UCMDF,USCOM Ltd,$0.10 ,True,,No data fetched for symbol UCMDF using YahooDailyReader,,,,,,,,,
USAB,USAmeribancorp Inc,$75.00 ,True,,No data fetched for symbol USAB using YahooDailyReader,,,,,,,,,
USVR,US VR Global.com Inc,$50.00 ,True,,No data fetched for symbol USVR using YahooDailyReader,,,,,,,,,
USPE,US Personnel Inc,$0.01 ,True,,No data fetched for symbol USPE using YahooDailyReader,,,,,,,,,
USCFF,US Cobalt Inc,$0.77 ,True,,No data fetched for symbol USCFF using YahooDailyReader,,,,,,,,,
URZZF,URZ Energy Corp,$0.38 ,True,,No data fetched for symbol URZZF using YahooDailyReader,,,,,,,,,
UBNSF,Urbanise.com Ltd,$0.03 ,True,,No data fetched for symbol UBNSF using YahooDailyReader,,,,,,,,,
UBBVF,Urban&Civic PLC,$3.99 ,True,,No data fetched for symbol UBBVF using YahooDailyReader,,,,,,,,,
URHY,Urban Hydroponics Inc,$0.04 ,True,,No data fetched for symbol URHY using YahooDailyReader,,,,,,,,,
UBNZF,Urban Communications Inc,$0.05 ,True,,'Date',,,,,,,,,
UFEFF,Uranium Focused Energy Fund,$1.89 ,True,,No data fetched for symbol UFEFF using YahooDailyReader,,,,,,,,,
UREYF,Urals Energy PCL,$0.45 ,True,,No data fetched for symbol UREYF using YahooDailyReader,,,,,,,,,
UQM,UQM Technologies Inc,$1.71 ,True,,No data fetched for symbol UQM using YahooDailyReader,,,,,,,,,
UPMKY,UPM-Kymmene Oyj,$26.45 ,True,,No data fetched for symbol UPMKY using YahooDailyReader,,,,,,,,,
UPNT,Uplift Nutrition Inc,$0.05 ,True,,No data fetched for symbol UPNT using YahooDailyReader,,,,,,,,,
UDTRL,Updater Inc,$0.88 ,True,,No data fetched for symbol UDTRL using YahooDailyReader,,,,,,,,,
