symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
TRMYQ,Trump Entertainment Resorts Inc,$0.01 ,True,,No data fetched for symbol TRMYQ using YahooDailyReader,,,,,,,,,
TNATF,True North Apartment Real Estate Investment Trust,$5.47 ,True,,No data fetched for symbol TNATF using YahooDailyReader,,,,,,,,,
RVREF,True Gold Mining Inc,$0.53 ,True,,No data fetched for symbol RVREF using YahooDailyReader,,,,,,,,,
TRIV,TriVascular Technologies Inc,$5.87 ,True,,'Date',,,,,,,,,
TSNLF,Tristel PLC,$1.15 ,True,,No data fetched for symbol TSNLF using YahooDailyReader,,,,,,,,,
TMCX,Trinity Merger Corp,$11.00 ,True,,No data fetched for symbol TMCX using YahooDailyReader,,,,,,,,,
TTTXF,Trinity Ltd,$0.11 ,True,,No data fetched for symbol TTTXF using YahooDailyReader,,,,,,,,,
TRIN,Trinity Capital Corp,$10.55 ,True,,No data fetched for symbol TRIN using YahooDailyReader,,,,,,,,,
TDGCF,Trinidad Drilling Ltd,$1.28 ,True,,No data fetched for symbol TDGCF using YahooDailyReader,,,,,,,,,
TSL,Trina Solar Ltd,$11.54 ,True,,'Date',,,,,,,,,
TMED,Trimedyne Inc,$4.25 ,True,,No data fetched for symbol TMED using YahooDailyReader,,,,,,,,,
TRAAF,Trimac Transportation Ltd,$4.78 ,True,,No data fetched for symbol TRAAF using YahooDailyReader,,,,,,,,,
TETZF,Trilogy Energy Corp,$5.05 ,True,,'Date',,,,,,,,,
TIGGF,Trigiant Group Ltd,$0.27 ,True,,No data fetched for symbol TIGGF using YahooDailyReader,,,,,,,,,
TBRIF,Tribute Resources Inc,$0.03 ,True,,No data fetched for symbol TBRIF using YahooDailyReader,,,,,,,,,
TBUFF,Tribute Pharmaceuticals Canada Inc,$0.93 ,True,,'Date',,,,,,,,,
TRBAB,Tribune Media Co,$35.11 ,True,,No data fetched for symbol TRBAB using YahooDailyReader,,,,,,,,,
TRCO,Tribune Media Co,$46.66 ,True,,No data fetched for symbol TRCO using YahooDailyReader,,,,,,,,,
TRES,Tresor Corp,$63.91 ,True,,No data fetched for symbol TRES using YahooDailyReader,,,,,,,,,
TMIN,Trendmaker Inc Ltd,$1.30 ,True,,No data fetched for symbol TMIN using YahooDailyReader,,,,,,,,,
NVTQD,Trench Metals Corp,$0.15 ,True,,No data fetched for symbol NVTQD using YahooDailyReader,,,,,,,,,
TOAK,Treaty Oak Bancorp Inc,$1.00 ,True,,No data fetched for symbol TOAK using YahooDailyReader,,,,,,,,,
TRSU,Treasure State Bank Mt,$7.40 ,True,,No data fetched for symbol TRSU using YahooDailyReader,,,,,,,,,
TRSUF,Treasure ASA,$1.43 ,True,,No data fetched for symbol TRSUF using YahooDailyReader,,,,,,,,,
TRR,TRC Companies Inc,$17.55 ,True,,'Date',,,,,,,,,
TGDBF,Transportadora de Gas del Sur SA,$0.57 ,True,,No data fetched for symbol TGDBF using YahooDailyReader,,,,,,,,,
TPIHF,Transport International Holdings Ltd,$2.97 ,True,,No data fetched for symbol TPIHF using YahooDailyReader,,,,,,,,,
RIGP,Transocean Partners LLC,$17.83 ,True,,'Date',,,,,,,,,
TLP,TransMontaigne Partners LP,$40.99 ,True,,No data fetched for symbol TLP using YahooDailyReader,,,,,,,,,
TTHI,Transition Therapeutics Inc,$1.52 ,True,,'Date',,,,,,,,,
TRHXF,Trans Hex Group Ltd,$0.26 ,True,,'Date',,,,,,,,,
TRNCF,Trancom Co Ltd,$48.10 ,True,,No data fetched for symbol TRNCF using YahooDailyReader,,,,,,,,,
TBLEF,Tractebel Energia SA,$13.32 ,True,,No data fetched for symbol TBLEF using YahooDailyReader,,,,,,,,,
TPVTY,TPV Technology Ltd,$11.03 ,True,,No data fetched for symbol TPVTY using YahooDailyReader,,,,,,,,,
TPVTF,TPV Technology Ltd,$0.45 ,True,,No data fetched for symbol TPVTF using YahooDailyReader,,,,,,,,,
TPIUY,TPI Triunfo Participacoes e Investimentos SA,$1.35 ,True,,No data fetched for symbol TPIUY using YahooDailyReader,,,,,,,,,
TPGTF,TPG Telecom Ltd,$7.30 ,True,,No data fetched for symbol TPGTF using YahooDailyReader,,,,,,,,,
TDBOY,Toyota Boshoku Corp,$33.90 ,True,,No data fetched for symbol TDBOY using YahooDailyReader,,,,,,,,,
TYOBF,Toyobo Co Ltd,$220.00 ,True,,'Date',,,,,,,,,
TOTTF,Toyo Tire Corp,$13.77 ,True,,No data fetched for symbol TOTTF using YahooDailyReader,,,,,,,,,
TYOTF,Toyo Tanso Co Ltd,$53.50 ,True,,No data fetched for symbol TYOTF using YahooDailyReader,,,,,,,,,
TOXFF,Tox Free Solutions Ltd,$1.85 ,True,,No data fetched for symbol TOXFF using YahooDailyReader,,,,,,,,,
TWSCF,Town Centre Securities PLC,$4.85 ,True,,No data fetched for symbol TWSCF using YahooDailyReader,,,,,,,,,
TOWR,Tower International Inc,$31.00 ,True,,No data fetched for symbol TOWR using YahooDailyReader,,,,,,,,,
TOTXF,Totens Sparebank,$11.27 ,True,,No data fetched for symbol TOTXF using YahooDailyReader,,,,,,,,,
TSS,Total System Services Inc,$133.27 ,True,,No data fetched for symbol TSS using YahooDailyReader,,,,,,,,,
TCCMF,Total Access Communication PCL,$1.14 ,True,,'Date',,,,,,,,,
TACJF,Total Access Communication PCL,$2.46 ,True,,No data fetched for symbol TACJF using YahooDailyReader,,,,,,,,,
TSHTF,Toshiba Tec Corp,$3.50 ,True,,No data fetched for symbol TSHTF using YahooDailyReader,,,,,,,,,
TOISF,Toshiba Plant Systems & Services Corp,$24.00 ,True,,No data fetched for symbol TOISF using YahooDailyReader,,,,,,,,,
TOETF,Tosei Corp,$9.99 ,True,,No data fetched for symbol TOETF using YahooDailyReader,,,,,,,,,
TRTK,TORtec Group Corp,$0.60 ,True,,No data fetched for symbol TRTK using YahooDailyReader,,,,,,,,,
KEGYF,Toro Oil & Gas Ltd,$0.27 ,True,,'Date',,,,,,,,,
TSPPF,Torishima Pump Mfg Co Ltd,$16.45 ,True,,No data fetched for symbol TSPPF using YahooDailyReader,,,,,,,,,
TRXPF,Torii Pharmaceutical Co Ltd,$25.50 ,True,,No data fetched for symbol TRXPF using YahooDailyReader,,,,,,,,,
TPREF,Topre Corp,$4.83 ,True,,'Date',,,,,,,,,
TISA,Top Image Systems Ltd,$0.85 ,True,,No data fetched for symbol TISA using YahooDailyReader,,,,,,,,,
TOOTQ,Tootie Pie Co Inc,$0.06 ,True,,No data fetched for symbol TOOTQ using YahooDailyReader,,,,,,,,,
TGLP,Tongli Pharmaceuticals (USA) Inc,$0.03 ,True,,No data fetched for symbol TGLP using YahooDailyReader,,,,,,,,,
TGATF,Tongaat Hulett Ltd,$11.91 ,True,,No data fetched for symbol TGATF using YahooDailyReader,,,,,,,,,
TGRLF,TonenGeneral Sekiyu KK,$12.10 ,True,,No data fetched for symbol TGRLF using YahooDailyReader,,,,,,,,,
TMEEF,Tomen Electronics Corp,$16.00 ,True,,No data fetched for symbol TMEEF using YahooDailyReader,,,,,,,,,
TMMTF,TOM TAILOR Holding SE,$7.80 ,True,,No data fetched for symbol TMMTF using YahooDailyReader,,,,,,,,,
TYTMY,Tokyo Tatemono Co Ltd,$15.29 ,True,,No data fetched for symbol TYTMY using YahooDailyReader,,,,,,,,,
TOKSF,Tokyo Steel Manufacturing Co Ltd,$6.20 ,True,,No data fetched for symbol TOKSF using YahooDailyReader,,,,,,,,,
TOKTF,Tokai Tokyo Financial Holdings Inc,$3.65 ,True,,No data fetched for symbol TOKTF using YahooDailyReader,,,,,,,,,
TKRKF,Tokai Rika Co Ltd,$20.65 ,True,,No data fetched for symbol TKRKF using YahooDailyReader,,,,,,,,,
TOZOF,Toho Zinc Co Ltd,$7.70 ,True,,No data fetched for symbol TOZOF using YahooDailyReader,,,,,,,,,
TTNMF,Toho Titanium Co Ltd,$39.20 ,True,,'Date',,,,,,,,,
TTOBF,Tofas Turk Otomobil Fabrikasi AS,$18.58 ,True,,No data fetched for symbol TTOBF using YahooDailyReader,,,,,,,,,
TODAF,TODA International Holdings Inc,$4.22 ,True,,'Date',,,,,,,,,
TODCF,Toda Corp,$4.55 ,True,,No data fetched for symbol TODCF using YahooDailyReader,,,,,,,,,
TOCA,Tocagen Inc,$18.90 ,True,,No data fetched for symbol TOCA using YahooDailyReader,,,,,,,,,
TBRA,Tobira Therapeutics Inc,$42.09 ,True,,'Date',,,,,,,,,
TIMGF,Toachi Mining Inc,$0.05 ,True,,No data fetched for symbol TIMGF using YahooDailyReader,,,,,,,,,
TMKOL,TMK PAO,$7.82 ,True,,No data fetched for symbol TMKOL using YahooDailyReader,,,,,,,,,
TMBBF,TMB Bank Public Co Ltd,$0.07 ,True,,No data fetched for symbol TMBBF using YahooDailyReader,,,,,,,,,
TIVO,TiVo Corp,$6.09 ,True,,No data fetched for symbol TIVO using YahooDailyReader,,,,,,,,,
TITCY,Titan Cement Co SA,$11.49 ,True,,No data fetched for symbol TITCY using YahooDailyReader,,,,,,,,,
TITCF,Titan Cement Co SA,$22.15 ,True,,No data fetched for symbol TITCF using YahooDailyReader,,,,,,,,,
TSCXF,Tiscali SpA,$2.45 ,True,,'Date',,,,,,,,,
TMGG,Tintic Gold Mining Co,$0.08 ,True,,No data fetched for symbol TMGG using YahooDailyReader,,,,,,,,,
FBIHF,Times Universal Group Holdings Ltd,$0.04 ,True,,No data fetched for symbol FBIHF using YahooDailyReader,,,,,,,,,
TWC,Time Warner Cable Inc,$209.56 ,True,,'Date',,,,,,,,,
TIME,Time Inc,$18.50 ,True,,'Date',,,,,,,,,
TKKIF,Tikkurila Oyj,$19.25 ,True,,No data fetched for symbol TKKIF using YahooDailyReader,,,,,,,,,
TRSDF,Tiger Resources Ltd,$0.02 ,True,,No data fetched for symbol TRSDF using YahooDailyReader,,,,,,,,,
TAIRF,Tiger Airways Holdings Ltd,$0.29 ,True,,No data fetched for symbol TAIRF using YahooDailyReader,,,,,,,,,
TGXSF,TiGenix NV,$2.04 ,True,,No data fetched for symbol TGXSF using YahooDailyReader,,,,,,,,,
PTTGF,Tiga Pilar Sejahtera Food Tbk,$0.06 ,True,,No data fetched for symbol PTTGF using YahooDailyReader,,,,,,,,,
TIER,Tier REIT Inc,$28.88 ,True,,No data fetched for symbol TIER using YahooDailyReader,,,,,,,,,
TDBK,Tidelands Bancshares Inc,$0.52 ,True,,'Date',,,,,,,,,
TIBR,Tiberius Acquisition Corp,$8.32 ,True,,No data fetched for symbol TIBR using YahooDailyReader,,,,,,,,,
TZHGF,Tianjin Zhong Xin Pharmaceutical Group Corp Ltd,$1.13 ,True,,No data fetched for symbol TZHGF using YahooDailyReader,,,,,,,,,
TGRVF,Tian Ge Interactive Holdings Ltd,$0.80 ,True,,No data fetched for symbol TGRVF using YahooDailyReader,,,,,,,,,
THFWF,Thorpe (F W) PLC,$3.50 ,True,,No data fetched for symbol THFWF using YahooDailyReader,,,,,,,,,
GNWKY,Thorney Technologies Ltd,$25.77 ,True,,No data fetched for symbol GNWKY using YahooDailyReader,,,,,,,,,
TCPTF,Thompson Creek Metals Co Inc,$0.50 ,True,,'Date',,,,,,,,,
TGISQ,Thomas Group Inc,$0.01 ,True,,'Date',,,,,,,,,
TCKGF,Thomas Cook Group PLC,$0.07 ,True,,No data fetched for symbol TCKGF using YahooDailyReader,,,,,,,,,
TRHIF,ThermoCeramix Corp,$0.03 ,True,,No data fetched for symbol TRHIF using YahooDailyReader,,,,,,,,,
WWAV,The WhiteWave Foods Co,$56.24 ,True,,'Date',,,,,,,,,
ULTI,The Ultimate Software Group Inc,$331.36 ,True,,No data fetched for symbol ULTI using YahooDailyReader,,,,,,,,,
SPNC,The Spectranetics Corp,$38.45 ,True,,'Date',,,,,,,,,
SMUUF,The Siam Commercial Bank PCL,$5.25 ,True,,No data fetched for symbol SMUUF using YahooDailyReader,,,,,,,,,
RJCTF,The Reject Shop Ltd,$8.99 ,True,,No data fetched for symbol RJCTF using YahooDailyReader,,,,,,,,,
PSKXF,The Philippine Stock Exchange Inc,$3.51 ,True,,No data fetched for symbol PSKXF using YahooDailyReader,,,,,,,,,
PINXF,The People's Insurance Co (Group) of China Ltd,$0.54 ,True,,No data fetched for symbol PINXF using YahooDailyReader,,,,,,,,,
OKEPF,The Okinawa Electric Power Co Inc,$15.95 ,True,,No data fetched for symbol OKEPF using YahooDailyReader,,,,,,,,,
MDCO,The Medicines Co,$84.90 ,True,,No data fetched for symbol MDCO using YahooDailyReader,,,,,,,,,
JPSWF,The Japan Steel Works Ltd,$16.40 ,True,,No data fetched for symbol JPSWF using YahooDailyReader,,,,,,,,,
INGGF,The Intertain Group Ltd,$8.36 ,True,,No data fetched for symbol INGGF using YahooDailyReader,,,,,,,,,
HSYFB,The Hershey Co,$96.28 ,True,,No data fetched for symbol HSYFB using YahooDailyReader,,,,,,,,,
HABT,The Habit Restaurants Inc,$13.98 ,True,,No data fetched for symbol HABT using YahooDailyReader,,,,,,,,,
FMD,The First Marblehead Corp,$5.05 ,True,,'Date',,,,,,,,,
FCPA,The Finance Company of Pennsylvania,$125.00 ,True,,'Date',,,,,,,,,
SRF,The Cushing Energy Income Fund,$4.12 ,True,,No data fetched for symbol SRF using YahooDailyReader,,,,,,,,,
CHBLF,The Chugoku Bank Ltd,$14.33 ,True,,'Date',,,,,,,,,
BYOKF,The Bank of Yokohama Ltd,$6.25 ,True,,No data fetched for symbol BYOKF using YahooDailyReader,,,,,,,,,
BKJAY,The Bank of Yokohama Ltd,$18.00 ,True,,'Date',,,,,,,,,
BNGYF,The Bank of Nagoya Ltd,$36.15 ,True,,No data fetched for symbol BNGYF using YahooDailyReader,,,,,,,,,
SVSVF,The 77 Bank Ltd,$4.03 ,True,,'Date',,,,,,,,,
THNZF,Thanachart Capital PCL,$0.99 ,True,,No data fetched for symbol THNZF using YahooDailyReader,,,,,,,,,
THLEY,Thales,$101.00 ,True,,'Date',,,,,,,,,
THMMF,Thaicom PCL,$0.64 ,True,,No data fetched for symbol THMMF using YahooDailyReader,,,,,,,,,
THMNY,Thaicom PCL,$1.44 ,True,,No data fetched for symbol THMNY using YahooDailyReader,,,,,,,,,
THMNF,Thaicom PCL,$1.20 ,True,,No data fetched for symbol THMNF using YahooDailyReader,,,,,,,,,
THVUF,Thai Vegetable Oil PCL,$0.57 ,True,,No data fetched for symbol THVUF using YahooDailyReader,,,,,,,,,
THVGF,Thai Vegetable Oil PCL,$0.66 ,True,,'Date',,,,,,,,,
TUFRF,Thai Union Group PCL,$0.54 ,True,,'Date',,,,,,,,,
THFRF,Thai Union Group PCL,$0.65 ,True,,No data fetched for symbol THFRF using YahooDailyReader,,,,,,,,,
TSETF,Thai Stanley Electric (Thailand) PCL,$6.20 ,True,,No data fetched for symbol TSETF using YahooDailyReader,,,,,,,,,
TUUNF,Thai Rung Union Car PLC,$0.22 ,True,,No data fetched for symbol TUUNF using YahooDailyReader,,,,,,,,,
TIEFF,Thai Reinsurance PLC,$0.11 ,True,,'Date',,,,,,,,,
TIEUF,Thai Reinsurance PCL,$0.07 ,True,,No data fetched for symbol TIEUF using YahooDailyReader,,,,,,,,,
TRAYF,Thai Rayon PCL,$1.70 ,True,,No data fetched for symbol TRAYF using YahooDailyReader,,,,,,,,,
THPFF,Thai President Foods PCL,$4.67 ,True,,'Date',,,,,,,,,
TNKHF,Thai Nakarin Hospital PLC,$0.35 ,True,,No data fetched for symbol TNKHF using YahooDailyReader,,,,,,,,,
TAWNY,Thai Airways International PCL,$26.35 ,True,,No data fetched for symbol TAWNY using YahooDailyReader,,,,,,,,,
TFCH,TFC Holding Co,$15.40 ,True,,No data fetched for symbol TFCH using YahooDailyReader,,,,,,,,,
TBBN,TFB Bancorp Inc,$28.02 ,True,,No data fetched for symbol TBBN using YahooDailyReader,,,,,,,,,
TXWHF,Texwinca Holdings Ltd,$0.35 ,True,,No data fetched for symbol TXWHF using YahooDailyReader,,,,,,,,,
TXTR,Textura Corp,$25.99 ,True,,'Date',,,,,,,,,
VUVAF,Texton Property Fund Ltd,$0.28 ,True,,No data fetched for symbol VUVAF using YahooDailyReader,,,,,,,,,
TEXS,TexStar Oil Corp,$0.25 ,True,,'Date',,,,,,,,,
THOLF,Tethys Oil AB,$8.14 ,True,,No data fetched for symbol THOLF using YahooDailyReader,,,,,,,,,
TSSZF,Tessi,$101.25 ,True,,No data fetched for symbol TSSZF using YahooDailyReader,,,,,,,,,
TESO,Tesco Corp,$3.70 ,True,,'Date',,,,,,,,,
TTALF,Terveystalo PLC,$10.54 ,True,,No data fetched for symbol TTALF using YahooDailyReader,,,,,,,,,
MGYFF,Terreno Resources Corp,$0.14 ,True,,No data fetched for symbol MGYFF using YahooDailyReader,,,,,,,,,
TZNZF,Terramin Australia Ltd,$0.10 ,True,,No data fetched for symbol TZNZF using YahooDailyReader,,,,,,,,,
GLBL,TerraForm Global Inc,$5.08 ,True,,'Date',,,,,,,,,
TCEGF,Terraco Gold Corp,$0.11 ,True,,No data fetched for symbol TCEGF using YahooDailyReader,,,,,,,,,
TNPRF,Tern Properties Co Ltd,$0.48 ,True,,No data fetched for symbol TNPRF using YahooDailyReader,,,,,,,,,
TVLFA,Tennessee Valley Financial Holdings Inc,$0.50 ,True,,No data fetched for symbol TVLFA using YahooDailyReader,,,,,,,,,
TNFYF,Tenfu (Cayman) Holdings Co Ltd,$0.45 ,True,,No data fetched for symbol TNFYF using YahooDailyReader,,,,,,,,,
TMPHF,Temple Hotels Inc,$1.59 ,True,,No data fetched for symbol TMPHF using YahooDailyReader,,,,,,,,,
TMCO,Temco Service Industries Inc,$28.75 ,True,,'Date',,,,,,,,,
TMBCF,Tembec Inc,$3.99 ,True,,No data fetched for symbol TMBCF using YahooDailyReader,,,,,,,,,
TEVE,Telvue Corp,$0.04 ,True,,'Date',,,,,,,,,
TKMJF,Telkom SA SOC Ltd,$1.98 ,True,,'Date',,,,,,,,,
BNHLF,Telesta Therapeutics Inc,$0.10 ,True,,'Date',,,,,,,,,
TLSW,TeleSpectrum Worldwide Inc,$0.01 ,True,,'Date',,,,,,,,,
TLSTF,Telesites SAB de CV,$0.50 ,True,,No data fetched for symbol TLSTF using YahooDailyReader,,,,,,,,,
TDSNA,Telephone and Data Systems Inc,$10.39 ,True,,No data fetched for symbol TDSNA using YahooDailyReader,,,,,,,,,
TKMAF,Telekom Austria AG,$6.00 ,True,,'Date',,,,,,,,,
TGRAF,Telegraaf Media Groep NV,$6.45 ,True,,No data fetched for symbol TGRAF using YahooDailyReader,,,,,,,,,
ERIAF,Telefonaktiebolaget L M Ericsson,$8.60 ,True,,No data fetched for symbol ERIAF using YahooDailyReader,,,,,,,,,
TSYS,TeleCommunication Systems Inc,$4.99 ,True,,'Date',,,,,,,,,
TEGPY,Telecom Egypt SAE,$7.72 ,True,,No data fetched for symbol TEGPY using YahooDailyReader,,,,,,,,,
TLCTF,Telecity Group PLC,$18.60 ,True,,No data fetched for symbol TLCTF using YahooDailyReader,,,,,,,,,
TLEIY,Telecity Group Ltd,$36.80 ,True,,No data fetched for symbol TLEIY using YahooDailyReader,,,,,,,,,
TLQGF,Tele Columbus AG,$7.70 ,True,,No data fetched for symbol TLQGF using YahooDailyReader,,,,,,,,,
TLRA,Telaria Inc,$6.00 ,True,,No data fetched for symbol TLRA using YahooDailyReader,,,,,,,,,
TELOZ,Tel Offshore Trust,$1.00 ,True,,'Date',,,,,,,,,
TKKRF,Tekken Corp,$0.92 ,True,,No data fetched for symbol TKKRF using YahooDailyReader,,,,,,,,,
TKFNF,Tekfen Holding AS,$3.21 ,True,,No data fetched for symbol TKFNF using YahooDailyReader,,,,,,,,,
TGGMF,Tegma Gestao Logistica SA,$4.08 ,True,,No data fetched for symbol TGGMF using YahooDailyReader,,,,,,,,,
TOO,Teekay Offshore Partners LP,$1.55 ,True,,No data fetched for symbol TOO using YahooDailyReader,,,,,,,,,
TE,TECO Energy Inc,$27.64 ,True,,'Date',,,,,,,,,
TNSZY,Tecnisa SA,$5.30 ,True,,'Date',,,,,,,,,
TINNF,Technovator International Ltd,$0.05 ,True,,No data fetched for symbol TINNF using YahooDailyReader,,,,,,,,,
TKPPY,Technip,$17.85 ,True,,'Date',,,,,,,,,
THNRF,Technicolor SA,$0.20 ,True,,No data fetched for symbol THNRF using YahooDailyReader,,,,,,,,,
THRLF,Tearlach Resources Ltd,$0.03 ,True,,'Date',,,,,,,,,
TMH,Team Health Holdings Inc,$43.50 ,True,,'Date',,,,,,,,,
TCCLF,TCL Communication Technology Holdings Ltd,$0.99 ,True,,No data fetched for symbol TCCLF using YahooDailyReader,,,,,,,,,
TWNAF,Tawana Resources NL,$0.35 ,True,,No data fetched for symbol TWNAF using YahooDailyReader,,,,,,,,,
TTSLF,Tatts Group Ltd,$3.32 ,True,,No data fetched for symbol TTSLF using YahooDailyReader,,,,,,,,,
TTAZF,Tata Consumer Products Ltd,$5.00 ,True,,No data fetched for symbol TTAZF using YahooDailyReader,,,,,,,,,
TTSNF,Tat Seng Packaging Group Ltd,$0.23 ,True,,No data fetched for symbol TTSNF using YahooDailyReader,,,,,,,,,
TASIF,Tasman Metals Ltd,$0.21 ,True,,'Date',,,,,,,,,
NTARF,Tarsus Group PLC,$3.40 ,True,,No data fetched for symbol NTARF using YahooDailyReader,,,,,,,,,
TAPNF,Tarpon Investimentos SA,$6.68 ,True,,No data fetched for symbol TAPNF using YahooDailyReader,,,,,,,,,
TEXQY,Target Energy Ltd,$0.05 ,True,,No data fetched for symbol TEXQY using YahooDailyReader,,,,,,,,,
NGLS,Targa Resources Partners LP,$10.65 ,True,,'Date',,,,,,,,,
TAOM,Taomee Holdings Ltd,$3.70 ,True,,'Date',,,,,,,,,
TASY,Tanxia System Inc,$0.55 ,True,,No data fetched for symbol TASY using YahooDailyReader,,,,,,,,,
TEATF,Tantalus Rare Earths AG,$0.46 ,True,,No data fetched for symbol TEATF using YahooDailyReader,,,,,,,,,
TNGO,Tangoe Inc,$6.35 ,True,,'Date',,,,,,,,,
IPRSF,Tangelo Games Corp,$0.01 ,True,,No data fetched for symbol IPRSF using YahooDailyReader,,,,,,,,,
TDUFF,Tandou Ltd,$0.35 ,True,,'Date',,,,,,,,,
TMRNF,Tamron Co Ltd,$2.75 ,True,,'Date',,,,,,,,,
TALR,Talon Real Estate Holding Corp,$0.01 ,True,,No data fetched for symbol TALR using YahooDailyReader,,,,,,,,,
TLMR,Talmer Bancorp Inc,$23.26 ,True,,'Date',,,,,,,,,
TINKF,Tallink Grupp AS,$1.15 ,True,,No data fetched for symbol TINKF using YahooDailyReader,,,,,,,,,
TGE,Tallgrass Energy LP,$22.39 ,True,,No data fetched for symbol TGE using YahooDailyReader,,,,,,,,,
AGDNF,Tallgrass Energy Corp,$0.04 ,True,,No data fetched for symbol AGDNF using YahooDailyReader,,,,,,,,,
TKTCY,TalkTalk Telecom Group PLC,$6.80 ,True,,No data fetched for symbol TKTCY using YahooDailyReader,,,,,,,,,
AVXAF,TALI Digital Ltd,$0.04 ,True,,No data fetched for symbol AVXAF using YahooDailyReader,,,,,,,,,
TLN,Talen Energy Corp,$14.00 ,True,,'Date',,,,,,,,,
TKTDQ,Takata Corp,$1.39 ,True,,No data fetched for symbol TKTDQ using YahooDailyReader,,,,,,,,,
TKSKF,Takasho Co Ltd,$4.36 ,True,,No data fetched for symbol TKSKF using YahooDailyReader,,,,,,,,,
TKNOF,Takano Co Ltd,$8.55 ,True,,No data fetched for symbol TKNOF using YahooDailyReader,,,,,,,,,
TYOYF,Taiyo Yuden Co Ltd,$9.02 ,True,,'Date',,,,,,,,,
TYUCF,Taiyo Kagaku Co Ltd,$7.45 ,True,,No data fetched for symbol TYUCF using YahooDailyReader,,,,,,,,,
