symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
FYFFF,Fyffes PLC,$2.33 ,TRUE,,'Date',,,,,,,,,
FXEN,FX Energy Inc,$1.15 ,TRUE,,'Date',,,,,,,,,
FYGGY,Fuyao Glass Industry Group Co Ltd,$0.63 ,TRUE,,No data fetched for symbol FYGGY using YahooDailyReader,,,,,,,,,
THIXY,Futuren SA,$1.63 ,TRUE,,No data fetched for symbol THIXY using YahooDailyReader,,,,,,,,,
FBILF,Futaba Industrial Co Ltd,$3.87 ,TRUE,,No data fetched for symbol FBILF using YahooDailyReader,,,,,,,,,
FUSXF,Fusionex International PLC,$8.15 ,TRUE,,No data fetched for symbol FUSXF using YahooDailyReader,,,,,,,,,
FSNNQ,Fusion Connect Inc,$0.01 ,TRUE,,No data fetched for symbol FSNNQ using YahooDailyReader,,,,,,,,,
FUSAF,Furusato Industries Ltd,$10.50 ,TRUE,,No data fetched for symbol FUSAF using YahooDailyReader,,,,,,,,,
FCPS,FuLuCai Productions Ltd,$0.10 ,TRUE,,No data fetched for symbol FCPS using YahooDailyReader,,,,,,,,,
FLLHF,Fullshare Holdings Ltd,$0.10 ,TRUE,,No data fetched for symbol FLLHF using YahooDailyReader,,,,,,,,,
FTUAF,Fuller Smith & Turner PLC,$13.93 ,TRUE,,No data fetched for symbol FTUAF using YahooDailyReader,,,,,,,,,
FULCY,Fullcast Holding Co Ltd,$19.77 ,TRUE,,No data fetched for symbol FULCY using YahooDailyReader,,,,,,,,,
FKKFF,Fukuoka Financial Group Inc,$3.06 ,TRUE,,No data fetched for symbol FKKFF using YahooDailyReader,,,,,,,,,
FDDSF,Fukuda Denshi Co Ltd,$24.35 ,TRUE,,No data fetched for symbol FDDSF using YahooDailyReader,,,,,,,,,
FJXLF,Fujix Ltd,$3.11 ,TRUE,,No data fetched for symbol FJXLF using YahooDailyReader,,,,,,,,,
FMAKF,Fujimak Corp,$6.90 ,TRUE,,No data fetched for symbol FMAKF using YahooDailyReader,,,,,,,,,
FKURF,Fujikura Ltd,$5.50 ,TRUE,,'Date',,,,,,,,,
FJIOF,Fujicco Co Ltd,$12.61 ,TRUE,,No data fetched for symbol FJIOF using YahooDailyReader,,,,,,,,,
FOOZF,Fuji Oozx Inc,$4.55 ,TRUE,,No data fetched for symbol FOOZF using YahooDailyReader,,,,,,,,,
FFNGY,Fufeng Group Ltd,$11.40 ,TRUE,,'Date',,,,,,,,,
FSYS,Fuel Systems Solutions Inc,$5.40 ,TRUE,,'Date',,,,,,,,,
IFUE,Fuel Performance Solutions Inc,$0.02 ,TRUE,,'Date',,,,,,,,,
FUISY,Fubon Financial Holdings Co Ltd,$6.02 ,TRUE,,No data fetched for symbol FUISY using YahooDailyReader,,,,,,,,,
^FTSE,FTSE 100,"$6,385.24 ",TRUE,,No data fetched for symbol ^FTSE using YahooDailyReader,,,,,,,,,
FTCOF,FTGroup Co Ltd,$36.84 ,TRUE,,No data fetched for symbol FTCOF using YahooDailyReader,,,,,,,,,
FTNW,FTE Networks Inc,$1.50 ,TRUE,,No data fetched for symbol FTNW using YahooDailyReader,,,,,,,,,
FSBC,FSB Bancorp Inc,$13.36 ,TRUE,,No data fetched for symbol FSBC using YahooDailyReader,,,,,,,,,
FASGF,FSA Group Ltd,$1.00 ,TRUE,,No data fetched for symbol FASGF using YahooDailyReader,,,,,,,,,
TOUMF,Frontier Smart Technologies Group Ltd,$2.23 ,TRUE,,No data fetched for symbol TOUMF using YahooDailyReader,,,,,,,,,
FRILF,Frontier Resources International PLC,$0.03 ,TRUE,,No data fetched for symbol FRILF using YahooDailyReader,,,,,,,,,
FOTRF,Frontier Real Estate Investment Corp,"$3,825.00 ",TRUE,,No data fetched for symbol FOTRF using YahooDailyReader,,,,,,,,,
FREFF,Frontier Rare Earths Ltd,$0.01 ,TRUE,,No data fetched for symbol FREFF using YahooDailyReader,,,,,,,,,
FMGGF,Frontier Mining Ltd,$0.01 ,TRUE,,No data fetched for symbol FMGGF using YahooDailyReader,,,,,,,,,
FRRDF,Frontier Developments PLC,$11.50 ,TRUE,,No data fetched for symbol FRRDF using YahooDailyReader,,,,,,,,,
FTEO,Fronteo Inc,$5.59 ,TRUE,,No data fetched for symbol FTEO using YahooDailyReader,,,,,,,,,
FGRBF,Fromageries Bel SA,$345.63 ,TRUE,,No data fetched for symbol FGRBF using YahooDailyReader,,,,,,,,,
FRIE,Friends Bank New Smyrna Beach,$8.70 ,TRUE,,No data fetched for symbol FRIE using YahooDailyReader,,,,,,,,,
TFM,Fresh Market Inc,$28.51 ,TRUE,,'Date',,,,,,,,,
FCOGF,French Connection Group PLC,$0.87 ,TRUE,,'Date',,,,,,,,,
AUNXY,Fremont Petroleum Corp Ltd,$5.00 ,TRUE,,No data fetched for symbol AUNXY using YahooDailyReader,,,,,,,,,
FSL,Freescale Semiconductor Ltd,$36.53 ,TRUE,,'Date',,,,,,,,,
FDMQY,Freedom Oil and Gas Ltd,$0.52 ,TRUE,,No data fetched for symbol FDMQY using YahooDailyReader,,,,,,,,,
GBAUF,Freedom Energy Inc,$0.01 ,TRUE,,No data fetched for symbol GBAUF using YahooDailyReader,,,,,,,,,
FCBI,Frederick County Bancorp Inc,$36.00 ,TRUE,,No data fetched for symbol FCBI using YahooDailyReader,,,,,,,,,
FRTR,Fraternity Community Bancorp Inc,$19.18 ,TRUE,,'Date',,,,,,,,,
TCIZF,Frasers Property (Thailand) PCL,$0.36 ,TRUE,,No data fetched for symbol TCIZF using YahooDailyReader,,,,,,,,,
TCIJF,Frasers Property (Thailand) PCL,$0.54 ,TRUE,,No data fetched for symbol TCIJF using YahooDailyReader,,,,,,,,,
SDISY,Frasers Group PLC,$5.93 ,TRUE,,No data fetched for symbol SDISY using YahooDailyReader,,,,,,,,,
SDIPF,Frasers Group PLC,$4.01 ,TRUE,,No data fetched for symbol SDIPF using YahooDailyReader,,,,,,,,,
FRSCF,Frasers Commercial Trust,$0.99 ,TRUE,,No data fetched for symbol FRSCF using YahooDailyReader,,,,,,,,,
FRNKF,Frankly Inc,$0.27 ,TRUE,,No data fetched for symbol FRNKF using YahooDailyReader,,,,,,,,,
FTYPF,Francotyp-Postalia Holding AG,$4.00 ,TRUE,,No data fetched for symbol FTYPF using YahooDailyReader,,,,,,,,,
FCHAF,Franchise Services of North America Inc,$0.06 ,TRUE,,No data fetched for symbol FCHAF using YahooDailyReader,,,,,,,,,
FPBF,FPB Financial Corp,$27.60 ,TRUE,,No data fetched for symbol FPBF using YahooDailyReader,,,,,,,,,
FXCB,Fox Chase Bancorp Inc,$20.34 ,TRUE,,'Date',,,,,,,,,
FOUXF,Fourlis Holdings SA,$2.79 ,TRUE,,No data fetched for symbol FOUXF using YahooDailyReader,,,,,,,,,
FOFN,Four Oaks Fincorp Inc,$18.80 ,TRUE,,'Date',,,,,,,,,
FBCP,Founders Bancorp Ca,$23.95 ,TRUE,,'Date',,,,,,,,,
FDNHQ,Foundation Healthcare Inc,$0.02 ,TRUE,,'Date',,,,,,,,,
FDNB,Foundation Bancorp,$13.00 ,TRUE,,'Date',,,,,,,,,
FHHGF,Foschini Group Ltd,$10.41 ,TRUE,,No data fetched for symbol FHHGF using YahooDailyReader,,,,,,,,,
FTSV,Forty Seven Inc,$95.51 ,TRUE,,No data fetched for symbol FTSV using YahooDailyReader,,,,,,,,,
FDVF,Fortune Industries Inc,$0.57 ,TRUE,,No data fetched for symbol FDVF using YahooDailyReader,,,,,,,,,
FRIFF,Fortress REIT Ltd,$0.70 ,TRUE,,No data fetched for symbol FRIFF using YahooDailyReader,,,,,,,,,
FIG,Fortress Investment Group LLC,$7.85 ,TRUE,,'Date',,,,,,,,,
VNARF,Forrester Metals Inc,$0.08 ,TRUE,,'Date',,,,,,,,,
FOCF,Forrest City Financial Corp,$15.25 ,TRUE,,'Date',,,,,,,,,
FUIDF,Formation Fluid Management Inc,$0.13 ,TRUE,,No data fetched for symbol FUIDF using YahooDailyReader,,,,,,,,,
FRGXF,Forge Group Ltd,$0.84 ,TRUE,,No data fetched for symbol FRGXF using YahooDailyReader,,,,,,,,,
FVEN,Forever Enterprises Inc,$0.02 ,TRUE,,'Date',,,,,,,,,
FCE.B,Forest City Realty Trust Inc,$31.73 ,TRUE,,No data fetched for symbol FCE.B using YahooDailyReader,,,,,,,,,
FCE.A,Forest City Realty Trust Inc,$25.34 ,TRUE,,'Date',,,,,,,,,
FENYF,Forent Energy Ltd,$0.22 ,TRUE,,No data fetched for symbol FENYF using YahooDailyReader,,,,,,,,,
FOLB,Folsom Lake Bank Ca,$17.45 ,TRUE,,'Date',,,,,,,,,
FOMX,Foamix Pharmaceuticals Ltd,$2.99 ,TRUE,,No data fetched for symbol FOMX using YahooDailyReader,,,,,,,,,
FNMSF,Fnm,$0.74 ,TRUE,,No data fetched for symbol FNMSF using YahooDailyReader,,,,,,,,,
FNBP,FNBPA Bancorp Inc,$45.66 ,TRUE,,'Date',,,,,,,,,
FNBB,FNB Financial Corp,$36.25 ,TRUE,,No data fetched for symbol FNBB using YahooDailyReader,,,,,,,,,
FMBE,FMB Equibanc Inc,$9.00 ,TRUE,,No data fetched for symbol FMBE using YahooDailyReader,,,,,,,,,
FLYBF,Flybe Group PLC,$0.02 ,TRUE,,No data fetched for symbol FLYBF using YahooDailyReader,,,,,,,,,
FLUG,Flurida Group Inc,$0.19 ,TRUE,,No data fetched for symbol FLUG using YahooDailyReader,,,,,,,,,
FLWTF,Flowtech Fluidpower PLC,$1.55 ,TRUE,,No data fetched for symbol FLWTF using YahooDailyReader,,,,,,,,,
FPCO,Florida Partners Corp,$1.00 ,TRUE,,No data fetched for symbol FPCO using YahooDailyReader,,,,,,,,,
FNTSF,Flint International Services Inc,$1.00 ,TRUE,,No data fetched for symbol FNTSF using YahooDailyReader,,,,,,,,,
FLKM,FlikMedia Inc,$0.01 ,TRUE,,No data fetched for symbol FLKM using YahooDailyReader,,,,,,,,,
FXMBF,Flexion Mobile PLC,$1.30 ,TRUE,,No data fetched for symbol FXMBF using YahooDailyReader,,,,,,,,,
FLXGF,FlexiGroup Ltd,$1.17 ,TRUE,,No data fetched for symbol FLXGF using YahooDailyReader,,,,,,,,,
FLRYF,Fleury SA,$9.59 ,TRUE,,No data fetched for symbol FLRYF using YahooDailyReader,,,,,,,,,
FLEUF,Fleury Michon,$76.25 ,TRUE,,No data fetched for symbol FLEUF using YahooDailyReader,,,,,,,,,
FLWLF,Fleetwood Corp Ltd,$2.00 ,TRUE,,No data fetched for symbol FLWLF using YahooDailyReader,,,,,,,,,
FLTX,FleetMatics Group PLC,$60.00 ,TRUE,,'Date',,,,,,,,,
FSPKY,Fisher & Paykel Healthcare Corp Ltd,$107.40 ,TRUE,,No data fetched for symbol FSPKY using YahooDailyReader,,,,,,,,,
FMER,FirstMerit Corp,$21.61 ,TRUE,,'Date',,,,,,,,,
FFHD,FirstAtlantic Financial Holdings Inc,$17.64 ,TRUE,,No data fetched for symbol FFHD using YahooDailyReader,,,,,,,,,
FSRX,Firstar Exploration Corp,$0.05 ,TRUE,,No data fetched for symbol FSRX using YahooDailyReader,,,,,,,,,
FXER,First Xeris Corp,$0.02 ,TRUE,,No data fetched for symbol FXER using YahooDailyReader,,,,,,,,,
FVAB,First Vietnamese American Bank,$0.01 ,TRUE,,No data fetched for symbol FVAB using YahooDailyReader,,,,,,,,,
FUBP,First ULB Corp,$29.25 ,TRUE,,No data fetched for symbol FUBP using YahooDailyReader,,,,,,,,,
FSRFF,First Star Resources Inc,$0.01 ,TRUE,,No data fetched for symbol FSRFF using YahooDailyReader,,,,,,,,,
FSBK,First South Bancorp Inc.,$18.65 ,TRUE,,'Date',,,,,,,,,
FSBS,First South Bancorp Inc,$1.14 ,TRUE,,No data fetched for symbol FSBS using YahooDailyReader,,,,,,,,,
FSHPY,First Ship Lease Trust,$1.07 ,TRUE,,'Date',,,,,,,,,
FTSB,First Sentry Bancshares Inc,$67.65 ,TRUE,,No data fetched for symbol FTSB using YahooDailyReader,,,,,,,,,
FIIT,First Security Inc,$37.78 ,TRUE,,No data fetched for symbol FIIT using YahooDailyReader,,,,,,,,,
FSGI,First Security Group Inc,$2.34 ,TRUE,,'Date',,,,,,,,,
FPBK,First Priority Financial Corp,$11.50 ,TRUE,,No data fetched for symbol FPBK using YahooDailyReader,,,,,,,,,
FPO,First Potomac Realty Trust,$11.14 ,TRUE,,'Date',,,,,,,,,
FNFG,First Niagara Financial Group Inc,$10.18 ,TRUE,,'Date',,,,,,,,,
FBSW,First Natl Bankshares,$31.00 ,TRUE,,'Date',,,,,,,,,
FIED,First National Bank Fredericksburg,$501.00 ,TRUE,,No data fetched for symbol FIED using YahooDailyReader,,,,,,,,,
FMBP,First Mountain Bank,$8.75 ,TRUE,,'Date',,,,,,,,,
FMBJ,First Menasha Bancshares Inc,$140.00 ,TRUE,,'Date',,,,,,,,,
FJKNF,First Juken Co Ltd,$11.08 ,TRUE,,No data fetched for symbol FJKNF using YahooDailyReader,,,,,,,,,
FBKIF,First International Bank of Israel Ltd,$11.58 ,TRUE,,No data fetched for symbol FBKIF using YahooDailyReader,,,,,,,,,
FFSL,First Independence Corp (Delaware),$17.53 ,TRUE,,'Date',,,,,,,,,
FSGCF,First Gen Corporation,$0.55 ,TRUE,,No data fetched for symbol FSGCF using YahooDailyReader,,,,,,,,,
FFHCF,First Financial Holding Co Ltd,$14.45 ,TRUE,,No data fetched for symbol FFHCF using YahooDailyReader,,,,,,,,,
FFHMY,First Financial Holding Co Ltd,$7.32 ,TRUE,,No data fetched for symbol FFHMY using YahooDailyReader,,,,,,,,,
FDC,First Data Corp,$31.69 ,TRUE,,No data fetched for symbol FDC using YahooDailyReader,,,,,,,,,
FCWT,First Coweta Bank Ga,$0.05 ,TRUE,,No data fetched for symbol FCWT using YahooDailyReader,,,,,,,,,
FBNK,First Connecticut Bancorp Inc,$11.00 ,TRUE,,No data fetched for symbol FBNK using YahooDailyReader,,,,,,,,,
FCFP,First Community Financial Partners Inc,$12.90 ,TRUE,,'Date',,,,,,,,,
FCNH,First Colebrook Bancorp Inc,$44.80 ,TRUE,,No data fetched for symbol FCNH using YahooDailyReader,,,,,,,,,
FCLF,First Clover Leaf Financial Corp,$12.50 ,TRUE,,'Date',,,,,,,,,
FCBS,First Century Bankshares Inc,$23.08 ,TRUE,,'Date',,,,,,,,,
FCVA,First Capital Bancorp Inc,$5.56 ,TRUE,,'Date',,,,,,,,,
FIBCF,First Bauxite Corp,$0.03 ,TRUE,,No data fetched for symbol FIBCF using YahooDailyReader,,,,,,,,,
FBCI,First Banking Center Inc,$0.01 ,TRUE,,No data fetched for symbol FBCI using YahooDailyReader,,,,,,,,,
FBLV,First Bancorp,$57.00 ,TRUE,,No data fetched for symbol FBLV using YahooDailyReader,,,,,,,,,
FAHLF,First Asia Holdings Ltd,$0.10 ,TRUE,,No data fetched for symbol FAHLF using YahooDailyReader,,,,,,,,,
FAIT,First American International Corp,$46.50 ,TRUE,,No data fetched for symbol FAIT using YahooDailyReader,,,,,,,,,
