symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
PZCUF,PZ Cussons PLC,$2.60 ,True,,No data fetched for symbol PZCUF using YahooDailyReader,,,,,,,,,
PYNGF,Pyng Medical Corp,$0.30 ,True,,'Date',,,,,,,,,
PMTHF,PW Medtech Group Ltd,$0.23 ,True,,No data fetched for symbol PMTHF using YahooDailyReader,,,,,,,,,
PUNB,Putnam County National Bank,$105.00 ,True,,No data fetched for symbol PUNB using YahooDailyReader,,,,,,,,,
WTRSY,Purifloh Ltd,$0.05 ,True,,No data fetched for symbol WTRSY using YahooDailyReader,,,,,,,,,
PRGLY,Puregold Price Club Inc,$6.86 ,True,,No data fetched for symbol PRGLY using YahooDailyReader,,,,,,,,,
PDEP,PureDepth Inc,$0.02 ,True,,'Date',,,,,,,,,
PVNX,Pure Vanilla Exchange Inc,$0.01 ,True,,No data fetched for symbol PVNX using YahooDailyReader,,,,,,,,,
PPEHF,Pure Technologies Ltd,$7.29 ,True,,'Date',,,,,,,,,
PMULF,Pure Multi-Family REIT LP,$7.60 ,True,,No data fetched for symbol PMULF using YahooDailyReader,,,,,,,,,
PDTRF,Pure Industrial Real Estate Trust,$6.28 ,True,,No data fetched for symbol PDTRF using YahooDailyReader,,,,,,,,,
CKATF,Pure Foods Tasmania Ltd,$0.26 ,True,,No data fetched for symbol CKATF using YahooDailyReader,,,,,,,,,
RKSFF,Pure E&P Norway AS,$0.77 ,True,,No data fetched for symbol RKSFF using YahooDailyReader,,,,,,,,,
PCTVY,Punch Taverns PLC,$3.04 ,True,,No data fetched for symbol PCTVY using YahooDailyReader,,,,,,,,,
PCTVF,Punch Taverns PLC,$2.17 ,True,,'Date',,,,,,,,,
PKNHF,Puncak Niaga Holdings Bhd,$1.06 ,True,,No data fetched for symbol PKNHF using YahooDailyReader,,,,,,,,,
PUPKF,Pumpkin Patch Ltd,$0.19 ,True,,'Date',,,,,,,,,
PULB,Pulaski Financial Corp,$16.17 ,True,,'Date',,,,,,,,,
PUGB,Puget Sound Bancorp Inc,$37.25 ,True,,'Date',,,,,,,,,
PEQU,Publishers Equipment Corp,$0.01 ,True,,'Date',,,,,,,,,
PPIZF,Public Service Properties Investments Ltd,$0.62 ,True,,No data fetched for symbol PPIZF using YahooDailyReader,,,,,,,,,
