symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
LNCGY,Linc Energy Ltd,$1.18 ,TRUE,,'Date',,,,,,,,,
LVPR,Lightstone Value Plus Real Estate Investment Trust,$8.67 ,TRUE,,No data fetched for symbol LVPR using YahooDailyReader,,,,,,,,,
LGHT,Lighthouse Bank Ca,$26.25 ,TRUE,,No data fetched for symbol LGHT using YahooDailyReader,,,,,,,,,
LFWWF,LifeWatch AG,$14.35 ,TRUE,,No data fetched for symbol LFWWF using YahooDailyReader,,,,,,,,,
LIFNF,Lifenet Insurance Co,$3.20 ,TRUE,,No data fetched for symbol LIFNF using YahooDailyReader,,,,,,,,,
CDCZF,Life Science Developments Ltd,$0.02 ,TRUE,,No data fetched for symbol CDCZF using YahooDailyReader,,,,,,,,,
LPHIQ,Life Partners Holdings Inc,$0.03 ,TRUE,,'Date',,,,,,,,,
TAFFF,Life Healthcare Group Ltd,$0.01 ,TRUE,,No data fetched for symbol TAFFF using YahooDailyReader,,,,,,,,,
LFXG,Life Exchange Inc,$0.14 ,TRUE,,No data fetched for symbol LFXG using YahooDailyReader,,,,,,,,,
LCMD,Life Care Medical Devices Ltd,$0.03 ,TRUE,,No data fetched for symbol LCMD using YahooDailyReader,,,,,,,,,
LLAZF,Liechtensteinische Landesbank AG,$38.30 ,TRUE,,No data fetched for symbol LLAZF using YahooDailyReader,,,,,,,,,
LPT,Liberty Property Trust,$61.95 ,TRUE,,No data fetched for symbol LPT using YahooDailyReader,,,,,,,,,
LIBHB,Liberty Homes Inc,$0.01 ,TRUE,,'Date',,,,,,,,,
LBBTF,Liberty Holdings Ltd,$9.53 ,TRUE,,No data fetched for symbol LBBTF using YahooDailyReader,,,,,,,,,
LBGO,Liberty Gold Corp,$0.01 ,TRUE,,'Date',,,,,,,,,
LEXEB,Liberty Expedia Holdings Inc,$47.90 ,TRUE,,No data fetched for symbol LEXEB using YahooDailyReader,,,,,,,,,
LEXEA,Liberty Expedia Holdings Inc,$50.42 ,TRUE,,No data fetched for symbol LEXEA using YahooDailyReader,,,,,,,,,
LBCP,Liberty Bancorp Inc,$41.79 ,TRUE,,No data fetched for symbol LBCP using YahooDailyReader,,,,,,,,,
LBMH,Liberator Medical Holdings Inc,$3.35 ,TRUE,,'Date',,,,,,,,,
LIEG,LI3 Energy Inc,$0.02 ,TRUE,,'Date',,,,,,,,,
LFUGY,Li & Fung Ltd,$0.22 ,TRUE,,No data fetched for symbol LFUGY using YahooDailyReader,,,,,,,,,
LGHMF,LG Household & Health Care Ltd,$67.87 ,TRUE,,'Date',,,,,,,,,
LGHHF,LG Household & Health Care Ltd,$559.66 ,TRUE,,No data fetched for symbol LGHHF using YahooDailyReader,,,,,,,,,
LGCLF,LG Chem Ltd,$280.00 ,TRUE,,No data fetched for symbol LGCLF using YahooDailyReader,,,,,,,,,
LGCEY,LG Chem Ltd,$118.90 ,TRUE,,No data fetched for symbol LGCEY using YahooDailyReader,,,,,,,,,
LYRSY,Leyshon Resources Ltd,$2.05 ,TRUE,,'Date',,,,,,,,,
LXK,Lexmark International Inc,$40.49 ,TRUE,,'Date',,,,,,,,,
LXMO,Lexington B & L Financial Corp,$29.00 ,TRUE,,'Date',,,,,,,,,
LEXVF,Lexam VG Gold Inc,$0.16 ,TRUE,,No data fetched for symbol LEXVF using YahooDailyReader,,,,,,,,,
LVNVF,Levon Resources Ltd,$0.16 ,TRUE,,No data fetched for symbol LVNVF using YahooDailyReader,,,,,,,,,
LVISF,Levi Strauss Japan Kabushiki Kaisha,$14.28 ,TRUE,,No data fetched for symbol LVISF using YahooDailyReader,,,,,,,,,
LGWXY,Let?s Gowex SA,$10.04 ,TRUE,,No data fetched for symbol LGWXY using YahooDailyReader,,,,,,,,,
LEOPF,Leo Palace21 Corp,$1.60 ,TRUE,,No data fetched for symbol LEOPF using YahooDailyReader,,,,,,,,,
LEN.B,Lennar Corp,$61.35 ,TRUE,,'Date',,,,,,,,,
LEMMF,Lemminkainen Oyj,$30.32 ,TRUE,,No data fetched for symbol LEMMF using YahooDailyReader,,,,,,,,,
LMHDF,LEM Holding SA,"$1,415.00 ",TRUE,,No data fetched for symbol LMHDF using YahooDailyReader,,,,,,,,,
MRTDF,Leigh Creek Energy Ltd,$0.17 ,TRUE,,No data fetched for symbol MRTDF using YahooDailyReader,,,,,,,,,
LTRKF,Lehman Trikes Inc,$0.01 ,TRUE,,'Date',,,,,,,,,
NOATF,Legend Gold Corp,$0.28 ,TRUE,,No data fetched for symbol NOATF using YahooDailyReader,,,,,,,,,
LRCI,Legal Research Center Inc,$0.05 ,TRUE,,'Date',,,,,,,,,
LLFP,Legal Life Plans Inc,$0.40 ,TRUE,,'Date',,,,,,,,,
LTXB,LegacyTexas Financial Group Inc,$42.54 ,TRUE,,No data fetched for symbol LTXB using YahooDailyReader,,,,,,,,,
LRNRF,Legacy Iron Ore Ltd,$0.05 ,TRUE,,No data fetched for symbol LRNRF using YahooDailyReader,,,,,,,,,
LPCUF,Lee?s Pharmaceutical Holdings Ltd,$1.15 ,TRUE,,No data fetched for symbol LPCUF using YahooDailyReader,,,,,,,,,
LEFA,LEE Fine Arts Inc,$6.08 ,TRUE,,No data fetched for symbol LEFA using YahooDailyReader,,,,,,,,,
LFEEF,Lee Feed Mill PLC,$0.08 ,TRUE,,No data fetched for symbol LFEEF using YahooDailyReader,,,,,,,,,
LMSAF,Ledesma SA,$0.10 ,TRUE,,No data fetched for symbol LMSAF using YahooDailyReader,,,,,,,,,
SLDZF,Lebanese Co for Dev&Rec of Beirut,$8.98 ,TRUE,,No data fetched for symbol SLDZF using YahooDailyReader,,,,,,,,,
LF,Leapfrog Enterprises Inc,$1.00 ,TRUE,,'Date',,,,,,,,,
LMCNF,Leagold Mining Corp,$1.87 ,TRUE,,No data fetched for symbol LMCNF using YahooDailyReader,,,,,,,,,
IVWFF,LeadFX Inc,$0.73 ,TRUE,,No data fetched for symbol IVWFF using YahooDailyReader,,,,,,,,,
LDRXF,Leader Energy Services Ltd,$0.01 ,TRUE,,No data fetched for symbol LDRXF using YahooDailyReader,,,,,,,,,
LCUAF,Le Chateau Inc,$0.05 ,TRUE,,No data fetched for symbol LCUAF using YahooDailyReader,,,,,,,,,
LDRH,LDR Holding Corp,$36.98 ,TRUE,,'Date',,,,,,,,,
LDKYQ,LDK Solar Co Ltd,$0.01 ,TRUE,,No data fetched for symbol LDKYQ using YahooDailyReader,,,,,,,,,
LKII,Lazare Kaplan International Inc,$0.75 ,TRUE,,'Date',,,,,,,,,
LWSOF,Lawson Inc,$47.50 ,TRUE,,No data fetched for symbol LWSOF using YahooDailyReader,,,,,,,,,
LHTCF,Launch Tech Co Ltd,$0.87 ,TRUE,,'Date',,,,,,,,,
LNRDY,Latin Resources Ltd,$1.25 ,TRUE,,No data fetched for symbol LNRDY using YahooDailyReader,,,,,,,,,
LTLM,Lateral Media Inc,$0.55 ,TRUE,,No data fetched for symbol LTLM using YahooDailyReader,,,,,,,,,
LCWYF,Latchways PLC,$15.50 ,TRUE,,No data fetched for symbol LCWYF using YahooDailyReader,,,,,,,,,
LPSB,LaPorte Bancorp Inc,$17.15 ,TRUE,,'Date',,,,,,,,,
LPAD,LaPolla Industries Inc,$1.02 ,TRUE,,'Date',,,,,,,,,
LPDHF,Lapidoth Capital Ltd,$4.35 ,TRUE,,No data fetched for symbol LPDHF using YahooDailyReader,,,,,,,,,
LNDSF,Landore Resources Ltd,$0.02 ,TRUE,,No data fetched for symbol LNDSF using YahooDailyReader,,,,,,,,,
LDRZF,Landi Renzo SpA,$0.97 ,TRUE,,No data fetched for symbol LDRZF using YahooDailyReader,,,,,,,,,
LDR,Landauer Inc,$67.20 ,TRUE,,'Date',,,,,,,,,
LSGOY,Land Securities Group PLC,$14.60 ,TRUE,,No data fetched for symbol LSGOY using YahooDailyReader,,,,,,,,,
LDHOF,Land and Houses PCL,$0.33 ,TRUE,,No data fetched for symbol LDHOF using YahooDailyReader,,,,,,,,,
LDXHF,Land and Houses PCL,$0.30 ,TRUE,,No data fetched for symbol LDXHF using YahooDailyReader,,,,,,,,,
LMDFF,Lamda Development SA,$8.01 ,TRUE,,No data fetched for symbol LMDFF using YahooDailyReader,,,,,,,,,
LSBG,Lake Sunapee Bank Group,$21.94 ,TRUE,,'Date',,,,,,,,,
LSG,Lake Shore Gold Corp,$1.47 ,TRUE,,'Date',,,,,,,,,
LSIHF,Lai Sun Garment (International) Ltd,$0.90 ,TRUE,,No data fetched for symbol LSIHF using YahooDailyReader,,,,,,,,,
LFYC,Lafayette Community Bancorp,$16.85 ,TRUE,,'Date',,,,,,,,,
LTS,Ladenburg Thalmann Financial Services Inc,$3.49 ,TRUE,,No data fetched for symbol LTS using YahooDailyReader,,,,,,,,,
LXSGF,Labixiaoxin Snacks Group Ltd,$0.06 ,TRUE,,No data fetched for symbol LXSGF using YahooDailyReader,,,,,,,,,
LCCTY,L'Occitane International SA,$8.65 ,TRUE,,No data fetched for symbol LCCTY using YahooDailyReader,,,,,,,,,
LLEN,L & L Energy Inc,$0.02 ,TRUE,,No data fetched for symbol LLEN using YahooDailyReader,,,,,,,,,
