symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
SNBC,Sun Bancorp Inc,$24.50 ,True,,'Date',,,,,,,,,
SBKT,Sumner Bank & Trust,$16.70 ,True,,No data fetched for symbol SBKT using YahooDailyReader,,,,,,,,,
SMXXF,Summit Therapeutics PLC,$0.40 ,True,,No data fetched for symbol SMXXF using YahooDailyReader,,,,,,,,,
SRCSF,Summit Resources Ltd,$0.14 ,True,,No data fetched for symbol SRCSF using YahooDailyReader,,,,,,,,,
SMTNF,Summit Ascent Holdings Ltd,$0.13 ,True,,No data fetched for symbol SMTNF using YahooDailyReader,,,,,,,,,
PSAHF,Summarecon Agung Tbk,$0.10 ,True,,No data fetched for symbol PSAHF using YahooDailyReader,,,,,,,,,
SMTUY,Sumitomo Rubber Industries Ltd,$18.45 ,True,,No data fetched for symbol SMTUY using YahooDailyReader,,,,,,,,,
SUCEF,Sumitomo Osaka Cement Co Ltd,$42.44 ,True,,No data fetched for symbol SUCEF using YahooDailyReader,,,,,,,,,
SMCKF,Sumitomo Mitsui Construction Co Ltd,$1.10 ,True,,No data fetched for symbol SMCKF using YahooDailyReader,,,,,,,,,
PTMSF,Sumber Alfaria Trijaya Tbk,$0.62 ,True,,No data fetched for symbol PTMSF using YahooDailyReader,,,,,,,,,
SUZRY,Sulzer AG,$16.46 ,True,,No data fetched for symbol SUZRY using YahooDailyReader,,,,,,,,,
SGIAF,Sugimoto & Co Ltd,$8.85 ,True,,No data fetched for symbol SGIAF using YahooDailyReader,,,,,,,,,
SGIPF,Sugi Holdings Co Ltd,$40.18 ,True,,'Date',,,,,,,,,
SCNB,Suffolk Bancorp,$40.41 ,True,,'Date',,,,,,,,,
SUZQF,Suez Cement Co SAE,$0.25 ,True,,No data fetched for symbol SUZQF using YahooDailyReader,,,,,,,,,
SHGT,Success Holding Group International Inc,$0.10 ,True,,'Date',,,,,,,,,
SHGR,Success Holding Group Corp,$6.50 ,True,,No data fetched for symbol SHGR using YahooDailyReader,,,,,,,,,
STWSQ,STW Resources Holding Corp,$0.01 ,True,,No data fetched for symbol STWSQ using YahooDailyReader,,,,,,,,,
STBD,Studio II Brands Inc,$0.89 ,True,,'Date',,,,,,,,,
STGCF,Strongco Corp,$1.39 ,True,,No data fetched for symbol STGCF using YahooDailyReader,,,,,,,,,
SOTDF,Stroeer SE & Co KGaA,$56.14 ,True,,No data fetched for symbol SOTDF using YahooDailyReader,,,,,,,,,
STXXF,Strix Group PLC,$1.90 ,True,,No data fetched for symbol STXXF using YahooDailyReader,,,,,,,,,
EKWFF,Striker Exploration Corp,$1.26 ,True,,No data fetched for symbol EKWFF using YahooDailyReader,,,,,,,,,
SRKRF,Strike Resources Ltd,$0.07 ,True,,No data fetched for symbol SRKRF using YahooDailyReader,,,,,,,,,
STKKF,Strike Energy Ltd,$0.11 ,True,,No data fetched for symbol STKKF using YahooDailyReader,,,,,,,,,
SKAX,Strike Axe Inc,$0.10 ,True,,No data fetched for symbol SKAX using YahooDailyReader,,,,,,,,,
CXSNF,Street Capital Group Inc,$0.51 ,True,,No data fetched for symbol CXSNF using YahooDailyReader,,,,,,,,,
SCCFF,"Strategic Resources, Inc.",$0.14 ,True,,'Date',,,,,,,,,
SMCDY,Strategic Minerals PLC,$2.22 ,True,,No data fetched for symbol SMCDY using YahooDailyReader,,,,,,,,,
SGMLF,Strategic Minerals Corp NL,$2.04 ,True,,'Date',,,,,,,,,
BEE,Strategic Hotels & Resorts Inc,$14.22 ,True,,'Date',,,,,,,,,
EGBRF,Strategic Energy Resources Ltd,$0.01 ,True,,No data fetched for symbol EGBRF using YahooDailyReader,,,,,,,,,
STRU,Straight Up Brands Inc,$1.38 ,True,,'Date',,,,,,,,,
STRDF,Strad Inc,$1.65 ,True,,No data fetched for symbol STRDF using YahooDailyReader,,,,,,,,,
SBAGY,STRABAG SE,$32.39 ,True,,No data fetched for symbol SBAGY using YahooDailyReader,,,,,,,,,
STAGF,Strabag AG,$428.53 ,True,,No data fetched for symbol STAGF using YahooDailyReader,,,,,,,,,
SEOFF,Stora Enso Oyj,$10.22 ,True,,No data fetched for symbol SEOFF using YahooDailyReader,,,,,,,,,
SGM,Stonegate Mortgage Corp,$7.99 ,True,,'Date',,,,,,,,,
SGBK,Stonegate Bank,$51.62 ,True,,'Date',,,,,,,,,
SNRCF,Stonegate Agricom Ltd,$0.01 ,True,,No data fetched for symbol SNRCF using YahooDailyReader,,,,,,,,,
STCMB,Stonecutter Mills Corp,$175.25 ,True,,No data fetched for symbol STCMB using YahooDailyReader,,,,,,,,,
STCMA,Stonecutter Mills Corp,$194.00 ,True,,No data fetched for symbol STCMA using YahooDailyReader,,,,,,,,,
SKMBF,Stockmann Oyj Abp,$15.84 ,True,,'Date',,,,,,,,,
STGWF,Sto SE & Co KGaA,$197.78 ,True,,No data fetched for symbol STGWF using YahooDailyReader,,,,,,,,,
SERTY,SThree PLC,$4.38 ,True,,No data fetched for symbol SERTY using YahooDailyReader,,,,,,,,,
SSFN,Stewardship Financial Corp,$15.75 ,True,,No data fetched for symbol SSFN using YahooDailyReader,,,,,,,,,
SBHO,Steuben Trust Co,$61.50 ,True,,No data fetched for symbol SBHO using YahooDailyReader,,,,,,,,,
SRLRY,Sterlite Technologies Ltd,$1.85 ,True,,No data fetched for symbol SRLRY using YahooDailyReader,,,,,,,,,
SGGV,Sterling Group Ventures Inc,$0.01 ,True,,No data fetched for symbol SGGV using YahooDailyReader,,,,,,,,,
STNYF,Stentys,$13.62 ,True,,No data fetched for symbol STNYF using YahooDailyReader,,,,,,,,,
STEOF,Stenocare AS,$6.50 ,True,,No data fetched for symbol STEOF using YahooDailyReader,,,,,,,,,
STML,Stemline Therapeutics Inc,$11.83 ,True,,No data fetched for symbol STML using YahooDailyReader,,,,,,,,,
STLZF,Stelmine Canada Ltd,$0.12 ,True,,No data fetched for symbol STLZF using YahooDailyReader,,,,,,,,,
STLR,Stellar Acquisition III Inc,$10.50 ,True,,No data fetched for symbol STLR using YahooDailyReader,,,,,,,,,
SLAHF,Stella Chemifa Corp,$44.70 ,True,,No data fetched for symbol SLAHF using YahooDailyReader,,,,,,,,,
SNHFY,Steinhoff International Holdings NV,$25.95 ,True,,No data fetched for symbol SNHFY using YahooDailyReader,,,,,,,,,
STNR,Steiner Leisure Ltd,$62.73 ,True,,'Date',,,,,,,,,
SXCL,Steel Excel Inc,$16.33 ,True,,'Date',,,,,,,,,
SAUKF,Steel Authority Of India Ltd,$1.18 ,True,,No data fetched for symbol SAUKF using YahooDailyReader,,,,,,,,,
STHLY,Steel & Tube Holdings Ltd,$16.28 ,True,,'Date',,,,,,,,,
SFGLF,Steadfast Group Ltd,$1.83 ,True,,No data fetched for symbol SFGLF using YahooDailyReader,,,,,,,,,
SCIPF,STATS ChipPAC Ltd,$0.33 ,True,,No data fetched for symbol SCIPF using YahooDailyReader,,,,,,,,,
SNC,State National Companies Inc,$21.02 ,True,,'Date',,,,,,,,,
SBAZ,State Bank Corp,$15.28 ,True,,No data fetched for symbol SBAZ using YahooDailyReader,,,,,,,,,
STRZB,Starz,$40.17 ,True,,'Date',,,,,,,,,
STRZA,Starz,$35.52 ,True,,'Date',,,,,,,,,
SFR,Starwood Waypoint Homes,$37.13 ,True,,'Date',,,,,,,,,
SGGGF,Stargroup Ltd,$0.01 ,True,,No data fetched for symbol SGGGF using YahooDailyReader,,,,,,,,,
STFMF,Starfire Minerals Inc,$0.03 ,True,,'Date',,,,,,,,,
RGRYY,Star Phoenix Group Ltd,$0.16 ,True,,No data fetched for symbol RGRYY using YahooDailyReader,,,,,,,,,
SMRS,Star Mountain Resources Inc,$0.01 ,True,,No data fetched for symbol SMRS using YahooDailyReader,,,,,,,,,
SAFJZ,Star Asia Finance Ltd,$1.40 ,True,,No data fetched for symbol SAFJZ using YahooDailyReader,,,,,,,,,
SPLS,Staples Inc,$10.25 ,True,,'Date',,,,,,,,,
SYYGF,Stanley Gibbons Group (The) PLC,$0.02 ,True,,No data fetched for symbol SYYGF using YahooDailyReader,,,,,,,,,
STFYF,Standard Foods Corp,$9.51 ,True,,No data fetched for symbol STFYF using YahooDailyReader,,,,,,,,,
SDOIB,Standard Diversified Inc,$10.25 ,True,,No data fetched for symbol SDOIB using YahooDailyReader,,,,,,,,,
STLLF,Stallergenes Greer PLC,$29.62 ,True,,No data fetched for symbol STLLF using YahooDailyReader,,,,,,,,,
STXAF,Stalexport Autostrady SA,$1.14 ,True,,No data fetched for symbol STXAF using YahooDailyReader,,,,,,,,,
SEHI,Stadium Entertainment Holdings Inc,$0.01 ,True,,No data fetched for symbol SEHI using YahooDailyReader,,,,,,,,,
STMWF,St Modwen Properties PLC,$5.35 ,True,,No data fetched for symbol STMWF using YahooDailyReader,,,,,,,,,
STJ,St Jude Medical Inc,$80.82 ,True,,'Date',,,,,,,,,
SGKBF,St Galler Kantonalbank AG,$355.00 ,True,,No data fetched for symbol SGKBF using YahooDailyReader,,,,,,,,,
STADF,St Andrew Goldfields Ltd,$0.31 ,True,,No data fetched for symbol STADF using YahooDailyReader,,,,,,,,,
SSZZF,SSP Offshore Inc,$0.02 ,True,,No data fetched for symbol SSZZF using YahooDailyReader,,,,,,,,,
SSIT,SSI International Ltd,$1.15 ,True,,No data fetched for symbol SSIT using YahooDailyReader,,,,,,,,,
SCSYF,SSH Communications Security Oyj,$3.13 ,True,,No data fetched for symbol SCSYF using YahooDailyReader,,,,,,,,,
SRTI,SRTI BlockChain Generation Inc,$0.03 ,True,,No data fetched for symbol SRTI using YahooDailyReader,,,,,,,,,
SFTWF,SRT Marine Systems PLC,$0.36 ,True,,No data fetched for symbol SFTWF using YahooDailyReader,,,,,,,,,
SRAWY,Srisawad Corp PCL,$14.07 ,True,,No data fetched for symbol SRAWY using YahooDailyReader,,,,,,,,,
SLJUY,Sri Trang Agro-Industry PLC,$13.68 ,True,,No data fetched for symbol SLJUY using YahooDailyReader,,,,,,,,,
SRTRF,Sri Trang Agro-Industry PLC,$0.10 ,True,,No data fetched for symbol SRTRF using YahooDailyReader,,,,,,,,,
SRCI,SRC Energy Inc,$4.00 ,True,,No data fetched for symbol SRCI using YahooDailyReader,,,,,,,,,
SQBK,Square 1 Financial Inc,$26.32 ,True,,No data fetched for symbol SQBK using YahooDailyReader,,,,,,,,,
SQSLF,SQS Software Quality Systems AG,$10.95 ,True,,No data fetched for symbol SQSLF using YahooDailyReader,,,,,,,,,
SPYKF,Spyker NV,$1.09 ,True,,No data fetched for symbol SPYKF using YahooDailyReader,,,,,,,,,
XSPY,SPY Inc,$0.09 ,True,,No data fetched for symbol XSPY using YahooDailyReader,,,,,,,,,
SPNI,Sputnik Enterprises Inc,$1.00 ,True,,No data fetched for symbol SPNI using YahooDailyReader,,,,,,,,,
S,Sprint Corp,$8.62 ,True,,No data fetched for symbol S using YahooDailyReader,,,,,,,,,
SPRHY,Springland International Holdings Ltd,$4.44 ,True,,No data fetched for symbol SPRHY using YahooDailyReader,,,,,,,,,
SGILF,Springland International Holdings Ltd,$0.21 ,True,,No data fetched for symbol SGILF using YahooDailyReader,,,,,,,,,
SPORQ,Sport-Haley Holdings Inc,$0.02 ,True,,'Date',,,,,,,,,
SPPKF,Spookfish Ltd,$0.06 ,True,,No data fetched for symbol SPPKF using YahooDailyReader,,,,,,,,,
SPOYF,Sponda Oyj,$5.95 ,True,,No data fetched for symbol SPOYF using YahooDailyReader,,,,,,,,,
SMTA,Spirit MTA REIT,$0.77 ,True,,No data fetched for symbol SMTA using YahooDailyReader,,,,,,,,,
LGPRU,Spire Inc,$58.00 ,True,,No data fetched for symbol LGPRU using YahooDailyReader,,,,,,,,,
SRRHF,Spire Healthcare Group PLC,$1.15 ,True,,No data fetched for symbol SRRHF using YahooDailyReader,,,,,,,,,
SPGRF,Spineguard,$0.80 ,True,,No data fetched for symbol SPGRF using YahooDailyReader,,,,,,,,,
SPIWF,SPIE SA,$19.20 ,True,,No data fetched for symbol SPIWF using YahooDailyReader,,,,,,,,,
PPXXY,Spicers Ltd,$0.23 ,True,,No data fetched for symbol PPXXY using YahooDailyReader,,,,,,,,,
PPXLF,Spicers Ltd,$0.02 ,True,,'Date',,,,,,,,,
TRK,Speedway Motorsports Inc,$19.78 ,True,,No data fetched for symbol TRK using YahooDailyReader,,,,,,,,,
TRYUF,Spectrum Metals Ltd,$0.06 ,True,,No data fetched for symbol TRYUF using YahooDailyReader,,,,,,,,,
SPTYF,Spectrum ASA,$6.97 ,True,,No data fetched for symbol SPTYF using YahooDailyReader,,,,,,,,,
SCTQ,Spectra Systems Corp,$1.56 ,True,,No data fetched for symbol SCTQ using YahooDailyReader,,,,,,,,,
SPA,Sparton Corp,$18.51 ,True,,No data fetched for symbol SPA using YahooDailyReader,,,,,,,,,
PTORF,Spartan Energy Corp,$5.07 ,True,,No data fetched for symbol PTORF using YahooDailyReader,,,,,,,,,
ONCE,Spark Therapeutics Inc,$113.57 ,True,,No data fetched for symbol ONCE using YahooDailyReader,,,,,,,,,
SGPPY,Spar Group Ltd,$13.66 ,True,,No data fetched for symbol SGPPY using YahooDailyReader,,,,,,,,,
SPAN,Span-America Medical Systems Inc,$29.99 ,True,,'Date',,,,,,,,,
SPKMF,Spackman Equities Group Inc,$0.03 ,True,,No data fetched for symbol SPKMF using YahooDailyReader,,,,,,,,,
SGB,Southwest Georgia Financial Corp,$18.95 ,True,,No data fetched for symbol SGB using YahooDailyReader,,,,,,,,,
OKSB,Southwest Bancorp Inc,$28.45 ,True,,'Date',,,,,,,,,
SOPYW,SouthPeak Interactive Corp,$0.01 ,True,,No data fetched for symbol SOPYW using YahooDailyReader,,,,,,,,,
SUTHF,Southern Gold Ltd,$0.22 ,True,,No data fetched for symbol SUTHF using YahooDailyReader,,,,,,,,,
SOUTF,Southern Cross Media Group Ltd,$0.89 ,True,,No data fetched for symbol SOUTF using YahooDailyReader,,,,,,,,,
SBFC,Southeastern Bank Financial Corp,$63.25 ,True,,'Date',,,,,,,,,
SXEEQ,Southcross Energy Partners LP,$0.01 ,True,,No data fetched for symbol SXEEQ using YahooDailyReader,,,,,,,,,
SOCB,Southcoast Financial Corp,$14.02 ,True,,'Date',,,,,,,,,
SPNZF,South Port New Zealand Ltd,$3.19 ,True,,No data fetched for symbol SPNZF using YahooDailyReader,,,,,,,,,
SGXXY,Sound Global Ltd,$9.90 ,True,,No data fetched for symbol SGXXY using YahooDailyReader,,,,,,,,,
SOUG,Sou 300 Group Holding Co,$15.87 ,True,,No data fetched for symbol SOUG using YahooDailyReader,,,,,,,,,
BID,Sothebys,$56.99 ,True,,No data fetched for symbol BID using YahooDailyReader,,,,,,,,,
ROKA,Sorrento Tech Inc,$0.65 ,True,,'Date',,,,,,,,,
SORL,SORL Auto Parts Inc,$4.71 ,True,,No data fetched for symbol SORL using YahooDailyReader,,,,,,,,,
SORJF,Sorin,$3.14 ,True,,'Date',,,,,,,,,
SHPPY,Sophos Group PLC,$23.32 ,True,,No data fetched for symbol SHPPY using YahooDailyReader,,,,,,,,,
SPHHF,Sophos Group PLC,$7.00 ,True,,No data fetched for symbol SPHHF using YahooDailyReader,,,,,,,,,
SOPEF,Sopheon PLC,$11.58 ,True,,No data fetched for symbol SOPEF using YahooDailyReader,,,,,,,,,
SOVTF,Sonaecom SA,$7.58 ,True,,No data fetched for symbol SOVTF using YahooDailyReader,,,,,,,,,
SREZF,Sona Resources Corp,$0.08 ,True,,No data fetched for symbol SREZF using YahooDailyReader,,,,,,,,,
SLTA,Soltera Mining Corp,$0.02 ,True,,No data fetched for symbol SLTA using YahooDailyReader,,,,,,,,,
SGFRF,SOLON SE,$0.03 ,True,,No data fetched for symbol SGFRF using YahooDailyReader,,,,,,,,,
BNRQY,Solon Eiendom ASA,$1.93 ,True,,No data fetched for symbol BNRQY using YahooDailyReader,,,,,,,,,
SLLGF,Solocal Group SA,$1.19 ,True,,No data fetched for symbol SLLGF using YahooDailyReader,,,,,,,,,
SIUMF,Solium Capital Inc,$14.22 ,True,,No data fetched for symbol SIUMF using YahooDailyReader,,,,,,,,,
SYKKF,Soliton Systems KK,$8.75 ,True,,No data fetched for symbol SYKKF using YahooDailyReader,,,,,,,,,
SLDGF,SolidusGold Inc,$0.07 ,True,,'Date',,,,,,,,,
SLH,Solera Holdings Inc,$55.84 ,True,,'Date',,,,,,,,,
SRWRY,SolarWorld AG,$0.01 ,True,,No data fetched for symbol SRWRY using YahooDailyReader,,,,,,,,,
SUNS,Solar Senior Capital Ltd,$14.40 ,True,,'Date',,,,,,,,,
SQTI,Solar Quartz Technologies Inc,$0.50 ,True,,No data fetched for symbol SQTI using YahooDailyReader,,,,,,,,,
SOSPF,SOL SpA,$5.76 ,True,,No data fetched for symbol SOSPF using YahooDailyReader,,,,,,,,,
SFSVF,Software Service Inc,$18.50 ,True,,No data fetched for symbol SFSVF using YahooDailyReader,,,,,,,,,
SFTNF,Softing AG,$11.25 ,True,,No data fetched for symbol SFTNF using YahooDailyReader,,,,,,,,,
SLNZ,Soft Landing Laboratories Ltd,$0.45 ,True,,No data fetched for symbol SLNZ using YahooDailyReader,,,,,,,,,
SLLV,Soellingen Advisory Group Inc,$0.10 ,True,,'Date',,,,,,,,,
SDCKF,Sodick Co Ltd,$2.11 ,True,,No data fetched for symbol SDCKF using YahooDailyReader,,,,,,,,,
STEFF,Societe de la Tour Eiffel SA,$75.00 ,True,,No data fetched for symbol STEFF using YahooDailyReader,,,,,,,,,
SCZZF,Societa Cattolica di Assicurazione - Societa Coope,$9.22 ,True,,No data fetched for symbol SCZZF using YahooDailyReader,,,,,,,,,
SZBXY,Snoozebox Holdings PLC,$3.02 ,True,,No data fetched for symbol SZBXY using YahooDailyReader,,,,,,,,,
SYGCF,SnipGold Corp,$0.22 ,True,,'Date',,,,,,,,,
SLTQY,SNGN Romgaz SA,$5.39 ,True,,No data fetched for symbol SLTQY using YahooDailyReader,,,,,,,,,
SNCXF,Snc Former PLC,$0.50 ,True,,No data fetched for symbol SNCXF using YahooDailyReader,,,,,,,,,
SMTAF,SMT Scharf AG,$14.00 ,True,,No data fetched for symbol SMTAF using YahooDailyReader,,,,,,,,,
SMSUY,SMS Management & Technology Ltd,$2.68 ,True,,'Date',,,,,,,,,
SMSUF,SMS Management & Technology Ltd,$1.40 ,True,,'Date',,,,,,,,,
SPMRY,SMRT Corp Ltd,$11.01 ,True,,No data fetched for symbol SPMRY using YahooDailyReader,,,,,,,,,
SPMRF,SMRT Corp Ltd,$0.73 ,True,,'Date',,,,,,,,,
SMKRF,SMK Corp,$5.60 ,True,,No data fetched for symbol SMKRF using YahooDailyReader,,,,,,,,,
SMHLF,SMIT Holdings Ltd,$0.43 ,True,,No data fetched for symbol SMHLF using YahooDailyReader,,,,,,,,,
SMIFF,Smiles Fidelidade SA,$16.12 ,True,,No data fetched for symbol SMIFF using YahooDailyReader,,,,,,,,,
SMCSF,SMCP SA,$25.10 ,True,,No data fetched for symbol SMCSF using YahooDailyReader,,,,,,,,,
COMSF,Smartspace Software PLC,$0.10 ,True,,No data fetched for symbol COMSF using YahooDailyReader,,,,,,,,,
STTFY,SmarTone Telecommunications Holdings Ltd,$4.75 ,True,,No data fetched for symbol STTFY using YahooDailyReader,,,,,,,,,
STTFF,SmarTone Telecommunications Holdings Ltd,$1.08 ,True,,No data fetched for symbol STTFF using YahooDailyReader,,,,,,,,,
SMT,SMART Technologies Inc,$4.49 ,True,,'Date',,,,,,,,,
SFS,Smart & Final Stores Inc,$6.50 ,True,,No data fetched for symbol SFS using YahooDailyReader,,,,,,,,,
SMWK,Small World Kids Inc,$0.04 ,True,,'Date',,,,,,,,,
SMIVY,SM Investments Corp,$9.01 ,True,,No data fetched for symbol SMIVY using YahooDailyReader,,,,,,,,,
STGNF,Slater & Gordon Ltd,$0.87 ,True,,No data fetched for symbol STGNF using YahooDailyReader,,,,,,,,,
SKALF,Skymark Airlines Inc,$0.18 ,True,,No data fetched for symbol SKALF using YahooDailyReader,,,,,,,,,
SKYEY,Skyepharma PLC,$6.28 ,True,,'Date',,,,,,,,,
SKYEF,Skyepharma PLC,$6.40 ,True,,'Date',,,,,,,,,
MOBI,Sky-mobi Ltd,$2.14 ,True,,'Date',,,,,,,,,
SKPJF,SKY Perfect JSAT Corp,$5.32 ,True,,No data fetched for symbol SKPJF using YahooDailyReader,,,,,,,,,
SKDTY,Sky Deutschland AG,$6.00 ,True,,No data fetched for symbol SKDTY using YahooDailyReader,,,,,,,,,
SKUL,Skullcandy Inc,$6.35 ,True,,'Date',,,,,,,,,
SVKAF,Skandinaviska Enskilda Banken AB,$12.65 ,True,,No data fetched for symbol SVKAF using YahooDailyReader,,,,,,,,,
SKAJ,Skajaquoda Group Inc,$13.00 ,True,,No data fetched for symbol SKAJ using YahooDailyReader,,,,,,,,,
SKMTF,SK Telecom Co Ltd,$213.91 ,True,,'Date',,,,,,,,,
HXSCL,SK Hynix Inc,$41.71 ,True,,No data fetched for symbol HXSCL using YahooDailyReader,,,,,,,,,
SZMK,Sizmek Inc,$3.90 ,True,,'Date',,,,,,,,,
SIXX,Sixx Holdings Inc,$4.55 ,True,,'Date',,,,,,,,,
STYDF,Sitoy Group Holdings Ltd,$0.42 ,True,,No data fetched for symbol STYDF using YahooDailyReader,,,,,,,,,
JSFCY,Sistema PJSFC,$17.97 ,True,,No data fetched for symbol JSFCY using YahooDailyReader,,,,,,,,,
SIXHF,SiS International Holdings Ltd,$0.35 ,True,,No data fetched for symbol SIXHF using YahooDailyReader,,,,,,,,,
SXMDF,Sirtex Medical Ltd,$24.90 ,True,,No data fetched for symbol SXMDF using YahooDailyReader,,,,,,,,,
SIRO,Sirona Dental Systems Inc,$109.97 ,True,,'Date',,,,,,,,,
SIICF,Sirius XM Canada Holdings Inc,$3.35 ,True,,No data fetched for symbol SIICF using YahooDailyReader,,,,,,,,,
SRRLF,Sirius Real Estate Ltd,$0.91 ,True,,No data fetched for symbol SRRLF using YahooDailyReader,,,,,,,,,
SRUXY,Sirius Minerals PLC,$3.17 ,True,,No data fetched for symbol SRUXY using YahooDailyReader,,,,,,,,,
