symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
TYPE,Monotype Imaging Holdings Inc,$19.84 ,True,,No data fetched for symbol TYPE using YahooDailyReader,,,,,,,,,
MONOF,MonotaRO Co Ltd,$21.22 ,True,,No data fetched for symbol MONOF using YahooDailyReader,,,,,,,,,
MORE,Monogram Residential Trust Inc,$11.99 ,True,,'Date',,,,,,,,,
MONIF,Monitise PLC,$0.04 ,True,,No data fetched for symbol MONIF using YahooDailyReader,,,,,,,,,
MNQQY,Monitise PLC,$10.00 ,True,,No data fetched for symbol MNQQY using YahooDailyReader,,,,,,,,,
MOGLY,Mongolian Mining Corp,$3.34 ,True,,No data fetched for symbol MOGLY using YahooDailyReader,,,,,,,,,
MNSKY,Moneysupermarket.com Group PLC,$14.22 ,True,,No data fetched for symbol MNSKY using YahooDailyReader,,,,,,,,,
MXSPF,Mondo TV SpA,$1.87 ,True,,No data fetched for symbol MXSPF using YahooDailyReader,,,,,,,,,
MODLY,Mondi Ltd,$37.94 ,True,,No data fetched for symbol MODLY using YahooDailyReader,,,,,,,,,
MODLF,Mondi Ltd,$22.14 ,True,,No data fetched for symbol MODLF using YahooDailyReader,,,,,,,,,
MNRK,Monarch Financial Holdings Inc,$18.49 ,True,,'Date',,,,,,,,,
MCEMB,Monarch Cement Co,$28.04 ,True,,No data fetched for symbol MCEMB using YahooDailyReader,,,,,,,,,
MPOHY,Momentum Metropolitan Holdings Ltd,$6.23 ,True,,No data fetched for symbol MPOHY using YahooDailyReader,,,,,,,,,
MMHDF,Momentum Metropolitan Holdings Ltd,$1.66 ,True,,No data fetched for symbol MMHDF using YahooDailyReader,,,,,,,,,
MMEG,Momentous Entertainment Group Inc,$0.01 ,True,,No data fetched for symbol MMEG using YahooDailyReader,,,,,,,,,
TAP.A,Molson Coors Beverage Co,$47.07 ,True,,No data fetched for symbol TAP.A using YahooDailyReader,,,,,,,,,
MOSKY,Moleskine SpA,$10.60 ,True,,No data fetched for symbol MOSKY using YahooDailyReader,,,,,,,,,
MLSKF,Moleskine SpA,$2.44 ,True,,No data fetched for symbol MLSKF using YahooDailyReader,,,,,,,,,
MGYXY,MOL Hungarian Oil and Gas PLC,$3.61 ,True,,No data fetched for symbol MGYXY using YahooDailyReader,,,,,,,,,
MOLGY,MOL Global Inc,$0.04 ,True,,'Date',,,,,,,,,
MSPP,Modular Space Holdings Inc,$22.72 ,True,,No data fetched for symbol MSPP using YahooDailyReader,,,,,,,,,
MDSYF,ModSys International Ltd,$0.90 ,True,,No data fetched for symbol MDSYF using YahooDailyReader,,,,,,,,,
MPVC,Modern PVC Inc,$0.01 ,True,,No data fetched for symbol MPVC using YahooDailyReader,,,,,,,,,
MDIKF,Modec Inc,$22.79 ,True,,No data fetched for symbol MDIKF using YahooDailyReader,,,,,,,,,
MOCO,MOCON Inc,$30.00 ,True,,'Date',,,,,,,,,
MILOF,Mobilicom Ltd,$0.10 ,True,,No data fetched for symbol MILOF using YahooDailyReader,,,,,,,,,
MSRM,Mobilestream Oil Inc,$0.08 ,True,,No data fetched for symbol MSRM using YahooDailyReader,,,,,,,,,
MOTAY,Mobile TeleSystems PJSC,$81.05 ,True,,No data fetched for symbol MOTAY using YahooDailyReader,,,,,,,,,
MPAY,Mobetize Corp,$0.01 ,True,,No data fetched for symbol MPAY using YahooDailyReader,,,,,,,,,
MGCPF,MOAG Copper Gold Resources Inc,$0.07 ,True,,No data fetched for symbol MGCPF using YahooDailyReader,,,,,,,,,
LTONY,MNC Media Investment Ltd,$0.15 ,True,,'Date',,,,,,,,,
MNBC,MNB Corp,$40.00 ,True,,No data fetched for symbol MNBC using YahooDailyReader,,,,,,,,,
MMXXF,MMX Mineracao E Metalicos SA,$0.61 ,True,,No data fetched for symbol MMXXF using YahooDailyReader,,,,,,,,,
MMXMY,MMX Mineracao E Metalicos SA,$0.58 ,True,,No data fetched for symbol MMXMY using YahooDailyReader,,,,,,,,,
MMXCF,MMX Mineracao E Metalicos SA,$0.28 ,True,,No data fetched for symbol MMXCF using YahooDailyReader,,,,,,,,,
MRMAF,MMA Offshore Ltd,$0.16 ,True,,No data fetched for symbol MRMAF using YahooDailyReader,,,,,,,,,
MTSSF,Mitsui Sugar Co Ltd,$3.72 ,True,,No data fetched for symbol MTSSF using YahooDailyReader,,,,,,,,,
MTZXF,Mitsubishi Tanabe Pharma Corp,$18.08 ,True,,No data fetched for symbol MTZXF using YahooDailyReader,,,,,,,,,
MTZPY,Mitsubishi Tanabe Pharma Corp,$18.60 ,True,,No data fetched for symbol MTZPY using YahooDailyReader,,,,,,,,,
MITCF,Mitani Corp,$24.60 ,True,,No data fetched for symbol MITCF using YahooDailyReader,,,,,,,,,
MIRDF,MirLand Development Corp PLC,$3.76 ,True,,No data fetched for symbol MIRDF using YahooDailyReader,,,,,,,,,
MRGRY,Mirgor SACIFIA,$0.43 ,True,,No data fetched for symbol MRGRY using YahooDailyReader,,,,,,,,,
MRRMF,Miramont Resources Corp,$1.01 ,True,,No data fetched for symbol MRRMF using YahooDailyReader,,,,,,,,,
MRLB,Miramar Labs Inc,$0.75 ,True,,'Date',,,,,,,,,
MRBAF,Mirabela Nickel Ltd,$0.06 ,True,,No data fetched for symbol MRBAF using YahooDailyReader,,,,,,,,,
MQLYF,Miquel y Costas & Miquel SA,$35.70 ,True,,No data fetched for symbol MQLYF using YahooDailyReader,,,,,,,,,
MNTHF,Minth Group Ltd,$2.87 ,True,,No data fetched for symbol MNTHF using YahooDailyReader,,,,,,,,,
MLES,Mint Leasing Inc,$0.01 ,True,,No data fetched for symbol MLES using YahooDailyReader,,,,,,,,,
MTFC,Minster Financial Corp,$55.05 ,True,,No data fetched for symbol MTFC using YahooDailyReader,,,,,,,,,
JSCRF,Minori Solutions Co Ltd,$18.30 ,True,,No data fetched for symbol JSCRF using YahooDailyReader,,,,,,,,,
MIPCF,Minor International PCL,$1.00 ,True,,No data fetched for symbol MIPCF using YahooDailyReader,,,,,,,,,
MGN,Mines Management Inc,$1.13 ,True,,'Date',,,,,,,,,
MRVSF,Minerva SA,$5.80 ,True,,No data fetched for symbol MRVSF using YahooDailyReader,,,,,,,,,
MHIFF,Mineral Hill Industries Ltd,$0.01 ,True,,No data fetched for symbol MHIFF using YahooDailyReader,,,,,,,,,
MNLDF,Mineral Deposits Ltd,$0.77 ,True,,No data fetched for symbol MNLDF using YahooDailyReader,,,,,,,,,
MRLLY,Minera IRL Ltd,$3.25 ,True,,No data fetched for symbol MRLLY using YahooDailyReader,,,,,,,,,
MDNB,Minden Bancorp Inc LA,$31.50 ,True,,'Date',,,,,,,,,
MB,MINDBODY Inc,$36.46 ,True,,No data fetched for symbol MB using YahooDailyReader,,,,,,,,,
MNIEF,Minaean SP Construction Corp,$0.10 ,True,,No data fetched for symbol MNIEF using YahooDailyReader,,,,,,,,,
MIMXF,Millstream Mines Ltd,$0.03 ,True,,'Date',,,,,,,,,
MMMDF,Millennium Minerals Ltd,$0.12 ,True,,No data fetched for symbol MMMDF using YahooDailyReader,,,,,,,,,
MLCTF,Millennium & Copthorne Hotels PLC,$6.95 ,True,,No data fetched for symbol MLCTF using YahooDailyReader,,,,,,,,,
MM,Millennial Media Inc,$1.75 ,True,,'Date',,,,,,,,,
MSTUF,Milestone Apartments REIT,$16.24 ,True,,No data fetched for symbol MSTUF using YahooDailyReader,,,,,,,,,
MCRN,Milacron Holdings Corp,$16.80 ,True,,No data fetched for symbol MCRN using YahooDailyReader,,,,,,,,,
MKRNF,Mikron Holding AG,$8.59 ,True,,'Date',,,,,,,,,
MKJI,Mikojo Inc,$2.00 ,True,,No data fetched for symbol MKJI using YahooDailyReader,,,,,,,,,
MIGDF,Migdal Insurance & Financial Holdings Ltd,$0.70 ,True,,No data fetched for symbol MIGDF using YahooDailyReader,,,,,,,,,
MIGGF,Migao Corp,$0.56 ,True,,No data fetched for symbol MIGGF using YahooDailyReader,,,,,,,,,
MIEXF,MIE Holdings Corp,$7.10 ,True,,'Date',,,,,,,,,
MSL,Midsouth Bancorp Inc,$11.44 ,True,,No data fetched for symbol MSL using YahooDailyReader,,,,,,,,,
MLNHF,Midland Holdings Ltd,$0.42 ,True,,No data fetched for symbol MLNHF using YahooDailyReader,,,,,,,,,
MBRG,Middleburg Financial Corp,$40.04 ,True,,'Date',,,,,,,,,
MIDH,Middle East Oil Corp,$1.00 ,True,,No data fetched for symbol MIDH using YahooDailyReader,,,,,,,,,
MDCT,Midcoast Community Bancorp Inc,$5.00 ,True,,No data fetched for symbol MDCT using YahooDailyReader,,,,,,,,,
MDAHF,Midas Holdings Ltd,$0.20 ,True,,No data fetched for symbol MDAHF using YahooDailyReader,,,,,,,,,
MCNSF,Micronas Semiconductor Holding AG,$7.58 ,True,,No data fetched for symbol MCNSF using YahooDailyReader,,,,,,,,,
MICB,Microlin Bio Inc,$0.68 ,True,,No data fetched for symbol MICB using YahooDailyReader,,,,,,,,,
MCFYY,Micro Focus International PLC,$32.93 ,True,,No data fetched for symbol MCFYY using YahooDailyReader,,,,,,,,,
MHPSL,MHP SE,$7.29 ,True,,No data fetched for symbol MHPSL using YahooDailyReader,,,,,,,,,
MGMB,MGM Holdings Inc,$84.50 ,True,,No data fetched for symbol MGMB using YahooDailyReader,,,,,,,,,
MGCD,MGC Diagnostics Corp,$11.03 ,True,,'Date',,,,,,,,,
MXPKF,Mex Polska SA,$1.23 ,True,,No data fetched for symbol MXPKF using YahooDailyReader,,,,,,,,,
MQTRF,Mettrum Health Corp,$5.36 ,True,,No data fetched for symbol MQTRF using YahooDailyReader,,,,,,,,,
MERT,Metropolitan Royalty Corp,$100.00 ,True,,No data fetched for symbol MERT using YahooDailyReader,,,,,,,,,
MTVAF,Metropole Television SA,$10.59 ,True,,No data fetched for symbol MTVAF using YahooDailyReader,,,,,,,,,
MTPVY,Metropole Television SA,$15.91 ,True,,No data fetched for symbol MTPVY using YahooDailyReader,,,,,,,,,
MGSBF,MetroGas SA,$0.74 ,True,,No data fetched for symbol MGSBF using YahooDailyReader,,,,,,,,,
MPCFF,Metro Pacific Investments Corporation,$0.09 ,True,,No data fetched for symbol MPCFF using YahooDailyReader,,,,,,,,,
METR,Metro Bancorp Inc,$28.19 ,True,,'Date',,,,,,,,,
MTKAY,Metka Industrial - Construction SA,$7.50 ,True,,No data fetched for symbol MTKAY using YahooDailyReader,,,,,,,,,
MTKAF,Metka Industrial - Construction SA,$8.73 ,True,,No data fetched for symbol MTKAF using YahooDailyReader,,,,,,,,,
MHTLY,Metcash Ltd,$10.88 ,True,,No data fetched for symbol MHTLY using YahooDailyReader,,,,,,,,,
MSWM,Metaswarm Inc.,$0.23 ,True,,No data fetched for symbol MSWM using YahooDailyReader,,,,,,,,,
MEAOF,Metanor Resources Inc,$0.44 ,True,,No data fetched for symbol MEAOF using YahooDailyReader,,,,,,,,,
MTFSF,Metalfrio Solutions SA,$1.88 ,True,,No data fetched for symbol MTFSF using YahooDailyReader,,,,,,,,,
MPG,Metaldyne Performance Group Inc,$21.90 ,True,,'Date',,,,,,,,,
MSLI,Merus Labs International Inc,$1.30 ,True,,'Date',,,,,,,,,
CBLNF,Mersen SA,$28.39 ,True,,'Date',,,,,,,,,
MXGIF,Merrex Gold Inc,$0.18 ,True,,No data fetched for symbol MXGIF using YahooDailyReader,,,,,,,,,
MIINF,Merlin Entertainments PLC,$5.80 ,True,,No data fetched for symbol MIINF using YahooDailyReader,,,,,,,,,
MERLY,Merlin Entertainments PLC,$11.67 ,True,,No data fetched for symbol MERLY using YahooDailyReader,,,,,,,,,
NALDF,Merlin Diamonds Ltd,$0.03 ,True,,No data fetched for symbol NALDF using YahooDailyReader,,,,,,,,,
MKENF,Merko Ehitus AS,$10.45 ,True,,No data fetched for symbol MKENF using YahooDailyReader,,,,,,,,,
MERMF,Meritus Minerals Ltd,$0.01 ,True,,No data fetched for symbol MERMF using YahooDailyReader,,,,,,,,,
MPQI,Meredith Enterprises Inc,$14.61 ,True,,'Date',,,,,,,,,
MGHTF,Mercury NZ Ltd,$2.53 ,True,,No data fetched for symbol MGHTF using YahooDailyReader,,,,,,,,,
PMKIF,Merck Tbk,$2.14 ,True,,'Date',,,,,,,,,
MBVT,Merchants Bancshares Inc,$49.80 ,True,,'Date',,,,,,,,,
MSFZY,Mercantil Servicios Financieros CA,$18.15 ,True,,No data fetched for symbol MSFZY using YahooDailyReader,,,,,,,,,
MENT,Mentor Graphics Corp,$37.25 ,True,,'Date',,,,,,,,,
MRD,Memorial Resource Development Corp,$14.72 ,True,,'Date',,,,,,,,,
MELR,Melrose Bancorp Inc,$24.96 ,True,,No data fetched for symbol MELR using YahooDailyReader,,,,,,,,,
MLNX,Mellanox Technologies Ltd,$124.89 ,True,,No data fetched for symbol MLNX using YahooDailyReader,,,,,,,,,
MKRRF,Melker Schorling AB,$68.32 ,True,,No data fetched for symbol MKRRF using YahooDailyReader,,,,,,,,,
MLNTQ,Melinta Therapeutics Inc,$0.11 ,True,,No data fetched for symbol MLNTQ using YahooDailyReader,,,,,,,,,
MLGGY,Meldex International PLC,$0.01 ,True,,No data fetched for symbol MLGGY using YahooDailyReader,,,,,,,,,
MCWPF,Melco Resorts and Entertainment (Philippines) Corp,$0.13 ,True,,No data fetched for symbol MCWPF using YahooDailyReader,,,,,,,,,
MEOAY,Melbana Energy Ltd,$0.02 ,True,,No data fetched for symbol MEOAY using YahooDailyReader,,,,,,,,,
MKOTF,Meiko Trans Co Ltd,$8.97 ,True,,No data fetched for symbol MKOTF using YahooDailyReader,,,,,,,,,
MEIJF,Meiji Electric Industries Co Ltd,$12.02 ,True,,No data fetched for symbol MEIJF using YahooDailyReader,,,,,,,,,
MGHOF,Meghmani Organics Ltd,$0.18 ,True,,No data fetched for symbol MGHOF using YahooDailyReader,,,,,,,,,
MGABY,Megabank JSC,$55.73 ,True,,No data fetched for symbol MGABY using YahooDailyReader,,,,,,,,,
MGFCF,Mega First Corp Bhd,$0.50 ,True,,No data fetched for symbol MGFCF using YahooDailyReader,,,,,,,,,
MGFNF,Mega Financial Holding Co Ltd,$1.81 ,True,,'Date',,,,,,,,,
MTGB,Meetinghouse Bancorp Inc,$25.90 ,True,,'Date',,,,,,,,,
MMMS,Medytox Solutions Inc,$3.00 ,True,,No data fetched for symbol MMMS using YahooDailyReader,,,,,,,,,
MHMNF,MedTech SA,$54.50 ,True,,No data fetched for symbol MHMNF using YahooDailyReader,,,,,,,,,
MDVN,Medivation Inc,$81.44 ,True,,'Date',,,,,,,,,
MNRUF,Mediterranean Resources Ltd,$0.12 ,True,,No data fetched for symbol MNRUF using YahooDailyReader,,,,,,,,,
MEPTF,Medipost Co Ltd,$44.99 ,True,,No data fetched for symbol MEPTF using YahooDailyReader,,,,,,,,,
MSGVF,Medigus Ltd,$0.08 ,True,,No data fetched for symbol MSGVF using YahooDailyReader,,,,,,,,,
MDSO,Medidata Solutions Inc,$92.22 ,True,,No data fetched for symbol MDSO using YahooDailyReader,,,,,,,,,
MDDT,Medico International Inc,$2.23 ,True,,No data fetched for symbol MDDT using YahooDailyReader,,,,,,,,,
ALNRF,Mediclinic International PLC,$12.29 ,True,,No data fetched for symbol ALNRF using YahooDailyReader,,,,,,,,,
MCFFY,Mediclinic International Ltd,$38.00 ,True,,No data fetched for symbol MCFFY using YahooDailyReader,,,,,,,,,
MSMT,Medical Solutions Management Inc,$0.01 ,True,,No data fetched for symbol MSMT using YahooDailyReader,,,,,,,,,
MCLS,Medical Sciences Inc,$0.01 ,True,,'Date',,,,,,,,,
MDAUY,Medical Australia Ltd,$1.85 ,True,,No data fetched for symbol MDAUY using YahooDailyReader,,,,,,,,,
MDBKY,Medibank Private Ltd,$22.35 ,True,,No data fetched for symbol MDBKY using YahooDailyReader,,,,,,,,,
MDIEF,Mediaset SpA,$3.22 ,True,,No data fetched for symbol MDIEF using YahooDailyReader,,,,,,,,,
MDWG,Medianews Group Inc,$32.50 ,True,,No data fetched for symbol MDWG using YahooDailyReader,,,,,,,,,
MIAHF,Media Prima Bhd,$0.25 ,True,,No data fetched for symbol MIAHF using YahooDailyReader,,,,,,,,,
MAMG,Media Magic Inc,$0.01 ,True,,No data fetched for symbol MAMG using YahooDailyReader,,,,,,,,,
MRT,MedEquities Realty Trust Inc,$11.03 ,True,,No data fetched for symbol MRT using YahooDailyReader,,,,,,,,,
MDAS,MedAssets Inc,$31.35 ,True,,'Date',,,,,,,,,
MDABY,Meda AB,$18.00 ,True,,No data fetched for symbol MDABY using YahooDailyReader,,,,,,,,,
MDABF,Meda AB,$16.85 ,True,,'Date',,,,,,,,,
MOAK,Med One Oak Inc,$0.10 ,True,,No data fetched for symbol MOAK using YahooDailyReader,,,,,,,,,
MTLPR,Mechel PAO,$0.39 ,True,,No data fetched for symbol MTLPR using YahooDailyReader,,,,,,,,,
MECSF,MEC Resources Ltd,$0.01 ,True,,No data fetched for symbol MECSF using YahooDailyReader,,,,,,,,,
MAYGF,Meadow Bay Gold Corp,$0.01 ,True,,No data fetched for symbol MAYGF using YahooDailyReader,,,,,,,,,
MJN,Mead Johnson Nutrition Co,$89.98 ,True,,'Date',,,,,,,,,
MDTO,MD Technologies Inc,$0.03 ,True,,'Date',,,,,,,,,
MLRNF,McLaren Resources Inc,$0.02 ,True,,No data fetched for symbol MLRNF using YahooDailyReader,,,,,,,,,
MCEEF,McEwen Mining-Minera Andes Acquisition Corp,$4.47 ,True,,'Date',,,,,,,,,
MKC.V,McCormick & Co Inc,$184.00 ,True,,No data fetched for symbol MKC.V using YahooDailyReader,,,,,,,,,
MCBRF,McBride PLC,$1.15 ,True,,No data fetched for symbol MCBRF using YahooDailyReader,,,,,,,,,
MBTF,MBT Financial Corp,$9.84 ,True,,No data fetched for symbol MBTF using YahooDailyReader,,,,,,,,,
MZRTF,Mazor Robotics Ltd,$24.00 ,True,,No data fetched for symbol MZRTF using YahooDailyReader,,,,,,,,,
MXWL,Maxwell Technologies Inc,$4.48 ,True,,No data fetched for symbol MXWL using YahooDailyReader,,,,,,,,,
FCSOF,MaxSec Group Ltd,$0.01 ,True,,No data fetched for symbol FCSOF using YahooDailyReader,,,,,,,,,
MXPT,MaxPoint Interactive Inc,$13.85 ,True,,'Date',,,,,,,,,
MXTIF,Maxitrans Industries Ltd,$0.40 ,True,,No data fetched for symbol MXTIF using YahooDailyReader,,,,,,,,,
MAXAF,Maxclean Holdings Ltd,$0.15 ,True,,No data fetched for symbol MAXAF using YahooDailyReader,,,,,,,,,
MXCLF,MAX Co Ltd,$10.37 ,True,,No data fetched for symbol MXCLF using YahooDailyReader,,,,,,,,,
MXAAF,MAX Automation SE,$6.00 ,True,,No data fetched for symbol MXAAF using YahooDailyReader,,,,,,,,,
MTSN,Mattson Technology Inc,$3.60 ,True,,'Date',,,,,,,,,
MFRM,Mattress Firm Holding Corp,$64.02 ,True,,'Date',,,,,,,,,
MTMS,Mattmar Minerals Inc,$2.00 ,True,,'Date',,,,,,,,,
MSMKF,Matsumotokiyoshi Holdings Co Ltd,$40.80 ,True,,No data fetched for symbol MSMKF using YahooDailyReader,,,,,,,,,
MTSEF,Matsui Securities Co Ltd,$9.50 ,True,,No data fetched for symbol MTSEF using YahooDailyReader,,,,,,,,,
MATAF,Matra Petroleum PLC,$0.01 ,True,,No data fetched for symbol MATAF using YahooDailyReader,,,,,,,,,
MNEM,Matinee Media Corp,$0.01 ,True,,No data fetched for symbol MNEM using YahooDailyReader,,,,,,,,,
MHREF,Matamec Explorations Inc,$0.02 ,True,,No data fetched for symbol MHREF using YahooDailyReader,,,,,,,,,
PMHRF,Matahari Putra Prima Tbk,$0.08 ,True,,No data fetched for symbol PMHRF using YahooDailyReader,,,,,,,,,
MMRTF,Massmart Holdings Ltd,$6.15 ,True,,No data fetched for symbol MMRTF using YahooDailyReader,,,,,,,,,
MSSNF,Mason Resources Corp,$0.29 ,True,,No data fetched for symbol MSSNF using YahooDailyReader,,,,,,,,,
MRSZF,Marusan Securities Co Ltd,$10.07 ,True,,'Date',,,,,,,,,
MRNRF,Martin Aircraft Co Ltd,$0.03 ,True,,No data fetched for symbol MRNRF using YahooDailyReader,,,,,,,,,
MSO,Martha Stewart Living Omnimedia Inc,$6.25 ,True,,'Date',,,,,,,,,
MAUXF,Mart Resources Inc,$0.19 ,True,,'Date',,,,,,,,,
MRRFF,Marr SpA,$19.02 ,True,,No data fetched for symbol MRRFF using YahooDailyReader,,,,,,,,,
MQLXF,Marquee Energy Ltd,$0.15 ,True,,No data fetched for symbol MQLXF using YahooDailyReader,,,,,,,,,
MQXDF,Marquee Energy Ltd,$0.01 ,True,,No data fetched for symbol MQXDF using YahooDailyReader,,,,,,,,,
MLNZF,Marlin Gold Mining Ltd,$0.10 ,True,,No data fetched for symbol MLNZF using YahooDailyReader,,,,,,,,,
MWE,MarkWest Energy Partners LP,$41.53 ,True,,'Date',,,,,,,,,
MRKT,Markit Ltd,$32.84 ,True,,'Date',,,,,,,,,
MKTO,Marketo Inc,$35.25 ,True,,'Date',,,,,,,,,
MKTZF,Market Tech Holdings Ltd,$2.30 ,True,,No data fetched for symbol MKTZF using YahooDailyReader,,,,,,,,,
MRSP,Marine Sports Inc,$0.02 ,True,,'Date',,,,,,,,,
MKKOF,Marimekko Oyj,$29.11 ,True,,No data fetched for symbol MKKOF using YahooDailyReader,,,,,,,,,
MRLDF,Mariana Resources Ltd,$1.31 ,True,,No data fetched for symbol MRLDF using YahooDailyReader,,,,,,,,,
MRRTF,Marfrig Global Foods SA,$2.86 ,True,,No data fetched for symbol MRRTF using YahooDailyReader,,,,,,,,,
MRFGY,Marfin Investment Group Holdings SA,$0.26 ,True,,No data fetched for symbol MRFGY using YahooDailyReader,,,,,,,,,
MRCVF,Marcventures Holdings Inc,$0.05 ,True,,No data fetched for symbol MRCVF using YahooDailyReader,,,,,,,,,
MHECF,Marche Corp,$7.28 ,True,,No data fetched for symbol MHECF using YahooDailyReader,,,,,,,,,
MEYPF,Maple Energy PLC,$0.02 ,True,,No data fetched for symbol MEYPF using YahooDailyReader,,,,,,,,,
MAOYF,Maoye International Holdings Ltd,$0.35 ,True,,No data fetched for symbol MAOYF using YahooDailyReader,,,,,,,,,
MCPI,Mansfield-Martin Exploration Mining Inc,$0.01 ,True,,No data fetched for symbol MCPI using YahooDailyReader,,,,,,,,,
MSPVF,Mansei Corp,$16.20 ,True,,No data fetched for symbol MSPVF using YahooDailyReader,,,,,,,,,
MANR,Manor National Bank Pa,$502.00 ,True,,No data fetched for symbol MANR using YahooDailyReader,,,,,,,,,
MAOIF,Manitou BF SA,$18.47 ,True,,'Date',,,,,,,,,
MOBAF,Manitoba Telecom Services Inc,$29.24 ,True,,'Date',,,,,,,,,
MDOMF,Mandom Corp,$24.26 ,True,,No data fetched for symbol MDOMF using YahooDailyReader,,,,,,,,,
HZNB,Manasota Group Inc,$0.01 ,True,,'Date',,,,,,,,,
MNGPY,Man Group PLC,$1.79 ,True,,No data fetched for symbol MNGPY using YahooDailyReader,,,,,,,,,
MAMS,MAM Software Group Inc,$12.12 ,True,,No data fetched for symbol MAMS using YahooDailyReader,,,,,,,,,
