symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
KGRSY,Kingsrose Mining Ltd,$0.12 ,TRUE,,No data fetched for symbol KGRSY using YahooDailyReader,,,,,,,,,
ZNDX,Kingsmen Capital Group Ltd,$0.20 ,TRUE,,No data fetched for symbol ZNDX using YahooDailyReader,,,,,,,,,
KBDCY,Kingboard Holdings Ltd,$6.71 ,TRUE,,No data fetched for symbol KBDCY using YahooDailyReader,,,,,,,,,
KRCLF,King River Resources Ltd,$0.04 ,TRUE,,No data fetched for symbol KRCLF using YahooDailyReader,,,,,,,,,
KISLF,King Island Scheelite Ltd,$0.03 ,TRUE,,No data fetched for symbol KISLF using YahooDailyReader,,,,,,,,,
KING,King Digital Entertainment PLC,$18.00 ,TRUE,,'Date',,,,,,,,,
KINO,Kinemotive Corp,$0.20 ,TRUE,,No data fetched for symbol KINO using YahooDailyReader,,,,,,,,,
NUBK,Kinderhook Bank Corp,$61.87 ,TRUE,,No data fetched for symbol NUBK using YahooDailyReader,,,,,,,,,
KMLGF,Kinder Morgan Canada Ltd,$10.88 ,TRUE,,No data fetched for symbol KMLGF using YahooDailyReader,,,,,,,,,
KNDEF,Kinden Corp,$15.90 ,TRUE,,No data fetched for symbol KNDEF using YahooDailyReader,,,,,,,,,
KPLLF,Kina Petroleum Corp,$0.05 ,TRUE,,No data fetched for symbol KPLLF using YahooDailyReader,,,,,,,,,
KBALA,Kimball International Inc,$10.00 ,TRUE,,No data fetched for symbol KBALA using YahooDailyReader,,,,,,,,,
KDDRF,Kidman Resources Ltd,$1.28 ,TRUE,,No data fetched for symbol KDDRF using YahooDailyReader,,,,,,,,,
CXLIF,Kicking Horse Energy Inc,$3.54 ,TRUE,,No data fetched for symbol CXLIF using YahooDailyReader,,,,,,,,,
KTNUF,Kiatnakin Phatra Bank PCL,$1.08 ,TRUE,,No data fetched for symbol KTNUF using YahooDailyReader,,,,,,,,,
KHKSF,Khon Kaen Sugar Industry PCL,$0.08 ,TRUE,,No data fetched for symbol KHKSF using YahooDailyReader,,,,,,,,,
KFGRF,KFG Resources Ltd,$0.03 ,TRUE,,No data fetched for symbol KFGRF using YahooDailyReader,,,,,,,,,
KWPCF,Kewpie Corp,$14.35 ,TRUE,,No data fetched for symbol KWPCF using YahooDailyReader,,,,,,,,,
GMCR,Keurig Green Mountain Inc,$91.67 ,TRUE,,'Date',,,,,,,,,
KSTBF,Kestrel Gold Inc,$0.02 ,TRUE,,No data fetched for symbol KSTBF using YahooDailyReader,,,,,,,,,
KKOAF,Kesko Oyj,$44.10 ,TRUE,,No data fetched for symbol KKOAF using YahooDailyReader,,,,,,,,,
ICDSF,Kerur Holdings Ltd,$27.20 ,TRUE,,No data fetched for symbol ICDSF using YahooDailyReader,,,,,,,,,
KRNLF,Kernel Holding SA,$17.75 ,TRUE,,No data fetched for symbol KRNLF using YahooDailyReader,,,,,,,,,
KMDRF,Kermode Resources Ltd,$0.02 ,TRUE,,No data fetched for symbol KMDRF using YahooDailyReader,,,,,,,,,
KPTTF,Keppel Telecommunications & Transportation Ltd,$0.47 ,TRUE,,'Date',,,,,,,,,
KWPWF,Kepler Weber SA,$17.33 ,TRUE,,No data fetched for symbol KWPWF using YahooDailyReader,,,,,,,,,
KDXRF,Kenedix Office Investment Corp,"$4,685.00 ",TRUE,,No data fetched for symbol KDXRF using YahooDailyReader,,,,,,,,,
KNDXY,Kenedix Inc,$8.56 ,TRUE,,No data fetched for symbol KNDXY using YahooDailyReader,,,,,,,,,
KNDXF,Kenedix Inc,$6.20 ,TRUE,,No data fetched for symbol KNDXF using YahooDailyReader,,,,,,,,,
KEM,Kemet Corp,$27.21 ,TRUE,,No data fetched for symbol KEM using YahooDailyReader,,,,,,,,,
KTRN,Keltron Corp,$0.25 ,TRUE,,'Date',,,,,,,,,
KELRF,Keisei Electric Railway Co Ltd,$5.70 ,TRUE,,No data fetched for symbol KELRF using YahooDailyReader,,,,,,,,,
KCG,KCG Holdings Inc,$20.00 ,TRUE,,'Date',,,,,,,,,
KBCAF,KBC Advanced Technologies PLC,$2.95 ,TRUE,,'Date',,,,,,,,,
KAZNF,Kazkommertsbank JSC,$0.73 ,TRUE,,No data fetched for symbol KAZNF using YahooDailyReader,,,,,,,,,
NVGNF,Kazia Therapeutics Ltd,$0.20 ,TRUE,,No data fetched for symbol NVGNF using YahooDailyReader,,,,,,,,,
AKGZY,Kazanorgsintez PJSC,$1.04 ,TRUE,,No data fetched for symbol AKGZY using YahooDailyReader,,,,,,,,,
KZHXY,Kazakhtelecom JSC,$15.81 ,TRUE,,'Date',,,,,,,,,
KGBGF,Kawagishi Bridge Works Co Ltd,$3.60 ,TRUE,,No data fetched for symbol KGBGF using YahooDailyReader,,,,,,,,,
KATYQ,Katy Industries Inc,$0.07 ,TRUE,,No data fetched for symbol KATYQ using YahooDailyReader,,,,,,,,,
KTHDY,Kathmandu Holdings Ltd,$0.20 ,TRUE,,No data fetched for symbol KTHDY using YahooDailyReader,,,,,,,,,
KATE,Kate Spade & Co,$18.49 ,TRUE,,'Date',,,,,,,,,
KATFF,Katanga Mining Ltd,$0.12 ,TRUE,,No data fetched for symbol KATFF using YahooDailyReader,,,,,,,,,
KKRAF,Katakura Industries Co Ltd,$11.55 ,TRUE,,No data fetched for symbol KKRAF using YahooDailyReader,,,,,,,,,
KPCKF,Kasikornbank Public Co Ltd,$5.35 ,TRUE,,'Date',,,,,,,,,
KASBF,Kasbah Resources Ltd,$0.02 ,TRUE,,No data fetched for symbol KASBF using YahooDailyReader,,,,,,,,,
KRNGY,Karoon Energy Ltd,$1.45 ,TRUE,,No data fetched for symbol KRNGY using YahooDailyReader,,,,,,,,,
KDEVF,Karolinska Development AB,$0.61 ,TRUE,,No data fetched for symbol KDEVF using YahooDailyReader,,,,,,,,,
KRMEF,Karmin Exploration Inc,$0.75 ,TRUE,,No data fetched for symbol KRMEF using YahooDailyReader,,,,,,,,,
KRXBF,Karex Bhd,$0.30 ,TRUE,,No data fetched for symbol KRXBF using YahooDailyReader,,,,,,,,,
KNCQF,Kancera AB,$0.08 ,TRUE,,No data fetched for symbol KNCQF using YahooDailyReader,,,,,,,,,
KMKGF,Kaminak Gold Corp,$2.07 ,TRUE,,No data fetched for symbol KMKGF using YahooDailyReader,,,,,,,,,
KLXC,Kalex Corp,$0.05 ,TRUE,,No data fetched for symbol KLXC using YahooDailyReader,,,,,,,,,
KAHL,Kahala Corp,$300.00 ,TRUE,,No data fetched for symbol KAHL using YahooDailyReader,,,,,,,,,
KGMEF,Kagome Co Ltd,$26.30 ,TRUE,,No data fetched for symbol KGMEF using YahooDailyReader,,,,,,,,,
KGRZF,Kagara Ltd,$0.10 ,TRUE,,No data fetched for symbol KGRZF using YahooDailyReader,,,,,,,,,
KDHOF,Kader Holdings Co Ltd,$0.07 ,TRUE,,'Date',,,,,,,,,
KBDHY,Kabel Deutschland Holding AG,$51.80 ,TRUE,,No data fetched for symbol KBDHY using YahooDailyReader,,,,,,,,,
KBDHF,Kabel Deutschland Holding AG,$130.37 ,TRUE,,No data fetched for symbol KBDHF using YahooDailyReader,,,,,,,,,
KOVTF,k1 Ventures Ltd,$0.14 ,TRUE,,'Date',,,,,,,,,
KTLI,K-Tel International Inc,$0.09 ,TRUE,,'Date',,,,,,,,,
