symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
KYWAF,Kyowa Exeo Corp,$13.25 ,TRUE,,No data fetched for symbol KYWAF using YahooDailyReader,,,,,,,,,
KYYNF,Kyoshin Co Ltd,$5.94 ,TRUE,,No data fetched for symbol KYYNF using YahooDailyReader,,,,,,,,,
KYRNF,KYORIN Holdings Inc,$18.55 ,TRUE,,No data fetched for symbol KYRNF using YahooDailyReader,,,,,,,,,
KVCPF,KVK Corp,$5.75 ,TRUE,,No data fetched for symbol KVCPF using YahooDailyReader,,,,,,,,,
KBEGL,Kuzbass Energy Retail Co OJSC,$37.70 ,TRUE,,No data fetched for symbol KBEGL using YahooDailyReader,,,,,,,,,
KURCF,Kureha Corp,$47.90 ,TRUE,,No data fetched for symbol KURCF using YahooDailyReader,,,,,,,,,
KUIRY,Kuoni Reisen Holding AG,$7.46 ,TRUE,,No data fetched for symbol KUIRY using YahooDailyReader,,,,,,,,,
KUIRF,Kuoni Reisen Holding AG,$322.00 ,TRUE,,'Date',,,,,,,,,
PMIG,Kung Fu Dragon Group Ltd,$1.00 ,TRUE,,'Date',,,,,,,,,
KDIC,Kun De International Holdings Inc,$250.00 ,TRUE,,No data fetched for symbol KDIC using YahooDailyReader,,,,,,,,,
KMHTY,Kumho Tire Co Inc,$6.40 ,TRUE,,No data fetched for symbol KMHTY using YahooDailyReader,,,,,,,,,
KMGGF,Kumagai Gumi Co Ltd,$3.30 ,TRUE,,No data fetched for symbol KMGGF using YahooDailyReader,,,,,,,,,
KLGLF,Kula Gold Ltd,$0.03 ,TRUE,,No data fetched for symbol KLGLF using YahooDailyReader,,,,,,,,,
KUTV,Ku6 Media Co Ltd,$1.02 ,TRUE,,'Date',,,,,,,,,
KTMPF,KTM AG,$139.00 ,TRUE,,No data fetched for symbol KTMPF using YahooDailyReader,,,,,,,,,
KTGRF,KTG Agrar SE,$15.39 ,TRUE,,No data fetched for symbol KTGRF using YahooDailyReader,,,,,,,,,
KTCNF,KT Corp,$28.59 ,TRUE,,No data fetched for symbol KTCNF using YahooDailyReader,,,,,,,,,
KSLBF,KSL Holdings Bhd,$0.22 ,TRUE,,No data fetched for symbol KSLBF using YahooDailyReader,,,,,,,,,
KRKKF,Kruk SA,$66.43 ,TRUE,,No data fetched for symbol KRKKF using YahooDailyReader,,,,,,,,,
KKD,Krispy Kreme Doughnuts Inc,$21.00 ,TRUE,,'Date',,,,,,,,,
KRSL,Kreisler Manufacturing Corp,$17.89 ,TRUE,,'Date',,,,,,,,,
KRANQ,Kranem Corp,$0.01 ,TRUE,,No data fetched for symbol KRANQ using YahooDailyReader,,,,,,,,,
KPJHF,Kpj Healthcare Bhd,$0.94 ,TRUE,,No data fetched for symbol KPJHF using YahooDailyReader,,,,,,,,,
KMBKY,Kotak Mahindra Bank Ltd,$40.15 ,TRUE,,No data fetched for symbol KMBKY using YahooDailyReader,,,,,,,,,
KSRBF,Kossan Rubber Industries Bhd,$0.60 ,TRUE,,No data fetched for symbol KSRBF using YahooDailyReader,,,,,,,,,
KSHDF,Koshidaka Holdings Co Ltd,$29.25 ,TRUE,,No data fetched for symbol KSHDF using YahooDailyReader,,,,,,,,,
KRRTF,Korres SA Natural Products,$3.35 ,TRUE,,No data fetched for symbol KRRTF using YahooDailyReader,,,,,,,,,
HYHZF,Korea Shipbuilding & Offshore Engineering,$391.00 ,TRUE,,No data fetched for symbol HYHZF using YahooDailyReader,,,,,,,,,
EMINF,Kore Potash Ltd,$0.13 ,TRUE,,No data fetched for symbol EMINF using YahooDailyReader,,,,,,,,,
KOTRF,Kontron AG,$4.56 ,TRUE,,'Date',,,,,,,,,
KNKBF,Konka Group Co Ltd,$0.56 ,TRUE,,'Date',,,,,,,,,
KNKCF,Koninklijke Ten Cate NV,$27.15 ,TRUE,,No data fetched for symbol KNKCF using YahooDailyReader,,,,,,,,,
KZ,KongZhong Corp,$7.50 ,TRUE,,'Date',,,,,,,,,
KMBNY,Komercni Banka AS,$13.20 ,TRUE,,'Date',,,,,,,,,
KUKYF,Kokuyo Co Ltd,$8.52 ,TRUE,,No data fetched for symbol KUKYF using YahooDailyReader,,,,,,,,,
KHOLF,Koc Holding AS,$4.67 ,TRUE,,'Date',,,,,,,,,
KBYPF,Kobayashi Pharmaceutical Co Ltd,$65.00 ,TRUE,,No data fetched for symbol KBYPF using YahooDailyReader,,,,,,,,,
KLEEF,Kleemann Hellas SA,$1.56 ,TRUE,,No data fetched for symbol KLEEF using YahooDailyReader,,,,,,,,,
KLEG,KL Energy Corp,$0.09 ,TRUE,,No data fetched for symbol KLEG using YahooDailyReader,,,,,,,,,
KTONF,Kitron ASA,$0.83 ,TRUE,,No data fetched for symbol KTONF using YahooDailyReader,,,,,,,,,
KITE,Kite Pharma Inc,$179.79 ,TRUE,,'Date',,,,,,,,,
KSKTF,Kiska Metals Corp,$0.07 ,TRUE,,No data fetched for symbol KSKTF using YahooDailyReader,,,,,,,,,
KIPS,Kips Bay Medical Inc,$0.01 ,TRUE,,'Date',,,,,,,,,
KTWEY,Kintetsu World Express Inc,$0.20 ,TRUE,,No data fetched for symbol KTWEY using YahooDailyReader,,,,,,,,,
KTWEF,Kintetsu World Express Inc,$16.42 ,TRUE,,'Date',,,,,,,,,
SNNHF,Kingwell Group Ltd,$0.01 ,TRUE,,No data fetched for symbol SNNHF using YahooDailyReader,,,,,,,,,
