symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
WIEI,Wonder International Education & Investment Group,$0.04 ,True,,No data fetched for symbol WIEI using YahooDailyReader,,,,,,,,,
WBKC,Wolverine Bancorp Inc,$43.50 ,True,,'Date',,,,,,,,,
WLFDF,Wolford AG,$29.68 ,True,,'Date',,,,,,,,,
WFMRF,Wolf Minerals Ltd,$6.00 ,True,,No data fetched for symbol WFMRF using YahooDailyReader,,,,,,,,,
WMFWF,WMF AG,$74.22 ,True,,No data fetched for symbol WMFWF using YahooDailyReader,,,,,,,,,
FUR,Winthrop Realty Trust Inc,$9.33 ,True,,'Date',,,,,,,,,
WSPS,Winter Sports Inc,"$30,000.00 ",True,,No data fetched for symbol WSPS using YahooDailyReader,,,,,,,,,
WISRF,Winston Resources Inc,$0.55 ,True,,No data fetched for symbol WISRF using YahooDailyReader,,,,,,,,,
WTHEF,Wing Tai Holdings Ltd,$1.44 ,True,,No data fetched for symbol WTHEF using YahooDailyReader,,,,,,,,,
WONCF,Wing On Co International Ltd,$2.95 ,True,,No data fetched for symbol WONCF using YahooDailyReader,,,,,,,,,
WNCH,Winchester International Resorts Inc,$0.01 ,True,,No data fetched for symbol WNCH using YahooDailyReader,,,,,,,,,
WNCNF,Wincanton PLC,$3.33 ,True,,No data fetched for symbol WNCNF using YahooDailyReader,,,,,,,,,
WBEMF,Winbond Electronics Corp,$2.15 ,True,,'Date',,,,,,,,,
WCRE,Wilson Creek Mining Corp,$1.01 ,True,,No data fetched for symbol WCRE using YahooDailyReader,,,,,,,,,
WBYLF,Wilson Bayly Holmes-Ovcon Ltd,$12.50 ,True,,No data fetched for symbol WBYLF using YahooDailyReader,,,,,,,,,
WLSE,Wilshire Enterprises Inc,$3.35 ,True,,'Date',,,,,,,,,
WIBC,Wilshire Bancorp Inc,$10.74 ,True,,'Date',,,,,,,,,
WPRXF,Williams Grand Prix Holdings PLC,$19.50 ,True,,No data fetched for symbol WPRXF using YahooDailyReader,,,,,,,,,
WLH,William Lyon Homes,$24.37 ,True,,No data fetched for symbol WLH using YahooDailyReader,,,,,,,,,
WLHSF,Wilh. Wilhelmsen Holding ASA,$21.25 ,True,,No data fetched for symbol WLHSF using YahooDailyReader,,,,,,,,,
WLXMF,Wilex AG,$1.08 ,True,,No data fetched for symbol WLXMF using YahooDailyReader,,,,,,,,,
WDCTF,Wildcat resources Ltd,$0.12 ,True,,No data fetched for symbol WDCTF using YahooDailyReader,,,,,,,,,
DMQHF,WildBrain Ltd,$2.63 ,True,,No data fetched for symbol DMQHF using YahooDailyReader,,,,,,,,,
WGLD,Whole Gold International Group Holding Co,$0.01 ,True,,No data fetched for symbol WGLD using YahooDailyReader,,,,,,,,,
WFM,Whole Foods Market Inc,$41.99 ,True,,'Date',,,,,,,,,
WHXT,Whiting USA Trust I,$0.06 ,True,,No data fetched for symbol WHXT using YahooDailyReader,,,,,,,,,
WECFY,White Energy Co Ltd,$0.22 ,True,,No data fetched for symbol WECFY using YahooDailyReader,,,,,,,,,
WGXLF,Whistler Gold Exploration Inc,$0.03 ,True,,No data fetched for symbol WGXLF using YahooDailyReader,,,,,,,,,
WSBHF,Whistler Blackcomb Holdings Inc,$28.05 ,True,,No data fetched for symbol WSBHF using YahooDailyReader,,,,,,,,,
WPTH,Westport Energy Holdings Inc,$0.15 ,True,,'Date',,,,,,,,,
WMDS,WestMountain Distressed Debt Inc,$0.25 ,True,,No data fetched for symbol WMDS using YahooDailyReader,,,,,,,,,
WMLPQ,Westmoreland Resource Partners LP,$0.02 ,True,,No data fetched for symbol WMLPQ using YahooDailyReader,,,,,,,,,
WLBAQ,Westmoreland Coal Co,$0.01 ,True,,No data fetched for symbol WLBAQ using YahooDailyReader,,,,,,,,,
WSMTF,Westminster Group PLC,$0.32 ,True,,No data fetched for symbol WSMTF using YahooDailyReader,,,,,,,,,
WJAVF,Westjet Airlines Ltd,$11.00 ,True,,No data fetched for symbol WJAVF using YahooDailyReader,,,,,,,,,
WJAFF,Westjet Airlines Ltd,$23.48 ,True,,No data fetched for symbol WJAFF using YahooDailyReader,,,,,,,,,
WFGPY,Westfield Corp,$13.54 ,True,,No data fetched for symbol WFGPY using YahooDailyReader,,,,,,,,,
WNRL,Western Refining Logistics LP,$23.85 ,True,,'Date',,,,,,,,,
WNR,Western Refining Inc,$36.18 ,True,,'Date',,,,,,,,,
WMAR,West Marine Inc,$12.97 ,True,,'Date',,,,,,,,,
WSTC,West Corp,$23.50 ,True,,'Date',,,,,,,,,
KJWNF,Wessanen NV,$12.59 ,True,,No data fetched for symbol KJWNF using YahooDailyReader,,,,,,,,,
WAIR,Wesco Aircraft Holdings Inc,$11.04 ,True,,No data fetched for symbol WAIR using YahooDailyReader,,,,,,,,,
GPIPF,Wescan Energy Corp,$0.03 ,True,,'Date',,,,,,,,,
WRCKF,WeSC AB,$1.16 ,True,,No data fetched for symbol WRCKF using YahooDailyReader,,,,,,,,,
WENTF,Wentworth Resources PLC,$0.35 ,True,,No data fetched for symbol WENTF using YahooDailyReader,,,,,,,,,
WSEYF,Wellstar Energy Corp,$0.05 ,True,,No data fetched for symbol WSEYF using YahooDailyReader,,,,,,,,,
WEFP,Wells Financial Corp,$51.88 ,True,,'Date',,,,,,,,,
WFVLF,Wellington Drive Technologies Ltd,$0.05 ,True,,No data fetched for symbol WFVLF using YahooDailyReader,,,,,,,,,
WEBK,Wellesley Bancorp Inc,$34.00 ,True,,No data fetched for symbol WEBK using YahooDailyReader,,,,,,,,,
WCG,WellCare Health Plans Inc,$349.92 ,True,,No data fetched for symbol WCG using YahooDailyReader,,,,,,,,,
WEDG,Weed Growth Fund Inc,"$2,000.00 ",True,,No data fetched for symbol WEDG using YahooDailyReader,,,,,,,,,
WZENY,Webzen Inc,$4.40 ,True,,No data fetched for symbol WZENY using YahooDailyReader,,,,,,,,,
WEWWF,WebTech Wireless Inc,$1.78 ,True,,'Date',,,,,,,,,
WEBEF,Webster Ltd,$1.30 ,True,,No data fetched for symbol WEBEF using YahooDailyReader,,,,,,,,,
MLBEF,Webcentral Group Ltd,$0.23 ,True,,No data fetched for symbol MLBEF using YahooDailyReader,,,,,,,,,
HHHH,Wealthbridge Acquisition Ltd,$9.55 ,True,,No data fetched for symbol HHHH using YahooDailyReader,,,,,,,,,
WCIC,WCI Communities Inc,$23.45 ,True,,'Date',,,,,,,,,
WAVXQ,Wave Systems Corp,$0.04 ,True,,'Date',,,,,,,,,
WSO.B,Watsco Inc,$232.00 ,True,,No data fetched for symbol WSO.B using YahooDailyReader,,,,,,,,,
WLOOF,Waterloo Investment Holdings Ltd,$0.03 ,True,,No data fetched for symbol WLOOF using YahooDailyReader,,,,,,,,,
WHTCF,WashTec AG,$52.40 ,True,,No data fetched for symbol WHTCF using YahooDailyReader,,,,,,,,,
WFBI,WashingtonFirst Bankshares Inc,$34.26 ,True,,'Date',,,,,,,,,
WSOUF,Washington H Soul Pattinson & Co Ltd,$13.50 ,True,,No data fetched for symbol WSOUF using YahooDailyReader,,,,,,,,,
WGTB,Washington Bancorp,$6.38 ,True,,No data fetched for symbol WGTB using YahooDailyReader,,,,,,,,,
WRESQ,Warren Resources Inc,$0.01 ,True,,'Date',,,,,,,,,
PRYGF,Warrego Energy Ltd,$0.23 ,True,,No data fetched for symbol PRYGF using YahooDailyReader,,,,,,,,,
WLLKF,Walliser Kantonalbank,$848.00 ,True,,No data fetched for symbol WLLKF using YahooDailyReader,,,,,,,,,
WKGBF,Walker Greenbank PLC,$2.78 ,True,,'Date',,,,,,,,,
WAKTF,Wakita & Co Ltd,$8.30 ,True,,No data fetched for symbol WAKTF using YahooDailyReader,,,,,,,,,
WKUA,Wailuku Agribusiness Co Inc,$600.00 ,True,,'Date',,,,,,,,,
WAGE,WageWorks Inc,$51.34 ,True,,No data fetched for symbol WAGE using YahooDailyReader,,,,,,,,,
WGBS,WaferGen Bio-systems Inc,$6.90 ,True,,'Date',,,,,,,,,
WBC,WABCO Holdings Inc,$136.46 ,True,,No data fetched for symbol WBC using YahooDailyReader,,,,,,,,,
WREOF,W Resources PLC,$0.01 ,True,,No data fetched for symbol WREOF using YahooDailyReader,,,,,,,,,
