symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
GMBEQ,Gymboree Holding Corp,$0.01 ,TRUE,,No data fetched for symbol GMBEQ using YahooDailyReader,,,,,,,,,
CLAGF,GxP German Properties AG,$1.10 ,TRUE,,No data fetched for symbol CLAGF using YahooDailyReader,,,,,,,,,
GWGWF,GWR Global Water Resources Corp,$6.50 ,TRUE,,'Date',,,,,,,,,
GWAXY,GWA Group Ltd,$9.33 ,TRUE,,No data fetched for symbol GWAXY using YahooDailyReader,,,,,,,,,
GVMUF,GVIC Communications Corp,$0.08 ,TRUE,,No data fetched for symbol GVMUF using YahooDailyReader,,,,,,,,,
GRNVF,Gurunavi Inc,$12.40 ,TRUE,,No data fetched for symbol GRNVF using YahooDailyReader,,,,,,,,,
GUOTF,Guotai Junan International Holdings Ltd,$0.33 ,TRUE,,No data fetched for symbol GUOTF using YahooDailyReader,,,,,,,,,
GBOGF,Gunnebo AB,$3.72 ,TRUE,,No data fetched for symbol GBOGF using YahooDailyReader,,,,,,,,,
JAHI,Gundaker/Jordan American Holdings Inc,$0.01 ,TRUE,,'Date',,,,,,,,,
GFPOF,Gulfsands Petroleum PLC,$0.08 ,TRUE,,No data fetched for symbol GFPOF using YahooDailyReader,,,,,,,,,
GLFMQ,GulfMark Offshore Inc,$0.13 ,TRUE,,'Date',,,,,,,,,
GUJZF,Gujarat Narmada Valley Fertilizers & Chemicals Ltd,$1.60 ,TRUE,,No data fetched for symbol GUJZF using YahooDailyReader,,,,,,,,,
GUID,Guidance Software Inc,$7.07 ,TRUE,,'Date',,,,,,,,,
GUDHF,GUD Holdings Ltd,$6.50 ,TRUE,,No data fetched for symbol GUDHF using YahooDailyReader,,,,,,,,,
GUEXF,Guardian Exploration Inc,$0.04 ,TRUE,,No data fetched for symbol GUEXF using YahooDailyReader,,,,,,,,,
GUARL,Guaranty Trust Bank PLC,$8.29 ,TRUE,,'Date',,,,,,,,,
GZPHY,Guangzhou Baiyunshan Pharmaceutical Holdings Co Lt,$58.29 ,TRUE,,No data fetched for symbol GZPHY using YahooDailyReader,,,,,,,,,
KYBWF,Guangdong Land Holdings Ltd,$0.25 ,TRUE,,No data fetched for symbol KYBWF using YahooDailyReader,,,,,,,,,
HDOOF,Guangdong Hong Kong Greater Bay Area Holdings Ltd,$0.19 ,TRUE,,No data fetched for symbol HDOOF using YahooDailyReader,,,,,,,,,
GUAXF,Guan Chong Bhd,$0.61 ,TRUE,,No data fetched for symbol GUAXF using YahooDailyReader,,,,,,,,,
GSMF,GSM Fund Group Inc,$1.00 ,TRUE,,No data fetched for symbol GSMF using YahooDailyReader,,,,,,,,,
GSDHF,GSD Holding AS,$0.25 ,TRUE,,No data fetched for symbol GSDHF using YahooDailyReader,,,,,,,,,
GYUAF,GS Yuasa Corp,$20.41 ,TRUE,,No data fetched for symbol GYUAF using YahooDailyReader,,,,,,,,,
GPHYF,Gryphon Minerals Ltd,$0.16 ,TRUE,,No data fetched for symbol GPHYF using YahooDailyReader,,,,,,,,,
GPMCF,Grupo Modelo SAB de CV,$0.02 ,TRUE,,No data fetched for symbol GPMCF using YahooDailyReader,,,,,,,,,
GLSDF,Grupo Lamosa SAB de CV,$1.93 ,TRUE,,No data fetched for symbol GLSDF using YahooDailyReader,,,,,,,,,
GUZBY,Grupo Herdez SAB de CV,$8.68 ,TRUE,,'Date',,,,,,,,,
GPGNY,Grupo Gigante SAB de CV,$0.65 ,TRUE,,'Date',,,,,,,,,
GPGJY,Grupo Gigante SAB de CV,$17.61 ,TRUE,,'Date',,,,,,,,,
GLEKY,Grupo Elektra SAB de CV,$0.25 ,TRUE,,No data fetched for symbol GLEKY using YahooDailyReader,,,,,,,,,
GIVPY,Grupo de Inversiones Suramericana SA,$0.25 ,TRUE,,No data fetched for symbol GIVPY using YahooDailyReader,,,,,,,,,
GRCLY,Grupo Clarin SA,$18.85 ,TRUE,,No data fetched for symbol GRCLY using YahooDailyReader,,,,,,,,,
GPOOY,Grupo Carso SAB de CV,$9.53 ,TRUE,,No data fetched for symbol GPOOY using YahooDailyReader,,,,,,,,,
GPOLF,Grupa LOTOS SA,$18.17 ,TRUE,,'Date',,,,,,,,,
GMKYY,Gruma SAB de CV,$56.01 ,TRUE,,'Date',,,,,,,,,
GGRGY,GROUPE GORGE SA,$23.15 ,TRUE,,No data fetched for symbol GGRGY using YahooDailyReader,,,,,,,,,
GPEFF,Groupe Flo SA,$4.20 ,TRUE,,No data fetched for symbol GPEFF using YahooDailyReader,,,,,,,,,
