symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
QWIKF,Qwick Media Inc,$0.70 ,True,,No data fetched for symbol QWIKF using YahooDailyReader,,,,,,,,,
QUNR,Qunar Cayman Islands Ltd,$30.41 ,True,,'Date',,,,,,,,,
QUTDF,Quintain Estates & Development PLC,$1.66 ,True,,No data fetched for symbol QUTDF using YahooDailyReader,,,,,,,,,
EQLMF,Quilvest SA,$97.31 ,True,,'Date',,,,,,,,,
QGLOF,Questus Global Capital Market Ltd,$0.49 ,True,,No data fetched for symbol QGLOF using YahooDailyReader,,,,,,,,,
QUSA,Questar Assessment Inc,$2.71 ,True,,'Date',,,,,,,,,
RPPTF,Quattro Plus Real Estate,$1.19 ,True,,No data fetched for symbol RPPTF using YahooDailyReader,,,,,,,,,
QRTXF,Quartix Holdings PLC,$2.26 ,True,,No data fetched for symbol QRTXF using YahooDailyReader,,,,,,,,,
QTWWQ,Quantum Fuel Systems Technologies Worldwide Inc,$0.01 ,True,,No data fetched for symbol QTWWQ using YahooDailyReader,,,,,,,,,
QATSF,Quantitative Alpha Trading Inc,$0.01 ,True,,No data fetched for symbol QATSF using YahooDailyReader,,,,,,,,,
QUCCF,Quanta Computer Inc,$8.77 ,True,,No data fetched for symbol QUCCF using YahooDailyReader,,,,,,,,,
QMRK,QualMark Corp,$1.00 ,True,,'Date',,,,,,,,,
QUAIF,Qualicorp Consultoria E Corretora De Seguros SA,$6.34 ,True,,No data fetched for symbol QUAIF using YahooDailyReader,,,,,,,,,
QUDCF,Quadron Cannatech Corp,$0.20 ,True,,No data fetched for symbol QUDCF using YahooDailyReader,,,,,,,,,
QCCP,Quad County Corn Processors Cooperative,"$9,500.00 ",True,,No data fetched for symbol QCCP using YahooDailyReader,,,,,,,,,
QBTIF,Quabit Inmobiliaria SA,$6.00 ,True,,No data fetched for symbol QBTIF using YahooDailyReader,,,,,,,,,
QSLRF,QSolar Ltd,$0.06 ,True,,No data fetched for symbol QSLRF using YahooDailyReader,,,,,,,,,
QRXPY,QRxPharma Ltd,$0.01 ,True,,No data fetched for symbol QRXPY using YahooDailyReader,,,,,,,,,
FNKXF,QNB Finansbank AS,$4.95 ,True,,No data fetched for symbol FNKXF using YahooDailyReader,,,,,,,,,
QLGC,QLogic Corp,$16.07 ,True,,'Date',,,,,,,,,
QLIK,Qlik Technologies Inc,$30.50 ,True,,'Date',,,,,,,,,
QFREF,Q-Free ASA,$0.95 ,True,,No data fetched for symbol QFREF using YahooDailyReader,,,,,,,,,
