symbol,company,price,ignore,start_yr,ignore_error,adj_up_start_schedule,adj_up_end_schedule,adj_ups,close_ups,adj_downs,close_downs,close_up_start_schedule,close_up_end_schedule,close_up_percent_avg
HLONF,Hilong Holding Ltd,$0.33 ,TRUE,,No data fetched for symbol HLONF using YahooDailyReader,,,,,,,,,
HLGVF,Hillgrove Resources Ltd,$0.06 ,TRUE,,No data fetched for symbol HLGVF using YahooDailyReader,,,,,,,,,
HSHPF,Hill & Smith Holdings PLC,$15.35 ,TRUE,,No data fetched for symbol HSHPF using YahooDailyReader,,,,,,,,,
DJACF,Hiku Brands Co Ltd,$2.10 ,TRUE,,No data fetched for symbol DJACF using YahooDailyReader,,,,,,,,,
HPJ,Highpower International Inc,$4.79 ,TRUE,,No data fetched for symbol HPJ using YahooDailyReader,,,,,,,,,
HLPCF,Highlands Pacific Ltd,$0.07 ,TRUE,,No data fetched for symbol HLPCF using YahooDailyReader,,,,,,,,,
HLND,Highlands Bankshares Inc,$8.40 ,TRUE,,No data fetched for symbol HLND using YahooDailyReader,,,,,,,,,
HPTB,High Point Bank Corporation,$301.00 ,TRUE,,'Date',,,,,,,,,
HIIDF,Hidili Industry International Development Ltd,$0.15 ,TRUE,,No data fetched for symbol HIIDF using YahooDailyReader,,,,,,,,,
HIBLF,Hibiya Engineering Ltd,$13.60 ,TRUE,,'Date',,,,,,,,,
HISNF,Hi Sun Technology (China) Ltd,$0.38 ,TRUE,,No data fetched for symbol HISNF using YahooDailyReader,,,,,,,,,
HF,HFF Inc,$45.60 ,TRUE,,No data fetched for symbol HF using YahooDailyReader,,,,,,,,,
HFFC,HF Financial Corp,$19.64 ,TRUE,,'Date',,,,,,,,,
MPRFF,Hexaom,$31.09 ,TRUE,,No data fetched for symbol MPRFF using YahooDailyReader,,,,,,,,,
HIUH,Hero International USA Holding Corp,$33.98 ,TRUE,,No data fetched for symbol HIUH using YahooDailyReader,,,,,,,,,
HEOP,Heritage Oaks Bancorp,$13.35 ,TRUE,,'Date',,,,,,,,,
HBKS,Heritage Bankshares Inc,$21.00 ,TRUE,,'Date',,,,,,,,,
HEROQ,Hercules Offshore Inc,$1.13 ,TRUE,,'Date',,,,,,,,,
HRASF,Hera SpA,$2.61 ,TRUE,,'Date',,,,,,,,,
HYIG,Hengyi International Industries Group Inc,$0.01 ,TRUE,,No data fetched for symbol HYIG using YahooDailyReader,,,,,,,,,
HGTIF,Heng Tai Consumables Group Ltd,$0.02 ,TRUE,,No data fetched for symbol HGTIF using YahooDailyReader,,,,,,,,,
HNDGF,Henderson Group PLC,$2.97 ,TRUE,,No data fetched for symbol HNDGF using YahooDailyReader,,,,,,,,,
QQFHF,Henderson Far East Income Ltd,$4.11 ,TRUE,,No data fetched for symbol QQFHF using YahooDailyReader,,,,,,,,,
HMPPF,Hempco Food and Fiber Inc,$0.50 ,TRUE,,No data fetched for symbol HMPPF using YahooDailyReader,,,,,,,,,
HMFFF,Hemfosa Fastigheter AB,$12.10 ,TRUE,,No data fetched for symbol HMFFF using YahooDailyReader,,,,,,,,,
HMRJF,Hemaraj Land And Development PCL,$0.11 ,TRUE,,No data fetched for symbol HMRJF using YahooDailyReader,,,,,,,,,
HEMA,HemaCare Corp,$25.31 ,TRUE,,No data fetched for symbol HEMA using YahooDailyReader,,,,,,,,,
HLYHY,Hellaby Holdings Ltd,$23.21 ,TRUE,,No data fetched for symbol HLYHY using YahooDailyReader,,,,,,,,,
HLBMF,Helbor Empreendimentos SA,$0.98 ,TRUE,,No data fetched for symbol HLBMF using YahooDailyReader,,,,,,,,,
HEKRF,Hektar Real Estate Investment Trust,$0.49 ,TRUE,,No data fetched for symbol HEKRF using YahooDailyReader,,,,,,,,,
HEIWF,Heiwa Corp,$9.98 ,TRUE,,No data fetched for symbol HEIWF using YahooDailyReader,,,,,,,,,
GUANF,Heineken Malaysia Bhd,$4.00 ,TRUE,,No data fetched for symbol GUANF using YahooDailyReader,,,,,,,,,
HEI.A,Heico Corp,$118.86 ,TRUE,,'Date',,,,,,,,,
HCSVF,HEIAN CEREMONY SERVICE Co Ltd,$7.71 ,TRUE,,'Date',,,,,,,,,
HMMEF,Heemskirk Consolidated Ltd,$0.03 ,TRUE,,No data fetched for symbol HMMEF using YahooDailyReader,,,,,,,,,
HTWR,Heartware International Inc,$57.98 ,TRUE,,'Date',,,,,,,,,
HPY,Heartland Payment Systems Inc,$103.09 ,TRUE,,'Date',,,,,,,,,
HSCPF,Healthscope Ltd,$1.70 ,TRUE,,No data fetched for symbol HSCPF using YahooDailyReader,,,,,,,,,
HHCSY,Healthscope Ltd,$8.53 ,TRUE,,No data fetched for symbol HHCSY using YahooDailyReader,,,,,,,,,
HNT,Health Net Inc,$67.19 ,TRUE,,'Date',,,,,,,,,
PHCRY,Healius Ltd,$5.80 ,TRUE,,No data fetched for symbol PHCRY using YahooDailyReader,,,,,,,,,
PHCRF,Healius Ltd,$2.13 ,TRUE,,No data fetched for symbol PHCRF using YahooDailyReader,,,,,,,,,
HW,Headwaters Inc,$24.24 ,TRUE,,'Date',,,,,,,,,
HEDYY,Head NV,$0.17 ,TRUE,,'Date',,,,,,,,,
HCFB,HCSB Financial Corp,$0.13 ,TRUE,,'Date',,,,,,,,,
HCINF,HC Group Inc,$0.25 ,TRUE,,No data fetched for symbol HCINF using YahooDailyReader,,,,,,,,,
HBIN,Hbancorporation Inc,$13.15 ,TRUE,,No data fetched for symbol HBIN using YahooDailyReader,,,,,,,,,
HAZAF,HAZAMA ANDO Corp,$7.84 ,TRUE,,No data fetched for symbol HAZAF using YahooDailyReader,,,,,,,,,
HWTYF,Hayward Tyler Group PLC,$1.29 ,TRUE,,No data fetched for symbol HWTYF using YahooDailyReader,,,,,,,,,
TLWDF,Hawkwing PLC,$0.40 ,TRUE,,No data fetched for symbol TLWDF using YahooDailyReader,,,,,,,,,
HWKR,Hawker Energy Inc,$0.04 ,TRUE,,'Date',,,,,,,,,
HWKXF,Hawk Exploration Ltd,$0.19 ,TRUE,,No data fetched for symbol HWKXF using YahooDailyReader,,,,,,,,,
HWTLW,Hawaiian Telcom Holdco Inc,$1.00 ,TRUE,,No data fetched for symbol HWTLW using YahooDailyReader,,,,,,,,,
HVT.A,Haverty Furniture Companies Inc,$30.82 ,TRUE,,No data fetched for symbol HVT.A using YahooDailyReader,,,,,,,,,
HLOTF,Haulotte Group,$14.85 ,TRUE,,No data fetched for symbol HLOTF using YahooDailyReader,,,,,,,,,
HTS,Hatteras Financial Corp,$16.29 ,TRUE,,'Date',,,,,,,,,
HSHS,HashingSpace Corp,$0.02 ,TRUE,,'Date',,,,,,,,,
HSKCF,HASEKO Corp,$10.50 ,TRUE,,No data fetched for symbol HSKCF using YahooDailyReader,,,,,,,,,
HASC,Hasco Medical Inc,$0.02 ,TRUE,,'Date',,,,,,,,,
HVYW,Harvey-Westbury Corp,$0.01 ,TRUE,,'Date',,,,,,,,,
HNORF,Harvey Norman Holdings Ltd,$1.75 ,TRUE,,'Date',,,,,,,,,
HVYNF,Harvey Nash Group PLC,$1.43 ,TRUE,,'Date',,,,,,,,,
HNR,Harvest Natural Resources Inc,$6.62 ,TRUE,,'Date',,,,,,,,,
HARI,Harvard Illinois Bancorp Inc,$13.55 ,TRUE,,No data fetched for symbol HARI using YahooDailyReader,,,,,,,,,
HRGHY,Hartalega Holdings Bhd,$15.46 ,TRUE,,No data fetched for symbol HRGHY using YahooDailyReader,,,,,,,,,
HRGP,Harrison Ross Group Inc,$0.04 ,TRUE,,'Date',,,,,,,,,
HRMB,Harmony Bank Jackson NJ,$14.00 ,TRUE,,No data fetched for symbol HRMB using YahooDailyReader,,,,,,,,,
HROLF,Hardy Oil & Gas PLC,$0.25 ,TRUE,,No data fetched for symbol HROLF using YahooDailyReader,,,,,,,,,
HBPWF,Harbin Electric Co Ltd,$0.40 ,TRUE,,No data fetched for symbol HBPWF using YahooDailyReader,,,,,,,,,
HTHPF,Hansteen Holdings PLC,$1.80 ,TRUE,,No data fetched for symbol HTHPF using YahooDailyReader,,,,,,,,,
HEQM,Hansheng Industrial Equipment Manufacturing Inc,$0.05 ,TRUE,,No data fetched for symbol HEQM using YahooDailyReader,,,,,,,,,
HNSN,Hansen Medical Inc,$3.99 ,TRUE,,'Date',,,,,,,,,
HACOF,Hanison Construction Holdings Ltd,$0.16 ,TRUE,,No data fetched for symbol HACOF using YahooDailyReader,,,,,,,,,
HNGSF,Hanergy Thin Film Power Group Ltd,$0.28 ,TRUE,,No data fetched for symbol HNGSF using YahooDailyReader,,,,,,,,,
HNH,Handy & Harman Ltd,$30.30 ,TRUE,,'Date',,,,,,,,,
HLXH,Hamptons Luxury Homes Inc,$0.01 ,TRUE,,'Date',,,,,,,,,
HMPR,Hampton Roads Bankshares Inc,$2.05 ,TRUE,,'Date',,,,,,,,,
HAMPQ,Hampshire Group Ltd,$0.01 ,TRUE,,'Date',,,,,,,,,
HMFAF,Hammond Manufacturing Co Ltd,$0.90 ,TRUE,,No data fetched for symbol HMFAF using YahooDailyReader,,,,,,,,,
HAMT,Hammett J L Co,$0.10 ,TRUE,,'Date',,,,,,,,,
HMBH,Hamilton State Bancshares Inc,$9.50 ,TRUE,,No data fetched for symbol HMBH using YahooDailyReader,,,,,,,,,
HBK,Hamilton Bancorp Inc,$15.76 ,TRUE,,No data fetched for symbol HBK using YahooDailyReader,,,,,,,,,
HMBG,Hamburg Industries Inc,$2.00 ,TRUE,,No data fetched for symbol HMBG using YahooDailyReader,,,,,,,,,
HGENF,Halogen Software Inc,$9.23 ,TRUE,,No data fetched for symbol HGENF using YahooDailyReader,,,,,,,,,
HLMLY,Halma PLC,$40.40 ,TRUE,,No data fetched for symbol HLMLY using YahooDailyReader,,,,,,,,,
HTEE,Hall Tees Inc,$0.75 ,TRUE,,No data fetched for symbol HTEE using YahooDailyReader,,,,,,,,,
HLDXF,Haldex AB,$12.38 ,TRUE,,'Date',,,,,,,,,
HNGFF,Haitong International Securities Group Ltd,$0.60 ,TRUE,,No data fetched for symbol HNGFF using YahooDailyReader,,,,,,,,,
WSSXF,Hague and London Oil PLC,$0.04 ,TRUE,,No data fetched for symbol WSSXF using YahooDailyReader,,,,,,,,,
HGWEF,Hagiwara Electric Holdings Co Ltd,$14.94 ,TRUE,,No data fetched for symbol HGWEF using YahooDailyReader,,,,,,,,,
HFSUF,Hafslund ASA,$7.75 ,TRUE,,'Date',,,,,,,,,
HADSY,Hadasit Bio Holdings Ltd,$0.81 ,TRUE,,No data fetched for symbol HADSY using YahooDailyReader,,,,,,,,,
HOMJF,Haci Omer Sabanci Holding AS,$4.02 ,TRUE,,No data fetched for symbol HOMJF using YahooDailyReader,,,,,,,,,
HHFFF,H-FARM S.p.A.,$1.02 ,TRUE,,No data fetched for symbol HHFFF using YahooDailyReader,,,,,,,,,
HTZZF,H&T Group PLC,$4.55 ,TRUE,,No data fetched for symbol HTZZF using YahooDailyReader,,,,,,,,,
MRCHF,H U Group Holdings Inc,$24.30 ,TRUE,,No data fetched for symbol MRCHF using YahooDailyReader,,,,,,,,,
